,how,much,did,tesla,sell,his,ac,patents,to,westinghouse,electric,for,?
popularity,0.227399542927742,0.2708045244216919,0.22251276671886444,0.24335777759552002,0.3110874891281128,0.3040998876094818,0.16847772896289825,0.23319898545742035,0.22046558558940887,0.2385099232196808,0.1837809532880783,0.2503066658973694,0.16941240429878235
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.26397812366485596,0.3378419280052185,0.1705707460641861,0.22191748023033142,0.44245919585227966,0.277236670255661,0.22981849312782288,0.4464869201183319,0.31091248989105225
had,0.2549138069152832,0.31141290068626404,0.540525496006012,0.12050733715295792,0.2794511616230011,0.4401516616344452,0.09857317060232162,0.17608098685741425,0.37984350323677063,0.2198336273431778,0.17037837207317352,0.3270139992237091,0.20728366076946259
turned,0.2075119912624359,0.2502693235874176,0.3006841838359833,0.14801929891109467,0.19501866400241852,0.31171542406082153,0.09319597482681274,0.10912847518920898,0.33177903294563293,0.1514001041650772,0.13395288586616516,0.24899277091026306,0.130948007106781
out,0.3963836133480072,0.3749011158943176,0.28413498401641846,0.2017683982849121,0.2122432291507721,0.3022425174713135,0.030176294967532158,0.2546972632408142,0.42386990785598755,0.16800174117088318,0.1304640918970108,0.3312093913555145,0.22020699083805084
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.35664159059524536,0.3715193271636963,0.13302072882652283,0.2135588526725769,1.0,0.22176946699619293,0.2115597426891327,0.4451248347759247,0.29463258385658264
be,0.4158933162689209,0.3977218568325043,0.22657383978366852,0.15180771052837372,0.2757044732570648,0.21738691627979279,0.14963611960411072,0.15605752170085907,0.4972836375236511,0.2052488476037979,0.2143908590078354,0.3801851272583008,0.3324260413646698
an,0.2520636022090912,0.2866077721118927,0.22598257660865784,0.13714656233787537,0.12811186909675598,0.24025635421276093,0.178873673081398,0.14016205072402954,0.3138085603713989,0.24657122790813446,0.13662607967853546,0.3236706852912903,0.19793890416622162
overly,0.34379342198371887,0.41631513833999634,0.23522180318832397,0.1000208705663681,0.10066891461610794,0.19910186529159546,0.05653775855898857,0.0780540183186531,0.2985176146030426,0.11306285113096237,0.14588485658168793,0.24250495433807373,0.308106392621994
generous,0.2540552616119385,0.36109015345573425,0.2526457607746124,0.18660126626491547,0.2929357588291168,0.4020192623138428,0.14143794775009155,0.2441580444574356,0.29382142424583435,0.2619971036911011,0.17544041574001312,0.2903781533241272,0.23372966051101685
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.23458653688430786,0.3366301655769348,0.15203753113746643,0.10123731940984726,0.25174519419670105,0.22282108664512634,0.1781255006790161,0.11733546853065491,0.22711659967899323,0.2786129117012024
2.50,-0.27730685472488403,-0.21947143971920013,-0.19621486961841583,-0.1272410899400711,-0.19543910026550293,-0.22918039560317993,-0.1254868060350418,-0.18876899778842926,-0.25685203075408936,-0.25097405910491943,-0.23269544541835785,-0.13657693564891815,-0.2835139334201813
per,0.2243444174528122,0.264721542596817,0.14237605035305023,0.2078201323747635,0.133317768573761,0.10228905826807022,0.12622077763080597,0.12937724590301514,0.2519395351409912,0.13784749805927277,0.12634971737861633,0.22882020473480225,0.22323818504810333
ac,0.11219378560781479,0.12022420018911362,0.08334841579198837,0.31766265630722046,0.10539230704307556,0.08581247925758362,1.0000001192092896,0.1844795197248459,0.13302072882652283,0.2760004699230194,0.4138762056827545,0.13663122057914734,0.19071458280086517
horsepower,0.27074307203292847,0.37223589420318604,0.21618662774562836,0.42120325565338135,0.22108694911003113,0.15383289754390717,0.3302655518054962,0.321157306432724,0.22667735815048218,0.31094062328338623,0.419638991355896,0.20352958142757416,0.2179865539073944
royalty,0.14307795464992523,0.15598542988300323,0.16705602407455444,0.19688311219215393,0.2801071107387543,0.2085411548614502,0.1386519819498062,0.20413127541542053,0.1634354591369629,0.23174773156642914,0.17204561829566956,0.16653972864151,0.17703236639499664
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.17949827015399933,0.2524729371070862,0.3119256794452667,0.21823462843894958,0.21918348968029022,0.4645031690597534,0.3097001910209656,0.23612159490585327,0.4726039469242096,0.4130953550338745
