,when,was,an,extended,episode,of,doctor,who,shown,?
usually,0.42107367515563965,0.213388592004776,0.2654225528240204,0.2004292756319046,0.20468561351299286,0.33931583166122437,0.13327519595623016,0.35319453477859497,0.25139790773391724,0.19435347616672516
consisting,0.17603223025798798,0.22652006149291992,0.16297899186611176,0.22800710797309875,0.11798948794603348,0.40096408128738403,-0.015276345424354076,0.12026083469390869,0.18571962416172028,0.006223649252206087
of,0.3757161796092987,0.4069072902202606,0.32280945777893066,0.2843494713306427,0.17369085550308228,1.0,0.16895952820777893,0.2827862501144409,0.24332952499389648,0.1826142966747284
13,0.03002290427684784,0.020193999633193016,0.017115678638219833,-0.0032673052046447992,0.023985210806131363,0.019282439723610878,-0.006165226921439171,0.09338453412055969,0.01397748850286007,-0.11384815722703934
45-minute,0.31456220149993896,0.22736530005931854,0.10953803360462189,0.17399054765701294,0.28366193175315857,0.20756098628044128,0.2654983103275299,0.23017555475234985,0.26259908080101013,0.16811853647232056
",",0.36674630641937256,0.45456063747406006,0.3581022024154663,0.23414303362369537,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.25911012291908264,0.31091248989105225
self-contained,0.25526347756385803,0.31077316403388977,0.22454124689102173,0.2788800299167633,0.20906852185726166,0.37992599606513977,0.08040229231119156,0.07656179368495941,0.2826717793941498,0.23264376819133759
episodes,0.20127248764038086,0.157072052359581,0.13370193541049957,0.1327979862689972,0.8163357973098755,0.19166667759418488,0.2920081615447998,0.20461446046829224,0.37032949924468994,0.21740183234214783
(,0.2459595799446106,0.2980341613292694,0.286407470703125,0.2243831753730774,0.19250941276550293,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.17931321263313293,0.40561532974243164
60,0.0413321778178215,-0.003859133692458272,0.06699766963720322,-0.028176553547382355,-0.055880483239889145,0.05524682253599167,-0.020087122917175293,0.041363123804330826,-0.07185358554124832,0.06999651342630386
minutes,0.2939571440219879,0.18689095973968506,0.14118832349777222,0.14800278842449188,0.2481667697429657,0.14829446375370026,0.16872528195381165,0.153090700507164,0.191646009683609,0.14419560134410858
with,0.5075214505195618,0.27411898970603943,0.2730048894882202,0.19003750383853912,0.2304430603981018,0.41827285289764404,0.17277967929840088,0.3282766342163086,0.2707523703575134,0.2433311939239502
adverts,0.20577022433280945,0.18606896698474884,0.1577468365430832,0.1555871218442917,0.19364628195762634,0.10083996504545212,0.14259538054466248,0.18181803822517395,0.27825915813446045,0.1930147111415863
",",0.36674630641937256,0.45456063747406006,0.3581022024154663,0.23414303362369537,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.25911012291908264,0.31091248989105225
on,0.37706470489501953,0.3909217119216919,0.3192969560623169,0.3204180896282196,0.28993746638298035,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.33996689319610596,0.2714994251728058
overseas,0.19123895466327667,0.1727699339389801,0.08432154357433319,0.25539761781692505,0.17979209125041962,0.22840926051139832,0.145939439535141,0.19191975891590118,0.1908436417579651,0.15502241253852844
commercial,0.19567684829235077,0.22333669662475586,0.19474388659000397,0.11031681299209595,0.20486409962177277,0.21107374131679535,0.1067987009882927,0.05230569466948509,0.2529275417327881,0.04216946288943291
channels,0.1946161538362503,0.11888814717531204,0.1705780029296875,0.20536120235919952,0.22249452769756317,0.17560617625713348,0.138950377702713,0.13797876238822937,0.3263762891292572,0.19657258689403534
),0.2538422644138336,0.3267642855644226,0.2873353958129883,0.2578025162220001,0.1890215277671814,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.20446927845478058,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.3581022024154663,0.23414303362369537,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.25911012291908264,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.2838519215583801,0.22269432246685028,0.2091434895992279,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.28805026412010193,0.20544172823429108
an,0.33026179671287537,0.3694365322589874,1.0,0.1627131849527359,0.14956113696098328,0.32280945777893066,0.1790127456188202,0.2848317325115204,0.22352667152881622,0.19793890416622162
extended,0.1563398391008377,0.23736250400543213,0.1627131849527359,1.0,0.12787093222141266,0.2843494713306427,0.08848986029624939,0.09214743971824646,0.18497219681739807,0.17568568885326385
episode,0.2618144154548645,0.1706574261188507,0.14956113696098328,0.12787093222141266,1.0,0.17369085550308228,0.2940889000892639,0.2015407234430313,0.36795592308044434,0.23978739976882935
broadcast,0.2190258502960205,0.24068336188793182,0.19117678701877594,0.1487886756658554,0.3553028106689453,0.20155203342437744,0.18613839149475098,0.18632595241069794,0.3757247030735016,0.15760008990764618
on,0.37706470489501953,0.3909217119216919,0.3192969560623169,0.3204180896282196,0.28993746638298035,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.33996689319610596,0.2714994251728058
christmas,0.1884114146232605,0.16941027343273163,0.12385418266057968,0.1035485714673996,0.3011001646518707,0.14198152720928192,0.1539488285779953,0.19243934750556946,0.10982461273670197,0.23817040026187897
day,0.30730122327804565,0.24314451217651367,0.12837587296962738,0.10450375825166702,0.22638504207134247,0.2934032380580902,0.1563597172498703,0.2447325587272644,0.20424701273441315,0.2141837179660797
.,0.475719153881073,0.40146201848983765,0.3581749200820923,0.23685072362422943,0.23102888464927673,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.3143177330493927,0.4130953550338745
