,what,do,current,ctenophores,have,that,fossils,found,did,not,have,?
comb-rows,0.2799030542373657,0.3308938145637512,0.18624313175678253,0.31835541129112244,0.3464406728744507,0.29044416546821594,0.260189026594162,0.22986555099487305,0.24129745364189148,0.27593955397605896,0.3464406728744507,0.2980233430862427
than,0.29388150572776794,0.2387038916349411,0.1969870775938034,0.15586121380329132,0.46517109870910645,0.4891277849674225,0.2119034081697464,0.21039707958698273,0.24820660054683685,0.3858577013015747,0.46517109870910645,0.24917294085025787
modern,0.2655639946460724,0.1850697249174118,0.18437142670154572,0.26219505071640015,0.2661557197570801,0.24473170936107635,0.28369659185409546,0.16013142466545105,0.21376098692417145,0.20307135581970215,0.2661557197570801,0.12475407868623734
forms,0.16334041953086853,0.22607646882534027,0.0891897976398468,0.35691308975219727,0.2902635931968689,0.31152746081352234,0.29245030879974365,0.21121713519096375,0.15465429425239563,0.2827751338481903,0.2902635931968689,0.1196754202246666
",",0.3087472915649414,0.3283645510673523,0.29341426491737366,0.19362998008728027,0.3541618287563324,0.4137537479400635,0.21695511043071747,0.27385151386260986,0.3015086054801941,0.3769696354866028,0.3541618287563324,0.31091248989105225
have,0.39808809757232666,0.49831271171569824,0.19741833209991455,0.3612369894981384,0.9999999403953552,0.6182622313499451,0.31919050216674805,0.32803434133529663,0.3783526122570038,0.5619372129440308,0.9999999403953552,0.32991164922714233
been,0.2567804455757141,0.25179004669189453,0.24492745101451874,0.18695539236068726,0.6493861675262451,0.4152003228664398,0.26965126395225525,0.3022008240222931,0.2835664749145508,0.39571741223335266,0.6493861675262451,0.24354910850524902
found,0.1796332150697708,0.19611693918704987,0.0988646000623703,0.32198694348335266,0.32803434133529663,0.29063743352890015,0.44371047616004944,0.9999999403953552,0.15878844261169434,0.23683975636959076,0.32803434133529663,0.16790300607681274
in,0.30808621644973755,0.23402775824069977,0.1955713927745819,0.1814151555299759,0.36843645572662354,0.435920387506485,0.2852701246738434,0.39141854643821716,0.2593238651752472,0.3403114080429077,0.36843645572662354,0.20430970191955566
lagerstätten,0.2568666636943817,0.1979154646396637,0.09438563883304596,0.4325045943260193,0.3154669404029846,0.2953657805919647,0.6040382385253906,0.4051657021045685,0.15171806514263153,0.26663610339164734,0.3154669404029846,0.2321130633354187
as,0.31749409437179565,0.38329678773880005,0.33648446202278137,0.23381571471691132,0.37788212299346924,0.4735107421875,0.22297149896621704,0.20543651282787323,0.3596470057964325,0.5105602741241455,0.37788212299346924,0.27043893933296204
far,0.34794166684150696,0.28728967905044556,0.2573324739933014,0.1437925547361374,0.3647712469100952,0.34760522842407227,0.24652940034866333,0.2330441027879715,0.2696933448314667,0.32494306564331055,0.3647712469100952,0.2170870453119278
back,0.2965294420719147,0.2184148132801056,0.1995823234319687,0.14796702563762665,0.33593064546585083,0.34040841460227966,0.22244764864444733,0.19299741089344025,0.2601068317890167,0.23833145201206207,0.33593064546585083,0.2397768795490265
as,0.31749409437179565,0.38329678773880005,0.33648446202278137,0.23381571471691132,0.37788212299346924,0.4735107421875,0.22297149896621704,0.20543651282787323,0.3596470057964325,0.5105602741241455,0.37788212299346924,0.27043893933296204
the,0.42745697498321533,0.30239659547805786,0.3314409554004669,0.2543465793132782,0.40389683842658997,0.5473989248275757,0.2495197057723999,0.3452354073524475,0.34736719727516174,0.4310511648654938,0.40389683842658997,0.22068053483963013
early,0.2454567849636078,0.16360098123550415,0.14119209349155426,0.22558557987213135,0.30266791582107544,0.29580917954444885,0.2645024359226227,0.1977369338274002,0.32047218084335327,0.2524304986000061,0.30266791582107544,0.15272949635982513
cambrian,0.18002451956272125,0.15938204526901245,0.07517891377210617,0.433303564786911,0.28786689043045044,0.2572137713432312,0.5108596682548523,0.1903088092803955,0.1388472616672516,0.23198994994163513,0.28786689043045044,0.10118120908737183
",",0.3087472915649414,0.3283645510673523,0.29341426491737366,0.19362998008728027,0.3541618287563324,0.4137537479400635,0.21695511043071747,0.27385151386260986,0.3015086054801941,0.3769696354866028,0.3541618287563324,0.31091248989105225
about,0.47976887226104736,0.3183841109275818,0.1779501587152481,0.2095828801393509,0.3940475583076477,0.4500710964202881,0.2782515585422516,0.2971428334712982,0.28723078966140747,0.36646416783332825,0.3940475583076477,0.302409827709198
515,0.18805226683616638,0.22545185685157776,0.15819503366947174,0.26838046312332153,0.23391640186309814,0.18351644277572632,0.2103787511587143,0.1751323938369751,0.10441356152296066,0.21292005479335785,0.23391640186309814,0.06722166389226913
million,0.22197039425373077,0.15323026478290558,0.14782263338565826,0.16278836131095886,0.28469452261924744,0.2637370228767395,0.3239833414554596,0.14410199224948883,0.1815238744020462,0.1913634091615677,0.28469452261924744,0.23092924058437347
years,0.1981470286846161,0.180253803730011,0.1562318354845047,0.1858815997838974,0.31441381573677063,0.27599525451660156,0.33178845047950745,0.21100080013275146,0.2695724070072174,0.2464347630739212,0.31441381573677063,0.1914375126361847
ago,0.30667418241500854,0.21347029507160187,0.1615627557039261,0.26151517033576965,0.4005337059497833,0.3563132584095001,0.4381564259529114,0.25708508491516113,0.19972491264343262,0.2603054940700531,0.4005337059497833,0.2202194780111313
.,0.3567904531955719,0.3613996207714081,0.29179835319519043,0.22269779443740845,0.41614407300949097,0.4460422694683075,0.2062237411737442,0.3618174195289612,0.35288307070732117,0.4824007451534271,0.41614407300949097,0.4130953550338745
