,what,did,gasquet,'s,book,blame,the,plague,on,?
as,0.31749409437179565,0.3596470057964325,0.22398366034030914,-0.05775856226682663,0.23037776350975037,0.21974782645702362,0.48381632566452026,0.1501513570547104,0.36047765612602234,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.1959904432296753,1.0,0.2537761330604553,0.5107308030128479,0.22068053483963013
justinian,0.1740475594997406,0.13657891750335693,0.2527262270450592,-0.006880696397274733,0.17387522757053375,0.21711699664592743,0.26448550820350647,0.3528439402580261,0.17087890207767487,0.20392505824565887
plague,0.22263506054878235,0.1901843398809433,0.20662063360214233,-0.0006555641302838922,0.22759290039539337,0.29242193698883057,0.2537761330604553,0.9999999403953552,0.16606301069259644,0.11872942000627518
that,0.6297725439071655,0.47518548369407654,0.157001793384552,0.04397977516055107,0.31481462717056274,0.3448764681816101,0.5473989248275757,0.23825600743293762,0.42569106817245483,0.32716336846351624
was,0.22111038863658905,0.41399896144866943,0.23586979508399963,0.008974763564765453,0.24848085641860962,0.19880381226539612,0.48711544275283813,0.24312011897563934,0.3909217119216919,0.18412111699581146
prevalent,0.23996703326702118,0.14811711013317108,0.14744886755943298,0.04358157888054848,0.11444100737571716,0.1992306113243103,0.30129262804985046,0.23493686318397522,0.17556925117969513,0.20158211886882782
in,0.30808621644973755,0.2593238651752472,0.19707681238651276,-0.037580832839012146,0.2527170181274414,0.10829274356365204,0.6662389636039734,0.2488756626844406,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.25759053230285645,-0.01540423184633255,0.2652374505996704,0.1959904432296753,1.0,0.2537761330604553,0.5107308030128479,0.22068053483963013
eastern,0.2263268083333969,0.13009013235569,0.18676526844501495,0.02632785774767399,0.17111621797084808,0.12058209627866745,0.3928247392177582,0.15671682357788086,0.2247627079486847,0.20060817897319794
roman,0.17852471768856049,0.1483525037765503,0.2878223955631256,0.11189179122447968,0.16169115900993347,0.07986380904912949,0.2862859070301056,0.24386034905910492,0.15509356558322906,0.1663191318511963
empire,0.21723191440105438,0.18850058317184448,0.1955765187740326,-0.011798231862485409,0.13865822553634644,0.147309347987175,0.32532164454460144,0.28419533371925354,0.1508585810661316,0.14909450709819794
from,0.2737620174884796,0.20248863101005554,0.2303706854581833,-0.01936490088701248,0.1578967273235321,0.17265993356704712,0.40150508284568787,0.22369004786014557,0.36926645040512085,0.19969791173934937
541,-0.0845886617898941,-0.09632238000631332,0.0881655216217041,-0.022059816867113113,-0.07612232863903046,-0.1204117089509964,0.1981414407491684,-0.06725810468196869,0.05853978917002678,-0.08035929501056671
to,0.455847829580307,0.4452643394470215,0.23918284475803375,0.03782717138528824,0.20275522768497467,0.22786720097064972,0.535392165184021,0.21845681965351105,0.41031414270401,0.29463258385658264
700,0.10991482436656952,0.08167697489261627,0.008677820675075054,-0.04476200416684151,0.1300646811723709,0.1790991872549057,0.022243324667215347,0.004434243310242891,0.10268351435661316,0.1795072853565216
ce,0.17909298837184906,0.08418942987918854,0.1681021898984909,-0.02564002014696598,0.20285657048225403,0.13147954642772675,0.2043403536081314,0.20724812150001526,0.1397945135831833,0.25396761298179626
.,0.3567904531955719,0.35288307070732117,0.2756970524787903,-0.003708066651597619,0.21435262262821198,0.21665722131729126,0.5934505462646484,0.2547653317451477,0.49257001280784607,0.4130953550338745
