,what,journalist,wrote,an,article,defending,doctor,who,?
``,0.008517155423760414,0.06694222241640091,0.0734158530831337,0.03770720958709717,0.025853512808680534,0.10846179723739624,0.03718610852956772,0.02397952415049076,0.0685480609536171
to,0.455847829580307,0.11334022134542465,0.18888387084007263,0.3138085603713989,0.361922025680542,0.33036428689956665,0.22950075566768646,0.42656609416007996,0.29463258385658264
compare,0.3645031452178955,0.07355638593435287,0.14541329443454742,0.212344691157341,0.33929088711738586,0.18306361138820648,0.13251586258411407,0.19523203372955322,0.34984293580055237
the,0.42745697498321533,0.1387142688035965,0.2426944375038147,0.4207492768764496,0.3329811692237854,0.3322177529335022,0.2820442318916321,0.3733934462070465,0.22068053483963013
violence,0.24788525700569153,0.1992548555135727,0.1946035921573639,0.16634076833724976,0.2158525586128235,0.25957077741622925,0.11373773217201233,0.2254926860332489,0.20634515583515167
of,0.33290785551071167,0.10838672518730164,0.30241408944129944,0.32280945777893066,0.25720444321632385,0.23717111349105835,0.16895952820777893,0.2827862501144409,0.1826142966747284
dr,0.1818331778049469,0.21936093270778656,0.1980954259634018,0.11214590817689896,0.1479005664587021,0.09895873814821243,0.4480474591255188,0.2565288841724396,0.1317284107208252
who,0.40942975878715515,0.2652316093444824,0.2670581638813019,0.2848317325115204,0.2547345757484436,0.29095518589019775,0.3504868149757385,0.9999998807907104,0.26220351457595825
",",0.3087472915649414,0.29304662346839905,0.27225261926651,0.3581022024154663,0.28605279326438904,0.2921448349952698,0.20407600700855255,0.3365725874900818,0.31091248989105225
sired,0.19246241450309753,0.09815108776092529,0.2213810235261917,0.1698387861251831,0.09646674245595932,0.19840067625045776,0.12702636420726776,0.22998866438865662,0.14604483544826508
by,0.2455483376979828,0.22727923095226288,0.2766735553741455,0.2719563841819763,0.22247393429279327,0.24967873096466064,0.13681447505950928,0.39727845788002014,0.17966607213020325
a,0.3320399522781372,0.17997559905052185,0.232523575425148,0.44552403688430786,0.30913418531417847,0.2552136778831482,0.22883038222789764,0.36608949303627014,0.23916715383529663
horse-laugh,0.3282768726348877,0.22419820725917816,0.28989365696907043,0.22184260189533234,0.20670627057552338,0.23127242922782898,0.22325894236564636,0.3362467288970947,0.2671390175819397
out,0.3633197546005249,0.14779910445213318,0.18969018757343292,0.2333006113767624,0.23191849887371063,0.18241220712661743,0.19429856538772583,0.3129808306694031,0.22020699083805084
of,0.33290785551071167,0.10838672518730164,0.30241408944129944,0.32280945777893066,0.25720444321632385,0.23717111349105835,0.16895952820777893,0.2827862501144409,0.1826142966747284
a,0.3320399522781372,0.17997559905052185,0.232523575425148,0.44552403688430786,0.30913418531417847,0.2552136778831482,0.22883038222789764,0.36608949303627014,0.23916715383529663
nightmare,0.25842347741127014,0.07941818237304688,0.1888815015554428,0.14544346928596497,0.26335155963897705,0.14914683997631073,0.18626336753368378,0.23502610623836517,0.25095334649086
",",0.3087472915649414,0.29304662346839905,0.27225261926651,0.3581022024154663,0.28605279326438904,0.2921448349952698,0.20407600700855255,0.3365725874900818,0.31091248989105225
with,0.2464839518070221,0.14186295866966248,0.18946580588817596,0.2730048894882202,0.23478515446186066,0.3193020224571228,0.17277967929840088,0.3282766342163086,0.2433311939239502
the,0.42745697498321533,0.1387142688035965,0.2426944375038147,0.4207492768764496,0.3329811692237854,0.3322177529335022,0.2820442318916321,0.3733934462070465,0.22068053483963013
more,0.3484537899494171,0.11249540001153946,0.1876446008682251,0.316240519285202,0.29788336157798767,0.21364182233810425,0.16165468096733093,0.31567877531051636,0.27894994616508484
realistic,0.3681529462337494,0.1988634467124939,0.2739719748497009,0.24706926941871643,0.2557087242603302,0.2462528944015503,0.205076664686203,0.29871848225593567,0.19088289141654968
violence,0.24788525700569153,0.1992548555135727,0.1946035921573639,0.16634076833724976,0.2158525586128235,0.25957077741622925,0.11373773217201233,0.2254926860332489,0.20634515583515167
of,0.33290785551071167,0.10838672518730164,0.30241408944129944,0.32280945777893066,0.25720444321632385,0.23717111349105835,0.16895952820777893,0.2827862501144409,0.1826142966747284
other,0.341873437166214,0.14028525352478027,0.21267946064472198,0.1556563824415207,0.277202308177948,0.2926241457462311,0.21788395941257477,0.3612329661846161,0.24682199954986572
television,0.19838058948516846,0.4071725606918335,0.22188879549503326,0.22427234053611755,0.21147583425045013,0.15872074663639069,0.31410008668899536,0.2515988349914551,0.16825827956199646
series,0.17328087985515594,0.21143609285354614,0.16318367421627045,0.16255386173725128,0.21107545495033264,0.19548580050468445,0.2712797522544861,0.21484537422657013,0.1709602326154709
",",0.3087472915649414,0.29304662346839905,0.27225261926651,0.3581022024154663,0.28605279326438904,0.2921448349952698,0.20407600700855255,0.3365725874900818,0.31091248989105225
where,0.4457937180995941,0.08113942295312881,0.18577523529529572,0.24824833869934082,0.2605186104774475,0.2822033166885376,0.2602384388446808,0.41804537177085876,0.24793872237205505
actors,0.19468875229358673,0.3033267855644226,0.17034800350666046,0.21097250282764435,0.19006939232349396,0.16143806278705597,0.14469687640666962,0.2542370557785034,0.16258424520492554
who,0.40942975878715515,0.2652316093444824,0.2670581638813019,0.2848317325115204,0.2547345757484436,0.29095518589019775,0.3504868149757385,0.9999998807907104,0.26220351457595825
look,0.40627723932266235,0.0945487841963768,0.17143671214580536,0.24554453790187836,0.3356345295906067,0.13358983397483826,0.20997919142246246,0.23452164232730865,0.3596472144126892
like,0.4320242702960968,0.13525882363319397,0.2692514955997467,0.2679307162761688,0.30790406465530396,0.17190887033939362,0.20210526883602142,0.34740978479385376,0.3268813192844391
human,0.24243313074111938,0.16894347965717316,0.1591273844242096,0.18078956007957458,0.25461921095848083,0.18791648745536804,0.21727584302425385,0.265678733587265,0.19748784601688385
beings,0.2935854196548462,0.03991163894534111,0.20504628121852875,0.16101975739002228,0.22188420593738556,0.18087488412857056,0.20787301659584045,0.37255868315696716,0.21276918053627014
bleed,0.2664785087108612,0.13704314827919006,0.13801506161689758,0.19420108199119568,0.25938645005226135,0.2091163694858551,0.32972171902656555,0.2209663987159729,0.24645695090293884
paint,0.2718578279018402,0.1647101640701294,0.15208354592323303,0.13194069266319275,0.19968019425868988,0.09191980212926865,0.20990045368671417,0.16828908026218414,0.20647689700126648
that,0.6297725439071655,0.13744212687015533,0.27484676241874695,0.365763783454895,0.41666144132614136,0.2806907296180725,0.2390732765197754,0.45444270968437195,0.32716336846351624
looks,0.36668315529823303,0.09202218055725098,0.2369813770055771,0.2346145361661911,0.38827574253082275,0.11764948070049286,0.23085558414459229,0.1889898031949997,0.292976975440979
like,0.4320242702960968,0.13525882363319397,0.2692514955997467,0.2679307162761688,0.30790406465530396,0.17190887033939362,0.20210526883602142,0.34740978479385376,0.3268813192844391
blood,0.15800324082374573,0.12510618567466736,0.09427668899297714,0.13378086686134338,0.17197285592556,0.1790989339351654,0.2764779031276703,0.18777169287204742,0.156274676322937
",",0.3087472915649414,0.29304662346839905,0.27225261926651,0.3581022024154663,0.28605279326438904,0.2921448349952698,0.20407600700855255,0.3365725874900818,0.31091248989105225
is,0.28837618231773376,0.1436786651611328,0.23763930797576904,0.4654068350791931,0.29873761534690857,0.18069900572299957,0.19875872135162354,0.24293622374534607,0.22961433231830597
like,0.4320242702960968,0.13525882363319397,0.2692514955997467,0.2679307162761688,0.30790406465530396,0.17190887033939362,0.20210526883602142,0.34740978479385376,0.3268813192844391
comparing,0.37788718938827515,0.15362553298473358,0.2334645688533783,0.16894154250621796,0.2624620795249939,0.2178690880537033,0.16411983966827393,0.2063164860010147,0.26404500007629395
monopoly,0.20629850029945374,0.1291312277317047,0.009856019169092178,0.15957953035831451,0.17026109993457794,0.18109573423862457,0.15663094818592072,0.22732922434806824,0.1011270210146904
with,0.2464839518070221,0.14186295866966248,0.18946580588817596,0.2730048894882202,0.23478515446186066,0.3193020224571228,0.17277967929840088,0.3282766342163086,0.2433311939239502
the,0.42745697498321533,0.1387142688035965,0.2426944375038147,0.4207492768764496,0.3329811692237854,0.3322177529335022,0.2820442318916321,0.3733934462070465,0.22068053483963013
property,0.24978817999362946,0.06261061131954193,0.08455101400613785,0.1699690967798233,0.18974287807941437,0.1997801661491394,0.11625254899263382,0.17305545508861542,0.16865147650241852
market,0.12116116285324097,0.0995812714099884,0.031090883538126945,0.15077361464500427,0.20777460932731628,0.17100560665130615,0.0825231522321701,0.10590363293886185,0.12805593013763428
in,0.30808621644973755,0.17949986457824707,0.2898900806903839,0.2605783939361572,0.26153311133384705,0.2688160538673401,0.25567495822906494,0.2792111933231354,0.20430970191955566
london,0.15188734233379364,0.2060432732105255,0.20960180461406708,0.1393115222454071,0.15140029788017273,0.10290184617042542,0.17792820930480957,0.20960183441638947,0.11278104782104492
:,-0.12022944539785385,0.05038221552968025,-0.14690157771110535,-0.08487251400947571,-0.03723052144050598,0.15434050559997559,-0.004988687578588724,-0.0025186005514115095,-0.07156077772378922
both,0.3361809551715851,0.14719606935977936,0.16486559808254242,0.24217435717582703,0.2096376121044159,0.3099302649497986,0.17321419715881348,0.31663915514945984,0.19455738365650177
are,0.29724663496017456,0.03040543757379055,0.2176285684108734,0.1556541919708252,0.23467081785202026,0.18493860960006714,0.12730668485164642,0.27294138073921204,0.24591213464736938
fantasies,0.2712719440460205,0.16429004073143005,0.42342737317085266,0.18019142746925354,0.22142066061496735,0.15504880249500275,0.22958488762378693,0.26469412446022034,0.21001479029655457
",",0.3087472915649414,0.29304662346839905,0.27225261926651,0.3581022024154663,0.28605279326438904,0.2921448349952698,0.20407600700855255,0.3365725874900818,0.31091248989105225
but,0.5029441118240356,0.09952394664287567,0.22844018042087555,0.27760404348373413,0.40155842900276184,0.30887287855148315,0.21460343897342682,0.4487357437610626,0.27921953797340393
one,0.376489520072937,0.1318613588809967,0.2446286678314209,0.2829729914665222,0.28421956300735474,0.31212764978408813,0.17397142946720123,0.40083858370780945,0.2673267424106598
is,0.28837618231773376,0.1436786651611328,0.23763930797576904,0.4654068350791931,0.29873761534690857,0.18069900572299957,0.19875872135162354,0.24293622374534607,0.22961433231830597
meant,0.40698376297950745,0.0634424164891243,0.283522367477417,0.2670842111110687,0.30348172783851624,0.2598022222518921,0.07948198914527893,0.27816009521484375,0.28817421197891235
to,0.455847829580307,0.11334022134542465,0.18888387084007263,0.3138085603713989,0.361922025680542,0.33036428689956665,0.22950075566768646,0.42656609416007996,0.29463258385658264
be,0.3929833769798279,0.08396836370229721,0.18142859637737274,0.33041056990623474,0.4253923296928406,0.19984513521194458,0.1729569286108017,0.3371641933917999,0.3324260413646698
taken,0.26014965772628784,0.1320125013589859,0.1296853870153427,0.20487432181835175,0.20008935034275055,0.23041808605194092,0.20950709283351898,0.23395919799804688,0.17662954330444336
seriously,0.38736292719841003,0.2048046588897705,0.24055978655815125,0.2500559091567993,0.30420762300491333,0.24646702408790588,0.2257480025291443,0.34856754541397095,0.3182626962661743
.,0.3567904531955719,0.16464652121067047,0.2480330765247345,0.3581749200820923,0.30669885873794556,0.2907489538192749,0.22361043095588684,0.3541337847709656,0.4130953550338745
'',0.08143015950918198,-0.07312441617250443,0.019677795469760895,0.09471100568771362,0.08483149111270905,-0.12326072156429291,0.06782495975494385,0.024401003494858742,0.018684765323996544
