,what,omen,was,genghis,khan,reported,to,have,seen,assuring,his,coming,victory,against,the,tanguts,?
in,0.30808621644973755,0.25224873423576355,0.45514053106307983,0.224680557847023,0.1527150720357895,0.25024300813674927,0.45010748505592346,0.36843645572662354,0.28402701020240784,0.24093404412269592,0.3598145842552185,0.27726781368255615,0.21562302112579346,0.27273955941200256,0.6662389636039734,0.2817113399505615,0.20430970191955566
the,0.42745697498321533,0.30049654841423035,0.48711544275283813,0.3448939025402069,0.21067845821380615,0.24444028735160828,0.535392165184021,0.40389683842658997,0.3442007005214691,0.36243391036987305,0.4394008219242096,0.4306776821613312,0.2795662581920624,0.3090755045413971,1.0,0.31210094690322876,0.22068053483963013
sky,0.16493305563926697,0.3060948848724365,0.181777685880661,0.23636703193187714,0.16128692030906677,0.11075546592473984,0.17630793154239655,0.15089604258537292,0.3039205074310303,0.19168812036514282,0.1255326271057129,0.19486688077449799,0.18535250425338745,0.14588893949985504,0.26521286368370056,0.294497013092041,0.11270341277122498
and,0.31309178471565247,0.28002962470054626,0.3740963041782379,0.26551535725593567,0.22885166108608246,0.25481367111206055,0.48971283435821533,0.4711785912513733,0.2522655725479126,0.30460405349731445,0.4234102666378021,0.3707200884819031,0.14554795622825623,0.3292689621448517,0.5171257257461548,0.39659228920936584,0.20544172823429108
interpreted,0.3610887825489044,0.22607168555259705,0.17631086707115173,0.1868773102760315,0.09422595798969269,0.28718847036361694,0.24033066630363464,0.28029465675354004,0.36434343457221985,0.29301249980926514,0.184282585978508,0.19902369379997253,0.13404420018196106,0.14824986457824707,0.26735278964042664,0.2672235667705536,0.22247080504894257
it,0.45803478360176086,0.2229728102684021,0.4577186405658722,0.2149120718240738,0.13704395294189453,0.16811372339725494,0.513711154460907,0.40974161028862,0.2688419222831726,0.22828009724617004,0.2876833975315094,0.3259769380092621,0.22078481316566467,0.19986185431480408,0.6251175999641418,0.2954518496990204,0.25732165575027466
as,0.31749409437179565,0.2647348642349243,0.3677520453929901,0.17543354630470276,0.22500167787075043,0.2451612651348114,0.42092081904411316,0.37788212299346924,0.35132327675819397,0.31444916129112244,0.3146366477012634,0.24490933120250702,0.17559123039245605,0.24545185267925262,0.48381632566452026,0.23088039457798004,0.27043893933296204
an,0.2821882665157318,0.1238342821598053,0.3694365322589874,0.14007556438446045,0.12960869073867798,0.16775217652320862,0.3138085603713989,0.22897054255008698,0.21776726841926575,0.20358151197433472,0.24025635421276093,0.15756233036518097,0.1155385822057724,0.17087337374687195,0.4207492768764496,0.14619022607803345,0.19793890416622162
omen,0.21106955409049988,1.0,0.26714035868644714,0.3500732183456421,0.2353556752204895,0.18413956463336945,0.194276362657547,0.18970343470573425,0.2527539134025574,0.2711428701877594,0.24135351181030273,0.2980252802371979,0.1992342323064804,0.09700287878513336,0.30049654841423035,0.2522340714931488,0.1873243898153305
of,0.33290785551071167,0.2492290586233139,0.4069072902202606,0.2938849925994873,0.17124508321285248,0.23745855689048767,0.41548454761505127,0.3802283704280853,0.28639769554138184,0.3808131515979767,0.38364991545677185,0.31330832839012146,0.21037539839744568,0.2669808566570282,0.733189046382904,0.31206390261650085,0.1826142966747284
his,0.26976513862609863,0.24135351181030273,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.2133711874485016,0.3715193271636963,0.25689181685447693,0.18421201407909393,0.34706181287765503,0.9999998807907104,0.2838437557220459,0.30715489387512207,0.26457494497299194,0.4394008219242096,0.23634685575962067,0.18075084686279297
victory,0.12667348980903625,0.1992342323064804,0.28069007396698,0.32778698205947876,0.16670085489749908,0.06781211495399475,0.17833203077316284,0.12037180364131927,0.18097834289073944,0.3235194981098175,0.30715489387512207,0.19201314449310303,1.0000001192092896,0.38311320543289185,0.2795662581920624,0.14688318967819214,0.15412560105323792
.,0.3567904531955719,0.22111876308918,0.40146201848983765,0.25373268127441406,0.19819748401641846,0.254204124212265,0.4645031690597534,0.41614407300949097,0.30320122838020325,0.238852396607399,0.3119256794452667,0.32087481021881104,0.18324626982212067,0.28705209493637085,0.5934505462646484,0.3264026641845703,0.4130953550338745
