,other,than,the,desert,city,why,do,many,locals,and,tourists,frequent,southern,california,?
is,0.25895947217941284,0.2839990258216858,0.5823672413825989,0.18520480394363403,0.3186660706996918,0.26410171389579773,0.30895981192588806,0.2649032473564148,0.2034311294555664,0.3859752118587494,0.24758118391036987,0.19669964909553528,0.2419366091489792,0.20727038383483887,0.22961433231830597
popular,0.2623973786830902,0.23986786603927612,0.2724021077156067,0.12720856070518494,0.19899040460586548,0.22294260561466217,0.190198615193367,0.41885265707969666,0.2246515154838562,0.3164171278476715,0.39663761854171753,0.25410276651382446,0.1939951330423355,0.19769582152366638,0.13108457624912262
for,0.3273986279964447,0.30793827772140503,0.4739971458911896,0.1676986664533615,0.18687109649181366,0.3869043290615082,0.29510271549224854,0.40972793102264404,0.17231222987174988,0.5064792633056641,0.20635972917079926,0.22613394260406494,0.14496514201164246,0.23038740456104279,0.264628142118454
its,0.29483991861343384,0.3136501908302307,0.559237003326416,0.1109466552734375,0.3465842306613922,0.2255094349384308,0.18495778739452362,0.3319723308086395,0.19694004952907562,0.3841775357723236,0.251553475856781,0.18105481564998627,0.27002355456352234,0.16180482506752014,0.15103481709957123
resort,0.16579358279705048,0.11235101521015167,0.2548282742500305,0.11334598064422607,0.29064464569091797,0.11005011200904846,0.14878226816654205,0.17049574851989746,0.2704634666442871,0.24595408141613007,0.41679999232292175,0.2058316022157669,0.20865482091903687,0.21332412958145142,0.12942275404930115
feel,0.3215474486351013,0.2761862277984619,0.264497846364975,0.12934058904647827,0.13093121349811554,0.4072692096233368,0.42619383335113525,0.2913459539413452,0.17729584872722626,0.2860409915447235,0.1870429664850235,0.17574921250343323,0.11977201700210571,0.19865767657756805,0.39212626218795776
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.23454883694648743,0.2827445864677429,0.27806392312049866,0.276123583316803,0.5296266674995422,0.2704598307609558,1.0,0.21279871463775635,0.2355867624282837,0.24232792854309082,0.2441616654396057,0.20544172823429108
nearby,0.34322935342788696,0.18954655528068542,0.2903098165988922,0.17336474359035492,0.3032483756542206,0.13670288026332855,0.13353918492794037,0.34412890672683716,0.4608672559261322,0.2869149148464203,0.35931411385536194,0.1597142368555069,0.30024591088294983,0.16756656765937805,0.07977716624736786
open,0.23571881651878357,0.1975470632314682,0.2764171361923218,0.2130659967660904,0.14382146298885345,0.18968740105628967,0.1935809850692749,0.21145696938037872,0.08578845113515854,0.27364909648895264,0.2030319720506668,0.17100933194160461,0.204275444149971,0.20270030200481415,0.20715104043483734
spaces,0.29882699251174927,0.2412385493516922,0.21970577538013458,0.14001280069351196,0.11522573232650757,0.18052498996257782,0.2688808739185333,0.2282853126525879,0.13874104619026184,0.3007403016090393,0.1801484227180481,0.1817997694015503,0.042452357709407806,0.0888414978981018,0.18342448770999908
.,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.21526740491390228,0.29856356978416443,0.32909876108169556,0.3613996207714081,0.3974229395389557,0.2035253942012787,0.588965117931366,0.17256435751914978,0.14382433891296387,0.26629969477653503,0.2870451807975769,0.4130953550338745
