,how,much,water,does,the,aare,give,to,the,rhine,?
of,0.2480744868516922,0.2671096920967102,0.2741255462169647,0.3119818866252899,0.733189046382904,0.30810537934303284,0.33489471673965454,0.41548454761505127,0.733189046382904,0.2548927664756775,0.1826142966747284
nearly,0.23273618519306183,0.3652237057685852,0.22948433458805084,0.20287664234638214,0.3409946858882904,0.2123902291059494,0.22283527255058289,0.2717089056968689,0.3409946858882904,0.2093522697687149,0.11670064926147461
"1,000",-0.019969388842582703,0.09570673853158951,0.2030782699584961,0.07743397355079651,0.13923996686935425,0.21258841454982758,0.05948065593838692,0.1955108344554901,0.13923996686935425,0.24179764091968536,0.02905043587088585
m3/s,0.1881266087293625,0.16530677676200867,0.185837984085083,0.12215457111597061,0.21639159321784973,0.14505894482135773,0.11879117786884308,0.21751950681209564,0.21639159321784973,0.1787276417016983,0.11470148712396622
(,0.1676948219537735,0.21788647770881653,0.16755586862564087,0.2728188931941986,0.33289089798927307,0.24236388504505157,0.22530527412891388,0.30882009863853455,0.33289089798927307,0.12381801009178162,0.40561532974243164
"35,000",0.14702372252941132,0.21189795434474945,0.23920032382011414,0.2080647498369217,0.12094029784202576,0.11740805208683014,0.10693860799074173,0.10330583155155182,0.12094029784202576,0.1261415183544159,0.0854649618268013
cu,0.2411341667175293,0.2270694524049759,0.21979360282421112,0.1838236004114151,0.1260254830121994,0.1957438588142395,0.23493188619613647,0.245481938123703,0.1260254830121994,0.08786342293024063,0.3576068878173828
ft/s,0.2571173310279846,0.2520098090171814,0.30716830492019653,0.18939000368118286,0.22741563618183136,0.3338366448879242,0.20144334435462952,0.2394029200077057,0.22741563618183136,0.23744693398475647,0.27464672923088074
),0.17939934134483337,0.22256317734718323,0.18243473768234253,0.2575884759426117,0.3456730246543884,0.23541472852230072,0.22804592549800873,0.31236231327056885,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.26706066727638245,0.28617382049560547,0.4933079481124878,0.28579628467559814,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3054247498512268,0.3461615741252899,0.5171257257461548,0.24892477691173553,0.3040338158607483,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.20544172823429108
provides,0.201465904712677,0.24029313027858734,0.2299935221672058,0.3404599130153656,0.29657405614852905,0.2528575658798218,0.43482136726379395,0.2667657732963562,0.29657405614852905,0.21018657088279724,0.1500944346189499
more,0.4319567084312439,0.5936280488967896,0.2764609456062317,0.2897747755050659,0.39758381247520447,0.1497913897037506,0.36252525448799133,0.47084665298461914,0.39758381247520447,0.14227862656116486,0.27894994616508484
than,0.29763275384902954,0.632695198059082,0.26151132583618164,0.32178643345832825,0.3227543234825134,0.13611486554145813,0.3182321786880493,0.3192550539970398,0.3227543234825134,0.15938840806484222,0.24917294085025787
a,0.29312583804130554,0.2958075702190399,0.2979097068309784,0.38201746344566345,0.5829201340675354,0.35109081864356995,0.3436131179332733,0.45503583550453186,0.5829201340675354,0.1823403388261795,0.23916715383529663
fifth,0.12033659219741821,0.1587502658367157,0.14271193742752075,0.14304207265377045,0.39293691515922546,0.12778374552726746,0.16147375106811523,0.2631579339504242,0.39293691515922546,0.18492799997329712,0.13128890097141266
of,0.2480744868516922,0.2671096920967102,0.2741255462169647,0.3119818866252899,0.733189046382904,0.30810537934303284,0.33489471673965454,0.41548454761505127,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.297396719455719,0.35928019881248474,1.0,0.3575730621814728,0.29086416959762573,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
discharge,0.17195333540439606,0.22099870443344116,0.40258342027664185,0.2124834507703781,0.2714732885360718,0.2467837780714035,0.20553293824195862,0.22832615673542023,0.2714732885360718,0.22111549973487854,0.13592740893363953
at,0.2154216170310974,0.23158283531665802,0.14569826424121857,0.17465277016162872,0.457212895154953,0.21055155992507935,0.2186196744441986,0.36524343490600586,0.457212895154953,0.19469857215881348,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.297396719455719,0.35928019881248474,1.0,0.3575730621814728,0.29086416959762573,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
dutch,0.14990761876106262,0.1384192705154419,0.1223379522562027,0.13053582608699799,0.1705695390701294,0.29824209213256836,0.08948730677366257,0.1383991241455078,0.1705695390701294,0.31772172451019287,0.1081366017460823
border,0.17563492059707642,0.13528436422348022,0.20266704261302948,0.17243514955043793,0.2856229841709137,0.27068591117858887,0.13308757543563843,0.20692045986652374,0.2856229841709137,0.32308438420295715,0.1706928312778473
.,0.3287222981452942,0.3374604284763336,0.26634910702705383,0.3022993505001068,0.5934505462646484,0.2771930694580078,0.34017711877822876,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4130953550338745
