,though,unkown,",",what,are,the,most,commonly,ascribed,attributes,of,l,in,relation,to,p
p,0.1784958392381668,0.14899992942810059,0.291064590215683,0.18586504459381104,0.0965256616473198,0.16481639444828033,0.13517431914806366,0.1402779072523117,0.030676066875457764,0.1418827474117279,0.18174134194850922,0.30408549308776855,0.10853569954633713,0.17803746461868286,0.14269764721393585,1.0
or,0.37712720036506653,0.33157503604888916,0.3769497275352478,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.30746427178382874,0.3941306471824646,0.2510395050048828,0.2911583483219147,0.3792596757411957,0.15560133755207062,0.3586423695087433,0.266411691904068,0.38921234011650085,0.1296345591545105
equal,0.23416759073734283,0.28254300355911255,0.2120320051908493,0.2397335022687912,0.21840934455394745,0.21154357492923737,0.13873153924942017,0.2092374712228775,0.27254897356033325,0.28727349638938904,0.2787107825279236,0.1542811244726181,0.12870801985263824,0.32087600231170654,0.28325995802879333,0.13015535473823547
to,0.46191829442977905,0.3094857633113861,0.44245919585227966,0.455847829580307,0.3504326641559601,0.535392165184021,0.321603000164032,0.2571072280406952,0.18036937713623047,0.2728220522403717,0.41548454761505127,0.13000278174877167,0.45010748505592346,0.3203113079071045,1.0,0.14269764721393585
p.,0.07839385420084,0.25227826833724976,0.08701876550912857,0.07387562096118927,0.08063145726919174,0.00706930598244071,0.0066066463477909565,0.06363483518362045,0.18862797319889069,0.15336613357067108,0.008003096096217632,0.17538222670555115,0.10117035359144211,0.168270543217659,0.09675496071577072,0.04494840279221535
again,0.3683041036128998,0.19627702236175537,0.36606305837631226,0.3921525180339813,0.21404975652694702,0.4104243218898773,0.22216299176216125,0.09237148612737656,0.10551438480615616,0.09836967289447784,0.24152639508247375,0.04810541123151779,0.3318929970264435,0.1496782898902893,0.4861571192741394,0.10218457132577896
",",0.42253127694129944,0.2907607853412628,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.27548834681510925,0.20257076621055603,0.20958593487739563,0.4946078956127167,0.2714451849460602,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.291064590215683
there,0.38855427503585815,0.29103919863700867,0.4587128460407257,0.35085538029670715,0.5433560013771057,0.47025805711746216,0.34392625093460083,0.18380092084407806,0.19702742993831635,0.1824684739112854,0.44397735595703125,0.1321951150894165,0.5361666083335876,0.22189444303512573,0.40669289231300354,0.08984465152025223
are,0.39827248454093933,0.2619219422340393,0.4062570035457611,0.29724663496017456,1.0,0.40399202704429626,0.48698675632476807,0.4038049578666687,0.21239346265792847,0.23453940451145172,0.39081433415412903,0.1573498249053955,0.3841303884983063,0.21093015372753143,0.3504326641559601,0.0965256616473198
many,0.4423123300075531,0.2537873089313507,0.40610817074775696,0.36131182312965393,0.5655534863471985,0.4335206151008606,0.6236066222190857,0.3126119077205658,0.2440275400876999,0.16474291682243347,0.37253960967063904,0.1558690071105957,0.41474202275276184,0.196345716714859,0.40243685245513916,0.10583154857158661
complexity,0.29439353942871094,0.38378575444221497,0.27822354435920715,0.33747240900993347,0.27680158615112305,0.21171598136425018,0.22505328059196472,0.22764980792999268,0.23989003896713257,0.3310222625732422,0.23338180780410767,0.14342622458934784,0.20012179017066956,0.44428420066833496,0.28336837887763977,0.2279624342918396
classes,0.24360883235931396,0.17018818855285645,0.26848307251930237,0.20746955275535583,0.2913099527359009,0.21469499170780182,0.21616819500923157,0.1464134007692337,0.1983928084373474,0.2694302201271057,0.19099700450897217,0.0897289589047432,0.20728561282157898,0.2288244068622589,0.2503586411476135,0.15806759893894196
between,0.2752976417541504,0.2005988359451294,0.27714940905570984,0.2462156116962433,0.2766000032424927,0.39067012071609497,0.24144990742206573,0.2038322389125824,0.14297780394554138,0.2420220971107483,0.3737983703613281,0.14240337908267975,0.41100412607192993,0.41062214970588684,0.3639189600944519,0.13939055800437927
the,0.38776206970214844,0.21036891639232635,0.4933079481124878,0.42745697498321533,0.40399202704429626,1.0,0.47635307908058167,0.2974449694156647,0.242087721824646,0.2440909594297409,0.733189046382904,0.18770581483840942,0.6662389636039734,0.2734622061252594,0.535392165184021,0.16481639444828033
two,0.2903416156768799,0.2688433527946472,0.35859420895576477,0.23363454639911652,0.46276170015335083,0.43858039379119873,0.3709908723831177,0.1632826328277588,0.1828644573688507,0.17359942197799683,0.37726253271102905,0.10488928854465485,0.36463531851768494,0.2772885262966156,0.3343428373336792,0.16460318863391876
",",0.42253127694129944,0.2907607853412628,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.27548834681510925,0.20257076621055603,0.20958593487739563,0.4946078956127167,0.2714451849460602,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.291064590215683
such,0.335789293050766,0.23685336112976074,0.39626169204711914,0.23989605903625488,0.4654397666454315,0.3575236201286316,0.38148126006126404,0.35613489151000977,0.2614131271839142,0.2195608764886856,0.3209529519081116,0.1489139199256897,0.2704046070575714,0.2391033172607422,0.2871878743171692,0.12065056711435318
as,0.42865264415740967,0.3051532506942749,0.48816442489624023,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.3548237979412079,0.3544585108757019,0.2737054228782654,0.2634539306163788,0.3886612355709076,0.195956751704216,0.3887844979763031,0.2677114009857178,0.42092081904411316,0.1706937700510025
nl,0.13228115439414978,0.14802710711956024,0.22931312024593353,0.22163839638233185,0.13279879093170166,0.22028346359729767,0.1874173879623413,0.14200159907341003,0.06312477588653564,0.1705465018749237,0.1477060317993164,0.1349189728498459,0.12067251652479172,0.036978576332330704,0.1594138890504837,0.15879639983177185
and,0.4405979514122009,0.3010527491569519,0.6633074283599854,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2290310114622116,0.22616693377494812,0.2349284142255783,0.5116966962814331,0.2232794463634491,0.4954058527946472,0.3051023781299591,0.48971283435821533,0.198231041431427
nc,0.2010801136493683,0.18442721664905548,0.16724710166454315,0.15436547994613647,0.13475705683231354,0.17021754384040833,0.1021459698677063,0.15759508311748505,0.15030406415462494,0.21962042152881622,0.1582258641719818,0.17307205498218536,0.09750448167324066,0.17113974690437317,0.20491859316825867,0.1330573409795761
",",0.42253127694129944,0.2907607853412628,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.27548834681510925,0.20257076621055603,0.20958593487739563,0.4946078956127167,0.2714451849460602,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.291064590215683
and,0.4405979514122009,0.3010527491569519,0.6633074283599854,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2290310114622116,0.22616693377494812,0.2349284142255783,0.5116966962814331,0.2232794463634491,0.4954058527946472,0.3051023781299591,0.48971283435821533,0.198231041431427
it,0.5042033195495605,0.2077290266752243,0.48329564929008484,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.4001435935497284,0.2820725440979004,0.16466115415096283,0.22771963477134705,0.38761502504348755,0.15249915421009064,0.5130809545516968,0.25993046164512634,0.513711154460907,0.14431746304035187
is,0.3265945613384247,0.22776201367378235,0.4691906273365021,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.41165053844451904,0.3994327187538147,0.1527765691280365,0.2318233847618103,0.4854315221309662,0.18223042786121368,0.5394441485404968,0.2880297899246216,0.42745086550712585,0.11757151037454605
not,0.6113561391830444,0.4045405983924866,0.3769696354866028,0.5449194312095642,0.46186959743499756,0.4310511648654938,0.419027179479599,0.24139097332954407,0.2716979682445526,0.33722561597824097,0.3307090103626251,0.0853256806731224,0.3403114080429077,0.29026907682418823,0.5149973034858704,0.18450647592544556
known,0.2840145528316498,0.24970228970050812,0.3604377806186676,0.20381177961826324,0.26720109581947327,0.3624623417854309,0.3850763440132141,0.4381987154483795,0.30050939321517944,0.15606743097305298,0.35814476013183594,0.14100603759288788,0.32641831040382385,0.1675877869129181,0.14337651431560516,0.14122170209884644
if,0.443914532661438,0.37961944937705994,0.257730096578598,0.5277165174484253,0.32547882199287415,0.33724796772003174,0.2885936200618744,0.1819966733455658,0.20498250424861908,0.38972949981689453,0.2557544410228729,0.08853445202112198,0.2589588761329651,0.289203405380249,0.4559597074985504,0.17701710760593414
they,0.4582684338092804,0.27291879057884216,0.390799880027771,0.4431931674480438,0.610666811466217,0.49925389885902405,0.4356461465358734,0.2591919004917145,0.18720068037509918,0.21925081312656403,0.3426007330417633,0.1423724889755249,0.4330179989337921,0.2110249102115631,0.5452046394348145,0.16361002624034882
are,0.39827248454093933,0.2619219422340393,0.4062570035457611,0.29724663496017456,1.0,0.40399202704429626,0.48698675632476807,0.4038049578666687,0.21239346265792847,0.23453940451145172,0.39081433415412903,0.1573498249053955,0.3841303884983063,0.21093015372753143,0.3504326641559601,0.0965256616473198
distinct,0.31033265590667725,0.25144582986831665,0.26380297541618347,0.2610252797603607,0.3697589337825775,0.28305986523628235,0.2893389165401459,0.28027355670928955,0.2847185730934143,0.2836489975452423,0.3053031265735626,0.15569375455379486,0.2636861503124237,0.31344959139823914,0.20252932608127594,0.11675146222114563
or,0.37712720036506653,0.33157503604888916,0.3769497275352478,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.30746427178382874,0.3941306471824646,0.2510395050048828,0.2911583483219147,0.3792596757411957,0.15560133755207062,0.3586423695087433,0.266411691904068,0.38921234011650085,0.1296345591545105
equal,0.23416759073734283,0.28254300355911255,0.2120320051908493,0.2397335022687912,0.21840934455394745,0.21154357492923737,0.13873153924942017,0.2092374712228775,0.27254897356033325,0.28727349638938904,0.2787107825279236,0.1542811244726181,0.12870801985263824,0.32087600231170654,0.28325995802879333,0.13015535473823547
classes,0.24360883235931396,0.17018818855285645,0.26848307251930237,0.20746955275535583,0.2913099527359009,0.21469499170780182,0.21616819500923157,0.1464134007692337,0.1983928084373474,0.2694302201271057,0.19099700450897217,0.0897289589047432,0.20728561282157898,0.2288244068622589,0.2503586411476135,0.15806759893894196
.,0.4245467483997345,0.299858033657074,0.6812511086463928,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.35404038429260254,0.2135825902223587,0.1973024606704712,0.23085777461528778,0.5352458953857422,0.25591427087783813,0.5591574311256409,0.23840641975402832,0.4645031690597534,0.2982616722583771
