,what,was,the,presidential,working,party,on,the,second,university,commissioned,to,do,?
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1849661022424698,0.28215980529785156,0.1893671154975891,0.41031414270401,0.535392165184021,0.3098561465740204,0.20192374289035797,0.23057107627391815,1.0,0.38876664638519287,0.29463258385658264
look,0.40627723932266235,0.15617191791534424,0.2806221544742584,0.13821105659008026,0.2544308602809906,0.11982797086238861,0.2637174129486084,0.2806221544742584,0.17446337640285492,0.18423129618167877,0.09451031684875488,0.3370966613292694,0.4021640717983246,0.3596472144126892
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.1647493690252304,0.26494351029396057,0.11514141410589218,0.4806317389011383,0.457212895154953,0.23742634057998657,0.30386853218078613,0.24022182822227478,0.36524343490600586,0.1511090099811554,0.21978627145290375
both,0.3361809551715851,0.2990766167640686,0.4931981563568115,0.16166608035564423,0.23186235129833221,0.19159318506717682,0.3685423731803894,0.4931981563568115,0.31054115295410156,0.22019603848457336,0.20314912497997284,0.3897709250450134,0.24471816420555115,0.19455738365650177
the,0.42745697498321533,0.48711544275283813,1.0,0.2443588525056839,0.25857484340667725,0.23779736459255219,0.5107308030128479,1.0,0.4620301127433777,0.263973206281662,0.2864282727241516,0.535392165184021,0.30239659547805786,0.22068053483963013
possibilities,0.3210560381412506,0.12855803966522217,0.2500000596046448,0.20941559970378876,0.227970153093338,0.16263163089752197,0.18246209621429443,0.2500000596046448,0.19070445001125336,0.12941491603851318,0.14779721200466156,0.33828020095825195,0.2766374945640564,0.2855835258960724
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.226227268576622,0.19986772537231445,0.23662418127059937,0.3966929316520691,0.733189046382904,0.353416383266449,0.30646374821662903,0.27537038922309875,0.41548454761505127,0.26150479912757874,0.1826142966747284
setting,0.287603497505188,0.1622309386730194,0.2991926074028015,0.16046270728111267,0.3156284689903259,0.18196706473827362,0.2699859142303467,0.2991926074028015,0.18630029261112213,0.1299847960472107,0.21276316046714783,0.27501755952835083,0.12811164557933807,0.16943378746509552
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.17643341422080994,0.2626305818557739,0.15331965684890747,0.34194523096084595,0.38423117995262146,0.24278147518634796,0.1440795660018921,0.13155236840248108,0.40375280380249023,0.26271459460258484,0.1819818764925003
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.239190936088562,0.2998538911342621,0.20141370594501495,0.3848365545272827,0.5829201340675354,0.3655064105987549,0.20256656408309937,0.21890051662921906,0.45503583550453186,0.26237669587135315,0.23916715383529663
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.23470032215118408,0.11829618364572525,0.1964469850063324,0.26659107208251953,0.4620301127433777,1.0,0.2269357442855835,0.19780051708221436,0.3098561465740204,0.15643955767154694,0.17239587008953094
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.21950258314609528,0.19571766257286072,0.20590142905712128,0.18291500210762024,0.263973206281662,0.2269357442855835,1.0,0.18166106939315796,0.20192374289035797,0.11835777014493942,0.11887256056070328
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2229764759540558,0.3062970042228699,0.20446790754795074,0.46853652596473694,0.6662389636039734,0.34510284662246704,0.3201795518398285,0.2544098198413849,0.45010748505592346,0.23402775824069977,0.20430970191955566
kenya,0.18398970365524292,0.17758844792842865,0.21657514572143555,0.2612318992614746,0.15291827917099,0.18636828660964966,0.18445201218128204,0.21657514572143555,0.16383537650108337,0.18269896507263184,0.12110598385334015,0.17769291996955872,0.15771609544754028,0.17197901010513306
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.1759457290172577,0.2861536145210266,0.17884716391563416,0.36047765612602234,0.48381632566452026,0.25569814443588257,0.21858684718608856,0.2534133791923523,0.42092081904411316,0.38329678773880005,0.27043893933296204
well,0.4154493808746338,0.3130364418029785,0.42630070447921753,0.11957670003175735,0.2901473045349121,0.16430072486400604,0.2982843816280365,0.42630070447921753,0.23536814749240875,0.18427997827529907,0.22412122786045074,0.3422003388404846,0.367764413356781,0.24815571308135986
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.1759457290172577,0.2861536145210266,0.17884716391563416,0.36047765612602234,0.48381632566452026,0.25569814443588257,0.21858684718608856,0.2534133791923523,0.42092081904411316,0.38329678773880005,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.2443588525056839,0.25857484340667725,0.23779736459255219,0.5107308030128479,1.0,0.4620301127433777,0.263973206281662,0.2864282727241516,0.535392165184021,0.30239659547805786,0.22068053483963013
reforming,0.22542952001094818,0.2939404547214508,0.3557186722755432,0.2633902132511139,0.25826579332351685,0.32334575057029724,0.1686752736568451,0.3557186722755432,0.20865677297115326,0.1605212390422821,0.23262719810009003,0.3092406392097473,0.17587515711784363,0.1433047503232956
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.226227268576622,0.19986772537231445,0.23662418127059937,0.3966929316520691,0.733189046382904,0.353416383266449,0.30646374821662903,0.27537038922309875,0.41548454761505127,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2443588525056839,0.25857484340667725,0.23779736459255219,0.5107308030128479,1.0,0.4620301127433777,0.263973206281662,0.2864282727241516,0.535392165184021,0.30239659547805786,0.22068053483963013
entire,0.37562522292137146,0.2562327980995178,0.4870373010635376,0.17914679646492004,0.2184881716966629,0.14967022836208344,0.3185364902019501,0.4870373010635376,0.30875900387763977,0.16053630411624908,0.25687941908836365,0.37588366866111755,0.19831547141075134,0.17068447172641754
education,0.19940856099128723,0.23187610507011414,0.23982903361320496,0.2173832505941391,0.24962273240089417,0.24957159161567688,0.2338395118713379,0.23982903361320496,0.18285511434078217,0.503289520740509,0.29505234956741333,0.2626708149909973,0.18523280322551727,0.18067774176597595
system,0.23557309806346893,0.2147521674633026,0.3233085572719574,0.1548336297273636,0.2118702232837677,0.19359977543354034,0.21675898134708405,0.3233085572719574,0.17045217752456665,0.16972410678863525,0.1440841555595398,0.26662686467170715,0.18447506427764893,0.15556083619594574
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24054476618766785,0.28468647599220276,0.23341989517211914,0.49257001280784607,0.5934505462646484,0.346034437417984,0.290679007768631,0.243389293551445,0.4645031690597534,0.3613996207714081,0.4130953550338745
