,what,do,some,encrypted,broadcasts,require,to,view,?
some,0.4491020441055298,0.4725562036037445,0.9999999403953552,0.2113562375307083,0.2097977101802826,0.3806331753730774,0.4636894166469574,0.23073558509349823,0.2562315762042999
are,0.29724663496017456,0.41111594438552856,0.6331475377082825,0.19641628861427307,0.18536077439785004,0.388192743062973,0.3504326641559601,0.1930849850177765,0.24591213464736938
encrypted,0.20642973482608795,0.205654114484787,0.2113562375307083,0.9999999403953552,0.28269949555397034,0.3386891782283783,0.2361755073070526,0.19879840314388275,0.20868515968322754
and,0.31309178471565247,0.276123583316803,0.5337774157524109,0.1586218774318695,0.2523579001426697,0.24569399654865265,0.48971283435821533,0.19056165218353271,0.20544172823429108
require,0.2487315833568573,0.44236746430397034,0.3806331753730774,0.3386891782283783,0.1269768923521042,0.9999998807907104,0.29503753781318665,0.12494049966335297,0.2463286817073822
a,0.3320399522781372,0.26237669587135315,0.34539633989334106,0.22327043116092682,0.18423420190811157,0.24720792472362518,0.45503583550453186,0.22168859839439392,0.23916715383529663
monthly,0.22955510020256042,0.13764327764511108,0.17501598596572876,0.13571049273014069,0.2560912072658539,0.15750709176063538,0.19449399411678314,0.1735147088766098,0.19385789334774017
subscription,0.21589209139347076,0.20750977098941803,0.31990331411361694,0.35881146788597107,0.37795647978782654,0.28307420015335083,0.2455354779958725,0.25642624497413635,0.22697269916534424
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.14657457172870636,0.2320742905139923,0.20549376308918,0.44245919585227966,0.216712087392807,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.5337774157524109,0.1586218774318695,0.2523579001426697,0.24569399654865265,0.48971283435821533,0.19056165218353271,0.20544172823429108
some,0.4491020441055298,0.4725562036037445,0.9999999403953552,0.2113562375307083,0.2097977101802826,0.3806331753730774,0.4636894166469574,0.23073558509349823,0.2562315762042999
are,0.29724663496017456,0.41111594438552856,0.6331475377082825,0.19641628861427307,0.18536077439785004,0.388192743062973,0.3504326641559601,0.1930849850177765,0.24591213464736938
pay-per-view,0.29407456517219543,0.2510487735271454,0.20801153779029846,0.257440984249115,0.28871288895606995,0.2280871421098709,0.2773163914680481,0.5279704332351685,0.2867578864097595
services,0.16048473119735718,0.18574553728103638,0.26200196146965027,0.2953999638557434,0.34940388798713684,0.26948490738868713,0.27867045998573303,0.12551674246788025,0.1328447163105011
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.1791699379682541,0.21446789801120758,0.21465444564819336,0.4645031690597534,0.23733025789260864,0.4130953550338745
