,how,long,does,the,main,façade,stretch,along,cromwell,gardens,?
stone,0.18363705277442932,0.20426912605762482,0.10639505088329315,0.2695024907588959,0.12934362888336182,0.24568156898021698,0.12685434520244598,0.20731967687606812,0.20787030458450317,0.15585479140281677,0.11966012418270111
",",0.22659391164779663,0.3431144952774048,0.28617382049560547,0.4933079481124878,0.2989408075809479,0.19444413483142853,0.25477465987205505,0.29824912548065186,0.2759748697280884,0.23540394008159637,0.31091248989105225
stretches,0.1975405067205429,0.4144689440727234,0.224313423037529,0.35279056429862976,0.1936274766921997,0.30820900201797485,0.8433994650840759,0.3967912197113037,0.09678404778242111,0.2347639501094818,0.10829897224903107
720,0.16015836596488953,0.09083887189626694,0.22343775629997253,0.14304398000240326,0.158873051404953,0.09456227719783783,0.022239092737436295,-0.02082507126033306,0.06216533109545708,-0.02458716370165348,0.2733618915081024
feet,0.2148146629333496,0.33743664622306824,0.10906028747558594,0.24407297372817993,0.12174277752637863,0.2571694552898407,0.29974427819252014,0.23785889148712158,0.16722524166107178,0.18624934554100037,0.14855161309242249
(,0.1676948219537735,0.2487790733575821,0.2728188931941986,0.33289089798927307,0.21451304852962494,0.24655894935131073,0.20097656548023224,0.18445467948913574,0.20606037974357605,0.1442520171403885,0.40561532974243164
220,-0.08139121532440186,0.10810916870832443,-0.04517319053411484,0.13841627538204193,-0.021655423566699028,0.1150609478354454,0.0703071728348732,-0.018676524981856346,-0.11951767653226852,0.013237710110843182,-0.05504565313458443
m,0.17182649672031403,0.2667013108730316,0.14363549649715424,0.15156042575836182,0.14607493579387665,0.16325914859771729,0.15343034267425537,0.21434386074543,0.13789285719394684,0.09344933182001114,0.2618667185306549
),0.17939934134483337,0.23425164818763733,0.2575884759426117,0.3456730246543884,0.20574742555618286,0.2472037672996521,0.2099808156490326,0.17395511269569397,0.19420062005519867,0.1440902203321457,0.42300865054130554
along,0.2501010298728943,0.3176414370536804,0.18451251089572906,0.39495137333869934,0.3070458471775055,0.13802503049373627,0.35157662630081177,1.0,0.09265841543674469,0.17726847529411316,0.17134909331798553
cromwell,0.24829253554344177,0.23836983740329742,0.13286937773227692,0.22979725897312164,0.11590036004781723,0.2080157846212387,0.09056743234395981,0.09265841543674469,0.9999999403953552,0.17868033051490784,0.19627612829208374
gardens,0.09434571117162704,0.16758522391319275,0.10343234241008759,0.21929459273815155,0.13277028501033783,0.3354199230670929,0.17974171042442322,0.17726847529411316,0.17868033051490784,0.9999999403953552,0.1399904191493988
and,0.33647966384887695,0.3395216166973114,0.3461615741252899,0.5171257257461548,0.29831406474113464,0.22591467201709747,0.2862923741340637,0.4213258922100067,0.25873973965644836,0.25581619143486023,0.20544172823429108
was,0.16678167879581451,0.1968146562576294,0.19302551448345184,0.48711544275283813,0.21035033464431763,0.24647100269794464,0.12404829263687134,0.24175575375556946,0.25696972012519836,0.21699856221675873,0.18412111699581146
designed,0.21924960613250732,0.1729651838541031,0.19280755519866943,0.2559613883495331,0.1976516991853714,0.3648923337459564,0.16998319327831268,0.22333106398582458,0.09548810124397278,0.2839621901512146,0.11213942617177963
by,0.34370526671409607,0.17269869148731232,0.143477201461792,0.4408751428127289,0.21864338219165802,0.17732194066047668,0.14362221956253052,0.34227433800697327,0.20543242990970612,0.16172684729099274,0.17966607213020325
aston,0.17762917280197144,0.1310560256242752,0.14419440925121307,0.20140567421913147,0.16743481159210205,0.25240054726600647,0.0839478000998497,0.22525770962238312,0.3034083843231201,0.21648158133029938,0.1531333029270172
webb,0.1534576117992401,0.145590677857399,0.0720260888338089,0.2468639612197876,0.07053854316473007,0.10690975189208984,0.10218071937561035,0.1396895945072174,0.36238542199134827,0.1334681361913681,0.11173157393932343
after,0.23871733248233795,0.25804978609085083,0.18596531450748444,0.4565047025680542,0.22158725559711456,0.04680781438946724,0.20249730348587036,0.2816265821456909,0.2670103907585144,0.17107200622558594,0.16608688235282898
winning,0.08676829189062119,0.17729656398296356,0.18304619193077087,0.30045071244239807,0.13362841308116913,0.1604553908109665,0.19789204001426697,0.20171894133090973,0.22601860761642456,0.13542303442955017,0.1251823455095291
a,0.29312583804130554,0.3795371353626251,0.38201746344566345,0.5829201340675354,0.27217230200767517,0.27093344926834106,0.23296388983726501,0.24426962435245514,0.16433244943618774,0.15346403419971466,0.23916715383529663
competition,0.2081141322851181,0.1737404465675354,0.20847772061824799,0.257230669260025,0.1627759039402008,0.2120024859905243,0.15038391947746277,0.1638309508562088,0.11333136260509491,0.1421739161014557,0.1394461691379547
in,0.2601168751716614,0.2759332060813904,0.214483380317688,0.6662389636039734,0.28862449526786804,0.25095683336257935,0.2501673102378845,0.3603311777114868,0.1890421062707901,0.22134746611118317,0.20430970191955566
1891,0.10361551493406296,0.09984689950942993,0.10895387083292007,0.20667614042758942,0.15869231522083282,0.13801345229148865,0.10867421329021454,0.1958402395248413,0.1514994502067566,0.1214766576886177,0.17882704734802246
to,0.44169697165489197,0.30218687653541565,0.4391997456550598,0.535392165184021,0.26116618514060974,0.18702681362628937,0.3235291838645935,0.2976071536540985,0.19560620188713074,0.2010267674922943,0.29463258385658264
extend,0.19261322915554047,0.32774248719215393,0.2586992084980011,0.29680711030960083,0.22164015471935272,0.2021203339099884,0.422285258769989,0.2556113004684448,0.06969095766544342,0.1871705800294876,0.2181791514158249
the,0.33890387415885925,0.3075225353240967,0.35928019881248474,1.0,0.38631999492645264,0.33251336216926575,0.2665952444076538,0.39495137333869934,0.22979725897312164,0.21929459273815155,0.22068053483963013
museum,0.08534817397594452,0.1579773724079132,0.1064787358045578,0.24861779808998108,0.12107153236865997,0.3074198365211487,0.07867355644702911,0.1239609643816948,0.15239810943603516,0.2931777834892273,0.14128351211547852
.,0.3287222981452942,0.3247973620891571,0.3022993505001068,0.5934505462646484,0.31122034788131714,0.2680695950984955,0.19977447390556335,0.27491724491119385,0.2657160758972168,0.23031407594680786,0.4130953550338745
