,which,kicker,had,a,portion,of,the,turf,collapse,",",causing,him,to,miss,a,field,goal,?
to,0.5345056653022766,0.26560527086257935,0.37984350323677063,0.45503583550453186,0.3284904956817627,0.41548454761505127,0.535392165184021,0.22923210263252258,0.1598730832338333,0.44245919585227966,0.32551613450050354,0.4702378511428833,1.0,0.13942687213420868,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.29463258385658264
be,0.476310670375824,0.2342948168516159,0.35315439105033875,0.39883795380592346,0.2531493008136749,0.33904364705085754,0.4248143136501312,0.2580720782279968,0.1638946384191513,0.39254459738731384,0.21423572301864624,0.2850542664527893,0.4972836375236511,0.15091747045516968,0.39883795380592346,0.21388062834739685,0.19475089013576508,0.3324260413646698
re-sodded,0.37468400597572327,0.18808990716934204,0.3913024961948395,0.2414533495903015,0.23436497151851654,0.23041507601737976,0.32192739844322205,0.22948704659938812,0.18381273746490479,0.28751298785209656,0.27546364068984985,0.24611900746822357,0.335780531167984,0.1272858828306198,0.2414533495903015,0.15449942648410797,0.1597302109003067,0.2500745952129364
multiple,0.29593557119369507,0.11354509741067886,0.22474193572998047,0.23904410004615784,0.19180262088775635,0.20745883882045746,0.20022359490394592,0.09638140350580215,0.1692359298467636,0.2533658742904663,0.17652931809425354,0.15090975165367126,0.2663446366786957,0.18957310914993286,0.23904410004615784,0.15362884104251862,0.05005767568945885,0.1591399908065796
times,0.29070794582366943,0.18309924006462097,0.31343862414360046,0.2745400369167328,0.10213255882263184,0.24352745711803436,0.29093852639198303,0.14380288124084473,0.15582722425460815,0.2897866368293762,0.2241358757019043,0.25585779547691345,0.32875269651412964,0.13176356256008148,0.2745400369167328,0.09539315104484558,0.13551335036754608,0.18880689144134521
due,0.26323074102401733,0.1440405696630478,0.24372361600399017,0.2190696746110916,0.22260341048240662,0.2533245384693146,0.22577603161334991,0.24671418964862823,0.24827320873737335,0.3106630742549896,0.42164090275764465,0.1487295776605606,0.35188060998916626,0.0724964439868927,0.2190696746110916,0.17275941371917725,0.09593474864959717,0.10954997688531876
to,0.5345056653022766,0.26560527086257935,0.37984350323677063,0.45503583550453186,0.3284904956817627,0.41548454761505127,0.535392165184021,0.22923210263252258,0.1598730832338333,0.44245919585227966,0.32551613450050354,0.4702378511428833,1.0,0.13942687213420868,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.29463258385658264
various,0.42230772972106934,0.07415854930877686,0.1976066380739212,0.17124241590499878,0.2658565044403076,0.3196488320827484,0.3235042691230774,0.23841027915477753,0.15930987894535065,0.30093157291412354,0.15915550291538239,0.20443564653396606,0.33564820885658264,0.0668773502111435,0.17124241590499878,0.1974964290857315,0.07371356338262558,0.12823495268821716
issues,0.24184490740299225,0.09872271120548248,0.21651610732078552,0.24391965568065643,0.24188949167728424,0.2288406491279602,0.2638932764530182,0.11671234667301178,0.20465876162052155,0.2560703754425049,0.2826180160045624,0.27995139360427856,0.27458062767982483,0.12382718920707703,0.24391965568065643,0.17684774100780487,0.1370590776205063,0.320565789937973
",",0.3658004403114319,0.24440039694309235,0.35487717390060425,0.427140474319458,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.192181795835495,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.25264912843704224,0.427140474319458,0.27645614743232727,0.2145523726940155,0.31091248989105225
and,0.506277859210968,0.21758797764778137,0.3872550129890442,0.3739250600337982,0.28324267268180847,0.5116966962814331,0.5171257257461548,0.18188157677650452,0.17414039373397827,0.6633074283599854,0.293680340051651,0.35759612917900085,0.48971283435821533,0.14461739361286163,0.3739250600337982,0.26487240195274353,0.20885969698429108,0.20544172823429108
during,0.3590145409107208,0.1740882396697998,0.39748913049697876,0.30341604351997375,0.19588935375213623,0.3869180977344513,0.4838213622570038,0.11135489493608475,0.2433658093214035,0.3225448727607727,0.2695426046848297,0.2599809467792511,0.2828781306743622,0.12669681012630463,0.30341604351997375,0.10801912844181061,0.1779095083475113,0.1325719803571701
a,0.56894451379776,0.29131606221199036,0.34897568821907043,1.0,0.3207106590270996,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.427140474319458,0.23259559273719788,0.32137390971183777,0.45503583550453186,0.1587100327014923,1.0,0.2030690312385559,0.20853768289089203,0.23916715383529663
week,0.24782997369766235,0.20840448141098022,0.2735011875629425,0.20796456933021545,0.19858485460281372,0.17998629808425903,0.28402599692344666,0.16488902270793915,0.15454059839248657,0.3187089264392853,0.15591469407081604,0.2952474057674408,0.27498435974121094,0.16433699429035187,0.20796456933021545,0.14238427579402924,0.20475023984909058,0.25105318427085876
6,0.07327836006879807,-0.02949526719748974,0.0407237634062767,0.023897485807538033,0.0643862783908844,0.055943556129932404,0.041227471083402634,-0.03673005849123001,0.03222988173365593,0.05098571628332138,0.05149170011281967,0.05726536363363266,0.14752747118473053,0.004112732596695423,0.023897485807538033,0.004532482009381056,-0.012943267822265625,0.045001473277807236
game,0.23652023077011108,0.2448699176311493,0.18758456408977509,0.23211604356765747,0.09340614825487137,0.2298848181962967,0.285271555185318,0.22300665080547333,0.14505954086780548,0.2653886377811432,0.15802842378616333,0.25263139605522156,0.2540906071662903,0.08815382421016693,0.23211604356765747,0.24591608345508575,0.34820306301116943,0.1829071193933487
earlier,0.29554668068885803,0.20851586759090424,0.347934752702713,0.19610044360160828,0.11992820352315903,0.27635854482650757,0.26843780279159546,0.14702270925045013,0.21108996868133545,0.26249322295188904,0.16107648611068726,0.21263974905014038,0.29382309317588806,0.11085956543684006,0.19610044360160828,0.12083770334720612,0.09265413880348206,0.13306351006031036
in,0.4840516746044159,0.17224794626235962,0.385026752948761,0.539380669593811,0.2811550498008728,0.5696388483047485,0.6662389636039734,0.1566915065050125,0.2279185801744461,0.5201468467712402,0.25844457745552063,0.2284061461687088,0.45010748505592346,0.2159871757030487,0.539380669593811,0.20553018152713776,0.2241991013288498,0.20430970191955566
the,0.6521818041801453,0.21651580929756165,0.3875846862792969,0.5829201340675354,0.42017096281051636,0.733189046382904,1.0,0.18297892808914185,0.31475353240966797,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.15176062285900116,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.22068053483963013
2015,-0.028074992820620537,-0.09063417464494705,0.0605347566306591,-0.008371892385184765,0.08930326253175735,0.21138253808021545,0.1466771513223648,-0.002875641919672489,0.0595000684261322,0.06568983197212219,-0.061043523252010345,0.0157447699457407,-0.0031493064016103745,-0.07005200535058975,-0.008371892385184765,0.015691040083765984,0.014682105742394924,-0.029954981058835983
season,0.20103639364242554,0.30054160952568054,0.1978970468044281,0.1855505406856537,0.07296457141637802,0.1598338931798935,0.2507155239582062,0.2273017019033432,0.10500164330005646,0.2232367992401123,0.1595979481935501,0.1514175981283188,0.22382742166519165,0.2236272543668747,0.1855505406856537,0.16996100544929504,0.23933489620685577,0.16793298721313477
",",0.3658004403114319,0.24440039694309235,0.35487717390060425,0.427140474319458,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.192181795835495,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.25264912843704224,0.427140474319458,0.27645614743232727,0.2145523726940155,0.31091248989105225
a,0.56894451379776,0.29131606221199036,0.34897568821907043,1.0,0.3207106590270996,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.427140474319458,0.23259559273719788,0.32137390971183777,0.45503583550453186,0.1587100327014923,1.0,0.2030690312385559,0.20853768289089203,0.23916715383529663
portion,0.4238881468772888,0.034203026443719864,0.22401762008666992,0.3207106590270996,1.0000001192092896,0.31845465302467346,0.42017096281051636,0.1345006823539734,0.16466045379638672,0.23716022074222565,0.3168376386165619,0.15226875245571136,0.3284904956817627,0.11974514275789261,0.3207106590270996,0.15324991941452026,0.15882191061973572,0.11719609797000885
of,0.5011631846427917,0.17422713339328766,0.37755560874938965,0.5052502155303955,0.31845465302467346,1.0,0.733189046382904,0.2042369246482849,0.26751232147216797,0.4946078956127167,0.2885251045227051,0.2764812409877777,0.41548454761505127,0.1681801825761795,0.5052502155303955,0.20410659909248352,0.1838325709104538,0.1826142966747284
the,0.6521818041801453,0.21651580929756165,0.3875846862792969,0.5829201340675354,0.42017096281051636,0.733189046382904,1.0,0.18297892808914185,0.31475353240966797,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.15176062285900116,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.22068053483963013
turf,0.2650839686393738,0.3378943204879761,0.0948357805609703,0.2702938914299011,0.1345006823539734,0.2042369246482849,0.18297892808914185,0.9999999403953552,0.14942102134227753,0.21927887201309204,0.20064283907413483,0.07662911713123322,0.22923210263252258,0.1319853514432907,0.2702938914299011,0.22418086230754852,0.24689757823944092,0.11744038760662079
collapsed,0.20304518938064575,0.12588289380073547,0.28660687804222107,0.1930953413248062,0.13895046710968018,0.21470306813716888,0.27221426367759705,0.1453099548816681,0.8582494258880615,0.19221659004688263,0.29724130034446716,0.15106137096881866,0.16424112021923065,0.06773315370082855,0.1930953413248062,0.13196887075901031,0.08394119143486023,0.12967832386493683
under,0.3235377371311188,0.14079953730106354,0.25874900817871094,0.18317826092243195,0.1494409292936325,0.32766106724739075,0.3348022699356079,0.12460670620203018,0.23199516534805298,0.24875585734844208,0.15952949225902557,0.21678456664085388,0.27177539467811584,0.09711634367704391,0.18317826092243195,0.1685141921043396,0.14676684141159058,0.18233340978622437
baltimore,0.1787351816892624,0.321990430355072,0.2179066389799118,0.23398126661777496,0.10707302391529083,0.17222699522972107,0.24688681960105896,0.15919587016105652,0.13143138587474823,0.2639286518096924,0.17553508281707764,0.23221637308597565,0.20501932501792908,0.18008773028850555,0.23398126661777496,0.2132454365491867,0.15814068913459778,0.13640713691711426
ravens,0.20767049491405487,0.3468378484249115,0.21088826656341553,0.2072288990020752,0.071467824280262,0.1951429396867752,0.23830419778823853,0.19484567642211914,0.10167708992958069,0.20188318192958832,0.12062370032072067,0.23284795880317688,0.19972723722457886,0.22771908342838287,0.2072288990020752,0.2033974528312683,0.16272002458572388,0.13021303713321686
kicker,0.17172542214393616,1.0000001192092896,0.16986925899982452,0.29131606221199036,0.034203026443719864,0.17422713339328766,0.21651580929756165,0.3378943204879761,0.05999583750963211,0.24440039694309235,0.13382890820503235,0.26974156498908997,0.26560527086257935,0.16325750946998596,0.29131606221199036,0.24471083283424377,0.39293649792671204,0.2049250453710556
justin,0.09905311465263367,0.26051458716392517,0.2045806497335434,0.21040329337120056,0.07958883047103882,0.14437353610992432,0.17751482129096985,0.12291478365659714,0.1017746701836586,0.26351892948150635,0.06533162295818329,0.21729347109794617,0.10286262631416321,0.23652924597263336,0.21040329337120056,0.07971037924289703,0.09634276479482651,0.17168305814266205
tucker,0.1787911206483841,0.39055773615837097,0.16179615259170532,0.18715037405490875,0.12996862828731537,0.11840829998254776,0.18514882028102875,0.2058369517326355,0.1360604465007782,0.2491523027420044,0.19102323055267334,0.2786584198474884,0.17711009085178375,0.1963868886232376,0.18715037405490875,0.15287409722805023,0.1025167778134346,0.1057906299829483
",",0.3658004403114319,0.24440039694309235,0.35487717390060425,0.427140474319458,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.192181795835495,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.25264912843704224,0.427140474319458,0.27645614743232727,0.2145523726940155,0.31091248989105225
causing,0.34433284401893616,0.13382890820503235,0.30104365944862366,0.23259559273719788,0.3168376386165619,0.2885251045227051,0.2816545367240906,0.20064283907413483,0.33331337571144104,0.2622236907482147,1.0,0.22969254851341248,0.32551613450050354,0.1775907725095749,0.23259559273719788,0.1107848733663559,0.14977054297924042,0.1852436512708664
him,0.3357398211956024,0.26974156498908997,0.3950670063495636,0.32137390971183777,0.15226875245571136,0.2764812409877777,0.39213326573371887,0.07662911713123322,0.1370977759361267,0.31121695041656494,0.22969254851341248,1.0,0.4702378511428833,0.18027670681476593,0.32137390971183777,0.17112205922603607,0.15816988050937653,0.23943768441677094
to,0.5345056653022766,0.26560527086257935,0.37984350323677063,0.45503583550453186,0.3284904956817627,0.41548454761505127,0.535392165184021,0.22923210263252258,0.1598730832338333,0.44245919585227966,0.32551613450050354,0.4702378511428833,1.0,0.13942687213420868,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.29463258385658264
slip,0.32078099250793457,0.2022901475429535,0.16830135881900787,0.23211777210235596,0.20207437872886658,0.16469581425189972,0.24078814685344696,0.24949268996715546,0.23678654432296753,0.17712333798408508,0.22861060500144958,0.28028956055641174,0.22070090472698212,0.19520658254623413,0.23211777210235596,0.2041279524564743,0.1297357976436615,0.19108696281909943
and,0.506277859210968,0.21758797764778137,0.3872550129890442,0.3739250600337982,0.28324267268180847,0.5116966962814331,0.5171257257461548,0.18188157677650452,0.17414039373397827,0.6633074283599854,0.293680340051651,0.35759612917900085,0.48971283435821533,0.14461739361286163,0.3739250600337982,0.26487240195274353,0.20885969698429108,0.20544172823429108
miss,0.09314073622226715,0.16325750946998596,0.1689739227294922,0.1587100327014923,0.11974514275789261,0.1681801825761795,0.15176062285900116,0.1319853514432907,0.03929029405117035,0.25264912843704224,0.1775907725095749,0.18027670681476593,0.13942687213420868,1.0000001192092896,0.1587100327014923,0.1418994665145874,0.0739106610417366,0.21144157648086548
a,0.56894451379776,0.29131606221199036,0.34897568821907043,1.0,0.3207106590270996,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.427140474319458,0.23259559273719788,0.32137390971183777,0.45503583550453186,0.1587100327014923,1.0,0.2030690312385559,0.20853768289089203,0.23916715383529663
field,0.21286733448505402,0.24471083283424377,0.14218349754810333,0.2030690312385559,0.15324991941452026,0.20410659909248352,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.27645614743232727,0.1107848733663559,0.17112205922603607,0.2647967040538788,0.1418994665145874,0.2030690312385559,1.0,0.26796361804008484,0.11279727518558502
goal,0.19597876071929932,0.39293649792671204,0.17518562078475952,0.20853768289089203,0.15882191061973572,0.1838325709104538,0.2443244755268097,0.24689757823944092,0.09868185222148895,0.2145523726940155,0.14977054297924042,0.15816988050937653,0.37094977498054504,0.0739106610417366,0.20853768289089203,0.26796361804008484,1.0000001192092896,0.1964566856622696
",",0.3658004403114319,0.24440039694309235,0.35487717390060425,0.427140474319458,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.192181795835495,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.25264912843704224,0.427140474319458,0.27645614743232727,0.2145523726940155,0.31091248989105225
although,0.3901670575141907,0.1923585683107376,0.3558347523212433,0.29747897386550903,0.23933368921279907,0.3024747669696808,0.3265823423862457,0.1817939281463623,0.16807036101818085,0.36230817437171936,0.2242341935634613,0.22099727392196655,0.4176313281059265,0.10308412462472916,0.29747897386550903,0.17308564484119415,0.08889370411634445,0.15541206300258636
the,0.6521818041801453,0.21651580929756165,0.3875846862792969,0.5829201340675354,0.42017096281051636,0.733189046382904,1.0,0.18297892808914185,0.31475353240966797,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.15176062285900116,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.22068053483963013
field,0.21286733448505402,0.24471083283424377,0.14218349754810333,0.2030690312385559,0.15324991941452026,0.20410659909248352,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.27645614743232727,0.1107848733663559,0.17112205922603607,0.2647967040538788,0.1418994665145874,0.2030690312385559,1.0,0.26796361804008484,0.11279727518558502
has,0.4350704550743103,0.16766242682933807,0.5787927508354187,0.4670248031616211,0.20925407111644745,0.3909035325050354,0.4177538752555847,0.1601027399301529,0.12514358758926392,0.3734780251979828,0.2203073501586914,0.23533450067043304,0.3619994819164276,0.15638139843940735,0.4670248031616211,0.14050155878067017,0.13079456984996796,0.15994466841220856
not,0.46766895055770874,0.1675291508436203,0.3714721202850342,0.3791346549987793,0.30522337555885315,0.3307090103626251,0.4310511648654938,0.21950699388980865,0.24590280652046204,0.3769696354866028,0.3035522401332855,0.35652121901512146,0.5149973034858704,0.1460982859134674,0.3791346549987793,0.22636151313781738,0.22583067417144775,0.41942933201789856
had,0.3188965916633606,0.16986925899982452,0.9999999403953552,0.34897568821907043,0.22401762008666992,0.37755560874938965,0.3875846862792969,0.0948357805609703,0.22298564016819,0.35487717390060425,0.30104365944862366,0.3950670063495636,0.37984350323677063,0.1689739227294922,0.34897568821907043,0.14218349754810333,0.17518562078475952,0.20728366076946259
any,0.5186169743537903,0.20601342618465424,0.3212728202342987,0.45031747221946716,0.31668445467948914,0.3769088089466095,0.4525727927684784,0.2510215938091278,0.2202124446630478,0.3237466514110565,0.32317787408828735,0.3224482834339142,0.46410247683525085,0.12519358098506927,0.45031747221946716,0.261947900056839,0.16673825681209564,0.4113408327102661
major,0.31470122933387756,0.12699316442012787,0.21882961690425873,0.22990699112415314,0.16790221631526947,0.2641255557537079,0.31775903701782227,0.13795433938503265,0.19694115221500397,0.29355156421661377,0.20526595413684845,0.11645662039518356,0.19240309298038483,0.1376395970582962,0.22990699112415314,0.24071118235588074,0.14922600984573364,0.19788557291030884
issues,0.24184490740299225,0.09872271120548248,0.21651610732078552,0.24391965568065643,0.24188949167728424,0.2288406491279602,0.2638932764530182,0.11671234667301178,0.20465876162052155,0.2560703754425049,0.2826180160045624,0.27995139360427856,0.27458062767982483,0.12382718920707703,0.24391965568065643,0.17684774100780487,0.1370590776205063,0.320565789937973
since,0.3523256182670593,0.15947312116622925,0.4845401346683502,0.3303585946559906,0.1946302056312561,0.35513219237327576,0.4054957628250122,0.15632067620754242,0.18426594138145447,0.3991432189941406,0.21292437613010406,0.19738169014453888,0.3733763098716736,0.20782987773418427,0.3303585946559906,0.18423445522785187,0.14973147213459015,0.2876587212085724
