,what,country,has,low,income,inequality,and,high,presence,of,unions,?
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.21458278596401215,0.1795814335346222,0.19402410089969635,0.4954058527946472,0.2652597725391388,0.24880747497081757,0.5696388483047485,0.21335460245609283,0.20430970191955566
scandinavia,0.1874845176935196,0.2621985077857971,0.1806739717721939,0.2065427452325821,0.15545505285263062,0.15183785557746887,0.2822973132133484,0.17980706691741943,0.1423836350440979,0.21738162636756897,0.1761726438999176,0.13888707756996155
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.25131091475486755,0.19703416526317596,0.21822890639305115,0.6633074283599854,0.27938312292099,0.21457527577877045,0.4946078956127167,0.20337598025798798,0.31091248989105225
have,0.39808809757232666,0.19540336728096008,0.6353569626808167,0.2958303987979889,0.21030287444591522,0.2617298364639282,0.4711785912513733,0.2406233847141266,0.3258243203163147,0.3802283704280853,0.2942599654197693,0.32991164922714233
very,0.37053924798965454,0.21523745357990265,0.3807820975780487,0.3951965868473053,0.1954978108406067,0.21806247532367706,0.4546867609024048,0.32160261273384094,0.27271583676338196,0.34437474608421326,0.22264741361141205,0.20864155888557434
low,0.20743566751480103,0.12972979247570038,0.20071320235729218,1.0000001192092896,0.2850988507270813,0.24492861330509186,0.2962470054626465,0.5862668752670288,0.19554975628852844,0.27171993255615234,0.10485844314098358,0.10658930987119675
levels,0.21641245484352112,0.13239769637584686,0.23979921638965607,0.360259473323822,0.209359273314476,0.24878159165382385,0.2956688106060028,0.37835693359375,0.22530697286128998,0.23668165504932404,0.1514589786529541,0.1541307419538498
of,0.33290785551071167,0.28866857290267944,0.3909035325050354,0.27171993255615234,0.2581324577331543,0.27910974621772766,0.5116966962814331,0.2803038954734802,0.2917717397212982,1.0,0.2497035413980484,0.1826142966747284
inequality,0.30072227120399475,0.23338274657726288,0.16442200541496277,0.24492861330509186,0.46967795491218567,1.0000001192092896,0.2590520679950714,0.22487330436706543,0.1837681382894516,0.27910974621772766,0.4060666561126709,0.23619021475315094
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.25131091475486755,0.19703416526317596,0.21822890639305115,0.6633074283599854,0.27938312292099,0.21457527577877045,0.4946078956127167,0.20337598025798798,0.31091248989105225
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.2962470054626465,0.2518245577812195,0.2590520679950714,1.0,0.2911888659000397,0.284408837556839,0.5116966962814331,0.3006387948989868,0.20544172823429108
concludes,0.27028560638427734,0.09737428277730942,0.19414806365966797,0.04399695247411728,0.14629659056663513,0.2750774025917053,0.19984479248523712,0.07446341961622238,0.2684042453765869,0.3224075734615326,0.12050678580999374,0.1386803537607193
``,0.008517155423760414,0.0564170703291893,0.06254398077726364,0.02838788367807865,0.05631798505783081,0.15881292521953583,0.036644238978624344,-0.032595276832580566,0.04181898385286331,0.06780257821083069,0.10590850561857224,0.0685480609536171
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,0.2544175982475281,0.23699946701526642,0.23508106172084808,0.5171257257461548,0.28034812211990356,0.34114351868629456,0.733189046382904,0.2158300280570984,0.22068053483963013
historical,0.2923852205276489,0.23252078890800476,0.1969943344593048,0.08760073781013489,0.18794329464435577,0.21367418766021729,0.21805961430072784,0.12176807969808578,0.18670690059661865,0.3218611776828766,0.13334625959396362,0.1665111482143402
pattern,0.2522786855697632,0.13208185136318207,0.2004157453775406,0.14560045301914215,0.11473938822746277,0.18519240617752075,0.18427002429962158,0.11249664425849915,0.26334697008132935,0.16445347666740417,0.0946120023727417,0.20064511895179749
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.19289205968379974,0.14559021592140198,0.1953488290309906,0.3859752118587494,0.2383800595998764,0.27154475450515747,0.4854315221309662,0.1290096491575241,0.22961433231830597
clear,0.4239453375339508,0.11132719367742538,0.2486530989408493,0.19596493244171143,0.14559422433376312,0.26724973320961,0.31630682945251465,0.1987435221672058,0.26991233229637146,0.25915294885635376,0.17235945165157318,0.2738020122051239
;,0.10986888408660889,0.05315014719963074,0.05589579790830612,0.07826245576143265,0.05958346650004387,0.0886155217885971,0.08403264731168747,-0.012911408208310604,0.023868488147854805,0.054534342139959335,0.027783477678894997,0.10349778085947037
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,0.2544175982475281,0.23699946701526642,0.23508106172084808,0.5171257257461548,0.28034812211990356,0.34114351868629456,0.733189046382904,0.2158300280570984,0.22068053483963013
cross-national,0.26747360825538635,0.3051691949367523,0.2614939212799072,0.23127681016921997,0.1987886130809784,0.4004676640033722,0.35893839597702026,0.23822301626205444,0.2679074704647064,0.3531312048435211,0.37482449412345886,0.1947014182806015
pattern,0.2522786855697632,0.13208185136318207,0.2004157453775406,0.14560045301914215,0.11473938822746277,0.18519240617752075,0.18427002429962158,0.11249664425849915,0.26334697008132935,0.16445347666740417,0.0946120023727417,0.20064511895179749
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.19289205968379974,0.14559021592140198,0.1953488290309906,0.3859752118587494,0.2383800595998764,0.27154475450515747,0.4854315221309662,0.1290096491575241,0.22961433231830597
clear,0.4239453375339508,0.11132719367742538,0.2486530989408493,0.19596493244171143,0.14559422433376312,0.26724973320961,0.31630682945251465,0.1987435221672058,0.26991233229637146,0.25915294885635376,0.17235945165157318,0.2738020122051239
:,-0.12022944539785385,0.03858891502022743,-0.02031770534813404,-0.08991409093141556,0.013866033405065536,-0.0008776166359893978,-0.04625999182462692,-0.039801210165023804,-0.12852033972740173,-0.08807745575904846,0.012517699971795082,-0.07156077772378922
high,0.20466077327728271,0.12652596831321716,0.21330732107162476,0.5862668752670288,0.19670991599559784,0.22487330436706543,0.2911888659000397,1.0,0.19706472754478455,0.2803038954734802,0.09506689757108688,0.11137914657592773
inequality,0.30072227120399475,0.23338274657726288,0.16442200541496277,0.24492861330509186,0.46967795491218567,1.0000001192092896,0.2590520679950714,0.22487330436706543,0.1837681382894516,0.27910974621772766,0.4060666561126709,0.23619021475315094
goes,0.3063499331474304,0.20865145325660706,0.33977010846138,0.19277052581310272,0.14021384716033936,0.1299717277288437,0.31812402606010437,0.21148110926151276,0.19011491537094116,0.2831191420555115,0.06651848554611206,0.16808578372001648
hand-in-hand,0.32433122396469116,0.2237805724143982,0.2157641500234604,0.1552983820438385,0.18227404356002808,0.28656521439552307,0.36677610874176025,0.1982816755771637,0.2598714828491211,0.3193982243537903,0.3280491828918457,0.2485276609659195
with,0.2464839518070221,0.24760155379772186,0.44092974066734314,0.2028178721666336,0.19497792422771454,0.2160445749759674,0.5477725267410278,0.19851811230182648,0.2774095833301544,0.41827285289764404,0.2654126286506653,0.2433311939239502
weak,0.2838204503059387,0.15893228352069855,0.16062675416469574,0.3097022771835327,0.1622447818517685,0.2320566475391388,0.29467102885246277,0.1738029271364212,0.271748811006546,0.19737732410430908,0.15838859975337982,0.1458035111427307
labor,0.1943984031677246,0.17375588417053223,0.07829708606004715,0.18913337588310242,0.28508612513542175,0.3555051386356354,0.22200584411621094,0.09811728447675705,0.03144919499754906,0.23769748210906982,0.4559780955314636,0.19386747479438782
movements,0.23197974264621735,0.17097918689250946,0.18506862223148346,0.1776389181613922,0.12627923488616943,0.33113396167755127,0.32778605818748474,0.12395552545785904,0.2214735895395279,0.24170123040676117,0.3496445417404175,0.1501890867948532
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.2962470054626465,0.2518245577812195,0.2590520679950714,1.0,0.2911888659000397,0.284408837556839,0.5116966962814331,0.3006387948989868,0.20544172823429108
vice-versa,0.2030528038740158,0.15264232456684113,0.22107474505901337,0.18529543280601501,0.23145750164985657,0.36225154995918274,0.287803590297699,0.24466370046138763,0.19835884869098663,0.23972803354263306,0.23325702548027039,0.25039002299308777
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.2639716863632202,0.26448529958724976,0.22563500702381134,0.588965117931366,0.24301011860370636,0.19082973897457123,0.5352458953857422,0.19813977181911469,0.4130953550338745
'',0.08143015950918198,-0.026720518246293068,0.004576915875077248,-0.0308056753128767,-0.01438893098384142,-0.020039280876517296,0.021612688899040222,0.01435898058116436,-0.07907838374376297,0.13035868108272552,-0.08081112056970596,0.018684765323996544
