,what,is,a,term,for,the,reversing,of,steam,flow,in,a,piston,engine,after,each,stroke,?
direction,0.25776705145835876,0.2159055918455124,0.22025705873966217,0.1310330480337143,0.2664225995540619,0.28851455450057983,0.2743385434150696,0.18922415375709534,0.20185312628746033,0.3380042314529419,0.17485231161117554,0.22025705873966217,0.29416850209236145,0.21150949597358704,0.08461299538612366,0.28449854254722595,0.11234524846076965,0.10739318281412125
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.26047757267951965,0.4185989499092102,0.733189046382904,0.2903801500797272,1.0,0.20239725708961487,0.2407451719045639,0.5696388483047485,0.5052502155303955,0.15260520577430725,0.17095594108104706,0.3867455720901489,0.38460010290145874,0.21416866779327393,0.1826142966747284
flow,0.1798735409975052,0.26788079738616943,0.21422207355499268,0.15680378675460815,0.1708725541830063,0.314039409160614,0.23935361206531525,0.2407451719045639,0.3237466514110565,0.9999999403953552,0.22435857355594635,0.21422207355499268,0.23764073848724365,0.21714819967746735,0.13554908335208893,0.20064571499824524,0.2186424285173416,0.10458291321992874
at,0.2838611304759979,0.25906258821487427,0.3095070421695709,0.1040644645690918,0.34237727522850037,0.457212895154953,0.19385530054569244,0.42558613419532776,0.15630799531936646,0.11778592318296432,0.4374977946281433,0.3095070421695709,0.16106900572776794,0.16097232699394226,0.3622083067893982,0.21600523591041565,0.1742946058511734,0.21978627145290375
each,0.3353266417980194,0.2954041659832001,0.434999018907547,0.18035899102687836,0.3044290542602539,0.470844566822052,0.29311954975128174,0.38460010290145874,0.06167967990040779,0.20064571499824524,0.30816060304641724,0.434999018907547,0.23298536241054535,0.13885796070098877,0.21156184375286102,1.0,0.1437951773405075,0.21173812448978424
stroke,0.14717313647270203,0.17115728557109833,0.22256040573120117,0.09818067401647568,0.14341697096824646,0.18689148128032684,0.16145257651805878,0.21416866779327393,0.2490442544221878,0.2186424285173416,0.21251417696475983,0.22256040573120117,0.3603556454181671,0.3742160201072693,0.18321415781974792,0.1437951773405075,1.0000001192092896,0.12954586744308472
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.16755855083465576,0.3357032239437103,0.33289089798927307,0.23769886791706085,0.35032153129577637,0.11881943792104721,0.16461063921451569,0.3087427020072937,0.3206180930137634,0.1429428905248642,0.11642640084028244,0.2132600098848343,0.17427405714988708,0.156837597489357,0.40561532974243164
counterflow,0.2561124563217163,0.25090473890304565,0.28488537669181824,0.1176982894539833,0.20870451629161835,0.3405281901359558,0.4314037561416626,0.2665799856185913,0.3149499297142029,0.5164211988449097,0.25098708271980286,0.28488537669181824,0.3258376121520996,0.24035900831222534,0.1256381720304489,0.3138560354709625,0.23354151844978333,0.20235323905944824
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.14937621355056763,0.3639558255672455,0.3456730246543884,0.23240093886852264,0.3680361211299896,0.13912063837051392,0.1727922409772873,0.3326910734176636,0.3640355169773102,0.146928608417511,0.12827058136463165,0.24162524938583374,0.18692907691001892,0.17918510735034943,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.21899577975273132,0.4946078956127167,0.2264556586742401,0.23027558624744415,0.5201468467712402,0.427140474319458,0.20961400866508484,0.19789794087409973,0.38860568404197693,0.207483172416687,0.25895872712135315,0.31091248989105225
entering,0.22441062331199646,0.23489101231098175,0.2490699291229248,0.1574348658323288,0.2891809046268463,0.41189688444137573,0.21017690002918243,0.33436477184295654,0.1865655928850174,0.30389153957366943,0.2848501205444336,0.2490699291229248,0.22667062282562256,0.20576272904872894,0.2928675711154938,0.22561107575893402,0.16432663798332214,0.12499018758535385
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.22272127866744995,0.5064792633056641,0.5171257257461548,0.2502695918083191,0.5116966962814331,0.24133789539337158,0.2773895561695099,0.4954058527946472,0.3739250600337982,0.18715782463550568,0.18437977135181427,0.3765919506549835,0.2984027564525604,0.19898131489753723,0.20544172823429108
exhausting,0.28215354681015015,0.1983031928539276,0.354446679353714,0.233738973736763,0.3293360769748688,0.29299017786979675,0.4437192678451538,0.28428351879119873,0.2889088988304138,0.22299902141094208,0.2040509283542633,0.354446679353714,0.34421008825302124,0.34939032793045044,0.289385050535202,0.2628345489501953,0.3172193765640259,0.2216067910194397
from,0.2737620174884796,0.27355384826660156,0.322764128446579,0.25269290804862976,0.314039945602417,0.40150508284568787,0.21530276536941528,0.4249346852302551,0.2270648181438446,0.21963053941726685,0.4274188280105591,0.322764128446579,0.17991410195827484,0.20623253285884857,0.4051513373851776,0.22863267362117767,0.26900944113731384,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2740369141101837,0.4739971458911896,1.0,0.33674561977386475,0.733189046382904,0.23105813562870026,0.314039409160614,0.6662389636039734,0.5829201340675354,0.22337445616722107,0.21651263535022736,0.4565047025680542,0.470844566822052,0.18689148128032684,0.22068053483963013
cylinder,0.09421046078205109,0.19112510979175568,0.2655579149723053,0.1815960705280304,0.16607409715652466,0.19659645855426788,0.2632255554199219,0.16377530992031097,0.34102529287338257,0.21367225050926208,0.1721159964799881,0.2655579149723053,0.5211220383644104,0.495769202709198,0.13428276777267456,0.24112965166568756,0.26212918758392334,0.12323369085788727
by,0.2455483376979828,0.3899846076965332,0.32094135880470276,0.1564474254846573,0.3248702883720398,0.4408751428127289,0.21993659436702728,0.3646814823150635,0.18134352564811707,0.16639110445976257,0.370934396982193,0.32094135880470276,0.2196308970451355,0.1870088279247284,0.41259682178497314,0.29190269112586975,0.1403176486492157,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2740369141101837,0.4739971458911896,1.0,0.33674561977386475,0.733189046382904,0.23105813562870026,0.314039409160614,0.6662389636039734,0.5829201340675354,0.22337445616722107,0.21651263535022736,0.4565047025680542,0.470844566822052,0.18689148128032684,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4048157036304474,0.23864157497882843,0.31941699981689453,0.4583131968975067,0.3015100657939911,0.3808329105377197,0.12612633407115936,0.18975314497947693,0.3692481815814972,0.4048157036304474,0.25428155064582825,0.2150409072637558,0.22320063412189484,0.5086938142776489,0.21513396501541138,0.22649677097797394
port,0.1327695995569229,0.26270607113838196,0.1891530454158783,0.1535034328699112,0.15345950424671173,0.2648184895515442,0.06940644234418869,0.19644224643707275,0.23732224106788635,0.14525845646858215,0.20519298315048218,0.1891530454158783,0.23353922367095947,0.1631315052509308,0.19984881579875946,0.09605228155851364,0.16403982043266296,0.06519711017608643
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.18456575274467468,0.4726039469242096,0.5934505462646484,0.3240799903869629,0.5352458953857422,0.22855372726917267,0.191733717918396,0.5591574311256409,0.50484299659729,0.2638915777206421,0.21814921498298645,0.35870397090911865,0.31204065680503845,0.18302209675312042,0.4130953550338745
