,the,restriction,modification,system,is,used,by,bacteria,for,protection,from,what,pathogens,?
using,0.28364112973213196,0.29203492403030396,0.3348933160305023,0.31511810421943665,0.26543745398521423,0.6102309226989746,0.349493145942688,0.22231441736221313,0.3806014060974121,0.17757025361061096,0.28446757793426514,0.27984681725502014,0.2242926061153412,0.2804589569568634
a,0.5829201340675354,0.24006448686122894,0.2794894278049469,0.2589043080806732,0.658733606338501,0.3864384889602661,0.32094135880470276,0.19924654066562653,0.44038116931915283,0.26957836747169495,0.322764128446579,0.3320399522781372,0.21121124923229218,0.23916715383529663
unique,0.26165643334388733,0.22488804161548615,0.3250841200351715,0.2189664989709854,0.3167116045951843,0.2876990735530853,0.20481349527835846,0.26099178194999695,0.2694500982761383,0.19561386108398438,0.1854381412267685,0.2536143958568573,0.29983609914779663,0.17680858075618744
defense,0.2604767382144928,0.21187828481197357,0.2274298369884491,0.15304578840732574,0.17166511714458466,0.15247806906700134,0.19176916778087616,0.12492453306913376,0.2780293822288513,0.3242454528808594,0.10595439374446869,0.193815678358078,0.2758696973323822,0.21935760974884033
mechanism,0.24941077828407288,0.382080078125,0.43061667680740356,0.318759560585022,0.21533295512199402,0.28362905979156494,0.18317677080631256,0.2902703285217285,0.2507864236831665,0.2505238354206085,0.11642146855592728,0.2635997533798218,0.4077969491481781,0.1732848435640335
",",0.4933079481124878,0.2652888894081116,0.21028536558151245,0.18439900875091553,0.4691906273365021,0.3120402991771698,0.3680937886238098,0.2358950972557068,0.4464869201183319,0.2575337290763855,0.39760664105415344,0.3087472915649414,0.20320750772953033,0.31091248989105225
called,0.489897221326828,0.12872233986854553,0.19638893008232117,0.23914183676242828,0.430266410112381,0.46930378675460815,0.3092815577983856,0.2034970372915268,0.29870352149009705,0.16228657960891724,0.2703215777873993,0.3235960602760315,0.20207016170024872,0.18963319063186646
the,1.0,0.2859073281288147,0.2607528269290924,0.3233085572719574,0.5823672413825989,0.3718377649784088,0.4408751428127289,0.1839996725320816,0.4739971458911896,0.26689648628234863,0.40150508284568787,0.42745697498321533,0.23115308582782745,0.22068053483963013
restriction,0.2859073281288147,1.0000001192092896,0.48293572664260864,0.2710382640361786,0.20708097517490387,0.28889167308807373,0.23728510737419128,0.24018004536628723,0.34250372648239136,0.4397630989551544,0.2499392330646515,0.3188212513923645,0.3363780677318573,0.2774273455142975
modification,0.2607528269290924,0.48293572664260864,1.0,0.36810505390167236,0.23001977801322937,0.3241117596626282,0.26973456144332886,0.30492979288101196,0.2605358064174652,0.32088199257850647,0.14069333672523499,0.23004505038261414,0.3989754319190979,0.27161240577697754
system,0.3233085572719574,0.2710382640361786,0.36810505390167236,1.0000001192092896,0.2282046526670456,0.27983206510543823,0.23017624020576477,0.196626216173172,0.2630598843097687,0.22491855919361115,0.22092437744140625,0.23557309806346893,0.29995468258857727,0.15556083619594574
to,0.535392165184021,0.35110020637512207,0.25941339135169983,0.26662686467170715,0.42745086550712585,0.40058770775794983,0.33534231781959534,0.19413231313228607,0.4451248347759247,0.30331313610076904,0.4069952368736267,0.455847829580307,0.26178881525993347,0.29463258385658264
protect,0.2559677064418793,0.29357805848121643,0.2627701163291931,0.167859748005867,0.17850741744041443,0.2526288330554962,0.2196538895368576,0.17715074121952057,0.22508934140205383,0.7506046891212463,0.20659200847148895,0.25314101576805115,0.2888329327106476,0.20180222392082214
themselves,0.3444426357746124,0.26518699526786804,0.19994698464870453,0.16336627304553986,0.16502061486244202,0.3321232795715332,0.30082204937934875,0.290338397026062,0.2530568838119507,0.2529045641422272,0.21627750992774963,0.34807315468788147,0.3334619998931885,0.20170879364013672
from,0.40150508284568787,0.2499392330646515,0.14069333672523499,0.22092437744140625,0.27355384826660156,0.25821518898010254,0.3373257517814636,0.21068820357322693,0.314039945602417,0.14365801215171814,1.0,0.2737620174884796,0.20573127269744873,0.19969791173934937
viral,0.24132177233695984,0.25069963932037354,0.2853936553001404,0.19589214026927948,0.19604195654392242,0.17580097913742065,0.231752410531044,0.5462318062782288,0.22294819355010986,0.17096427083015442,0.14567191898822784,0.16982226073741913,0.5528748631477356,0.15731066465377808
pathogens,0.23115308582782745,0.3363780677318573,0.3989754319190979,0.29995468258857727,0.19907276332378387,0.27143988013267517,0.20554135739803314,0.7157832980155945,0.194688081741333,0.28533244132995605,0.20573127269744873,0.24503889679908752,1.0,0.21364152431488037
",",0.4933079481124878,0.2652888894081116,0.21028536558151245,0.18439900875091553,0.4691906273365021,0.3120402991771698,0.3680937886238098,0.2358950972557068,0.4464869201183319,0.2575337290763855,0.39760664105415344,0.3087472915649414,0.20320750772953033,0.31091248989105225
called,0.489897221326828,0.12872233986854553,0.19638893008232117,0.23914183676242828,0.430266410112381,0.46930378675460815,0.3092815577983856,0.2034970372915268,0.29870352149009705,0.16228657960891724,0.2703215777873993,0.3235960602760315,0.20207016170024872,0.18963319063186646
bacteriophages,0.21909427642822266,0.27824369072914124,0.3540971875190735,0.28219208121299744,0.16204839944839478,0.22837813198566437,0.24085909128189087,0.8321173787117004,0.2067514806985855,0.17900244891643524,0.20677213370800018,0.18435794115066528,0.7396681904792786,0.1619587242603302
.,0.5934505462646484,0.2427184283733368,0.23934368789196014,0.2277725487947464,0.4569662809371948,0.33111312985420227,0.3936232924461365,0.24264462292194366,0.4726039469242096,0.2332351952791214,0.41536515951156616,0.3567904531955719,0.2375609129667282,0.4130953550338745
