,what,form,of,oxygen,do,marine,animals,acquire,in,greater,amounts,during,cooler,climatic,conditions,?
that,0.6297725439071655,0.31894639134407043,0.41498205065727234,0.2717767655849457,0.44533252716064453,0.2114097625017166,0.3000275194644928,0.26440444588661194,0.435920387506485,0.2520751655101776,0.36582085490226746,0.31487685441970825,0.24511295557022095,0.28737446665763855,0.32457053661346436,0.32716336846351624
evaporated,0.1364840567111969,0.19925080239772797,0.2133997231721878,0.4723514914512634,0.19862619042396545,0.21689343452453613,0.21065764129161835,0.16545060276985168,0.21164165437221527,0.2192131131887436,0.3599373996257782,0.18493719398975372,0.5091058611869812,0.37096482515335083,0.3258754014968872,0.12882991135120392
water,0.17456887662410736,0.20938239991664886,0.2741255462169647,0.4692627191543579,0.2054748237133026,0.28796085715293884,0.35692790150642395,0.09587444365024567,0.23966141045093536,0.30313700437545776,0.3521476984024048,0.2296343296766281,0.3913727402687073,0.28644701838493347,0.2911490797996521,0.14731885492801666
tends,0.250471830368042,0.24657438695430756,0.2451501041650772,0.2533302903175354,0.24930685758590698,0.1941152811050415,0.21955452859401703,0.07651537656784058,0.23242060840129852,0.23166057467460632,0.34478726983070374,0.18658483028411865,0.3441595733165741,0.33923548460006714,0.2719796299934387,0.1290840357542038
to,0.455847829580307,0.2772196829319,0.41548454761505127,0.24193501472473145,0.38876664638519287,0.19042746722698212,0.28293174505233765,0.19960732758045197,0.45010748505592346,0.25585630536079407,0.3106820285320282,0.2828781306743622,0.23955577611923218,0.2770727872848511,0.2756218910217285,0.29463258385658264
be,0.3929833769798279,0.3391776382923126,0.33904364705085754,0.28851351141929626,0.36575672030448914,0.12338705360889435,0.2701433002948761,0.23096829652786255,0.3481820821762085,0.2287398725748062,0.325001984834671,0.24990400671958923,0.22598816454410553,0.21604293584823608,0.328298419713974,0.3324260413646698
higher,0.2538340389728546,0.2123897671699524,0.3096220791339874,0.24069128930568695,0.25567880272865295,0.10850843787193298,0.21571491658687592,0.2217252105474472,0.23285751044750214,0.40053170919418335,0.24431771039962769,0.17338046431541443,0.3410940170288086,0.2787618935108185,0.2443065196275711,0.15679465234279633
in,0.30808621644973755,0.2815987169742584,0.5696388483047485,0.1672476977109909,0.23402775824069977,0.24858763813972473,0.26300355792045593,0.16787947714328766,1.0,0.26627716422080994,0.2579386234283447,0.4627237319946289,0.24313600361347198,0.24568164348602295,0.2580132484436035,0.20430970191955566
oxygen-16,0.22204910218715668,0.23401999473571777,0.18333350121974945,0.9598668813705444,0.25466111302375793,0.2912762761116028,0.30221158266067505,0.16165870428085327,0.1697354018688202,0.2141789048910141,0.41981998085975647,0.2138749212026596,0.287503719329834,0.26432251930236816,0.3524172306060791,0.18815967440605164
",",0.3087472915649414,0.21805599331855774,0.4946078956127167,0.21812842786312103,0.3283645510673523,0.231239914894104,0.23067066073417664,0.19705404341220856,0.5201468467712402,0.25035545229911804,0.23585352301597595,0.3225448727607727,0.2048913985490799,0.184305340051651,0.17239321768283844,0.31091248989105225
and,0.31309178471565247,0.30469027161598206,0.5116966962814331,0.22261030972003937,0.276123583316803,0.24699723720550537,0.3589221239089966,0.23553775250911713,0.4954058527946472,0.26711440086364746,0.33048760890960693,0.36462149024009705,0.2508160173892975,0.21454790234565735,0.252461701631546,0.20544172823429108
the,0.42745697498321533,0.29286009073257446,0.733189046382904,0.20428593456745148,0.30239659547805786,0.2547752857208252,0.2939487397670746,0.19284681975841522,0.6662389636039734,0.2814446687698364,0.2816965878009796,0.4838213622570038,0.27278244495391846,0.3010059893131256,0.2622014284133911,0.22068053483963013
seawater,0.20096004009246826,0.2247597724199295,0.25066855549812317,0.47563767433166504,0.23696041107177734,0.4112390875816345,0.31469178199768066,0.05774421617388725,0.22916553914546967,0.31279700994491577,0.4298742711544037,0.23670710623264313,0.36937445402145386,0.356519490480423,0.3653636872768402,0.1952858418226242
left,0.2442072629928589,0.1569691300392151,0.2218635529279709,0.19914954900741577,0.1755148321390152,0.06876258552074432,0.1192094087600708,0.08202002942562103,0.21139952540397644,0.13186834752559662,0.19741743803024292,0.1861138939857483,0.15556608140468597,0.09425076097249985,0.16733789443969727,0.13251960277557373
behind,0.1959938108921051,0.11297556757926941,0.2801654636859894,0.11855462193489075,0.16402679681777954,0.10877570509910583,0.17954528331756592,0.13391320407390594,0.3174246549606323,0.1465054303407669,0.1509985476732254,0.23074015974998474,0.19798631966114044,0.11665121465921402,0.15467870235443115,0.19274599850177765
tends,0.250471830368042,0.24657438695430756,0.2451501041650772,0.2533302903175354,0.24930685758590698,0.1941152811050415,0.21955452859401703,0.07651537656784058,0.23242060840129852,0.23166057467460632,0.34478726983070374,0.18658483028411865,0.3441595733165741,0.33923548460006714,0.2719796299934387,0.1290840357542038
to,0.455847829580307,0.2772196829319,0.41548454761505127,0.24193501472473145,0.38876664638519287,0.19042746722698212,0.28293174505233765,0.19960732758045197,0.45010748505592346,0.25585630536079407,0.3106820285320282,0.2828781306743622,0.23955577611923218,0.2770727872848511,0.2756218910217285,0.29463258385658264
be,0.3929833769798279,0.3391776382923126,0.33904364705085754,0.28851351141929626,0.36575672030448914,0.12338705360889435,0.2701433002948761,0.23096829652786255,0.3481820821762085,0.2287398725748062,0.325001984834671,0.24990400671958923,0.22598816454410553,0.21604293584823608,0.328298419713974,0.3324260413646698
higher,0.2538340389728546,0.2123897671699524,0.3096220791339874,0.24069128930568695,0.25567880272865295,0.10850843787193298,0.21571491658687592,0.2217252105474472,0.23285751044750214,0.40053170919418335,0.24431771039962769,0.17338046431541443,0.3410940170288086,0.2787618935108185,0.2443065196275711,0.15679465234279633
in,0.30808621644973755,0.2815987169742584,0.5696388483047485,0.1672476977109909,0.23402775824069977,0.24858763813972473,0.26300355792045593,0.16787947714328766,1.0,0.26627716422080994,0.2579386234283447,0.4627237319946289,0.24313600361347198,0.24568164348602295,0.2580132484436035,0.20430970191955566
oxygen-18,0.19612939655780792,0.22128412127494812,0.1664983332157135,0.9602074027061462,0.2343180924654007,0.31322240829467773,0.306212455034256,0.16173817217350006,0.1496700793504715,0.19955848157405853,0.41334235668182373,0.1936788707971573,0.2771977484226227,0.26290830969810486,0.34036728739738464,0.17341867089271545
.,0.3567904531955719,0.28317511081695557,0.5352458953857422,0.2554275095462799,0.3613996207714081,0.2793916165828705,0.27480828762054443,0.15675117075443268,0.5591574311256409,0.20152446627616882,0.2320205122232437,0.3485563397407532,0.21501129865646362,0.1956111639738083,0.17719176411628723,0.4130953550338745
