,what,network,was,converted,into,an,independent,subsidiary,by,rca,in,1942,?
the,0.42745697498321533,0.27187061309814453,0.48711544275283813,0.2538719177246094,0.39493247866630554,0.4207492768764496,0.2927691638469696,0.2279236614704132,0.4408751428127289,0.12673714756965637,0.6662389636039734,0.38329726457595825,0.22068053483963013
operations,0.1829104721546173,0.3108011484146118,0.17603980004787445,0.10279989242553711,0.09856005012989044,0.1916370540857315,0.16791240870952606,0.28884655237197876,0.13570164144039154,0.19858701527118683,0.2654678225517273,0.19834713637828827,0.13622350990772247
of,0.33290785551071167,0.21800683438777924,0.4069072902202606,0.27010029554367065,0.32255905866622925,0.32280945777893066,0.30508819222450256,0.20548413693904877,0.3646814823150635,0.09828570485115051,0.5696388483047485,0.28637850284576416,0.1826142966747284
nbc,0.1638578325510025,0.4656192362308502,0.251334547996521,0.08584792166948318,0.06829692423343658,0.17501957714557648,0.16286839544773102,0.20977404713630676,0.16605262458324432,0.28461092710494995,0.19303210079669952,0.2831250727176666,0.1680917739868164
red,0.16784515976905823,0.08126477152109146,0.1680612564086914,0.10936520248651505,0.11395252496004105,0.124779611825943,0.10112906247377396,0.1239989772439003,0.188492089509964,0.1743030548095703,0.18753071129322052,0.22993730008602142,0.1495664119720459
and,0.31309178471565247,0.27591994404792786,0.3740963041782379,0.2410563975572586,0.36597734689712524,0.2838519215583801,0.22274264693260193,0.168622225522995,0.4289871156215668,0.15499135851860046,0.4954058527946472,0.28806039690971375,0.20544172823429108
nbc,0.1638578325510025,0.4656192362308502,0.251334547996521,0.08584792166948318,0.06829692423343658,0.17501957714557648,0.16286839544773102,0.20977404713630676,0.16605262458324432,0.28461092710494995,0.19303210079669952,0.2831250727176666,0.1680917739868164
blue,0.17981211841106415,0.16397789120674133,0.15539668500423431,0.16038769483566284,0.14609403908252716,0.12627823650836945,0.15593838691711426,0.16112855076789856,0.18874850869178772,0.20522606372833252,0.22384510934352875,0.17747873067855835,0.15668673813343048
on,0.34226128458976746,0.30190837383270264,0.3909217119216919,0.1373433768749237,0.30585673451423645,0.3192969560623169,0.2345636934041977,0.18555977940559387,0.33887791633605957,0.19851286709308624,0.46853652596473694,0.2518825829029083,0.2714994251728058
january,0.19257698953151703,0.15560252964496613,0.3933098316192627,0.07385748624801636,0.16809192299842834,0.247449591755867,0.22763943672180176,0.1732444167137146,0.16497471928596497,0.14936789870262146,0.28467586636543274,0.13542449474334717,0.28608936071395874
8,-0.005443718284368515,0.08396638184785843,-0.07426877319812775,0.09240865707397461,0.0947495773434639,-0.014994412660598755,0.03865257650613785,0.033403925597667694,-0.06828653812408447,-0.06511430442333221,-0.05886392667889595,-0.04797579348087311,-0.04056251794099808
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.18564631044864655,0.2826121151447296,0.3581022024154663,0.24115799367427826,0.21156229078769684,0.3680937886238098,0.19369250535964966,0.5201468467712402,0.2961331903934479,0.31091248989105225
1942,0.15789857506752014,0.18813876807689667,0.3519994914531708,0.0863487496972084,0.1335039883852005,0.1923380196094513,0.13977515697479248,0.27154621481895447,0.26897794008255005,0.23608067631721497,0.3399626910686493,0.9999999403953552,0.0997183620929718
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.18564631044864655,0.2826121151447296,0.3581022024154663,0.24115799367427826,0.21156229078769684,0.3680937886238098,0.19369250535964966,0.5201468467712402,0.2961331903934479,0.31091248989105225
with,0.2464839518070221,0.2153671681880951,0.27411898970603943,0.17346665263175964,0.2912435233592987,0.2730048894882202,0.15262502431869507,0.1576101928949356,0.39731505513191223,0.2134343385696411,0.4080928862094879,0.2623326778411865,0.2433311939239502
the,0.42745697498321533,0.27187061309814453,0.48711544275283813,0.2538719177246094,0.39493247866630554,0.4207492768764496,0.2927691638469696,0.2279236614704132,0.4408751428127289,0.12673714756965637,0.6662389636039734,0.38329726457595825,0.22068053483963013
blue,0.17981211841106415,0.16397789120674133,0.15539668500423431,0.16038769483566284,0.14609403908252716,0.12627823650836945,0.15593838691711426,0.16112855076789856,0.18874850869178772,0.20522606372833252,0.22384510934352875,0.17747873067855835,0.15668673813343048
network,0.16917307674884796,1.0000001192092896,0.1994880586862564,0.11819904297590256,0.1536092758178711,0.22587502002716064,0.1808796226978302,0.3834895193576813,0.214903324842453,0.16861818730831146,0.19496823847293854,0.18813876807689667,0.17853789031505585
being,0.3760843276977539,0.1802247017621994,0.5201660394668579,0.23106499016284943,0.2783583104610443,0.2743402123451233,0.23291520774364471,0.16320277750492096,0.4690866470336914,0.1284237802028656,0.33162933588027954,0.25005409121513367,0.26743772625923157
referred,0.16724665462970734,0.16107787191867828,0.2664481997489929,0.24326092004776,0.1460561603307724,0.17146365344524384,0.15568499267101288,0.21753287315368652,0.232919380068779,0.15848876535892487,0.24766652286052704,0.20030853152275085,0.06677805632352829
to,0.455847829580307,0.25940340757369995,0.3636345863342285,0.2962644398212433,0.38810545206069946,0.3138085603713989,0.20949965715408325,0.1481173038482666,0.33534231781959534,0.1836252361536026,0.45010748505592346,0.3054983615875244,0.29463258385658264
on-air,0.2461182028055191,0.25135380029678345,0.25952771306037903,0.2420656681060791,0.24371857941150665,0.273425817489624,0.2261350154876709,0.33527880907058716,0.230026513338089,0.18951883912086487,0.3179948925971985,0.3147275447845459,0.20872481167316437
as,0.31749409437179565,0.2054080367088318,0.3677520453929901,0.2590799033641815,0.24094121158123016,0.37218472361564636,0.21329019963741302,0.20775634050369263,0.3815547823905945,0.1463361531496048,0.3887844979763031,0.26907074451446533,0.27043893933296204
either,0.3851809501647949,0.16035856306552887,0.2062831073999405,0.24050936102867126,0.3153301775455475,0.23698745667934418,0.24574030935764313,0.11313050985336304,0.2713143825531006,0.1471789926290512,0.2748357057571411,0.17237234115600586,0.31498292088508606
``,0.008517155423760414,-0.02085288055241108,-0.012679691426455975,0.08777938783168793,0.02736244536936283,0.03770720958709717,0.03232020512223244,-0.08141849935054779,-0.030704375356435776,-0.09058477729558945,0.04765888676047325,-0.13060423731803894,0.0685480609536171
blue,0.17981211841106415,0.16397789120674133,0.15539668500423431,0.16038769483566284,0.14609403908252716,0.12627823650836945,0.15593838691711426,0.16112855076789856,0.18874850869178772,0.20522606372833252,0.22384510934352875,0.17747873067855835,0.15668673813343048
'',0.08143015950918198,0.022929158061742783,0.04456103965640068,0.10719224810600281,-0.043979667127132416,0.09471100568771362,0.0760650709271431,0.05539460480213165,-0.010275691747665405,-0.01763768121600151,0.07432962208986282,0.04543216526508331,0.018684765323996544
or,0.33867141604423523,0.21460621058940887,0.2330796718597412,0.24922597408294678,0.31663477420806885,0.3096676766872406,0.19758164882659912,0.16048488020896912,0.30274316668510437,0.12883895635604858,0.3586423695087433,0.18897219002246857,0.32389625906944275
``,0.008517155423760414,-0.02085288055241108,-0.012679691426455975,0.08777938783168793,0.02736244536936283,0.03770720958709717,0.03232020512223244,-0.08141849935054779,-0.030704375356435776,-0.09058477729558945,0.04765888676047325,-0.13060423731803894,0.0685480609536171
blue,0.17981211841106415,0.16397789120674133,0.15539668500423431,0.16038769483566284,0.14609403908252716,0.12627823650836945,0.15593838691711426,0.16112855076789856,0.18874850869178772,0.20522606372833252,0.22384510934352875,0.17747873067855835,0.15668673813343048
network,0.16917307674884796,1.0000001192092896,0.1994880586862564,0.11819904297590256,0.1536092758178711,0.22587502002716064,0.1808796226978302,0.3834895193576813,0.214903324842453,0.16861818730831146,0.19496823847293854,0.18813876807689667,0.17853789031505585
'',0.08143015950918198,0.022929158061742783,0.04456103965640068,0.10719224810600281,-0.043979667127132416,0.09471100568771362,0.0760650709271431,0.05539460480213165,-0.010275691747665405,-0.01763768121600151,0.07432962208986282,0.04543216526508331,0.018684765323996544
.,0.3567904531955719,0.23909442126750946,0.40146201848983765,0.263176292181015,0.26250120997428894,0.3581749200820923,0.24531036615371704,0.18088284134864807,0.3936232924461365,0.11357055604457855,0.5591574311256409,0.37844008207321167,0.4130953550338745
