,what,has,the,tendency,to,increase,wages,in,a,field,or,job,position,?
where,0.4457937180995941,0.32190436124801636,0.5003893971443176,0.1822388619184494,0.47735077142715454,0.18746323883533478,0.14850248396396637,0.5344807505607605,0.40997210144996643,0.1689169704914093,0.3651050925254822,0.2095899134874344,0.24009771645069122,0.24793872237205505
there,0.35085538029670715,0.42909398674964905,0.47025805711746216,0.20351828634738922,0.40669289231300354,0.28883108496665955,0.2281825989484787,0.5361666083335876,0.4214206337928772,0.12867295742034912,0.4594070315361023,0.19662681221961975,0.11703842133283615,0.29405656456947327
are,0.29724663496017456,0.4313911199569702,0.40399202704429626,0.25829827785491943,0.3504326641559601,0.24885688722133636,0.17474032938480377,0.3841303884983063,0.265255331993103,0.14102037250995636,0.5374364256858826,0.17699533700942993,0.1604892611503601,0.24591213464736938
few,0.2780759632587433,0.30964958667755127,0.34660017490386963,0.2733250558376312,0.36415213346481323,0.22972598671913147,0.21250316500663757,0.3588411808013916,0.2765968441963196,0.16023586690425873,0.31547385454177856,0.18540124595165253,0.17661958932876587,0.2334265559911728
able,0.3404487371444702,0.16050462424755096,0.3435857892036438,0.2952122986316681,0.529755175113678,0.294384241104126,0.2165735810995102,0.23456627130508423,0.2874686121940613,0.1889060139656067,0.29462990164756775,0.2852134108543396,0.22259685397148132,0.260649710893631
or,0.33867141604423523,0.316264808177948,0.4174870550632477,0.35019561648368835,0.38921234011650085,0.2745954096317291,0.23854075372219086,0.3586423695087433,0.48853766918182373,0.23558464646339417,1.0000001192092896,0.20071177184581757,0.2321704477071762,0.32389625906944275
willing,0.4653003215789795,0.19730615615844727,0.2583622932434082,0.34747764468193054,0.48565617203712463,0.2614057958126068,0.3957147002220154,0.21205008029937744,0.29028499126434326,0.1715078353881836,0.3141269087791443,0.39096277952194214,0.2637142241001129,0.4091795086860657
workers,0.21390831470489502,0.12765945494174957,0.23066683113574982,0.16387034952640533,0.2307046800851822,0.22989360988140106,0.5291796326637268,0.2254374474287033,0.25033822655677795,0.1601550132036209,0.28233397006988525,0.32602551579475403,0.1424153447151184,0.1706571877002716
(,0.2411840260028839,0.2498389035463333,0.33289089798927307,0.14908523857593536,0.30882009863853455,0.15438681840896606,0.12913045287132263,0.3087427020072937,0.3206180930137634,0.18481916189193726,0.3582012951374054,0.17151835560798645,0.2345474362373352,0.40561532974243164
low,0.20743566751480103,0.20071320235729218,0.2544175982475281,0.27567800879478455,0.2700593173503876,0.4035322368144989,0.33431440591812134,0.21458278596401215,0.24393533170223236,0.12310083955526352,0.24347376823425293,0.20031337440013885,0.14598645269870758,0.10658930987119675
supply,0.20549191534519196,0.18536636233329773,0.31942567229270935,0.1954413205385208,0.29291704297065735,0.3721102774143219,0.3687954545021057,0.21402505040168762,0.2115103155374527,0.20807936787605286,0.23428037762641907,0.2461424320936203,0.14629903435707092,0.14298182725906372
),0.26259949803352356,0.26944878697395325,0.3456730246543884,0.150162011384964,0.31236231327056885,0.15013758838176727,0.12380184978246689,0.3326910734176636,0.3640355169773102,0.15179485082626343,0.3706604242324829,0.20149677991867065,0.26386576890945435,0.42300865054130554
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.2100195437669754,0.44245919585227966,0.20005576312541962,0.2121202051639557,0.5201468467712402,0.427140474319458,0.27645614743232727,0.3769497275352478,0.27190712094306946,0.1771278828382492,0.31091248989105225
but,0.5029441118240356,0.41906601190567017,0.4859698414802551,0.3574140965938568,0.5542377829551697,0.23570863902568817,0.2432762086391449,0.48674455285072327,0.44750767946243286,0.22850951552391052,0.4733969271183014,0.3047976493835449,0.26976972818374634,0.27921953797340393
a,0.3320399522781372,0.4670248031616211,0.5829201340675354,0.2879684865474701,0.45503583550453186,0.24428929388523102,0.19376714527606964,0.539380669593811,1.0,0.2030690312385559,0.48853766918182373,0.2834402620792389,0.28626853227615356,0.23916715383529663
large,0.2017821967601776,0.2609269917011261,0.3828733265399933,0.24741055071353912,0.3150999844074249,0.37312331795692444,0.23274043202400208,0.2841601073741913,0.3740714490413666,0.1479714810848236,0.3501174747943878,0.20722365379333496,0.1850903183221817,0.1355665624141693
need,0.39420950412750244,0.2697809636592865,0.2594960331916809,0.3144037425518036,0.42094892263412476,0.3647521138191223,0.29874104261398315,0.2129468470811844,0.30329999327659607,0.1401912271976471,0.44836896657943726,0.31503042578697205,0.20165620744228363,0.40413710474967957
for,0.3017193675041199,0.450642853975296,0.4739971458911896,0.2027241438627243,0.4451248347759247,0.26647913455963135,0.28834453225135803,0.4322226941585541,0.44038116931915283,0.24342265725135803,0.4111599624156952,0.3520078659057617,0.27123650908470154,0.264628142118454
the,0.42745697498321533,0.4177538752555847,1.0,0.20812319219112396,0.535392165184021,0.32049667835235596,0.15546856820583344,0.6662389636039734,0.5829201340675354,0.2105809599161148,0.4174870550632477,0.24242734909057617,0.3183514177799225,0.22068053483963013
positions,0.19736577570438385,0.20708222687244415,0.3398493230342865,0.18639135360717773,0.23584577441215515,0.16714584827423096,0.22613632678985596,0.24184107780456543,0.2640075087547302,0.2588682770729065,0.26827168464660645,0.30126887559890747,0.8285061717033386,0.126787006855011
(,0.2411840260028839,0.2498389035463333,0.33289089798927307,0.14908523857593536,0.30882009863853455,0.15438681840896606,0.12913045287132263,0.3087427020072937,0.3206180930137634,0.18481916189193726,0.3582012951374054,0.17151835560798645,0.2345474362373352,0.40561532974243164
high,0.20466077327728271,0.21330732107162476,0.28034812211990356,0.21104490756988525,0.28947713971138,0.31398773193359375,0.19796505570411682,0.2652597725391388,0.22865821421146393,0.15615272521972656,0.17899541556835175,0.19996054470539093,0.13566097617149353,0.11137914657592773
demand,0.2007312774658203,0.20872862637043,0.27194610238075256,0.2790115475654602,0.33607128262519836,0.3741641640663147,0.4190327823162079,0.22946900129318237,0.2180943340063095,0.1860155463218689,0.2164728194475174,0.26655060052871704,0.18510481715202332,0.13359291851520538
),0.26259949803352356,0.26944878697395325,0.3456730246543884,0.150162011384964,0.31236231327056885,0.15013758838176727,0.12380184978246689,0.3326910734176636,0.3640355169773102,0.15179485082626343,0.3706604242324829,0.20149677991867065,0.26386576890945435,0.42300865054130554
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.2100195437669754,0.44245919585227966,0.20005576312541962,0.2121202051639557,0.5201468467712402,0.427140474319458,0.27645614743232727,0.3769497275352478,0.27190712094306946,0.1771278828382492,0.31091248989105225
will,0.3510494530200958,0.3418941795825958,0.3635469079017639,0.3179844915866852,0.5091033577919006,0.3090614378452301,0.2829979956150055,0.2580665349960327,0.3401327431201935,0.2514615058898926,0.41331517696380615,0.2307339459657669,0.22856131196022034,0.35046905279159546
result,0.19945499300956726,0.18269969522953033,0.27778977155685425,0.28759586811065674,0.23653174936771393,0.322893887758255,0.251219242811203,0.25670310854911804,0.2767398953437805,0.22630873322486877,0.3831445574760437,0.1288304626941681,0.22690828144550323,0.17218433320522308
in,0.30808621644973755,0.4173259735107422,0.6662389636039734,0.1725490689277649,0.45010748505592346,0.25893163681030273,0.16484716534614563,1.0,0.539380669593811,0.20553018152713776,0.3586423695087433,0.2114088088274002,0.20453733205795288,0.20430970191955566
high,0.20466077327728271,0.21330732107162476,0.28034812211990356,0.21104490756988525,0.28947713971138,0.31398773193359375,0.19796505570411682,0.2652597725391388,0.22865821421146393,0.15615272521972656,0.17899541556835175,0.19996054470539093,0.13566097617149353,0.11137914657592773
wages,0.20351257920265198,0.09613410383462906,0.15546856820583344,0.3261476159095764,0.24337364733219147,0.3619939386844635,1.0,0.16484716534614563,0.19376714527606964,0.14051449298858643,0.23854075372219086,0.31373345851898193,0.19134491682052612,0.19884631037712097
for,0.3017193675041199,0.450642853975296,0.4739971458911896,0.2027241438627243,0.4451248347759247,0.26647913455963135,0.28834453225135803,0.4322226941585541,0.44038116931915283,0.24342265725135803,0.4111599624156952,0.3520078659057617,0.27123650908470154,0.264628142118454
that,0.6297725439071655,0.41272613406181335,0.5473989248275757,0.32162100076675415,0.5436353087425232,0.3491165041923523,0.24100205302238464,0.435920387506485,0.47537946701049805,0.2216513603925705,0.4729836881160736,0.2914779484272003,0.2627577483654022,0.32716336846351624
job,0.29268908500671387,0.204313725233078,0.24242734909057617,0.09991458058357239,0.2869062125682831,0.2262503057718277,0.31373345851898193,0.2114088088274002,0.2834402620792389,0.15038901567459106,0.20071177184581757,1.0,0.307644248008728,0.22160480916500092
.,0.3567904531955719,0.4105546176433563,0.5934505462646484,0.20729157328605652,0.4645031690597534,0.24619564414024353,0.22644665837287903,0.5591574311256409,0.50484299659729,0.23224417865276337,0.36683785915374756,0.2807863652706146,0.24342353641986847,0.4130953550338745
,what,has,the,tendency,to,increase,wages,in,a,field,or,job,position,?
this,0.5489566326141357,0.4198763072490692,0.6274310946464539,0.30135378241539,0.5759071707725525,0.3563258945941925,0.21261194348335266,0.45205554366111755,0.5422310829162598,0.23614506423473358,0.4406825602054596,0.2581324577331543,0.2833313047885895,0.3155723512172699
is,0.28837618231773376,0.5668748617172241,0.5823672413825989,0.23297834396362305,0.42745086550712585,0.18273088335990906,0.11061973869800568,0.5394441485404968,0.658733606338501,0.17269009351730347,0.41870999336242676,0.1924818903207779,0.19614431262016296,0.22961433231830597
because,0.46729007363319397,0.42872220277786255,0.44596394896507263,0.31125137209892273,0.5166091918945312,0.3432938754558563,0.21661067008972168,0.37423941493034363,0.42230045795440674,0.18433642387390137,0.46777650713920593,0.32567542791366577,0.24399282038211823,0.2528740465641022
competition,0.18313148617744446,0.19690701365470886,0.257230669260025,0.050604142248630524,0.20617300271987915,0.1779610514640808,0.2876517176628113,0.26072463393211365,0.2435162365436554,0.19357722997665405,0.21467497944831848,0.19034159183502197,0.19992581009864807,0.1394461691379547
between,0.2462156116962433,0.2653839886188507,0.39067012071609497,0.17142735421657562,0.3639189600944519,0.2656986117362976,0.23426558077335358,0.41100412607192993,0.29385313391685486,0.16184750199317932,0.22536349296569824,0.11933554708957672,0.16931575536727905,0.12887074053287506
employers,0.22766001522541046,0.17689524590969086,0.2401597499847412,0.17816585302352905,0.29388850927352905,0.2864495515823364,0.529556930065155,0.23528721928596497,0.23693116009235382,0.1781599521636963,0.22958976030349731,0.38634997606277466,0.17866188287734985,0.1917707920074463
for,0.3017193675041199,0.450642853975296,0.4739971458911896,0.2027241438627243,0.4451248347759247,0.26647913455963135,0.28834453225135803,0.4322226941585541,0.44038116931915283,0.24342265725135803,0.4111599624156952,0.3520078659057617,0.27123650908470154,0.264628142118454
employees,0.2089136689901352,0.22173155844211578,0.204413041472435,0.17029578983783722,0.22196625173091888,0.27305442094802856,0.502147376537323,0.2185000777244568,0.198770210146904,0.148775115609169,0.22921328246593475,0.3560321033000946,0.1766865998506546,0.2076551467180252
will,0.3510494530200958,0.3418941795825958,0.3635469079017639,0.3179844915866852,0.5091033577919006,0.3090614378452301,0.2829979956150055,0.2580665349960327,0.3401327431201935,0.2514615058898926,0.41331517696380615,0.2307339459657669,0.22856131196022034,0.35046905279159546
drive,0.21679377555847168,0.18826816976070404,0.2083187699317932,0.23352019488811493,0.291306734085083,0.2120443433523178,0.2037554234266281,0.16816924512386322,0.24929353594779968,0.10428697615861893,0.26095762848854065,0.16961996257305145,0.14496029913425446,0.11447915434837341
up,0.28591108322143555,0.27017050981521606,0.38423117995262146,0.229893758893013,0.40375280380249023,0.2559797167778015,0.1906406134366989,0.3120773434638977,0.32523053884506226,0.11040262877941132,0.28756099939346313,0.2601930797100067,0.1963045299053192,0.1819818764925003
the,0.42745697498321533,0.4177538752555847,1.0,0.20812319219112396,0.535392165184021,0.32049667835235596,0.15546856820583344,0.6662389636039734,0.5829201340675354,0.2105809599161148,0.4174870550632477,0.24242734909057617,0.3183514177799225,0.22068053483963013
wage,0.25473552942276,0.09050256013870239,0.2281475067138672,0.3153984546661377,0.2682936489582062,0.3104216456413269,0.8402002453804016,0.21568597853183746,0.22897930443286896,0.13952627778053284,0.22886331379413605,0.27439239621162415,0.2227950245141983,0.21983641386032104
.,0.3567904531955719,0.4105546176433563,0.5934505462646484,0.20729157328605652,0.4645031690597534,0.24619564414024353,0.22644665837287903,0.5591574311256409,0.50484299659729,0.23224417865276337,0.36683785915374756,0.2807863652706146,0.24342353641986847,0.4130953550338745
