,how,was,coal,transferred,from,the,river,banks,to,colliers,?
river,0.09142279624938965,0.15785206854343414,0.2566836178302765,0.14355860650539398,0.20433256030082703,0.2894456386566162,0.9999999403953552,0.45557889342308044,0.13636653125286102,0.21724899113178253,0.15390869975090027
banks,0.1086173728108406,0.18093253672122955,0.2128690928220749,0.19277648627758026,0.11466758698225021,0.28661349415779114,0.45557889342308044,1.0,0.17257662117481232,0.2553231120109558,0.11048095673322678
to,0.44169697165489197,0.3636345863342285,0.20023773610591888,0.2984115183353424,0.4069952368736267,0.535392165184021,0.13636653125286102,0.17257662117481232,1.0,0.19052700698375702,0.29463258385658264
the,0.33890387415885925,0.48711544275283813,0.23263108730316162,0.34201255440711975,0.40150508284568787,1.0,0.2894456386566162,0.28661349415779114,0.535392165184021,0.23869499564170837,0.22068053483963013
waiting,0.24450518190860748,0.20207208395004272,0.14056722819805145,0.23622308671474457,0.16912683844566345,0.23914384841918945,0.18886271119117737,0.15811678767204285,0.2656486928462982,0.22752773761749268,0.31823965907096863
colliers,0.153617262840271,0.19979865849018097,0.3047657907009125,0.23877137899398804,0.16165658831596375,0.23869499564170837,0.21724899113178253,0.2553231120109558,0.19052700698375702,0.9999998807907104,0.12481071799993515
",",0.22659391164779663,0.45456063747406006,0.2299477756023407,0.27208399772644043,0.39760664105415344,0.4933079481124878,0.26637205481529236,0.2574521005153656,0.44245919585227966,0.297942191362381,0.31091248989105225
for,0.3308170735836029,0.3863949179649353,0.18694157898426056,0.2540583908557892,0.314039945602417,0.4739971458911896,0.12789757549762726,0.20989097654819489,0.4451248347759247,0.1364716738462448,0.264628142118454
export,0.12057990580797195,0.16218051314353943,0.39672741293907166,0.171682208776474,0.23246417939662933,0.17034074664115906,0.17449486255645752,0.14301924407482147,0.23921191692352295,0.1444004625082016,0.12363827228546143
to,0.44169697165489197,0.3636345863342285,0.20023773610591888,0.2984115183353424,0.4069952368736267,0.535392165184021,0.13636653125286102,0.17257662117481232,1.0,0.19052700698375702,0.29463258385658264
london,0.1765858680009842,0.3026486933231354,0.15970829129219055,0.18280479311943054,0.2371179163455963,0.27034124732017517,0.1325751394033432,0.1564592570066452,0.2021344155073166,0.3829251229763031,0.11278104782104492
and,0.33647966384887695,0.3740963041782379,0.23463141918182373,0.25792068243026733,0.3601827025413513,0.5171257257461548,0.19898422062397003,0.2865263819694519,0.48971283435821533,0.2827536165714264,0.20544172823429108
elsewhere,0.27126026153564453,0.2300332635641098,0.18430019915103912,0.19729813933372498,0.257722944021225,0.33725225925445557,0.08016456663608551,0.16793979704380035,0.31914857029914856,0.11773949861526489,0.33915433287620544
.,0.3287222981452942,0.40146201848983765,0.16755032539367676,0.2828300893306732,0.41536515951156616,0.5934505462646484,0.21443960070610046,0.2561931610107422,0.4645031690597534,0.253278523683548,0.4130953550338745
