,what,did,josel,ask,the,city,of,strasbourg,to,forbid,the,sale,of,?
but,0.5029441118240356,0.49033689498901367,0.12336098402738571,0.3719583749771118,0.4859698414802551,0.22763673961162567,0.39942997694015503,0.2047349512577057,0.5542377829551697,0.29285314679145813,0.4859698414802551,0.2078961879014969,0.39942997694015503,0.27921953797340393
did,0.4259131848812103,1.0,0.17029181122779846,0.3567034602165222,0.34736719727516174,0.12266099452972412,0.2513895630836487,0.11865007877349854,0.4452643394470215,0.3532564043998718,0.34736719727516174,0.17367155849933624,0.2513895630836487,0.3023456633090973
so,0.539469838142395,0.43696269392967224,0.14396607875823975,0.46481114625930786,0.4296516180038452,0.13376829028129578,0.3184450566768646,0.2025880068540573,0.5091881155967712,0.34462597966194153,0.4296516180038452,0.170629620552063,0.3184450566768646,0.43163934350013733
when,0.4700249433517456,0.3228907287120819,0.16360701620578766,0.31148067116737366,0.5091903209686279,0.19592350721359253,0.3757161796092987,0.2201046198606491,0.5423505902290344,0.25258752703666687,0.5091903209686279,0.2140309363603592,0.3757161796092987,0.22841128706932068
a,0.3320399522781372,0.2552328109741211,0.23409926891326904,0.24988910555839539,0.5829201340675354,0.2349124401807785,0.5052502155303955,0.20692406594753265,0.45503583550453186,0.21568183600902557,0.5829201340675354,0.21573789417743683,0.5052502155303955,0.23916715383529663
lutheran,0.195865198969841,0.22012826800346375,0.28509292006492615,0.17930889129638672,0.20315466821193695,0.20779305696487427,0.2628459632396698,0.3449532091617584,0.21751753985881805,0.2060699462890625,0.20315466821193695,0.14104591310024261,0.2628459632396698,0.1752520203590393
pastor,0.14023858308792114,0.1603202521800995,0.3395870625972748,0.17774617671966553,0.13653714954853058,0.1510099470615387,0.173655703663826,0.24303865432739258,0.1851397007703781,0.21223770081996918,0.13653714954853058,0.1554848700761795,0.173655703663826,0.1683567762374878
in,0.30808621644973755,0.2593238651752472,0.23053158819675446,0.13990627229213715,0.6662389636039734,0.3911624252796173,0.5696388483047485,0.24186499416828156,0.45010748505592346,0.18220944702625275,0.6662389636039734,0.2506190836429596,0.5696388483047485,0.20430970191955566
hochfelden,0.20643551647663116,0.1471232771873474,0.5013644695281982,0.21103569865226746,0.3371390700340271,0.35713574290275574,0.3552263379096985,0.4106098711490631,0.19264239072799683,0.14787331223487854,0.3371390700340271,0.20998495817184448,0.3552263379096985,0.1508248895406723
used,0.27546408772468567,0.30443844199180603,0.14471817016601562,0.260090172290802,0.3718377649784088,0.14128099381923676,0.3075267970561981,0.15443316102027893,0.40058770775794983,0.2566453218460083,0.3718377649784088,0.22262507677078247,0.3075267970561981,0.22430120408535004
a,0.3320399522781372,0.2552328109741211,0.23409926891326904,0.24988910555839539,0.5829201340675354,0.2349124401807785,0.5052502155303955,0.20692406594753265,0.45503583550453186,0.21568183600902557,0.5829201340675354,0.21573789417743683,0.5052502155303955,0.23916715383529663
sermon,0.2927270531654358,0.22592276334762573,0.18877406418323517,0.2269778698682785,0.2812419533729553,0.20603080093860626,0.23472066223621368,0.18786568939685822,0.2613533139228821,0.30247703194618225,0.2812419533729553,0.17485088109970093,0.23472066223621368,0.24739065766334534
to,0.455847829580307,0.4452643394470215,0.16891537606716156,0.3951546251773834,0.535392165184021,0.20300441980361938,0.41548454761505127,0.1613924205303192,1.0,0.3468911945819855,0.535392165184021,0.28558340668678284,0.41548454761505127,0.29463258385658264
urge,0.3076038360595703,0.2015434354543686,0.04855431243777275,0.3687852919101715,0.19959065318107605,0.12981663644313812,0.15048980712890625,0.11785659193992615,0.3263782262802124,0.3152303695678711,0.19959065318107605,0.0943034440279007,0.15048980712890625,0.2469392716884613
his,0.26976513862609863,0.3546801507472992,0.26319167017936707,0.23492445051670074,0.4394008219242096,0.1923673152923584,0.38364991545677185,0.22241516411304474,0.3715193271636963,0.2698163092136383,0.4394008219242096,0.20112089812755585,0.38364991545677185,0.18075084686279297
parishioners,0.2751481235027313,0.27996140718460083,0.2614189088344574,0.28659701347351074,0.330160915851593,0.3308906555175781,0.33721116185188293,0.3576502799987793,0.3358151614665985,0.294107586145401,0.330160915851593,0.32098427414894104,0.33721116185188293,0.171234130859375
to,0.455847829580307,0.4452643394470215,0.16891537606716156,0.3951546251773834,0.535392165184021,0.20300441980361938,0.41548454761505127,0.1613924205303192,1.0,0.3468911945819855,0.535392165184021,0.28558340668678284,0.41548454761505127,0.29463258385658264
murder,0.24129441380500793,0.1921606808900833,0.1836048811674118,0.18347537517547607,0.2102532833814621,0.11807881295681,0.21325260400772095,0.14012058079242706,0.15465311706066132,0.22846204042434692,0.2102532833814621,0.17567183077335358,0.21325260400772095,0.1855451613664627
jews,0.22131574153900146,0.23080717027187347,0.1992202252149582,0.19758912920951843,0.24901628494262695,0.21510004997253418,0.2207300066947937,0.19635088741779327,0.22399327158927917,0.3604092597961426,0.24901628494262695,0.15505629777908325,0.2207300066947937,0.16730794310569763
.,0.3567904531955719,0.35288307070732117,0.2706959843635559,0.2994236946105957,0.5934505462646484,0.29856356978416443,0.5352458953857422,0.28855475783348083,0.4645031690597534,0.2442009001970291,0.5934505462646484,0.23010660707950592,0.5352458953857422,0.4130953550338745
