,who,was,upt,forced,to,separate,themselves,from,in,1949,?
paramount,0.21196284890174866,0.23606519401073456,0.19678142666816711,0.14440995454788208,0.16977928578853607,0.16527023911476135,0.12361910939216614,0.13815855979919434,0.16795049607753754,0.181582972407341,0.1511610448360443
theatres,0.22220751643180847,0.3262985050678253,0.11890781670808792,0.18699942529201508,0.24675586819648743,0.14851023256778717,0.17679047584533691,0.14120298624038696,0.3121017515659332,0.1734803169965744,0.10397201776504517
(,0.2443375140428543,0.2980341613292694,0.19477537274360657,0.15457509458065033,0.30882009863853455,0.14614900946617126,0.13995282351970673,0.25806233286857605,0.3087427020072937,0.15445752441883087,0.40561532974243164
upt,0.20039580762386322,0.14962729811668396,0.9999999403953552,0.17950715124607086,0.28000348806381226,0.1551908701658249,0.23479126393795013,0.19352884590625763,0.18964797258377075,0.1327783614397049,0.22407570481300354
),0.2457384318113327,0.3267642855644226,0.20382604002952576,0.16351638734340668,0.31236231327056885,0.1628994345664978,0.1424824595451355,0.2672361731529236,0.3326910734176636,0.15702174603939056,0.42300865054130554
was,0.3318818509578705,1.0000001192092896,0.14962729811668396,0.21640066802501678,0.3636345863342285,0.1980229765176773,0.1582118272781372,0.31171464920043945,0.45514053106307983,0.22808216512203217,0.18412111699581146
forced,0.35712045431137085,0.21640066802501678,0.17950715124607086,1.0,0.3537954092025757,0.20121575891971588,0.2707687318325043,0.23713815212249756,0.2043643444776535,0.13392876088619232,0.17547516524791718
by,0.39727845788002014,0.4752357602119446,0.22814954817295074,0.24928836524486542,0.33534231781959534,0.20910128951072693,0.30082204937934875,0.3373257517814636,0.370934396982193,0.1914137601852417,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,0.25772973895072937,0.2571122944355011,0.535392165184021,0.3612915575504303,0.3444426357746124,0.40150508284568787,0.6662389636039734,0.2687380611896515,0.22068053483963013
u.s.,0.19341465830802917,0.06837434321641922,0.03585641458630562,0.13420502841472626,0.09732837975025177,-0.07985957711935043,0.07161104679107666,0.11246796697378159,-0.003064807504415512,-0.041116151958703995,0.07886100560426712
supreme,0.2059590369462967,0.26731494069099426,0.09705258160829544,0.14428633451461792,0.24017755687236786,0.23128050565719604,0.13696028292179108,0.1764809936285019,0.24678273499011993,0.2050807923078537,0.20777292549610138
court,0.24532970786094666,0.2737988233566284,0.10732494294643402,0.20761702954769135,0.24824365973472595,0.16861069202423096,0.13916082680225372,0.18949919939041138,0.2793687880039215,0.15566304326057434,0.17100423574447632
to,0.42656609416007996,0.3636345863342285,0.28000348806381226,0.3537954092025757,1.0,0.3234710395336151,0.37259936332702637,0.4069952368736267,0.45010748505592346,0.2212606966495514,0.29463258385658264
become,0.36563706398010254,0.3147440552711487,0.3034188449382782,0.2367580682039261,0.36996012926101685,0.20197269320487976,0.25434526801109314,0.23946096003055573,0.23238378763198853,0.1497354805469513,0.19511328637599945
an,0.2848317325115204,0.3694365322589874,0.1997719705104828,0.11244519799947739,0.3138085603713989,0.20245975255966187,0.1979273408651352,0.20876385271549225,0.2605783939361572,0.12778796255588531,0.19793890416622162
independent,0.19686606526374817,0.2497003674507141,0.18578311800956726,0.12460501492023468,0.20949965715408325,0.3901821970939636,0.25628820061683655,0.16480715572834015,0.2794609069824219,0.2042360156774521,0.11902587860822678
entity,0.1841375082731247,0.1461799293756485,0.15345579385757446,0.1741015464067459,0.19512765109539032,0.3709500730037689,0.2504813075065613,0.1137608215212822,0.22507517039775848,0.18583694100379944,0.16303928196430206
",",0.3365725874900818,0.45456063747406006,0.23893846571445465,0.2527396082878113,0.44245919585227966,0.2999747693538666,0.19974499940872192,0.39760664105415344,0.5201468467712402,0.1767846941947937,0.31091248989105225
separating,0.08985041081905365,0.11280477046966553,0.2143050879240036,0.23921410739421844,0.28893592953681946,0.7208433151245117,0.2821776568889618,0.3454216718673706,0.3024732172489166,0.1359160989522934,0.09579058736562729
itself,0.1538408249616623,0.24240277707576752,0.25958123803138733,0.16356687247753143,0.340527206659317,0.4122755229473114,0.40837809443473816,0.24891410768032074,0.28042417764663696,0.19644775986671448,0.17933900654315948
from,0.27839982509613037,0.31171464920043945,0.19352884590625763,0.23713815212249756,0.4069952368736267,0.2964138686656952,0.21627750992774963,1.0,0.4274188280105591,0.1600027084350586,0.19969791173934937
paramount,0.21196284890174866,0.23606519401073456,0.19678142666816711,0.14440995454788208,0.16977928578853607,0.16527023911476135,0.12361910939216614,0.13815855979919434,0.16795049607753754,0.181582972407341,0.1511610448360443
pictures,0.1771126240491867,0.19563059508800507,0.17636273801326752,0.1647934913635254,0.20347432792186737,0.22526222467422485,0.20947201550006866,0.20172037184238434,0.2267172932624817,0.23256047070026398,0.20528490841388702
.,0.3541337847709656,0.40146201848983765,0.25213178992271423,0.23676170408725739,0.4645031690597534,0.2875625789165497,0.20394743978977203,0.41536515951156616,0.5591574311256409,0.2120380848646164,0.4130953550338745
