,where,is,the,george,w.,bush,presidential,library,?
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.22040332853794098,0.004844686482101679,0.13662728667259216,0.1570405215024948,0.18188947439193726,0.42300865054130554
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.1617383360862732,0.07616032660007477,0.15920065343379974,0.1647493690252304,0.23152178525924683,0.21978627145290375
southern,0.2580642104148865,0.2419366091489792,0.3282862603664398,0.15794380009174347,-0.08466130495071411,0.17981752753257751,0.1913338601589203,0.11010672152042389,0.11225555837154388
methodist,0.16993527114391327,0.14683330059051514,0.21922016143798828,0.29049184918403625,-0.0813756063580513,0.29697197675704956,0.29573556780815125,0.22567513585090637,0.1436992734670639
university,0.26550742983818054,0.20346471667289734,0.263973206281662,0.22551462054252625,0.07065559923648834,0.18845134973526,0.21950258314609528,0.3760603964328766,0.11887256056070328
for,0.38599511981010437,0.43268078565597534,0.4739971458911896,0.18388281762599945,0.022044552490115166,0.19187961518764496,0.22250555455684662,0.17405205965042114,0.264628142118454
the,0.5003893971443176,0.5823672413825989,1.0,0.2510760426521301,0.007494001649320126,0.2197706699371338,0.2443588525056839,0.19920319318771362,0.22068053483963013
george,0.12368191033601761,0.14082063734531403,0.2510760426521301,1.0000001192092896,0.006292395293712616,0.42488396167755127,0.2974173128604889,0.213535875082016,0.1479024887084961
w.,0.005146905779838562,0.012734162621200085,0.007494001649320126,0.006292395293712616,1.0,-0.006856624502688646,0.008163826540112495,-0.019099555909633636,-0.07353907823562622
bush,0.14486470818519592,0.1275518834590912,0.2197706699371338,0.42488396167755127,-0.006856624502688646,0.9999999403953552,0.44980376958847046,0.2060033529996872,0.17634931206703186
presidential,0.14772488176822662,0.1744401901960373,0.2443588525056839,0.2974173128604889,0.008163826540112495,0.44980376958847046,1.0,0.28176552057266235,0.1823401004076004
library,0.18627896904945374,0.16916222870349884,0.19920319318771362,0.213535875082016,-0.019099555909633636,0.2060033529996872,0.28176552057266235,0.9999999403953552,0.18938742578029633
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.26540547609329224,-0.037257056683301926,0.23589998483657837,0.24054476618766785,0.23675528168678284,0.4130953550338745
