,abc,had,secondary,status,on,the,existing,stations,in,what,ohio,town,?
wytv,0.511064887046814,0.2566089928150177,0.26878467202186584,0.16113077104091644,0.35891368985176086,0.28676682710647583,0.31130486726760864,0.4272557497024536,0.29377779364585876,0.25434958934783936,0.36117133498191833,0.2985648810863495,0.2834343910217285
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
despite,0.12051708251237869,0.4136416018009186,0.1742471307516098,0.2260134369134903,0.28795909881591797,0.3172689974308014,0.2665894627571106,0.12153606861829758,0.27473363280296326,0.1825345903635025,0.11652761697769165,0.1624307930469513,0.14350546896457672
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
small,0.07600761950016022,0.2837340235710144,0.19883619248867035,0.15207840502262115,0.2910216152667999,0.39655908942222595,0.2772558331489563,0.21123676002025604,0.3722202181816101,0.2504110634326935,0.18096081912517548,0.3093450665473938,0.13914890587329865
size,0.0863366350531578,0.22313536703586578,0.17345821857452393,0.16972973942756653,0.22330769896507263,0.2946445941925049,0.24427840113639832,0.1089603379368782,0.21714140474796295,0.2566739320755005,0.1416635811328888,0.19278882443904877,0.13693112134933472
of,0.14607268571853638,0.37755560874938965,0.219074085354805,0.20139996707439423,0.3966929316520691,0.733189046382904,0.30417704582214355,0.20414425432682037,0.5696388483047485,0.33290785551071167,0.1960361748933792,0.26585668325424194,0.1826142966747284
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
surrounding,0.050819169729948044,0.2134736031293869,0.19958437979221344,0.13918614387512207,0.26614251732826233,0.37289485335350037,0.25375476479530334,0.2827431857585907,0.3548126816749573,0.2419222742319107,0.13377821445465088,0.28544580936431885,0.05288729816675186
market,0.10615630447864532,0.1694093942642212,0.14890438318252563,0.18748991191387177,0.24459631741046906,0.2041238248348236,0.22181802988052368,0.3157709836959839,0.27003997564315796,0.12116116285324097,0.07946478575468063,0.31134626269340515,0.12805593013763428
and,0.16453155875205994,0.3872550129890442,0.25317713618278503,0.24375928938388824,0.4077630043029785,0.5171257257461548,0.26408615708351135,0.2687023878097534,0.4954058527946472,0.31309178471565247,0.2680337131023407,0.2459200918674469,0.20544172823429108
its,0.19045390188694,0.32081788778305054,0.1844489574432373,0.2974209785461426,0.34331920742988586,0.559237003326416,0.3442061245441437,0.2549050748348236,0.3793783485889435,0.30393704771995544,0.21266832947731018,0.26022547483444214,0.15103481709957123
close,0.03553834557533264,0.21829365193843842,0.17302612960338593,0.19438432157039642,0.2985970079898834,0.2625353932380676,0.13402342796325684,0.14925995469093323,0.23149028420448303,0.23424343764781952,0.12861521542072296,0.21949368715286255,0.1908312737941742
proximity,0.12184412032365799,0.16925880312919617,0.19299538433551788,0.24311839044094086,0.2475680559873581,0.26819658279418945,0.1953766644001007,0.2991211414337158,0.17977841198444366,0.20552685856819153,0.17254696786403656,0.18829013407230377,0.046892885118722916
to,0.1762417107820511,0.37984350323677063,0.27947136759757996,0.268886923789978,0.41031414270401,0.535392165184021,0.36717307567596436,0.21700026094913483,0.45010748505592346,0.455847829580307,0.1818198561668396,0.18535545468330383,0.29463258385658264
cleveland,0.2739940583705902,0.20360909402370453,0.14126859605312347,0.05124027654528618,0.09875191003084183,0.2581871747970581,0.13479016721248627,0.14207316935062408,0.20356155931949615,0.14996743202209473,0.5606224536895752,0.12668660283088684,0.12262003868818283
and,0.16453155875205994,0.3872550129890442,0.25317713618278503,0.24375928938388824,0.4077630043029785,0.5171257257461548,0.26408615708351135,0.2687023878097534,0.4954058527946472,0.31309178471565247,0.2680337131023407,0.2459200918674469,0.20544172823429108
pittsburgh,0.27162548899650574,0.18394306302070618,0.04943109303712845,0.1280696839094162,0.16485895216464996,0.22728557884693146,0.19298650324344635,0.1829485148191452,0.1921023428440094,0.16984835267066956,0.3587503433227539,0.20569846034049988,0.17622371017932892
even,0.1143842488527298,0.37991225719451904,0.20480559766292572,0.29347971081733704,0.297456830739975,0.37996912002563477,0.385963499546051,0.22581031918525696,0.29146435856819153,0.40872135758399963,0.14306528866291046,0.190989688038826,0.30082517862319946
decades,0.1780346781015396,0.3975333869457245,0.1215549036860466,0.13576629757881165,0.1831984519958496,0.3027496635913849,0.19951651990413666,0.253023624420166,0.3152613043785095,0.12673556804656982,0.16172954440116882,0.11527672410011292,0.06808225065469742
before,0.15682047605514526,0.3737051784992218,0.18146513402462006,0.22955802083015442,0.3903424143791199,0.45900648832321167,0.28159648180007935,0.19921308755874634,0.4155850410461426,0.3801657259464264,0.17927241325378418,0.20269465446472168,0.2507109045982361
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
city,0.2157231718301773,0.22134195268154144,0.18622517585754395,0.19686809182167053,0.2549738585948944,0.35769423842430115,0.10847428441047668,0.26229754090309143,0.3911624252796173,0.17493832111358643,0.2733994126319885,0.6289315819740295,0.13423943519592285
's,0.06670809537172318,-0.004401352722197771,-0.1052255854010582,0.03601495176553726,0.0026888418942689896,-0.01540423184633255,0.021734749898314476,0.029389679431915283,-0.037580832839012146,0.02692362666130066,0.02506769821047783,-0.0385698527097702,-0.023395681753754616
economic,0.1171312928199768,0.18136727809906006,0.1218961626291275,0.255555123090744,0.20757777988910675,0.282455176115036,0.23265396058559418,0.1522234082221985,0.22027181088924408,0.18082544207572937,0.14890123903751373,0.17370127141475677,0.1206481084227562
collapse,0.04194003343582153,0.22298564016819,0.14305230975151062,0.12198609113693237,0.2274758368730545,0.31475353240966797,0.3005672097206116,0.11191274225711823,0.2279185801744461,0.24220240116119385,0.06652674823999405,0.14019447565078735,0.11913932114839554
),0.18381085991859436,0.17014533281326294,0.20800510048866272,0.2058771550655365,0.29937487840652466,0.3456730246543884,0.17840810120105743,0.1451086699962616,0.3326910734176636,0.26259949803352356,0.17592918872833252,0.16834676265716553,0.42300865054130554
.,0.2567209303379059,0.37348684668540955,0.195527583360672,0.21120375394821167,0.49257001280784607,0.5934505462646484,0.28165051341056824,0.22839494049549103,0.5591574311256409,0.3567904531955719,0.2659587562084198,0.28254011273384094,0.4130953550338745
