,what,kind,of,amino,acids,are,overrepresented,in,epitope,regions,?
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.18299956619739532,0.19412952661514282,0.3841303884983063,0.3240761160850525,1.0,0.25613221526145935,0.3232547640800476,0.20430970191955566
epitope,0.2612324655056,0.22068703174591064,0.343269020318985,0.29948827624320984,0.2637096345424652,0.21070222556591034,0.1917644590139389,0.25613221526145935,0.9999999403953552,0.3031381666660309,0.2136857658624649
regions,0.22129066288471222,0.2296396940946579,0.3694140613079071,0.2600119113922119,0.2594456970691681,0.3568890690803528,0.1874038279056549,0.3232547640800476,0.3031381666660309,1.0,0.11608363687992096
than,0.29388150572776794,0.22328941524028778,0.33036211133003235,0.17878790199756622,0.2274509221315384,0.39206281304359436,0.3001650273799896,0.3270052373409271,0.18611085414886475,0.23668678104877472,0.24917294085025787
hydrophobic,0.1842884123325348,0.3249248266220093,0.13114778697490692,0.4234940707683563,0.5799351930618286,0.262204110622406,0.2000628113746643,0.13804271817207336,0.21128663420677185,0.17520694434642792,0.19350099563598633
amino,0.19441649317741394,0.18354739248752594,0.1863875389099121,1.0,0.7611264586448669,0.28922685980796814,0.11928804218769073,0.18299956619739532,0.29948827624320984,0.2600119113922119,0.17202535271644592
acids,0.16600719094276428,0.19400130212306976,0.17266087234020233,0.7611264586448669,1.0,0.3076273202896118,0.10895705968141556,0.19412952661514282,0.2637096345424652,0.2594456970691681,0.179454505443573
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.07108652591705322,0.03295959532260895,0.15315808355808258,0.0627928227186203,0.092739537358284,-0.003988960292190313,0.12246522307395935,0.10349778085947037
however,0.4480680823326111,0.309308797121048,0.3800618350505829,0.25640782713890076,0.2606426179409027,0.44812726974487305,0.29034513235092163,0.3982149362564087,0.2448868751525879,0.22435921430587769,0.2152075469493866
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20001006126403809,0.21752727031707764,0.4062570035457611,0.3231133818626404,0.5201468467712402,0.30222901701927185,0.26776278018951416,0.31091248989105225
more,0.3484537899494171,0.30637308955192566,0.30478984117507935,0.2572230100631714,0.24861150979995728,0.4066504240036011,0.24992506206035614,0.32563260197639465,0.1708974391222,0.20783531665802002,0.27894994616508484
recent,0.24256184697151184,0.20724157989025116,0.2896444797515869,0.21178178489208221,0.18984779715538025,0.2818499803543091,0.23787899315357208,0.2857761085033417,0.14750561118125916,0.14174680411815643,0.2544887959957123
developments,0.22913794219493866,0.20787909626960754,0.2817978858947754,0.18999865651130676,0.11783132702112198,0.27815958857536316,0.19077207148075104,0.28820812702178955,0.2838733494281769,0.31694093346595764,0.1302815079689026
rely,0.3573313355445862,0.25934287905693054,0.23148025572299957,0.2036135047674179,0.23273974657058716,0.3858303427696228,0.24504369497299194,0.22665752470493317,0.21767325699329376,0.20931854844093323,0.17513008415699005
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.17053428292274475,0.1776890754699707,0.268924742937088,0.2307453751564026,0.46853652596473694,0.24578791856765747,0.1871456503868103,0.2714994251728058
machine,0.23075932264328003,0.2607267498970032,0.15468473732471466,0.22833962738513947,0.18647998571395874,0.17000128328800201,0.03616512939333916,0.16716814041137695,0.1910649538040161,0.14267177879810333,0.17587624490261078
learning,0.29806870222091675,0.27657920122146606,0.23709416389465332,0.20953139662742615,0.1428832858800888,0.21586549282073975,0.18459422886371613,0.2443799525499344,0.2499205321073532,0.16120591759681702,0.25810256600379944
techniques,0.19165433943271637,0.2446884661912918,0.2114233523607254,0.253583163022995,0.2592664361000061,0.23532822728157043,0.19349195063114166,0.22916999459266663,0.18978983163833618,0.2505793869495392,0.1533757448196411
using,0.27984681725502014,0.31312650442123413,0.24298200011253357,0.25773748755455017,0.22208362817764282,0.3385874032974243,0.25678062438964844,0.2717311978340149,0.17499874532222748,0.15737564861774445,0.2804589569568634
databases,0.24280855059623718,0.23550641536712646,0.21840225160121918,0.3574794828891754,0.32697874307632446,0.2989228069782257,0.1418008953332901,0.21263860166072845,0.17658497393131256,0.1895282119512558,0.2218542993068695
of,0.33290785551071167,0.2285657674074173,1.0,0.1863875389099121,0.17266087234020233,0.39081433415412903,0.39042750000953674,0.5696388483047485,0.343269020318985,0.3694140613079071,0.1826142966747284
existing,0.31325602531433105,0.18108893930912018,0.30417704582214355,0.26903069019317627,0.2075001299381256,0.33423861861228943,0.3108587861061096,0.2761130928993225,0.22646932303905487,0.22268149256706238,0.31003472208976746
known,0.20381177961826324,0.21576091647148132,0.35814476013183594,0.17067107558250427,0.14758840203285217,0.26720109581947327,0.27227890491485596,0.32641831040382385,0.20174717903137207,0.1583780199289322,0.18314571678638458
epitopes,0.22242367267608643,0.18968458473682404,0.36274707317352295,0.31305602192878723,0.32638880610466003,0.2869254946708679,0.22462128102779388,0.27519091963768005,0.8717244863510132,0.33017945289611816,0.18741075694561005
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20001006126403809,0.21752727031707764,0.4062570035457611,0.3231133818626404,0.5201468467712402,0.30222901701927185,0.26776278018951416,0.31091248989105225
usually,0.32521089911460876,0.4697824716567993,0.33931583166122437,0.24333219230175018,0.26046469807624817,0.5635237097740173,0.2540263235569,0.28848564624786377,0.2708730101585388,0.24531790614128113,0.19435347616672516
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.17053428292274475,0.1776890754699707,0.268924742937088,0.2307453751564026,0.46853652596473694,0.24578791856765747,0.1871456503868103,0.2714994251728058
well-studied,0.1574658453464508,0.12485956400632858,0.2745375335216522,0.16807150840759277,0.17407456040382385,0.19477060437202454,0.3105175495147705,0.36968880891799927,0.2790919244289398,0.15670394897460938,0.16561347246170044
virus,0.21932442486286163,0.17722289264202118,0.23710672557353973,0.31112492084503174,0.3102435767650604,0.19019201397895813,0.10836406797170639,0.2113294154405594,0.3181745111942291,0.18102827668190002,0.17680412530899048
proteins,0.21361225843429565,0.25784915685653687,0.2195783406496048,0.7018316984176636,0.6808497309684753,0.3328206241130829,0.07373422384262085,0.23363234102725983,0.336308091878891,0.27331453561782837,0.18469302356243134
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20001006126403809,0.21752727031707764,0.4062570035457611,0.3231133818626404,0.5201468467712402,0.30222901701927185,0.26776278018951416,0.31091248989105225
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.22598424553871155,0.19225110113620758,0.3826591968536377,0.2910456657409668,0.3887844979763031,0.22361713647842407,0.1956164389848709,0.27043893933296204
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.20209713280200958,0.21425046026706696,0.265255331993103,0.3261057436466217,0.539380669593811,0.2814196050167084,0.21088102459907532,0.23916715383529663
training,0.19520394504070282,0.20743456482887268,0.20511698722839355,0.15165933966636658,0.11105906218290329,0.14393405616283417,0.1593063622713089,0.27909529209136963,0.12671250104904175,0.08352556079626083,0.14311334490776062
set,0.28954121470451355,0.15891633927822113,0.20671486854553223,0.15774117410182953,0.10952163487672806,0.2029329091310501,0.2909899950027466,0.2663729190826416,0.21886348724365234,0.14380575716495514,0.1698019951581955
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23619264364242554,0.2498570829629898,0.3452940285205841,0.30492284893989563,0.5591574311256409,0.29037970304489136,0.25618889927864075,0.4130953550338745
