,after,asking,if,the,books,were,his,",",what,else,did,eck,ask,luther,?
of,0.3867455720901489,0.22649909555912018,0.2557544410228729,0.733189046382904,0.18863578140735626,0.34038281440734863,0.38364991545677185,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.2513895630836487,0.24540671706199646,0.18911920487880707,0.1719115972518921,0.1826142966747284
the,0.4565047025680542,0.2650352418422699,0.33724796772003174,1.0,0.23187310993671417,0.3906462490558624,0.4394008219242096,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.24178750813007355,0.21926461160182953,0.1759674996137619,0.22068053483963013
archbishop,0.14488187432289124,0.15920013189315796,0.08958104997873306,0.1770705133676529,0.16893702745437622,0.20607836544513702,0.2572711706161499,0.2240619957447052,0.11914608627557755,0.16340704262256622,0.15934832394123077,0.2610456049442291,0.13434769213199615,0.29106980562210083,0.198198139667511
of,0.3867455720901489,0.22649909555912018,0.2557544410228729,0.733189046382904,0.18863578140735626,0.34038281440734863,0.38364991545677185,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.2513895630836487,0.24540671706199646,0.18911920487880707,0.1719115972518921,0.1826142966747284
trier,0.19385291635990143,0.1537608802318573,0.11988567560911179,0.2949923872947693,0.1566830575466156,0.160405695438385,0.20193485915660858,0.2754950523376465,0.1923578381538391,0.10893300920724869,0.19251631200313568,0.3128632605075836,0.17166614532470703,0.2880587875843048,0.11322332918643951
",",0.38860568404197693,0.27350926399230957,0.257730096578598,0.4933079481124878,0.258169561624527,0.36755475401878357,0.3378419280052185,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.3015086054801941,0.2767295837402344,0.2689289450645447,0.23255878686904907,0.31091248989105225
presented,0.18658553063869476,0.25851115584373474,0.13743159174919128,0.3251480758190155,0.216505229473114,0.24217233061790466,0.27206429839134216,0.28443270921707153,0.23381416499614716,0.12817659974098206,0.24108581244945526,0.159393310546875,0.24595990777015686,0.15171067416667938,0.17025142908096313
luther,0.17198127508163452,0.20333562791347504,0.17693482339382172,0.1759674996137619,0.2571197748184204,0.18652333319187164,0.27093374729156494,0.23255878686904907,0.2134782373905182,0.20168696343898773,0.23667675256729126,0.3661292493343353,0.1694738268852234,1.0,0.1732746809720993
with,0.33843478560447693,0.23449422419071198,0.34021785855293274,0.4223487675189972,0.12987132370471954,0.3179011940956116,0.33836179971694946,0.4120737314224243,0.2464839518070221,0.20447362959384918,0.25472134351730347,0.16626620292663574,0.24455122649669647,0.14705438911914825,0.2433311939239502
copies,0.15470005571842194,0.21133334934711456,0.25078606605529785,0.2581797242164612,0.3372865617275238,0.24291184544563293,0.15180130302906036,0.24248404800891876,0.22855599224567413,0.2590973675251007,0.22130811214447021,0.05916554108262062,0.14016637206077576,0.2222888320684433,0.16856800019741058
of,0.3867455720901489,0.22649909555912018,0.2557544410228729,0.733189046382904,0.18863578140735626,0.34038281440734863,0.38364991545677185,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.2513895630836487,0.24540671706199646,0.18911920487880707,0.1719115972518921,0.1826142966747284
his,0.41949746012687683,0.2360064834356308,0.19270896911621094,0.4394008219242096,0.23605668544769287,0.3142043352127075,0.9999998807907104,0.3378419280052185,0.26976513862609863,0.2113986760377884,0.3546801507472992,0.27123960852622986,0.23492445051670074,0.27093374729156494,0.18075084686279297
writings,0.1382666528224945,0.24694325029850006,0.15065881609916687,0.21431727707386017,0.564620316028595,0.2879638373851776,0.3246472179889679,0.21987015008926392,0.31019967794418335,0.19285252690315247,0.262403666973114,0.22347813844680786,0.20491935312747955,0.32714858651161194,0.1770159751176834
laid,0.21260717511177063,0.18089915812015533,0.110973060131073,0.30588608980178833,0.056635454297065735,0.2557602822780609,0.1975925862789154,0.19329625368118286,0.1648951917886734,0.10284410417079926,0.2033681571483612,0.12711867690086365,0.15836657583713531,0.10750522464513779,0.11215737462043762
out,0.33628228306770325,0.2846679985523224,0.404382586479187,0.39404502511024475,0.18842212855815887,0.3354760408401489,0.3022425174713135,0.3161109685897827,0.3633197546005249,0.3127753734588623,0.28413498401641846,0.19680292904376984,0.2950037717819214,0.1738509088754654,0.22020699083805084
on,0.39330315589904785,0.22407695651054382,0.24549968540668488,0.5107308030128479,0.24774901568889618,0.2774328887462616,0.32064297795295715,0.49057599902153015,0.34226128458976746,0.19637921452522278,0.2670976221561432,0.2982678711414337,0.19176903367042542,0.19090485572814941,0.2714994251728058
a,0.3831600844860077,0.27810126543045044,0.41272827982902527,0.5829201340675354,0.16057591140270233,0.17203083634376526,0.3497250974178314,0.427140474319458,0.3320399522781372,0.22029639780521393,0.2552328109741211,0.23196116089820862,0.24988910555839539,0.17967689037322998,0.23916715383529663
table,0.17311035096645355,0.1722128987312317,0.34315913915634155,0.22716619074344635,0.15344159305095673,0.0948173925280571,0.12451355159282684,0.20776896178722382,0.2240780144929886,0.23553772270679474,0.10859377682209015,0.04780934751033783,0.13879364728927612,0.08972174674272537,0.1782790720462799
and,0.3765919506549835,0.23094214498996735,0.3498523235321045,0.5171257257461548,0.3090738356113434,0.42175528407096863,0.4234102666378021,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.34479495882987976,0.2995111048221588,0.2646927535533905,0.20796556770801544,0.20544172823429108
asked,0.2783186733722687,0.5778152942657471,0.2548483610153198,0.25750473141670227,0.18331469595432281,0.28446048498153687,0.31231561303138733,0.2717181444168091,0.3468177318572998,0.22849984467029572,0.5203380584716797,0.11781325191259384,0.6124382615089417,0.1481681615114212,0.28475281596183777
him,0.41209572553634644,0.40684545040130615,0.30997923016548157,0.39213326573371887,0.21870195865631104,0.289580374956131,0.6629161238670349,0.31121695041656494,0.34912991523742676,0.2749461531639099,0.4290095865726471,0.21038176119327545,0.3939869701862335,0.25429821014404297,0.23943768441677094
if,0.2528844475746155,0.44163385033607483,1.0,0.33724796772003174,0.17281436920166016,0.1688997447490692,0.19270896911621094,0.257730096578598,0.5277165174484253,0.6022066473960876,0.3197491765022278,0.14506857097148895,0.5095912218093872,0.17693482339382172,0.4441644251346588
the,0.4565047025680542,0.2650352418422699,0.33724796772003174,1.0,0.23187310993671417,0.3906462490558624,0.4394008219242096,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.24178750813007355,0.21926461160182953,0.1759674996137619,0.22068053483963013
books,0.13727155327796936,0.17462283372879028,0.17281436920166016,0.23187310993671417,1.0,0.21913474798202515,0.23605668544769287,0.258169561624527,0.2542080581188202,0.17638768255710602,0.20507213473320007,0.2603786289691925,0.16718578338623047,0.2571197748184204,0.1897611767053604
were,0.36224013566970825,0.17284418642520905,0.1688997447490692,0.3906462490558624,0.21913474798202515,1.0000001192092896,0.3142043352127075,0.36755475401878357,0.22298263013362885,0.11256949603557587,0.4162326455116272,0.10748579353094101,0.16912436485290527,0.18652333319187164,0.17890112102031708
his,0.41949746012687683,0.2360064834356308,0.19270896911621094,0.4394008219242096,0.23605668544769287,0.3142043352127075,0.9999998807907104,0.3378419280052185,0.26976513862609863,0.2113986760377884,0.3546801507472992,0.27123960852622986,0.23492445051670074,0.27093374729156494,0.18075084686279297
",",0.38860568404197693,0.27350926399230957,0.257730096578598,0.4933079481124878,0.258169561624527,0.36755475401878357,0.3378419280052185,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.3015086054801941,0.2767295837402344,0.2689289450645447,0.23255878686904907,0.31091248989105225
and,0.3765919506549835,0.23094214498996735,0.3498523235321045,0.5171257257461548,0.3090738356113434,0.42175528407096863,0.4234102666378021,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.34479495882987976,0.2995111048221588,0.2646927535533905,0.20796556770801544,0.20544172823429108
whether,0.2481057047843933,0.3733057975769043,0.6391664743423462,0.3211745023727417,0.17822571098804474,0.1805301159620285,0.23247477412223816,0.18435215950012207,0.5516265630722046,0.40798768401145935,0.30857425928115845,0.16000151634216309,0.43922173976898193,0.17468908429145813,0.3150278329849243
he,0.3936046361923218,0.23787687718868256,0.2152462750673294,0.4571082592010498,0.214491605758667,0.31267037987709045,0.7171558737754822,0.40251094102859497,0.3114890456199646,0.22866936028003693,0.3292143940925598,0.2635950744152069,0.2498217523097992,0.2454872578382492,0.2089974731206894
stood,0.2128930240869522,0.2289079874753952,0.14428995549678802,0.33816975355148315,0.06799677014350891,0.31270289421081543,0.2962723970413208,0.21772800385951996,0.2212754786014557,0.11452379077672958,0.31862229108810425,0.11221783608198166,0.22686529159545898,0.14099639654159546,0.12488352507352829
by,0.41259682178497314,0.1861157864332199,0.2429230511188507,0.4408751428127289,0.22048762440681458,0.4406847059726715,0.3107621967792511,0.3680937886238098,0.2455483376979828,0.18659192323684692,0.18574509024620056,0.21253344416618347,0.16583706438541412,0.15382802486419678,0.17966607213020325
their,0.30973172187805176,0.2425442487001419,0.29658177495002747,0.516537070274353,0.18625350296497345,0.43277356028556824,0.5725893378257751,0.3045167922973633,0.35142919421195984,0.2615019381046295,0.38078752160072327,0.16270889341831207,0.2582021653652191,0.1988239735364914,0.1898253709077835
contents,0.17190682888031006,0.24493764340877533,0.43356993794441223,0.2977584898471832,0.32452571392059326,0.20057524740695953,0.17085948586463928,0.26168105006217957,0.33944907784461975,0.38305625319480896,0.2078259140253067,0.07148633897304535,0.2227618396282196,0.1516922563314438,0.3202747702598572
.,0.35870397090911865,0.32430240511894226,0.421799898147583,0.5934505462646484,0.2393038123846054,0.3378238379955292,0.3119256794452667,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.35288307070732117,0.32152512669563293,0.2994236946105957,0.24907569587230682,0.4130953550338745
