,from,whom,did,the,huguenots,in,south,carolina,purchase,land,from,?
slave,0.17211085557937622,0.22582638263702393,0.20114657282829285,0.2051265835762024,0.26535797119140625,0.17601537704467773,0.22921031713485718,0.2206837385892868,0.2687952518463135,0.2593502402305603,0.17211085557937622,0.14728201925754547
owners,0.17612430453300476,0.23696453869342804,0.2599569261074066,0.23230907320976257,0.19551092386245728,0.21173186600208282,0.15511220693588257,0.14048440754413605,0.43880611658096313,0.32940125465393066,0.17612430453300476,0.15586642920970917
on,0.36926645040512085,0.14539912343025208,0.2670976221561432,0.5107308030128479,0.17342323064804077,0.46853652596473694,0.22021299600601196,0.19547675549983978,0.22003348171710968,0.2075873464345932,0.36926645040512085,0.2714994251728058
the,0.40150508284568787,0.23752936720848083,0.34736719727516174,1.0,0.30745792388916016,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.242343470454216,0.28587454557418823,0.40150508284568787,0.22068053483963013
cooper,0.15513257682323456,0.1834702491760254,0.16839349269866943,0.24018122255802155,0.14804205298423767,0.17588333785533905,0.17950038611888885,0.25393834710121155,0.15096865594387054,0.14860178530216217,0.15513257682323456,0.16371795535087585
",",0.39760664105415344,0.25587570667266846,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.220005065202713,0.22220008075237274,0.39760664105415344,0.31091248989105225
ashepoo,0.2539994418621063,0.25535622239112854,0.2112896591424942,0.30574455857276917,0.18367835879325867,0.29171159863471985,0.43439313769340515,0.4118594527244568,0.2376139611005783,0.22476786375045776,0.2539994418621063,0.260858416557312
",",0.39760664105415344,0.25587570667266846,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.220005065202713,0.22220008075237274,0.39760664105415344,0.31091248989105225
ashley,0.09305311739444733,0.2505926489830017,0.19494104385375977,0.17867204546928406,0.14475972950458527,0.15123428404331207,0.18086735904216766,0.2647804617881775,0.20643535256385803,0.07781736552715302,0.09305311739444733,0.17255626618862152
and,0.3601827025413513,0.3148667514324188,0.34479495882987976,0.5171257257461548,0.28783127665519714,0.4954058527946472,0.3140619993209839,0.22423055768013,0.1929796040058136,0.2874513864517212,0.3601827025413513,0.20544172823429108
santee,0.2192799597978592,0.187068372964859,0.1996147483587265,0.3418358862400055,0.3566611111164093,0.24603089690208435,0.37917521595954895,0.3124607503414154,0.3078729808330536,0.28205689787864685,0.2192799597978592,0.20346996188163757
river,0.20433256030082703,0.1573588252067566,0.15783563256263733,0.2894456386566162,0.18003974854946136,0.2149806171655655,0.3329494595527649,0.16908733546733856,0.15658538043498993,0.27846759557724,0.20433256030082703,0.15390869975090027
plantations,0.24811473488807678,0.1891474574804306,0.20022842288017273,0.28051358461380005,0.34925076365470886,0.28333720564842224,0.3069092035293579,0.31888246536254883,0.34193894267082214,0.376181423664093,0.24811473488807678,0.10001299530267715
they,0.3321932256221771,0.3403101861476898,0.4879390597343445,0.49925389885902405,0.2739465832710266,0.4330179989337921,0.21056854724884033,0.19257405400276184,0.23147565126419067,0.2857455909252167,0.3321932256221771,0.2753053903579712
purchased,0.22290094196796417,0.20355424284934998,0.19566655158996582,0.21101699769496918,0.17680275440216064,0.18043512105941772,0.1676548421382904,0.1876804083585739,0.8427236080169678,0.32915952801704407,0.22290094196796417,0.04121813923120499
from,1.0,0.19855497777462006,0.20248863101005554,0.40150508284568787,0.17123448848724365,0.4274188280105591,0.308648020029068,0.23510479927062988,0.2239561676979065,0.21997374296188354,1.0,0.19969791173934937
the,0.40150508284568787,0.23752936720848083,0.34736719727516174,1.0,0.30745792388916016,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.242343470454216,0.28587454557418823,0.40150508284568787,0.22068053483963013
british,0.21991202235221863,0.22915877401828766,0.2039594054222107,0.28973397612571716,0.2702842354774475,0.23084034025669098,0.26024845242500305,0.19608494639396667,0.1015871912240982,0.16519016027450562,0.21991202235221863,0.09711728990077972
landgrave,0.1706397384405136,0.27368804812431335,0.20445628464221954,0.21076196432113647,0.37146374583244324,0.2533572018146515,0.2531588673591614,0.26680654287338257,0.14240959286689758,0.3328629732131958,0.1706397384405136,0.2453048676252365
edmund,0.12433221936225891,0.18920694291591644,0.15315520763397217,0.20799535512924194,0.3192382752895355,0.17880931496620178,0.19593174755573273,0.19766591489315033,0.06719746440649033,0.1837751269340515,0.12433221936225891,0.12587735056877136
bellinger,0.22132720053195953,0.26912128925323486,0.24736733734607697,0.25934481620788574,0.32499098777770996,0.2878597378730774,0.21002359688282013,0.27032461762428284,0.16891556978225708,0.16072922945022583,0.22132720053195953,0.20266757905483246
.,0.41536515951156616,0.26115289330482483,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.5591574311256409,0.2798699140548706,0.2702518403530121,0.21300923824310303,0.259204238653183,0.41536515951156616,0.4130953550338745
