,how,many,hundred,of,years,was,scotland,directly,governed,by,the,parliament,of,great,britain,?
of,0.2480744868516922,0.37253960967063904,0.3473483920097351,1.0,0.2904134690761566,0.4069072902202606,0.2208399921655655,0.2998887896537781,0.4198022782802582,0.3646814823150635,0.733189046382904,0.2885259687900543,1.0,0.3168134391307831,0.28899943828582764,0.1826142966747284
great,0.20413632690906525,0.30145081877708435,0.1842578500509262,0.3168134391307831,0.1807750016450882,0.19652196764945984,0.20734471082687378,0.1402447372674942,0.16582542657852173,0.1775381863117218,0.2822027802467346,0.17501547932624817,0.3168134391307831,1.0,0.5453594923019409,0.13135133683681488
britain,0.21808192133903503,0.31913602352142334,0.24839329719543457,0.28899943828582764,0.2247718721628189,0.27792006731033325,0.4812699258327484,0.14821620285511017,0.2638198435306549,0.20873384177684784,0.29784059524536133,0.3215476870536804,0.28899943828582764,0.5453594923019409,1.0000001192092896,0.1268460750579834
and,0.33647966384887695,0.5296266674995422,0.326901912689209,0.5116966962814331,0.300204873085022,0.3740963041782379,0.2930583655834198,0.2772105038166046,0.2838749289512634,0.4289871156215668,0.5171257257461548,0.26227831840515137,0.5116966962814331,0.2591964602470398,0.3187123239040375,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3325488865375519,0.733189046382904,0.2912273406982422,0.48711544275283813,0.23846951127052307,0.4502958655357361,0.3389590084552765,0.4408751428127289,1.0,0.26521381735801697,0.733189046382904,0.2822027802467346,0.29784059524536133,0.22068053483963013
subsequent,0.2477182298898697,0.1944819688796997,0.1316850483417511,0.1740972250699997,0.15608307719230652,0.20916680991649628,0.08665388077497482,0.22630345821380615,0.18607287108898163,0.2242710441350937,0.2562725245952606,0.14897190034389496,0.1740972250699997,0.18243074417114258,0.18419253826141357,0.13111010193824768
parliament,0.13635116815567017,0.15748974680900574,0.11970216035842896,0.2885259687900543,0.16476571559906006,0.24742799997329712,0.33239492774009705,0.2179914116859436,0.33729174733161926,0.1523929238319397,0.26521381735801697,1.0,0.2885259687900543,0.17501547932624817,0.3215476870536804,0.1586504578590393
of,0.2480744868516922,0.37253960967063904,0.3473483920097351,1.0,0.2904134690761566,0.4069072902202606,0.2208399921655655,0.2998887896537781,0.4198022782802582,0.3646814823150635,0.733189046382904,0.2885259687900543,1.0,0.3168134391307831,0.28899943828582764,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3325488865375519,0.733189046382904,0.2912273406982422,0.48711544275283813,0.23846951127052307,0.4502958655357361,0.3389590084552765,0.4408751428127289,1.0,0.26521381735801697,0.733189046382904,0.2822027802467346,0.29784059524536133,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.21800298988819122,0.3187655806541443,0.2736840844154358,0.31727492809295654,0.30711430311203003,0.22996224462985992,0.22302772104740143,0.23958808183670044,0.34367692470550537,0.2553708553314209,0.3187655806541443,0.21104222536087036,0.38231056928634644,0.17266890406608582
kingdom,0.14039388298988342,0.22696435451507568,0.21738684177398682,0.3218171298503876,0.2154371440410614,0.27756404876708984,0.3814205527305603,0.20328518748283386,0.2698982357978821,0.23067373037338257,0.3143408000469208,0.3534179627895355,0.3218171298503876,0.2609439790248871,0.5031024217605591,0.12927088141441345
",",0.22659391164779663,0.40610817074775696,0.2916340231895447,0.4946078956127167,0.2589467465877533,0.45456063747406006,0.21124857664108276,0.24953341484069824,0.24968869984149933,0.3680937886238098,0.4933079481124878,0.25442883372306824,0.4946078956127167,0.29579275846481323,0.26227492094039917,0.31091248989105225
both,0.3017238676548004,0.5466644167900085,0.19260644912719727,0.3565710783004761,0.1755153387784958,0.2990766167640686,0.2010640799999237,0.338906854391098,0.2158769816160202,0.3367134630680084,0.4931981563568115,0.1813974231481552,0.3565710783004761,0.26922720670700073,0.24684524536132812,0.19455738365650177
seated,0.1340673714876175,0.13312974572181702,0.15999506413936615,0.24672788381576538,0.15982316434383392,0.23802784085273743,0.19388970732688904,0.19127486646175385,0.3002315163612366,0.20423662662506104,0.29544907808303833,0.30277976393699646,0.24672788381576538,0.10787718743085861,0.1420850157737732,0.10718538612127304
at,0.2154216170310974,0.2716965675354004,0.26329803466796875,0.42558613419532776,0.2851444482803345,0.36707764863967896,0.20754259824752808,0.23563194274902344,0.2039957344532013,0.2368064820766449,0.457212895154953,0.17480722069740295,0.42558613419532776,0.21875426173210144,0.24238549172878265,0.21978627145290375
westminster,0.13734552264213562,0.19106516242027283,0.22424229979515076,0.2946619689464569,0.26864829659461975,0.28700533509254456,0.37480300664901733,0.16543740034103394,0.22790098190307617,0.239516943693161,0.3085624873638153,0.41925835609436035,0.2946619689464569,0.17050790786743164,0.3779645562171936,0.1651161164045334
",",0.22659391164779663,0.40610817074775696,0.2916340231895447,0.4946078956127167,0.2589467465877533,0.45456063747406006,0.21124857664108276,0.24953341484069824,0.24968869984149933,0.3680937886238098,0.4933079481124878,0.25442883372306824,0.4946078956127167,0.29579275846481323,0.26227492094039917,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.326901912689209,0.5116966962814331,0.300204873085022,0.3740963041782379,0.2930583655834198,0.2772105038166046,0.2838749289512634,0.4289871156215668,0.5171257257461548,0.26227831840515137,0.5116966962814331,0.2591964602470398,0.3187123239040375,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3325488865375519,0.733189046382904,0.2912273406982422,0.48711544275283813,0.23846951127052307,0.4502958655357361,0.3389590084552765,0.4408751428127289,1.0,0.26521381735801697,0.733189046382904,0.2822027802467346,0.29784059524536133,0.22068053483963013
lack,0.2939602732658386,0.35315069556236267,0.14663733541965485,0.2861039936542511,0.0960041955113411,0.12372270971536636,0.13862942159175873,0.2736875116825104,0.07794106751680374,0.15954230725765228,0.2674623131752014,0.11935418099164963,0.2861039936542511,0.16654843091964722,0.12996692955493927,0.16953514516353607
of,0.2480744868516922,0.37253960967063904,0.3473483920097351,1.0,0.2904134690761566,0.4069072902202606,0.2208399921655655,0.2998887896537781,0.4198022782802582,0.3646814823150635,0.733189046382904,0.2885259687900543,1.0,0.3168134391307831,0.28899943828582764,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.21534363925457,0.5052502155303955,0.23773819208145142,0.4508470594882965,0.2106660157442093,0.27976194024086,0.1696038395166397,0.32094135880470276,0.5829201340675354,0.22951169312000275,0.5052502155303955,0.21836373209953308,0.18575294315814972,0.23916715383529663
parliament,0.13635116815567017,0.15748974680900574,0.11970216035842896,0.2885259687900543,0.16476571559906006,0.24742799997329712,0.33239492774009705,0.2179914116859436,0.33729174733161926,0.1523929238319397,0.26521381735801697,1.0,0.2885259687900543,0.17501547932624817,0.3215476870536804,0.1586504578590393
of,0.2480744868516922,0.37253960967063904,0.3473483920097351,1.0,0.2904134690761566,0.4069072902202606,0.2208399921655655,0.2998887896537781,0.4198022782802582,0.3646814823150635,0.733189046382904,0.2885259687900543,1.0,0.3168134391307831,0.28899943828582764,0.1826142966747284
scotland,0.1224040538072586,0.13961808383464813,0.20969127118587494,0.2208399921655655,0.1745058000087738,0.17744721472263336,1.0,0.15555870532989502,0.16149769723415375,0.13855545222759247,0.23846951127052307,0.33239492774009705,0.2208399921655655,0.20734471082687378,0.4812699258327484,0.09160218387842178
remained,0.09373094886541367,0.20911553502082825,0.22974824905395508,0.35287612676620483,0.34566229581832886,0.49345076084136963,0.18102416396141052,0.11826137453317642,0.3615409731864929,0.16297771036624908,0.3492392301559448,0.18747463822364807,0.35287612676620483,0.11663410067558289,0.2277759313583374,0.08263323456048965
an,0.2520636022090912,0.2465583086013794,0.10603086650371552,0.32280945777893066,0.17872706055641174,0.3694365322589874,0.1234734058380127,0.21385347843170166,0.1724006086587906,0.2719563841819763,0.4207492768764496,0.18050292134284973,0.32280945777893066,0.13215811550617218,0.15375836193561554,0.19793890416622162
important,0.3054346442222595,0.4643375277519226,0.23283670842647552,0.43301743268966675,0.17757871747016907,0.24924467504024506,0.07854913920164108,0.254652738571167,0.29153260588645935,0.1897295117378235,0.39348116517066956,0.16043639183044434,0.43301743268966675,0.259194940328598,0.1934874951839447,0.17812499403953552
element,0.23025715351104736,0.14844711124897003,0.14264754951000214,0.21102571487426758,0.14163246750831604,0.17419062554836273,0.08063621819019318,0.1489454209804535,0.1367872804403305,0.1585245132446289,0.2041647583246231,0.17844721674919128,0.21102571487426758,0.11334908753633499,0.07509812712669373,0.18393386900424957
in,0.2601168751716614,0.41474202275276184,0.2835391163825989,0.5696388483047485,0.33554986119270325,0.45514053106307983,0.24716059863567352,0.25104159116744995,0.2822141647338867,0.370934396982193,0.6662389636039734,0.2323146015405655,0.5696388483047485,0.23348836600780487,0.26246872544288635,0.20430970191955566
scottish,0.10600311309099197,0.12051273137331009,0.14219501614570618,0.1698460429906845,0.1961713433265686,0.20229777693748474,0.667405903339386,0.11915932595729828,0.13688375055789948,0.1562303602695465,0.21724988520145416,0.3418616056442261,0.1698460429906845,0.14582359790802002,0.30309543013572693,0.06442669779062271
national,0.13248363137245178,0.21160955727100372,0.17541146278381348,0.3314673602581024,0.2294139713048935,0.2433898150920868,0.251960813999176,0.2001585215330124,0.24739770591259003,0.19307640194892883,0.32739606499671936,0.264275461435318,0.3314673602581024,0.17188800871372223,0.22680605947971344,0.15643028914928436
identity,0.2651774287223816,0.22277775406837463,0.08218247443437576,0.14822673797607422,0.08926305174827576,0.16594535112380981,0.19375474750995636,0.17708802223205566,0.21332433819770813,0.20579794049263,0.22824928164482117,0.14790745079517365,0.14822673797607422,0.08112645149230957,0.14813262224197388,0.1520950198173523
.,0.3287222981452942,0.3974229395389557,0.295681893825531,0.5352458953857422,0.31919315457344055,0.40146201848983765,0.23843355476856232,0.30484142899513245,0.24544399976730347,0.3936232924461365,0.5934505462646484,0.23747818171977997,0.5352458953857422,0.2178412526845932,0.25750598311424255,0.4130953550338745
