,who,could,be,the,subjects,of,a,teacher,'s,college,investigation,?
practice,0.29065191745758057,0.2482292354106903,0.2743644714355469,0.27333036065101624,0.365680992603302,0.2597380578517914,0.27658340334892273,0.27965492010116577,0.06984969228506088,0.23494400084018707,0.26225802302360535,0.21386858820915222
",",0.3365725874900818,0.27399855852127075,0.39254459738731384,0.4933079481124878,0.2749216854572296,0.4946078956127167,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.23942269384860992,0.23980677127838135,0.31091248989105225
providing,0.22912809252738953,0.350618451833725,0.36757728457450867,0.29839932918548584,0.31169554591178894,0.24403119087219238,0.2715930938720703,0.1700018346309662,-0.042589202523231506,0.12118003517389297,0.27223092317581177,0.1936793476343155
for,0.37110671401023865,0.3405117690563202,0.3801851272583008,0.4739971458911896,0.2816210091114044,0.4185989499092102,0.44038116931915283,0.23373261094093323,-0.07241261005401611,0.22815082967281342,0.266801118850708,0.264628142118454
the,0.3733934462070465,0.35393214225769043,0.4248143136501312,1.0,0.22999566793441772,0.733189046382904,0.5829201340675354,0.17760860919952393,-0.01540423184633255,0.19751401245594025,0.2993324100971222,0.22068053483963013
ongoing,0.1532888263463974,0.24061985313892365,0.23346158862113953,0.3282879889011383,0.20628659427165985,0.26523080468177795,0.28042149543762207,0.05816943943500519,-0.033033907413482666,0.05219731107354164,0.3206901252269745,0.24929021298885345
education,0.2051982581615448,0.17886723577976227,0.19451211392879486,0.23982903361320496,0.3903663456439972,0.3015166223049164,0.21779850125312805,0.4505820572376251,0.0036171283572912216,0.47556623816490173,0.28160056471824646,0.18067774176597595
of,0.2827862501144409,0.29043012857437134,0.33904364705085754,0.733189046382904,0.24864935874938965,1.0,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.2384195327758789,0.23923081159591675,0.1826142966747284
teachers,0.34250906109809875,0.22082939743995667,0.20256873965263367,0.22025763988494873,0.38129734992980957,0.27737662196159363,0.2509842813014984,0.7334206104278564,0.044750411063432693,0.44436582922935486,0.23746412992477417,0.19522249698638916
",",0.3365725874900818,0.27399855852127075,0.39254459738731384,0.4933079481124878,0.2749216854572296,0.4946078956127167,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.23942269384860992,0.23980677127838135,0.31091248989105225
investigating,0.24635100364685059,0.2245662659406662,0.23547308146953583,0.2909804582595825,0.35184988379478455,0.2557189166545868,0.23532773554325104,0.20967768132686615,-0.05077027902007103,0.19298216700553894,0.9337822794914246,0.16215763986110687
complaints,0.31405743956565857,0.2937130928039551,0.34405168890953064,0.23539839684963226,0.37872976064682007,0.21456632018089294,0.2440429925918579,0.14389023184776306,-0.037595849484205246,0.16966569423675537,0.4873059093952179,0.25279009342193604
involving,0.17650924623012543,0.1901727318763733,0.20224297046661377,0.2870389223098755,0.2736068069934845,0.3404907286167145,0.24843230843544006,0.07458924502134323,-0.02785157598555088,0.11671310663223267,0.33896708488464355,0.19034086167812347
members,0.3290669620037079,0.19841845333576202,0.20344331860542297,0.3321719169616699,0.26492568850517273,0.28120753169059753,0.1873859316110611,0.12784385681152344,0.02701987512409687,0.1544150859117508,0.24214375019073486,0.10212311148643494
",",0.3365725874900818,0.27399855852127075,0.39254459738731384,0.4933079481124878,0.2749216854572296,0.4946078956127167,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.23942269384860992,0.23980677127838135,0.31091248989105225
conducting,0.1901848018169403,0.19300907850265503,0.15140944719314575,0.2657943367958069,0.2674405872821808,0.25282102823257446,0.2139514535665512,0.29457515478134155,0.02892567217350006,0.21501977741718292,0.28617990016937256,0.06755834817886353
hearings,0.25339704751968384,0.27085304260253906,0.2526901960372925,0.26730599999427795,0.23962439596652985,0.2600271999835968,0.2203540802001953,0.19824683666229248,0.012760238721966743,0.21238994598388672,0.43290871381759644,0.17367567121982574
into,0.16956904530525208,0.2989432215690613,0.3462390601634979,0.39493247866630554,0.18253813683986664,0.32255905866622925,0.3461161255836487,0.08216088265180588,0.00961404386907816,0.11595391482114792,0.1833854764699936,0.15662476420402527
allegations,0.21045827865600586,0.2987082600593567,0.2245500236749649,0.2481755167245865,0.28955474495887756,0.22527608275413513,0.23166947066783905,0.16501452028751373,0.00770024536177516,0.14378154277801514,0.6374872326850891,0.23546560108661652
of,0.2827862501144409,0.29043012857437134,0.33904364705085754,0.733189046382904,0.24864935874938965,1.0,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.2384195327758789,0.23923081159591675,0.1826142966747284
professional,0.2792035639286041,0.16283391416072845,0.14581933617591858,0.1869824379682541,0.1596098095178604,0.21265500783920288,0.2665292024612427,0.265836626291275,0.0021761637181043625,0.289951890707016,0.1577521711587906,0.13074518740177155
misconduct,0.2173684984445572,0.25254225730895996,0.27857711911201477,0.21778301894664764,0.3165218234062195,0.2208290994167328,0.24821317195892334,0.15437303483486176,-0.04704616591334343,0.16033032536506653,0.4852469265460968,0.21460698544979095
and,0.41279885172843933,0.3385082483291626,0.41766801476478577,0.5171257257461548,0.34629026055336,0.5116966962814331,0.3739250600337982,0.27571162581443787,0.06895173341035843,0.24619808793067932,0.17241890728473663,0.20544172823429108
taking,0.2872755825519562,0.2644332945346832,0.28882884979248047,0.32714390754699707,0.22023820877075195,0.29240402579307556,0.2834925353527069,0.17094197869300842,-0.02628932148218155,0.13602642714977264,0.21705888211727142,0.19960761070251465
appropriate,0.1655934900045395,0.31504392623901367,0.4851205348968506,0.27732113003730774,0.2712686359882355,0.1958872526884079,0.1916482150554657,0.1399274319410324,0.03885199874639511,0.1415916532278061,0.22951644659042358,0.2732597291469574
disciplinary,0.18972890079021454,0.18080520629882812,0.17670394480228424,0.2023731768131256,0.351214736700058,0.28632277250289917,0.2215966433286667,0.2815144956111908,0.06185822933912277,0.28891468048095703,0.3502621650695801,0.0760471373796463
action,0.22252362966537476,0.2448296695947647,0.2540651559829712,0.28415048122406006,0.23785214126110077,0.23570318520069122,0.2362375408411026,0.1565733253955841,-0.003886178135871887,0.09978018701076508,0.29776278138160706,0.250188946723938
and,0.41279885172843933,0.3385082483291626,0.41766801476478577,0.5171257257461548,0.34629026055336,0.5116966962814331,0.3739250600337982,0.27571162581443787,0.06895173341035843,0.24619808793067932,0.17241890728473663,0.20544172823429108
accrediting,0.171123206615448,0.24719074368476868,0.22478130459785461,0.27265727519989014,0.3238654136657715,0.2434612363576889,0.23204918205738068,0.23547528684139252,0.008976032957434654,0.3336307108402252,0.3373323678970337,0.29970458149909973
teacher,0.35707929730415344,0.21291975677013397,0.1891087293624878,0.17760860919952393,0.2719794809818268,0.19968076050281525,0.31202319264411926,0.9999998807907104,0.026857737451791763,0.39874279499053955,0.20961715281009674,0.1797819435596466
education,0.2051982581615448,0.17886723577976227,0.19451211392879486,0.23982903361320496,0.3903663456439972,0.3015166223049164,0.21779850125312805,0.4505820572376251,0.0036171283572912216,0.47556623816490173,0.28160056471824646,0.18067774176597595
programs,0.2319195568561554,0.23197562992572784,0.24123507738113403,0.21757709980010986,0.39701101183891296,0.18037469685077667,0.25316864252090454,0.2544444799423218,0.06997905671596527,0.23419585824012756,0.25136300921440125,0.16452431678771973
.,0.3541337847709656,0.3200591504573822,0.4383580684661865,0.5934505462646484,0.23730939626693726,0.5352458953857422,0.50484299659729,0.225234717130661,-0.003708066651597619,0.24378922581672668,0.26891666650772095,0.4130953550338745
