,some,in,the,umc,feel,that,false,ecumenism,might,result,in,what,?
that,0.6049469113349915,0.435920387506485,0.5473989248275757,0.26325681805610657,0.41628018021583557,1.0,0.30976200103759766,0.2418418824672699,0.5377011895179749,0.3031747341156006,0.435920387506485,0.6297725439071655,0.32716336846351624
false,0.22994066774845123,0.09643620252609253,0.16059079766273499,0.17239297926425934,0.15386401116847992,0.30976200103759766,0.9999999403953552,0.21138447523117065,0.29538100957870483,0.27960795164108276,0.09643620252609253,0.29977917671203613,0.2877490520477295
ecumenism,0.24140700697898865,0.14929725229740143,0.26294460892677307,0.3325846493244171,0.19729505479335785,0.2418418824672699,0.21138447523117065,1.0000001192092896,0.19863201677799225,0.14491844177246094,0.14929725229740143,0.2518523931503296,0.23019881546497345
might,0.541539192199707,0.26443570852279663,0.32504433393478394,0.192342147231102,0.4698601961135864,0.5377011895179749,0.29538100957870483,0.19863201677799225,1.0000001192092896,0.29186439514160156,0.26443570852279663,0.4838182032108307,0.41058459877967834
result,0.21151091158390045,0.25670310854911804,0.27778977155685425,0.05847225338220596,0.18116670846939087,0.3031747341156006,0.27960795164108276,0.14491844177246094,0.29186439514160156,1.0000001192092896,0.25670310854911804,0.19945499300956726,0.17218433320522308
in,0.4010399878025055,1.0,0.6662389636039734,0.15436193346977234,0.1927928626537323,0.435920387506485,0.09643620252609253,0.14929725229740143,0.26443570852279663,0.25670310854911804,1.0,0.30808621644973755,0.20430970191955566
the,0.4566698372364044,0.6662389636039734,1.0,0.21262750029563904,0.264497846364975,0.5473989248275757,0.16059079766273499,0.26294460892677307,0.32504433393478394,0.27778977155685425,0.6662389636039734,0.42745697498321533,0.22068053483963013
``,0.06408426910638809,0.04765888676047325,0.029072100296616554,0.004294969141483307,-0.007424930110573769,0.05285148695111275,0.13322186470031738,0.1059185191988945,0.10682063549757004,0.13586843013763428,0.04765888676047325,0.008517155423760414,0.0685480609536171
blurring,0.4110049605369568,0.2687002122402191,0.3127010464668274,0.12601611018180847,0.31794029474258423,0.3972863256931305,0.21326032280921936,0.2521192133426666,0.35416877269744873,0.31792834401130676,0.2687002122402191,0.331883043050766,0.20759283006191254
of,0.4300730526447296,0.5696388483047485,0.733189046382904,0.18128293752670288,0.19935615360736847,0.41498205065727234,0.16798274219036102,0.29584553837776184,0.2900311052799225,0.231380432844162,0.5696388483047485,0.33290785551071167,0.1826142966747284
theological,0.2511914074420929,0.2581212520599365,0.24311421811580658,0.2550320327281952,0.17217004299163818,0.23891454935073853,0.22522272169589996,0.5263811349868774,0.16589850187301636,0.12353202700614929,0.2581212520599365,0.3036796450614929,0.13711953163146973
and,0.5337774157524109,0.4954058527946472,0.5171257257461548,0.21982228755950928,0.2860409915447235,0.4731321930885315,0.17760016024112701,0.1906285434961319,0.31685465574264526,0.27436327934265137,0.4954058527946472,0.31309178471565247,0.20544172823429108
confessional,0.22322098910808563,0.25043678283691406,0.2235388159751892,0.19788262248039246,0.21788890659809113,0.2774105668067932,0.282495379447937,0.2851546108722687,0.17831777036190033,0.05915489047765732,0.25043678283691406,0.253901869058609,0.18100155889987946
differences,0.4435657560825348,0.23158365488052368,0.323578417301178,0.201304629445076,0.26917269825935364,0.3880206346511841,0.1768748164176941,0.3050941824913025,0.3114274740219116,0.25624704360961914,0.23158365488052368,0.3500737249851227,0.20399115979671478
in,0.4010399878025055,1.0,0.6662389636039734,0.15436193346977234,0.1927928626537323,0.435920387506485,0.09643620252609253,0.14929725229740143,0.26443570852279663,0.25670310854911804,1.0,0.30808621644973755,0.20430970191955566
the,0.4566698372364044,0.6662389636039734,1.0,0.21262750029563904,0.264497846364975,0.5473989248275757,0.16059079766273499,0.26294460892677307,0.32504433393478394,0.27778977155685425,0.6662389636039734,0.42745697498321533,0.22068053483963013
interests,0.32123807072639465,0.2732578217983246,0.25045084953308105,0.2134515792131424,0.2957112491130829,0.3402010500431061,0.2045639306306839,0.24144932627677917,0.2791559100151062,0.20245793461799622,0.2732578217983246,0.2921333611011505,0.21539683640003204
of,0.4300730526447296,0.5696388483047485,0.733189046382904,0.18128293752670288,0.19935615360736847,0.41498205065727234,0.16798274219036102,0.29584553837776184,0.2900311052799225,0.231380432844162,0.5696388483047485,0.33290785551071167,0.1826142966747284
unity,0.16642574965953827,0.19998003542423248,0.2460627406835556,0.24631109833717346,0.21475350856781006,0.2127692848443985,0.13051041960716248,0.32818230986595154,0.11252928525209427,0.15722836554050446,0.19998003542423248,0.24233078956604004,0.16156218945980072
.,0.40663889050483704,0.5591574311256409,0.5934505462646484,0.23154163360595703,0.25462567806243896,0.4460422694683075,0.2257419377565384,0.2534101903438568,0.27493223547935486,0.31092435121536255,0.5591574311256409,0.3567904531955719,0.4130953550338745
'',0.04253336414694786,0.07432962208986282,0.041273195296525955,0.10930682718753815,0.024401066824793816,0.007880004122853279,-0.022944021970033646,-0.0022047250531613827,0.07446564733982086,0.030314194038510323,0.07432962208986282,0.08143015950918198,0.018684765323996544
