,what,did,the,early,entrant,program,do,for,potential,students,?
others,0.3888046145439148,0.3710305690765381,0.34376874566078186,0.2701621651649475,0.17192773520946503,0.1654370278120041,0.3561740517616272,0.3191860318183899,0.23778560757637024,0.3390945792198181,0.26705288887023926
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.3022546172142029,0.19791732728481293,0.17760658264160156,0.3283645510673523,0.4464869201183319,0.23060423135757446,0.26501646637916565,0.31091248989105225
adopted,0.1504661738872528,0.18617329001426697,0.23462533950805664,0.2854793667793274,0.11471550166606903,0.15732325613498688,0.11264366656541824,0.20525452494621277,0.10539253056049347,0.1621614545583725,0.14235380291938782
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.21947315335273743,0.2504293918609619,0.2383636236190796,0.25865980982780457,0.3236706852912903,0.28476187586784363,0.15776841342449188,0.19793890416622162
early,0.2454567849636078,0.32047218084335327,0.34442198276519775,1.0000001192092896,0.15830881893634796,0.18109819293022156,0.16360098123550415,0.2892865538597107,0.1423424333333969,0.13124842941761017,0.15272949635982513
entrant,0.254280149936676,0.2039014995098114,0.3719688057899475,0.15830881893634796,1.0,0.20033736526966095,0.19987086951732635,0.291105717420578,0.1791689395904541,0.26403722167015076,0.16396883130073547
program,0.25047802925109863,0.18915289640426636,0.22986935079097748,0.18109819293022156,0.20033736526966095,1.0,0.2093285471200943,0.29441335797309875,0.14613987505435944,0.34319356083869934,0.1440187245607376
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.29580917954444885,0.2766402065753937,0.33504533767700195,0.44533252716064453,0.4137635827064514,0.3847380578517914,0.2510627210140228,0.32716336846351624
allowed,0.2693612575531006,0.5197521448135376,0.2985120713710785,0.21496057510375977,0.2693364918231964,0.20906709134578705,0.3295692801475525,0.3152953088283539,0.2330487221479416,0.22530370950698853,0.2309964895248413
very,0.37053924798965454,0.3388260006904602,0.34171217679977417,0.290481299161911,0.22391220927238464,0.16225285828113556,0.2859450876712799,0.3639320731163025,0.29537707567214966,0.25925177335739136,0.20864155888557434
young,0.18808799982070923,0.2165858894586563,0.2729646563529968,0.24657540023326874,0.22616659104824066,0.22599460184574127,0.19821898639202118,0.2561517059803009,0.17425872385501862,0.24331951141357422,0.14931946992874146
students,0.2380729615688324,0.1996062994003296,0.25268980860710144,0.13124842941761017,0.26403722167015076,0.34319356083869934,0.23736460506916046,0.2460945099592209,0.17956462502479553,1.0,0.18017297983169556
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24557004868984222,0.2653661370277405,0.23681028187274933,0.38876664638519287,0.4451248347759247,0.3595958650112152,0.2905822694301605,0.29463258385658264
attend,0.18096278607845306,0.3038290739059448,0.23206810653209686,0.13411441445350647,0.2908322215080261,0.2296619564294815,0.2450224608182907,0.25006020069122314,0.12266408652067184,0.4996132254600525,0.14932334423065186
college,0.20568516850471497,0.2254478633403778,0.19751401245594025,0.19495421648025513,0.19762355089187622,0.22076371312141418,0.15103314816951752,0.22815082967281342,0.08023478090763092,0.4935513734817505,0.11076676845550537
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.09277968108654022,0.01877293922007084,-0.059939730912446976,0.06261929124593735,0.0293948445469141,-0.0825168639421463,-0.02941901423037052,0.10349778085947037
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.34672921895980835,0.27455785870552063,0.1994907110929489,0.23402775824069977,0.4322226941585541,0.204794779419899,0.2676171064376831,0.20430970191955566
addition,0.20643717050552368,0.24481791257858276,0.32955414056777954,0.18294823169708252,0.20438013970851898,0.20140329003334045,0.2532966136932373,0.39286839962005615,0.31133440136909485,0.19922667741775513,0.19187232851982117
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.3022546172142029,0.19791732728481293,0.17760658264160156,0.3283645510673523,0.4464869201183319,0.23060423135757446,0.26501646637916565,0.31091248989105225
students,0.2380729615688324,0.1996062994003296,0.25268980860710144,0.13124842941761017,0.26403722167015076,0.34319356083869934,0.23736460506916046,0.2460945099592209,0.17956462502479553,1.0,0.18017297983169556
enrolled,0.1339339166879654,0.23432742059230804,0.20082587003707886,0.22247101366519928,0.29414868354797363,0.22362369298934937,0.19489464163780212,0.15946458280086517,0.036147914826869965,0.5516462326049805,0.09043214470148087
at,0.2838611304759979,0.28390252590179443,0.457212895154953,0.2549361288547516,0.29321208596229553,0.20947590470314026,0.1511090099811554,0.34237727522850037,0.13550615310668945,0.26965975761413574,0.21978627145290375
shimer,0.2516617476940155,0.10122577846050262,0.28562697768211365,0.1585066020488739,0.14624641835689545,0.165283203125,0.11141908913850784,0.1725798398256302,0.19178271293640137,0.15839403867721558,0.177059605717659
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.39198037981987,0.21416392922401428,0.10356976836919785,0.23274902999401093,0.33592689037323,0.12572543323040009,0.24280844628810883,0.17890112102031708
enabled,0.22509589791297913,0.20893961191177368,0.2653752565383911,0.17054720222949982,0.3011302351951599,0.244947150349617,0.2519460618495941,0.26363620162010193,0.3060421049594879,0.20236007869243622,0.25340956449508667
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24557004868984222,0.2653661370277405,0.23681028187274933,0.38876664638519287,0.4451248347759247,0.3595958650112152,0.2905822694301605,0.29463258385658264
transfer,0.16232657432556152,0.10172300040721893,0.2638886570930481,0.15645191073417664,0.2145557701587677,0.22947777807712555,0.22009211778640747,0.2770293653011322,0.30575254559516907,0.17253170907497406,0.13552898168563843
automatically,0.30652377009391785,0.17376740276813507,0.3352123200893402,0.14335568249225616,0.2759503722190857,0.2852194011211395,0.32174116373062134,0.3456641733646393,0.3090667426586151,0.20830531418323517,0.3093365430831909
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24557004868984222,0.2653661370277405,0.23681028187274933,0.38876664638519287,0.4451248347759247,0.3595958650112152,0.2905822694301605,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.34442198276519775,0.3719688057899475,0.22986935079097748,0.30239659547805786,0.4739971458911896,0.27955570816993713,0.25268980860710144,0.22068053483963013
university,0.20256435871124268,0.15114416182041168,0.263973206281662,0.15928985178470612,0.20501674711704254,0.20264679193496704,0.11835777014493942,0.18573740124702454,0.13824179768562317,0.4958297908306122,0.11887256056070328
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.30937549471855164,0.2864845395088196,0.17376001179218292,0.26150479912757874,0.4185989499092102,0.2684917747974396,0.25513339042663574,0.1826142966747284
chicago,0.1521448791027069,0.1900576800107956,0.27360326051712036,0.18936021625995636,0.145933598279953,0.16211402416229248,0.12343253195285797,0.2320132851600647,0.15147818624973297,0.1723083257675171,0.16446958482265472
after,0.21973377466201782,0.30330467224121094,0.4565047025680542,0.3450239300727844,0.23050051927566528,0.20372994244098663,0.20534609258174896,0.3650246858596802,0.1848556101322174,0.21072499454021454,0.16608688235282898
their,0.35142919421195984,0.38078752160072327,0.516537070274353,0.24399429559707642,0.28718122839927673,0.1622253656387329,0.35424983501434326,0.3406745493412018,0.26554790139198303,0.26472482085227966,0.1898253709077835
second,0.19948028028011322,0.20727969706058502,0.4620301127433777,0.1935463845729828,0.30129310488700867,0.15876750648021698,0.15643955767154694,0.25438159704208374,0.18846741318702698,0.2044246941804886,0.17239587008953094
year,0.15184831619262695,0.21422851085662842,0.3609684407711029,0.22533860802650452,0.27897343039512634,0.17092710733413696,0.17168156802654266,0.29294124245643616,0.09143698960542679,0.22642718255519867,0.18315006792545319
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.3022546172142029,0.19791732728481293,0.17760658264160156,0.3283645510673523,0.4464869201183319,0.23060423135757446,0.26501646637916565,0.31091248989105225
having,0.34064167737960815,0.3157401978969574,0.3821379244327545,0.19235502183437347,0.3195844888687134,0.15920570492744446,0.3518594801425934,0.38465240597724915,0.30526024103164673,0.2283632755279541,0.22418256103992462
taken,0.26014965772628784,0.2038538008928299,0.3309854567050934,0.21928688883781433,0.1402871459722519,0.20209595561027527,0.15035563707351685,0.2691914737224579,0.19046984612941742,0.16668543219566345,0.17662954330444336
comparable,0.28483641147613525,0.26743200421333313,0.3527846038341522,0.2671734094619751,0.1763027012348175,0.19247345626354218,0.25093215703964233,0.3375808596611023,0.2989616096019745,0.2392171025276184,0.21309135854244232
or,0.33867141604423523,0.28211739659309387,0.4174870550632477,0.16014154255390167,0.19719865918159485,0.2547836899757385,0.39439281821250916,0.4111599624156952,0.3195761740207672,0.21765491366386414,0.32389625906944275
identical,0.23528943955898285,0.1704801321029663,0.2547973096370697,0.17655311524868011,0.19517947733402252,0.12058056890964508,0.20651841163635254,0.22215954959392548,0.23031871020793915,0.14921550452709198,0.17817780375480652
examinations,0.2576408088207245,0.24826544523239136,0.2661936581134796,0.24321132898330688,0.30373403429985046,0.255212664604187,0.2744167745113373,0.3126644492149353,0.24515320360660553,0.471577525138855,0.18493600189685822
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29847630858421326,0.2511903643608093,0.24895258247852325,0.276123583316803,0.5064792633056641,0.2564159035682678,0.28111961483955383,0.20544172823429108
courses,0.16680994629859924,0.1454126089811325,0.23517842590808868,0.17430473864078522,0.24357712268829346,0.32808059453964233,0.2000879943370819,0.2532649636268616,0.11743952333927155,0.5292260646820068,0.15338684618473053
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3224305212497711,0.2654334008693695,0.18964338302612305,0.3613996207714081,0.4726039469242096,0.23111921548843384,0.2607303857803345,0.4130953550338745
