,what,mathematician,was,also,apart,of,the,university,'s,faculty,?
ted,0.12786968052387238,0.13634701073169708,0.20574891567230225,0.153725266456604,0.07582490891218185,0.17534831166267395,0.17969244718551636,0.1813810020685196,-0.056490205228328705,0.15444226562976837,0.19378185272216797
fujita,0.145492821931839,0.15741343796253204,0.21260158717632294,0.1830429881811142,0.11565394699573517,0.14824439585208893,0.11758249998092651,0.23074619472026825,-0.03932470828294754,0.15874502062797546,0.22572894394397736
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
chemists,0.28497299551963806,0.4408454895019531,0.16910941898822784,0.2678721845149994,0.22088868916034698,0.18196792900562286,0.19722460210323334,0.16582369804382324,-0.0724099799990654,0.17772087454795837,0.17960865795612335
glenn,0.12859097123146057,0.1859300136566162,0.2265806943178177,0.2363072633743286,0.10190396755933762,0.15025034546852112,0.2085290402173996,0.23136413097381592,-0.05669229105114937,0.2062225639820099,0.10261409729719162
t.,-0.05916019156575203,0.007126142270863056,-0.043748050928115845,-0.07253161817789078,0.04929540678858757,0.0035911432933062315,-0.07556280493736267,-0.046374984085559845,0.11964994668960571,-0.06875354051589966,0.025474894791841507
seaborg,0.19179335236549377,0.2378641813993454,0.226043701171875,0.20410650968551636,0.1532931625843048,0.24080798029899597,0.26255837082862854,0.19865916669368744,-0.047797124832868576,0.17508581280708313,0.18632447719573975
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
developer,0.1568116992712021,0.28969427943229675,0.2235601842403412,0.20060622692108154,0.11721235513687134,0.13643640279769897,0.19321660697460175,0.16493470966815948,0.04388640820980072,0.16721946001052856,0.19652149081230164
of,0.33290785551071167,0.13611692190170288,0.4069072902202606,0.4924938678741455,0.25376787781715393,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.28538843989372253,0.1826142966747284
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
actinide,0.1826227307319641,0.26381349563598633,0.23260851204395294,0.26680946350097656,0.18754306435585022,0.27255135774612427,0.2566675543785095,0.12252199649810791,-0.02245396375656128,0.18546465039253235,0.17363353073596954
concept,0.28724339604377747,0.2691917419433594,0.2765439450740814,0.23729993402957916,0.20163695514202118,0.24082158505916595,0.2355310022830963,0.14702290296554565,0.011523659341037273,0.10217707604169846,0.17160645127296448
and,0.31309178471565247,0.16645929217338562,0.3740963041782379,0.5755972862243652,0.330744206905365,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
nobel,0.20388969779014587,0.3314097821712494,0.2319665551185608,0.18067531287670135,0.12883412837982178,0.20963376760482788,0.1909446120262146,0.2923794984817505,-0.1214783638715744,0.3097632825374603,0.15008176863193512
prize,0.1654435694217682,0.27801427245140076,0.2402031123638153,0.17009899020195007,0.16436243057250977,0.2154514491558075,0.18969248235225677,0.2631310522556305,-0.10169786214828491,0.28145381808280945,0.14158497750759125
winner,0.16745254397392273,0.23068787157535553,0.23175270855426788,0.13897942006587982,0.09295713156461716,0.1759829819202423,0.25965070724487305,0.1865842640399933,-0.03157759830355644,0.20205900073051453,0.14322948455810547
yuan,0.13503028452396393,0.14867347478866577,0.19482262432575226,0.19582009315490723,0.11013653874397278,0.22696353495121002,0.2548272907733917,0.1694089025259018,0.01965653896331787,0.13550320267677307,0.12871281802654266
t.,-0.05916019156575203,0.007126142270863056,-0.043748050928115845,-0.07253161817789078,0.04929540678858757,0.0035911432933062315,-0.07556280493736267,-0.046374984085559845,0.11964994668960571,-0.06875354051589966,0.025474894791841507
lee,0.19203267991542816,0.145571768283844,0.23897704482078552,0.19974559545516968,0.10403038561344147,0.15092487633228302,0.16821028292179108,0.19336703419685364,0.05411209166049957,0.08041610568761826,0.19113655388355255
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
nobel,0.20388969779014587,0.3314097821712494,0.2319665551185608,0.18067531287670135,0.12883412837982178,0.20963376760482788,0.1909446120262146,0.2923794984817505,-0.1214783638715744,0.3097632825374603,0.15008176863193512
prize,0.1654435694217682,0.27801427245140076,0.2402031123638153,0.17009899020195007,0.16436243057250977,0.2154514491558075,0.18969248235225677,0.2631310522556305,-0.10169786214828491,0.28145381808280945,0.14158497750759125
winning,0.10492657124996185,0.17035801708698273,0.28111928701400757,0.23652184009552002,0.15399523079395294,0.23572386801242828,0.30045071244239807,0.1563112735748291,0.0400766022503376,0.14308229088783264,0.1251823455095291
novelist,0.16365541517734528,0.4657648801803589,0.25521472096443176,0.17871983349323273,0.178360715508461,0.1732322722673416,0.15419939160346985,0.2582310736179352,0.10759526491165161,0.226960226893425,0.16636928915977478
saul,0.2770378589630127,0.1768026053905487,0.25737234950065613,0.23571406304836273,0.1430535614490509,0.146748885512352,0.2076161801815033,0.16122831404209137,0.003955215681344271,0.10409307479858398,0.19444164633750916
bellow,0.1405242383480072,0.20917123556137085,0.18064142763614655,0.1954340785741806,0.10439939051866531,0.1540002077817917,0.1750066578388214,0.15238627791404724,-0.029626093804836273,0.0885593518614769,0.15036533772945404
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
political,0.21846716105937958,0.2017277032136917,0.24282537400722504,0.2067996710538864,0.1189928650856018,0.27319738268852234,0.20477235317230225,0.26807016134262085,0.04151610657572746,0.2617945373058319,0.17130474746227264
philosopher,0.22530826926231384,0.663926362991333,0.2678843140602112,0.190744087100029,0.12928514182567596,0.1313987523317337,0.14052307605743408,0.24576391279697418,0.024372873827815056,0.2600336968898773,0.1893014907836914
and,0.31309178471565247,0.16645929217338562,0.3740963041782379,0.5755972862243652,0.330744206905365,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
author,0.18480391800403595,0.3762417435646057,0.23446185886859894,0.2134505808353424,0.11896765232086182,0.18473520874977112,0.199458509683609,0.21365895867347717,0.08716395497322083,0.24645332992076874,0.14162757992744446
allan,0.08690010011196136,0.26506051421165466,0.276641309261322,0.13566426932811737,0.10231070965528488,0.16179297864437103,0.22833269834518433,0.1720542013645172,0.07754489779472351,0.09492138773202896,0.054300665855407715
bloom,0.166596457362175,0.20484493672847748,0.15983571112155914,0.23654760420322418,0.1506345123052597,0.21587172150611877,0.2099047750234604,0.12005503475666046,0.005186346359550953,0.07468515634536743,0.12630479037761688
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
cancer,0.18563735485076904,0.2134191393852234,0.24501605331897736,0.27069368958473206,0.09227705746889114,0.2646093964576721,0.22979216277599335,0.20122790336608887,-0.07310447096824646,0.17978906631469727,0.1681862771511078
researchers,0.29493099451065063,0.2749301493167877,0.19834469258785248,0.3412506878376007,0.17748279869556427,0.23457743227481842,0.27997422218322754,0.3533053696155548,-0.010452652350068092,0.3708139657974243,0.14480042457580566
charles,0.18606366217136383,0.2646436393260956,0.28342804312705994,0.2001587301492691,0.05147723853588104,0.22512592375278473,0.20777860283851624,0.17853446304798126,-0.08611538261175156,0.087494395673275,0.17366734147071838
brenton,0.17697229981422424,0.19704775512218475,0.27099454402923584,0.2059859335422516,0.07011982053518295,0.20266343653202057,0.26159432530403137,0.2939701974391937,-0.065065898001194,0.21559348702430725,0.18605156242847443
huggins,0.16995024681091309,0.2805209755897522,0.30923932790756226,0.2721320390701294,0.07776797562837601,0.3067110478878021,0.3181614577770233,0.24145019054412842,-0.07741184532642365,0.18541058897972107,0.16078710556030273
and,0.31309178471565247,0.16645929217338562,0.3740963041782379,0.5755972862243652,0.330744206905365,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
janet,0.15978968143463135,0.1234573945403099,0.26121312379837036,0.17156672477722168,0.07120507955551147,0.1617814153432846,0.2123534083366394,0.2755764424800873,-0.08446960896253586,0.13538098335266113,0.21581830084323883
rowley,0.18969258666038513,0.2310504913330078,0.2167336791753769,0.18477696180343628,0.09107097238302231,0.17480209469795227,0.16810418665409088,0.2122679203748703,0.06784592568874359,0.1804581731557846,0.1703212559223175
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
astronomer,0.14208653569221497,0.6506569981575012,0.28611236810684204,0.18830876052379608,0.18021996319293976,0.1512063890695572,0.1624840497970581,0.2655046582221985,-0.03491293266415596,0.23924168944358826,0.07595891505479813
gerard,0.13980162143707275,0.29931017756462097,0.2573920786380768,0.19126731157302856,0.10309826582670212,0.11153139919042587,0.15804581344127655,0.19155733287334442,0.002712025074288249,0.1201484277844429,0.0700836032629013
kuiper,0.20494720339775085,0.3225102722644806,0.20359358191490173,0.2221027910709381,0.21225759387016296,0.18315133452415466,0.23485878109931946,0.18048095703125,0.035392262041568756,0.08106619864702225,0.13969112932682037
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
one,0.376489520072937,0.19600383937358856,0.3752199709415436,0.48437753319740295,0.2825504541397095,0.4999135136604309,0.5514441132545471,0.2106119841337204,0.06913424283266068,0.18832972645759583,0.2673267424106598
of,0.33290785551071167,0.13611692190170288,0.4069072902202606,0.4924938678741455,0.25376787781715393,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.28538843989372253,0.1826142966747284
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
most,0.3219912350177765,0.1655077487230301,0.29933857917785645,0.5312551259994507,0.23536601662635803,0.4178851246833801,0.47635307908058167,0.19178320467472076,0.024445664137601852,0.13872317969799042,0.2107497900724411
important,0.31164905428886414,0.1535118967294693,0.24924467504024506,0.4314649701118469,0.21550847589969635,0.43301743268966675,0.39348116517066956,0.20405744016170502,-0.0359678789973259,0.18540620803833008,0.17812499403953552
figures,0.20573294162750244,0.18534137308597565,0.22765325009822845,0.2516630291938782,0.1362265795469284,0.2761554718017578,0.2664589285850525,0.11277688294649124,0.03680308163166046,0.10733269900083542,0.15584851801395416
in,0.30808621644973755,0.17603391408920288,0.45514053106307983,0.5073733329772949,0.23653271794319153,0.5696388483047485,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.21257968246936798,0.20430970191955566
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
early,0.2454567849636078,0.16704222559928894,0.4148794412612915,0.3118421137332916,0.16921548545360565,0.30937549471855164,0.34442198276519775,0.15928985178470612,0.03384959325194359,0.09084882587194443,0.15272949635982513
development,0.19014155864715576,0.1503736972808838,0.2344081997871399,0.2817704677581787,0.18837231397628784,0.28700894117355347,0.3362044394016266,0.19025695323944092,0.004789014346897602,0.2230556607246399,0.1211358830332756
of,0.33290785551071167,0.13611692190170288,0.4069072902202606,0.4924938678741455,0.25376787781715393,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.28538843989372253,0.1826142966747284
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
discipline,0.2522185742855072,0.17929522693157196,0.19787335395812988,0.24230130016803741,0.0979367196559906,0.2260950356721878,0.1981438249349594,0.22052158415317535,0.10321207344532013,0.3142784535884857,0.06836310029029846
of,0.33290785551071167,0.13611692190170288,0.4069072902202606,0.4924938678741455,0.25376787781715393,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.28538843989372253,0.1826142966747284
linguistics,0.28786060214042664,0.3011667728424072,0.15021000802516937,0.22528430819511414,0.10555220395326614,0.27610334753990173,0.21262075006961823,0.35911479592323303,0.021526871249079704,0.39879974722862244,0.22427555918693542
edward,0.13810503482818604,0.2231629192829132,0.22979897260665894,0.16579373180866241,0.09830763936042786,0.1742178201675415,0.1896408498287201,0.19281098246574402,-0.12474573403596878,0.1617751270532608,0.1439376026391983
sapir,0.2643207609653473,0.224874809384346,0.2195683866739273,0.2289903163909912,0.21549153327941895,0.27009543776512146,0.27531445026397705,0.22938381135463715,0.012317709624767303,0.2599871754646301,0.20783594250679016
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
and,0.31309178471565247,0.16645929217338562,0.3740963041782379,0.5755972862243652,0.330744206905365,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
the,0.42745697498321533,0.1224498599767685,0.48711544275283813,0.6021018624305725,0.28010323643684387,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
founder,0.14688730239868164,0.2986208200454712,0.3223331570625305,0.23570314049720764,0.08607156574726105,0.25088685750961304,0.24715600907802582,0.2539704144001007,-0.033734891563653946,0.2733823359012604,0.13665783405303955
of,0.33290785551071167,0.13611692190170288,0.4069072902202606,0.4924938678741455,0.25376787781715393,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.28538843989372253,0.1826142966747284
mckinsey,0.18500272929668427,0.18643277883529663,0.29786020517349243,0.2975181043148041,0.10145008563995361,0.231185182929039,0.26681777834892273,0.2798556387424469,-0.03960750252008438,0.23051749169826508,0.2758098244667053
&,0.11141876131296158,0.12601199746131897,0.12134000658988953,0.1553146094083786,0.14261892437934875,0.19900451600551605,0.14992168545722961,0.18137070536613464,-0.02038128487765789,0.20089533925056458,0.12596383690834045
co.,0.20098821818828583,0.20522263646125793,0.23801924288272858,0.2843952178955078,0.11576402187347412,0.2577873766422272,0.28648608922958374,0.1969241350889206,0.04396940767765045,0.18553481996059418,0.10775839537382126
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
james,0.20536290109157562,0.23610974848270416,0.2958067059516907,0.17870911955833435,0.1021832823753357,0.18323110044002533,0.22481533885002136,0.22221921384334564,0.043919146060943604,0.1628858745098114,0.12139993160963058
o.,-0.00868410337716341,0.13119284808635712,0.08200167864561081,-0.05940239503979683,-0.07264874130487442,-0.06221160292625427,-0.06308206915855408,0.06028122827410698,-0.021809712052345276,-0.048954077064991,0.07719738036394119
mckinsey,0.18500272929668427,0.18643277883529663,0.29786020517349243,0.2975181043148041,0.10145008563995361,0.231185182929039,0.26681777834892273,0.2798556387424469,-0.03960750252008438,0.23051749169826508,0.2758098244667053
.,0.3567904531955719,0.1478310525417328,0.40146201848983765,0.49166762828826904,0.2438974529504776,0.5352458953857422,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.17943686246871948,0.4130953550338745
