,why,is,priestley,usually,given,credit,for,being,first,to,discover,oxygen,?
given,0.3208947777748108,0.249215230345726,0.23030903935432434,0.29048091173171997,1.0,0.2640017867088318,0.44294488430023193,0.30842316150665283,0.29456719756126404,0.3428947925567627,0.2341228425502777,0.2006402611732483,0.2570464313030243
priority,0.28646406531333923,0.16452206671237946,0.12828810513019562,0.19662779569625854,0.26679083704948425,0.34582844376564026,0.25209879875183105,0.2801967263221741,0.19681410491466522,0.2584436535835266,0.15069320797920227,0.25172334909439087,0.2980290353298187
in,0.23227278888225555,0.5394441485404968,0.20879624783992767,0.28848564624786377,0.2528568208217621,0.07863761484622955,0.4322226941585541,0.33162933588027954,0.4127444326877594,0.45010748505592346,0.24369259178638458,0.1672476977109909,0.20430970191955566
the,0.30742117762565613,0.5823672413825989,0.21773852407932281,0.36782920360565186,0.37508252263069153,0.20452284812927246,0.4739971458911896,0.419739305973053,0.49448907375335693,0.535392165184021,0.28971150517463684,0.20428593456745148,0.22068053483963013
discovery,0.19006118178367615,0.17897257208824158,0.2700327932834625,0.12039776146411896,0.2362438291311264,0.1972717046737671,0.2152697890996933,0.12025894969701767,0.2937677204608917,0.17063306272029877,0.772894024848938,0.24742896854877472,0.11594310402870178
.,0.32909876108169556,0.4569662809371948,0.24535804986953735,0.28580138087272644,0.3169408142566681,0.2024930715560913,0.4726039469242096,0.35574623942375183,0.4345304071903229,0.4645031690597534,0.22028395533561707,0.2554275095462799,0.4130953550338745
,why,is,priestley,usually,given,credit,for,being,first,to,discover,oxygen,?
priestley,0.23793628811836243,0.1603458970785141,1.0000001192092896,0.17747464776039124,0.23030903935432434,0.20319205522537231,0.23928965628147125,0.17476166784763336,0.2066122144460678,0.2108820527791977,0.27541694045066833,0.3131166696548462,0.13982412219047546
published,0.15849295258522034,0.17880885303020477,0.2152271568775177,0.14612939953804016,0.2386694699525833,0.13549333810806274,0.21304498612880707,0.17447856068611145,0.3122035264968872,0.12403073906898499,0.23846469819545746,0.020142076537013054,0.16280238330364227
his,0.19196097552776337,0.24372583627700806,0.23296187818050385,0.20796990394592285,0.2973951995372772,0.2684380114078522,0.39312878251075745,0.34421810507774353,0.3241460621356964,0.3715193271636963,0.2157134711742401,0.1720821112394333,0.18075084686279297
findings,0.23938599228858948,0.23744268715381622,0.18781778216362,0.2156505435705185,0.29298001527786255,0.19004212319850922,0.2538018822669983,0.29105889797210693,0.21743004024028778,0.30011293292045593,0.4729295074939728,0.24184323847293854,0.16064861416816711
in,0.23227278888225555,0.5394441485404968,0.20879624783992767,0.28848564624786377,0.2528568208217621,0.07863761484622955,0.4322226941585541,0.33162933588027954,0.4127444326877594,0.45010748505592346,0.24369259178638458,0.1672476977109909,0.20430970191955566
1775,0.009806799702346325,0.027394520118832588,0.01372907031327486,-0.05641983821988106,0.04388156533241272,0.11112368106842041,0.04126020148396492,-0.05662856996059418,-0.022984251379966736,-0.03882649168372154,-0.04123260825872421,0.02115054987370968,0.012549089267849922
in,0.23227278888225555,0.5394441485404968,0.20879624783992767,0.28848564624786377,0.2528568208217621,0.07863761484622955,0.4322226941585541,0.33162933588027954,0.4127444326877594,0.45010748505592346,0.24369259178638458,0.1672476977109909,0.20430970191955566
a,0.2667238116264343,0.658733606338501,0.22067803144454956,0.46690207719802856,0.3335871398448944,0.1721770018339157,0.44038116931915283,0.3727131485939026,0.4287874400615692,0.45503583550453186,0.18859046697616577,0.21662019193172455,0.23916715383529663
paper,0.18505069613456726,0.20328976213932037,0.17325830459594727,0.2687620520591736,0.1489102840423584,0.22762814164161682,0.22010697424411774,0.1959162950515747,0.2262718379497528,0.22220565378665924,0.18744118511676788,0.16457918286323547,0.12693770229816437
titled,0.20406471192836761,0.14943374693393707,0.15068325400352478,0.18217064440250397,0.19820912182331085,0.11679945141077042,0.19508877396583557,0.1690516322851181,0.3724149763584137,0.22964146733283997,0.1460750550031662,0.08291071653366089,0.23354937136173248
``,0.05334433168172836,0.058766357600688934,0.047525160014629364,0.11877422779798508,0.044645439833402634,-0.010982112027704716,0.01270448137074709,0.0027407517191022635,0.006519378628581762,0.06720756739377975,-0.07954403758049011,0.11707393079996109,0.0685480609536171
an,0.22638356685638428,0.4654068350791931,0.17629167437553406,0.2654225528240204,0.25091034173965454,0.15155790746212006,0.3236706852912903,0.2743402123451233,0.29757723212242126,0.3138085603713989,0.17830009758472443,0.20976382493972778,0.19793890416622162
account,0.3330613970756531,0.1971616894006729,0.13241267204284668,0.15923582017421722,0.17288020253181458,0.33594030141830444,0.25532788038253784,0.2732602059841156,0.192396879196167,0.2893601059913635,0.2710122764110565,0.20417572557926178,0.34417325258255005
of,0.28464117646217346,0.4854315221309662,0.19561228156089783,0.33931583166122437,0.39388060569763184,0.1627483367919922,0.4185989499092102,0.34885138273239136,0.3536086082458496,0.41548454761505127,0.21607455611228943,0.16848602890968323,0.1826142966747284
further,0.308461457490921,0.13372796773910522,0.1308571994304657,0.1467423439025879,0.24720945954322815,0.1716250479221344,0.26543480157852173,0.2813871502876282,0.1935558021068573,0.4001762866973877,0.18361543118953705,0.14927230775356293,0.20960763096809387
discoveries,0.24073845148086548,0.17839635908603668,0.30823248624801636,0.09882253408432007,0.19622047245502472,0.18866778910160065,0.2391638159751892,0.13094383478164673,0.2330915480852127,0.1769595891237259,0.7196647524833679,0.23848702013492584,0.1343231350183487
in,0.23227278888225555,0.5394441485404968,0.20879624783992767,0.28848564624786377,0.2528568208217621,0.07863761484622955,0.4322226941585541,0.33162933588027954,0.4127444326877594,0.45010748505592346,0.24369259178638458,0.1672476977109909,0.20430970191955566
air,0.12277168780565262,0.2280944287776947,0.1520727127790451,0.18625037372112274,0.14954400062561035,0.07518582046031952,0.15818573534488678,0.1611849069595337,0.1670549213886261,0.24103909730911255,0.0917828306555748,0.3506372570991516,0.1491677612066269
'',-0.038651224225759506,0.0793738141655922,-0.0494694858789444,0.02397526055574417,0.10763400048017502,0.021128393709659576,-0.04479556903243065,-0.015289289876818657,-0.03874251991510391,-0.009905828163027763,-0.015116372145712376,-0.09804082661867142,0.018684765323996544
which,0.4444611668586731,0.4457404911518097,0.1921611726284027,0.5414474010467529,0.3192405104637146,0.21863289177417755,0.44095608592033386,0.4268448054790497,0.3828166127204895,0.5345056653022766,0.2262110859155655,0.3166238069534302,0.25814583897590637
was,0.23341619968414307,0.5810302495956421,0.2731526494026184,0.213388592004776,0.26878538727760315,0.15692640841007233,0.3863949179649353,0.5201660394668579,0.5022147297859192,0.3636345863342285,0.20852532982826233,0.16070082783699036,0.18412111699581146
included,0.247502863407135,0.23363345861434937,0.1938864141702652,0.1650361567735672,0.33149346709251404,0.22060635685920715,0.3889397978782654,0.19328391551971436,0.23475037515163422,0.2322428971529007,0.19169656932353973,0.07825297862291336,0.14385655522346497
in,0.23227278888225555,0.5394441485404968,0.20879624783992767,0.28848564624786377,0.2528568208217621,0.07863761484622955,0.4322226941585541,0.33162933588027954,0.4127444326877594,0.45010748505592346,0.24369259178638458,0.1672476977109909,0.20430970191955566
the,0.30742117762565613,0.5823672413825989,0.21773852407932281,0.36782920360565186,0.37508252263069153,0.20452284812927246,0.4739971458911896,0.419739305973053,0.49448907375335693,0.535392165184021,0.28971150517463684,0.20428593456745148,0.22068053483963013
second,0.1809888482093811,0.3161451518535614,0.09921278059482574,0.1684909462928772,0.2340337187051773,0.13179132342338562,0.25438159704208374,0.2582560181617737,0.6953977942466736,0.3098561465740204,0.13089612126350403,0.1368016004562378,0.17239587008953094
volume,0.11183048784732819,0.20146408677101135,0.11532195657491684,0.17513372004032135,0.15751099586486816,0.11100403219461441,0.1439160704612732,0.1374155879020691,0.1592974215745926,0.16561628878116608,0.12134452909231186,0.25003939867019653,0.1651400327682495
of,0.28464117646217346,0.4854315221309662,0.19561228156089783,0.33931583166122437,0.39388060569763184,0.1627483367919922,0.4185989499092102,0.34885138273239136,0.3536086082458496,0.41548454761505127,0.21607455611228943,0.16848602890968323,0.1826142966747284
his,0.19196097552776337,0.24372583627700806,0.23296187818050385,0.20796990394592285,0.2973951995372772,0.2684380114078522,0.39312878251075745,0.34421810507774353,0.3241460621356964,0.3715193271636963,0.2157134711742401,0.1720821112394333,0.18075084686279297
book,0.2101927101612091,0.21808475255966187,0.21363110840320587,0.17627139389514923,0.19522880017757416,0.21018807590007782,0.22091296315193176,0.24479660391807556,0.28297871351242065,0.20275522768497467,0.26043954491615295,0.06369305402040482,0.20572158694267273
titled,0.20406471192836761,0.14943374693393707,0.15068325400352478,0.18217064440250397,0.19820912182331085,0.11679945141077042,0.19508877396583557,0.1690516322851181,0.3724149763584137,0.22964146733283997,0.1460750550031662,0.08291071653366089,0.23354937136173248
experiments,0.25127750635147095,0.16474494338035583,0.2554325461387634,0.24168846011161804,0.20264482498168945,0.17686928808689117,0.2637265622615814,0.2649573087692261,0.2777732312679291,0.273220032453537,0.362601101398468,0.23196229338645935,0.14564716815948486
and,0.27806392312049866,0.3859752118587494,0.28026387095451355,0.3817319869995117,0.30185943841934204,0.22868889570236206,0.5064792633056641,0.4286794066429138,0.3167642652988434,0.48971283435821533,0.21819821000099182,0.22261030972003937,0.20544172823429108
observations,0.2283363789319992,0.2259506732225418,0.21835224330425262,0.23225374519824982,0.20053863525390625,0.22252380847930908,0.2065061330795288,0.26012006402015686,0.20906652510166168,0.2440076768398285,0.34687402844429016,0.1755727231502533,0.16318461298942566
on,0.2698206305503845,0.3635730445384979,0.16624125838279724,0.25784361362457275,0.2107619345188141,0.16827398538589478,0.36199691891670227,0.3119087219238281,0.3120559751987457,0.41031414270401,0.1676451414823532,0.2008662223815918,0.2714994251728058
different,0.291528582572937,0.24624870717525482,0.17095059156417847,0.5073767900466919,0.27760985493659973,0.16802963614463806,0.34825223684310913,0.2530251145362854,0.3025437593460083,0.3617510497570038,0.17601412534713745,0.21795962750911713,0.24476227164268494
kinds,0.2975892722606659,0.22554683685302734,0.17295487225055695,0.49834510684013367,0.18541547656059265,0.10352019965648651,0.34692952036857605,0.16397982835769653,0.16868482530117035,0.24618633091449738,0.169137105345726,0.19408540427684784,0.18617171049118042
of,0.28464117646217346,0.4854315221309662,0.19561228156089783,0.33931583166122437,0.39388060569763184,0.1627483367919922,0.4185989499092102,0.34885138273239136,0.3536086082458496,0.41548454761505127,0.21607455611228943,0.16848602890968323,0.1826142966747284
air,0.12277168780565262,0.2280944287776947,0.1520727127790451,0.18625037372112274,0.14954400062561035,0.07518582046031952,0.15818573534488678,0.1611849069595337,0.1670549213886261,0.24103909730911255,0.0917828306555748,0.3506372570991516,0.1491677612066269
.,0.32909876108169556,0.4569662809371948,0.24535804986953735,0.28580138087272644,0.3169408142566681,0.2024930715560913,0.4726039469242096,0.35574623942375183,0.4345304071903229,0.4645031690597534,0.22028395533561707,0.2554275095462799,0.4130953550338745
