,what,was,the,date,of,the,very,first,episode,of,doctor,who,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
eighty,0.19695232808589935,0.2896067202091217,0.3045130968093872,0.17690409719944,0.3063967525959015,0.3045130968093872,0.18788327276706696,0.24509021639823914,0.17801730334758759,0.3063967525959015,0.10561467707157135,0.20409639179706573,0.10121089965105057
seconds,0.18972116708755493,0.1993371546268463,0.1997634470462799,0.16820567846298218,0.13684065639972687,0.1997634470462799,0.15272097289562225,0.30911749601364136,0.28215086460113525,0.13684065639972687,0.19394543766975403,0.16846957802772522,0.20335537195205688
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.2596578001976013,0.3867455720901489,0.4565047025680542,0.26973867416381836,0.42302387952804565,0.2562639117240906,0.3867455720901489,0.1885940581560135,0.32549580931663513,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,1.0,0.25333094596862793,0.733189046382904,1.0,0.34171217679977417,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
scheduled,0.17637485265731812,0.28737300634384155,0.23960356414318085,0.22572150826454163,0.13178972899913788,0.23960356414318085,0.14750772714614868,0.3569452166557312,0.2934090793132782,0.13178972899913788,0.14744770526885986,0.1412137746810913,0.15473315119743347
programme,0.1876801699399948,0.23988407850265503,0.23601844906806946,0.07193372398614883,0.18707643449306488,0.23601844906806946,0.12663902342319489,0.3004976212978363,0.3168795108795166,0.18707643449306488,0.2561369240283966,0.2317163497209549,0.139840766787529
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.30058029294013977,0.35127586126327515,0.43061500787734985,0.3162801265716553,0.4013477563858032,0.28294599056243896,0.35127586126327515,0.22827142477035522,0.36634087562561035,0.27391523122787476
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
5:15,0.05645262449979782,0.024874703958630562,0.01797993667423725,-0.023581160232424736,-0.005522463005036116,0.01797993667423725,0.03810761868953705,-0.039609964936971664,0.07666198164224625,-0.005522463005036116,-0.09177611768245697,-0.06457376480102539,0.07710105925798416
pm,0.14240477979183197,0.21007627248764038,0.12994462251663208,0.18068109452724457,0.06983567029237747,0.12994462251663208,0.12708522379398346,0.1742158830165863,0.24309305846691132,0.06983567029237747,0.11714804917573929,0.08592342585325241,0.1601153314113617
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.21806180477142334,0.3966929316520691,0.5107308030128479,0.28276392817497253,0.3120559751987457,0.28993746638298035,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.2714994251728058
saturday,0.20265169441699982,0.2761712670326233,0.2665596902370453,0.18376509845256805,0.1426050215959549,0.2665596902370453,0.1309303343296051,0.21036851406097412,0.31690195202827454,0.1426050215959549,0.1939886510372162,0.1797115057706833,0.18917468190193176
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.4933079481124878,0.34709087014198303,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
23,0.036675017327070236,-0.04668274149298668,-0.04008803516626358,-0.00300769810564816,-0.01973372884094715,-0.04008803516626358,0.011617166921496391,0.006463608704507351,-0.08418307453393936,-0.01973372884094715,-0.026821613311767578,0.014098330400884151,0.012076443061232567
november,0.23963461816310883,0.4240739941596985,0.25734350085258484,0.23761139810085297,0.19941139221191406,0.25734350085258484,0.1942710280418396,0.324241042137146,0.20623475313186646,0.19941139221191406,0.20084704458713531,0.2615586519241333,0.3159552216529846
1963,-0.01284969411790371,0.0005160232540220022,0.03728247061371803,0.042173657566308975,0.040411919355392456,0.03728247061371803,-0.017191724851727486,-0.007132149767130613,-0.029357485473155975,0.040411919355392456,0.008513279259204865,-0.045281361788511276,0.03411978855729103
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2508279085159302,0.5352458953857422,0.5934505462646484,0.3872767388820648,0.4345304071903229,0.23102888464927673,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
