,who,are,commonly,associated,with,the,algorithm,typically,considered,the,most,effective,with,respect,to,finite,polynomial,hierarchy,and,graph,isomorphism,?
luks,0.3108745515346527,0.22790232300758362,0.07318323850631714,0.026147129014134407,0.17160552740097046,0.26365864276885986,0.1756403148174286,0.08986926078796387,0.1194872111082077,0.26365864276885986,0.1471252590417862,0.12544889748096466,0.17160552740097046,0.2534719407558441,0.19934804737567902,0.14264144003391266,0.18365228176116943,0.1612093150615692,0.27844560146331787,0.07750967144966125,0.1602056920528412,0.18715639412403107
has,0.2558172643184662,0.4313911199569702,0.2016606330871582,0.24781976640224457,0.44092974066734314,0.4177538752555847,0.14408330619335175,0.24144868552684784,0.2294963151216507,0.4177538752555847,0.3426419198513031,0.1310703605413437,0.44092974066734314,0.2247052937746048,0.3619994819164276,0.2633195221424103,0.23612232506275177,0.09717413783073425,0.43716782331466675,0.161570206284523,0.1917821764945984,0.15994466841220856
run,0.2372417002916336,0.2580355107784271,0.05886701121926308,0.057600341737270355,0.16277898848056793,0.27883726358413696,0.17641502618789673,0.1743556559085846,0.10323516279459,0.27883726358413696,0.19482719898223877,0.2050589621067047,0.16277898848056793,0.11921335756778717,0.2691870927810669,0.17366911470890045,0.23163487017154694,0.1748398095369339,0.2711782455444336,0.19773578643798828,0.07165162265300751,0.17904110252857208
time,0.36634087562561035,0.24188680946826935,0.15246270596981049,0.17621587216854095,0.31862112879753113,0.43061500787734985,0.25266581773757935,0.25760766863822937,0.2660984396934509,0.43061500787734985,0.35173171758651733,0.2679981291294098,0.31862112879753113,0.2659088373184204,0.3679993152618408,0.2462167590856552,0.28301435708999634,0.20482023060321808,0.3025408685207367,0.2577567398548126,0.14067485928535461,0.27391523122787476
2o,0.14831052720546722,0.026653988286852837,0.0026082966942340136,0.0019303096923977137,0.13054795563220978,0.04731195420026779,0.02693309262394905,0.130079984664917,0.07729865610599518,0.04731195420026779,0.09746824204921722,0.13526296615600586,0.13054795563220978,0.15398617088794708,0.20875310897827148,0.07228073477745056,-0.019889220595359802,0.06565532833337784,0.02766045369207859,-0.025189274922013283,0.005318003706634045,0.0794609934091568
(,0.2443375140428543,0.23263892531394958,0.2443668395280838,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.11773339658975601,0.11914245039224625,0.22818490862846375,0.33289089798927307,0.20654040575027466,0.17565561830997467,0.29503780603408813,0.22314824163913727,0.30882009863853455,0.21792738139629364,0.1903659999370575,0.1812799870967865,0.4862271547317505,0.1669061928987503,0.14037853479385376,0.40561532974243164
√,0.21304664015769958,0.27083730697631836,0.2567228376865387,0.1760692447423935,0.24016794562339783,0.29955029487609863,0.3634708523750305,0.30961817502975464,0.22217108309268951,0.29955029487609863,0.21812236309051514,0.2695368826389313,0.24016794562339783,0.32547807693481445,0.2684965133666992,0.4440264403820038,0.5702348351478577,0.25717684626579285,0.3002307415008545,0.4748600125312805,0.4187949001789093,0.37373796105384827
(,0.2443375140428543,0.23263892531394958,0.2443668395280838,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.11773339658975601,0.11914245039224625,0.22818490862846375,0.33289089798927307,0.20654040575027466,0.17565561830997467,0.29503780603408813,0.22314824163913727,0.30882009863853455,0.21792738139629364,0.1903659999370575,0.1812799870967865,0.4862271547317505,0.1669061928987503,0.14037853479385376,0.40561532974243164
n,0.05188069865107536,0.17244575917720795,0.17798398435115814,0.14520590007305145,0.1707475185394287,0.18813885748386383,0.1695808321237564,0.1352011263370514,0.12406370788812637,0.18813885748386383,0.06949906796216965,0.1716025024652481,0.1707475185394287,0.15214493870735168,0.16421891748905182,0.23002712428569794,0.322945237159729,0.11294171214103699,0.2290663868188858,0.24234767258167267,0.22224080562591553,0.19161871075630188
log,0.20583461225032806,0.20196019113063812,0.09369545429944992,0.03340809792280197,0.14339002966880798,0.2040971964597702,0.2581477463245392,0.2376832365989685,0.029130415990948677,0.2040971964597702,0.10612182319164276,0.20299068093299866,0.14339002966880798,0.1965465247631073,0.2624693810939789,0.2149992436170578,0.3206525146961212,0.15968559682369232,0.169832244515419,0.24931049346923828,0.1238902285695076,0.39924851059913635
(,0.2443375140428543,0.23263892531394958,0.2443668395280838,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.11773339658975601,0.11914245039224625,0.22818490862846375,0.33289089798927307,0.20654040575027466,0.17565561830997467,0.29503780603408813,0.22314824163913727,0.30882009863853455,0.21792738139629364,0.1903659999370575,0.1812799870967865,0.4862271547317505,0.1669061928987503,0.14037853479385376,0.40561532974243164
n,0.05188069865107536,0.17244575917720795,0.17798398435115814,0.14520590007305145,0.1707475185394287,0.18813885748386383,0.1695808321237564,0.1352011263370514,0.12406370788812637,0.18813885748386383,0.06949906796216965,0.1716025024652481,0.1707475185394287,0.15214493870735168,0.16421891748905182,0.23002712428569794,0.322945237159729,0.11294171214103699,0.2290663868188858,0.24234767258167267,0.22224080562591553,0.19161871075630188
),0.2457384318113327,0.2373749315738678,0.2611285150051117,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.12365659326314926,0.14504045248031616,0.2430245578289032,0.3456730246543884,0.23620007932186127,0.18872471153736115,0.3069596290588379,0.2288942188024521,0.31236231327056885,0.23108208179473877,0.20558486878871918,0.16768550872802734,0.4961937665939331,0.17717987298965454,0.1352289766073227,0.42300865054130554
),0.2457384318113327,0.2373749315738678,0.2611285150051117,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.12365659326314926,0.14504045248031616,0.2430245578289032,0.3456730246543884,0.23620007932186127,0.18872471153736115,0.3069596290588379,0.2288942188024521,0.31236231327056885,0.23108208179473877,0.20558486878871918,0.16768550872802734,0.4961937665939331,0.17717987298965454,0.1352289766073227,0.42300865054130554
),0.2457384318113327,0.2373749315738678,0.2611285150051117,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.12365659326314926,0.14504045248031616,0.2430245578289032,0.3456730246543884,0.23620007932186127,0.18872471153736115,0.3069596290588379,0.2288942188024521,0.31236231327056885,0.23108208179473877,0.20558486878871918,0.16768550872802734,0.4961937665939331,0.17717987298965454,0.1352289766073227,0.42300865054130554
for,0.37110671401023865,0.3895993232727051,0.27418190240859985,0.22591517865657806,0.39140474796295166,0.4739971458911896,0.22014065086841583,0.3479194939136505,0.3214476406574249,0.4739971458911896,0.3906237483024597,0.2914128005504608,0.39140474796295166,0.27822989225387573,0.4451248347759247,0.24490396678447723,0.21961666643619537,0.09427861869335175,0.5064792633056641,0.16102299094200134,0.17853045463562012,0.264628142118454
graphs,0.09513358771800995,0.30241164565086365,0.15091653168201447,0.1770564168691635,0.23388491570949554,0.12824366986751556,0.38037097454071045,0.2608140707015991,0.12209910899400711,0.12824366986751556,0.19839660823345184,0.1117643415927887,0.23388491570949554,0.17661671340465546,0.17534662783145905,0.3282022476196289,0.41713854670524597,0.23958176374435425,0.23975896835327148,0.6928385496139526,0.330833375453949,0.2068129926919937
with,0.3282766342163086,0.38996943831443787,0.2145514339208603,0.3939831554889679,0.9999999403953552,0.4223487675189972,0.0763108879327774,0.3270100951194763,0.24176937341690063,0.4223487675189972,0.336320698261261,0.2714844346046448,0.9999999403953552,0.34307533502578735,0.4239959120750427,0.24267633259296417,0.15274210274219513,0.14010344445705414,0.5477725267410278,0.2714080810546875,0.18349330127239227,0.2433311939239502
n,0.05188069865107536,0.17244575917720795,0.17798398435115814,0.14520590007305145,0.1707475185394287,0.18813885748386383,0.1695808321237564,0.1352011263370514,0.12406370788812637,0.18813885748386383,0.06949906796216965,0.1716025024652481,0.1707475185394287,0.15214493870735168,0.16421891748905182,0.23002712428569794,0.322945237159729,0.11294171214103699,0.2290663868188858,0.24234767258167267,0.22224080562591553,0.19161871075630188
vertices,0.10563787817955017,0.3190225064754486,0.21716484427452087,0.23236113786697388,0.23636682331562042,0.25795406103134155,0.33604490756988525,0.3646036684513092,0.1488247662782669,0.25795406103134155,0.14240558445453644,0.1807771772146225,0.23636682331562042,0.21634913980960846,0.23520155251026154,0.3511880040168762,0.5033354759216309,0.2527875602245331,0.20829521119594574,0.5009231567382812,0.42656055092811584,0.16681157052516937
.,0.3541337847709656,0.3452940285205841,0.2135825902223587,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.15753796696662903,0.25537845492362976,0.29356086254119873,0.5934505462646484,0.35404038429260254,0.2533048987388611,0.4446153938770294,0.2651030123233795,0.4645031690597534,0.1642792969942093,0.2530868649482727,0.20138424634933472,0.588965117931366,0.2842925190925598,0.20319531857967377,0.4130953550338745
