,what,do,some,mongolians,feel,non-mongolian,historians,exaggerate,about,genghis,khan,?
his,0.26976513862609863,0.15088757872581482,0.3033970892429352,0.15510468184947968,0.19560441374778748,0.10900035500526428,0.27814966440200806,0.3224114775657654,0.24169853329658508,0.3744826912879944,0.26570460200309753,0.18075084686279297
brutality,0.22688741981983185,0.14944937825202942,0.32361137866973877,0.2928621172904968,0.23841391503810883,0.21439337730407715,0.3683958649635315,0.45745402574539185,0.2309609055519104,0.2973942458629608,0.1448182761669159,0.210931196808815
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.1906452476978302,0.25462567806243896,0.23468974232673645,0.23048031330108643,0.16546370089054108,0.42038556933403015,0.25373268127441406,0.19819748401641846,0.4130953550338745
,what,do,some,mongolians,feel,non-mongolian,historians,exaggerate,about,genghis,khan,?
mongolians,0.20104487240314484,0.23654569685459137,0.29568272829055786,1.0,0.21212224662303925,0.8422496318817139,0.4301917552947998,0.21844929456710815,0.23227189481258392,0.4736461043357849,0.382771372795105,0.13447150588035583
maintain,0.2619679272174835,0.2804717719554901,0.306712806224823,0.18952345848083496,0.36185333132743835,0.21096277236938477,0.2101297527551651,0.26369231939315796,0.2093125283718109,0.1297808140516281,0.15751372277736664,0.20568779110908508
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.288248747587204,0.41628018021583557,0.2950160503387451,0.33720818161964417,0.41174113750457764,0.4500710964202881,0.21352417767047882,0.14077997207641602,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2997082769870758,0.264497846364975,0.30641674995422363,0.2874947786331177,0.1565275341272354,0.37995871901512146,0.3448939025402069,0.21067845821380615,0.22068053483963013
historical,0.2923852205276489,0.13339491188526154,0.2713933289051056,0.19145528972148895,0.13046470284461975,0.22053584456443787,0.48882248997688293,0.20329758524894714,0.254090279340744,0.25947242975234985,0.08585064113140106,0.1665111482143402
records,0.17999422550201416,0.09580622613430023,0.177933469414711,0.10819951444864273,0.13138683140277863,0.1681213527917862,0.23509089648723602,0.16901324689388275,0.12639892101287842,0.21356354653835297,0.07778643071651459,0.12384546548128128
written,0.25412634015083313,0.16188134253025055,0.2738991379737854,0.18877939879894257,0.19844165444374084,0.23993350565433502,0.23967991769313812,0.19290691614151,0.3132133483886719,0.17503853142261505,0.12784332036972046,0.21451954543590546
by,0.2455483376979828,0.1481526494026184,0.306446373462677,0.20108768343925476,0.21513183414936066,0.18272021412849426,0.21803079545497894,0.1234007403254509,0.30091190338134766,0.22102472186088562,0.13558374345302582,0.17966607213020325
non-mongolians,0.23760953545570374,0.2728029787540436,0.3706326484680176,0.9697096347808838,0.2376660853624344,0.873967707157135,0.44688597321510315,0.2496005743741989,0.26030781865119934,0.42947879433631897,0.34620749950408936,0.18142931163311005
are,0.29724663496017456,0.41111594438552856,0.6331475377082825,0.2537470757961273,0.3137334883213043,0.2523486018180847,0.18934281170368195,0.26157882809638977,0.36165615916252136,0.10714367032051086,0.10875514894723892,0.24591213464736938
unfairly,0.39937564730644226,0.3047560751438141,0.394487202167511,0.2755572497844696,0.40699127316474915,0.22154930233955383,0.3232108950614929,0.40696850419044495,0.30140191316604614,0.19285838305950165,0.17308130860328674,0.26594242453575134
biased,0.3875105381011963,0.26825371384620667,0.32119786739349365,0.2085261195898056,0.371209055185318,0.1921408474445343,0.33292433619499207,0.4810344874858856,0.2649379372596741,0.14832399785518646,0.15651580691337585,0.27561435103416443
against,0.24561616778373718,0.22739747166633606,0.20105592906475067,0.20449939370155334,0.21280674636363983,0.15419210493564606,0.2123119980096817,0.18525142967700958,0.1949513703584671,0.2344937026500702,0.10938236117362976,0.18095137178897858
genghis,0.24369274079799652,0.06018393114209175,0.19859196245670319,0.4736461043357849,0.11573320627212524,0.42219823598861694,0.33834153413772583,0.17311622202396393,0.21650125086307526,1.0,0.5896923542022705,0.18813461065292358
khan,0.16476042568683624,0.08970802277326584,0.10166428983211517,0.382771372795105,0.09502919018268585,0.4100185036659241,0.14363840222358704,0.13534919917583466,0.10178155452013016,0.5896923542022705,1.0,0.12862591445446014
and,0.31309178471565247,0.276123583316803,0.5337774157524109,0.2362065315246582,0.2860409915447235,0.2617548108100891,0.272049218416214,0.2302122414112091,0.3875081241130829,0.26551535725593567,0.22885166108608246,0.20544172823429108
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.288248747587204,0.41628018021583557,0.2950160503387451,0.33720818161964417,0.41174113750457764,0.4500710964202881,0.21352417767047882,0.14077997207641602,0.32716336846351624
his,0.26976513862609863,0.15088757872581482,0.3033970892429352,0.15510468184947968,0.19560441374778748,0.10900035500526428,0.27814966440200806,0.3224114775657654,0.24169853329658508,0.3744826912879944,0.26570460200309753,0.18075084686279297
butchery,0.18793952465057373,0.11800073832273483,0.24970513582229614,0.2426796853542328,0.19119006395339966,0.18274681270122528,0.18766458332538605,0.25542494654655457,0.22131763398647308,0.26183414459228516,0.2284957319498062,0.1409696638584137
is,0.28837618231773376,0.30895981192588806,0.3038453459739685,0.173089399933815,0.2400403469800949,0.24835915863513947,0.16763648390769958,0.18951857089996338,0.3532065451145172,0.1866190880537033,0.20103248953819275,0.22961433231830597
exaggerated,0.3414378762245178,0.268392413854599,0.34599214792251587,0.21832938492298126,0.3502308130264282,0.2013155072927475,0.2923439145088196,0.9156993627548218,0.32407715916633606,0.19073306024074554,0.11700031906366348,0.25770965218544006
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.23116454482078552,0.23670589923858643,0.2766948640346527,0.28167304396629333,0.16736102104187012,0.3877100944519043,0.2891939878463745,0.19700400531291962,0.31091248989105225
while,0.35511791706085205,0.3032379448413849,0.3921129107475281,0.23566032946109772,0.2910551130771637,0.1940959244966507,0.20975562930107117,0.26833245158195496,0.3552052080631256,0.17087101936340332,0.16199307143688202,0.21076419949531555
his,0.26976513862609863,0.15088757872581482,0.3033970892429352,0.15510468184947968,0.19560441374778748,0.10900035500526428,0.27814966440200806,0.3224114775657654,0.24169853329658508,0.3744826912879944,0.26570460200309753,0.18075084686279297
positive,0.2491111010313034,0.23904547095298767,0.2515958845615387,0.08097586780786514,0.29514631628990173,0.10181692242622375,0.1271868795156479,0.2857969105243683,0.1828686147928238,0.07723278552293777,0.0896039754152298,0.16532565653324127
role,0.22614215314388275,0.10153601318597794,0.2138490229845047,0.06701668351888657,0.16573753952980042,0.09890135377645493,0.1619674265384674,0.16701236367225647,0.15488481521606445,0.14970549941062927,0.24882064759731293,0.18676944077014923
is,0.28837618231773376,0.30895981192588806,0.3038453459739685,0.173089399933815,0.2400403469800949,0.24835915863513947,0.16763648390769958,0.18951857089996338,0.3532065451145172,0.1866190880537033,0.20103248953819275,0.22961433231830597
underrated,0.25513628125190735,0.2739064395427704,0.3098955452442169,0.23939110338687897,0.28883904218673706,0.2640576958656311,0.23989827930927277,0.441135436296463,0.25740569829940796,0.16582728922367096,0.14936105906963348,0.23358029127120972
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.1906452476978302,0.25462567806243896,0.23468974232673645,0.23048031330108643,0.16546370089054108,0.42038556933403015,0.25373268127441406,0.19819748401641846,0.4130953550338745
