,after,an,eventful,and,tiring,year,for,the,world,during,1968,",",what,type,of,ending,to,the,year,did,the,images,from,space,provide,?
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
which,0.3217443823814392,0.3611921966075897,0.3222450017929077,0.506277859210968,0.23471656441688538,0.242343008518219,0.44095608592033386,0.6521818041801453,0.29213306307792664,0.3590145409107208,-0.0039784410037100315,0.3658004403114319,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.29232102632522583,0.5345056653022766,0.6521818041801453,0.242343008518219,0.2750149369239807,0.6521818041801453,0.2567676901817322,0.38755592703819275,0.2025344967842102,0.33578091859817505,0.25814583897590637
had,0.4133172631263733,0.22327841818332672,0.24940131604671478,0.3872550129890442,0.30445459485054016,0.29678046703338623,0.3270139992237091,0.3875846862792969,0.22808445990085602,0.39748913049697876,0.08378593623638153,0.35487717390060425,0.23849567770957947,0.11302465945482254,0.37755560874938965,0.26407432556152344,0.37984350323677063,0.3875846862792969,0.29678046703338623,0.540525496006012,0.3875846862792969,0.13865724205970764,0.3075238764286041,0.16386190056800842,0.248504638671875,0.20728366076946259
been,0.2954521179199219,0.24947525560855865,0.19771306216716766,0.3424558639526367,0.2539546489715576,0.2560553550720215,0.39068686962127686,0.3563927710056305,0.23422138392925262,0.3273974359035492,0.01049226988106966,0.34873589873313904,0.2567804455757141,0.19062602519989014,0.31685134768486023,0.1723056137561798,0.34945759177207947,0.3563927710056305,0.2560553550720215,0.2835664749145508,0.3563927710056305,0.21232278645038605,0.27624839544296265,0.18637923896312714,0.26631850004196167,0.24354910850524902
a,0.3831600844860077,0.44552403688430786,0.2825595736503601,0.3739250600337982,0.2773967385292053,0.29350247979164124,0.44038116931915283,0.5829201340675354,0.22239887714385986,0.30341604351997375,-0.025953760370612144,0.427140474319458,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.28905317187309265,0.45503583550453186,0.5829201340675354,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.2026885449886322,0.322764128446579,0.20296213030815125,0.26036545634269714,0.23916715383529663
troubled,0.30221569538116455,0.15612082183361053,0.36319583654403687,0.3189520537853241,0.3152700960636139,0.2038334757089615,0.21524783968925476,0.24792376160621643,0.19045670330524445,0.2458365261554718,0.0020371347200125456,0.28920266032218933,0.2760825455188751,0.10027400404214859,0.25747185945510864,0.25990158319473267,0.21001991629600525,0.24792376160621643,0.2038334757089615,0.2555915117263794,0.24792376160621643,0.12294307351112366,0.21980413794517517,0.17411264777183533,0.1596628576517105,0.17563851177692413
year,0.336445689201355,0.17045794427394867,0.3216956853866577,0.2506658732891083,0.20134592056274414,1.0,0.29294124245643616,0.3609684407711029,0.25931429862976074,0.3447895348072052,-0.06641988456249237,0.28560417890548706,0.15184831619262695,0.15775683522224426,0.2578314542770386,0.3346041738986969,0.23523004353046417,0.3609684407711029,1.0,0.21422851085662842,0.3609684407711029,0.14328010380268097,0.2101740688085556,0.1583017259836197,0.1316206008195877,0.18315006792545319
for,0.3650246858596802,0.3236706852912903,0.3157406151294708,0.5064792633056641,0.30807361006736755,0.29294124245643616,0.9999999403953552,0.4739971458911896,0.2444595992565155,0.3448435664176941,0.04250431805849075,0.4464869201183319,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2565373480319977,0.4451248347759247,0.4739971458911896,0.29294124245643616,0.318512886762619,0.4739971458911896,0.16108547151088715,0.314039945602417,0.24232043325901031,0.42299434542655945,0.264628142118454
the,0.4565047025680542,0.4207492768764496,0.3177931606769562,0.5171257257461548,0.24484778940677643,0.3609684407711029,0.4739971458911896,1.0,0.33604270219802856,0.4838213622570038,0.07431387901306152,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3726840615272522,0.535392165184021,1.0,0.3609684407711029,0.34736719727516174,1.0,0.22232814133167267,0.40150508284568787,0.24495907127857208,0.26373472809791565,0.22068053483963013
us,0.11897643655538559,0.1722210943698883,0.19552405178546906,0.25715014338493347,0.2024935632944107,0.17973962426185608,0.26768606901168823,0.25727739930152893,0.2685200870037079,0.14974015951156616,0.09413755685091019,0.3120202422142029,0.32081687450408936,0.1764208972454071,0.23568789660930634,0.2035733163356781,0.2928973436355591,0.25727739930152893,0.17973962426185608,0.23250600695610046,0.25727739930152893,0.16002775728702545,0.24183706939220428,0.1485663801431656,0.21941423416137695,0.2742428481578827
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
marked,0.2906138598918915,0.18961919844150543,0.2890652120113373,0.2419077605009079,0.20691141486167908,0.20526519417762756,0.3050336241722107,0.36085957288742065,0.1415625512599945,0.3183461129665375,-0.02728087827563286,0.2669837772846222,0.20913204550743103,0.12687931954860687,0.3172365128993988,0.3674817681312561,0.2587842047214508,0.36085957288742065,0.20526519417762756,0.17826566100120544,0.36085957288742065,0.23477596044540405,0.22576399147510529,0.16248248517513275,0.12689709663391113,0.1466940939426422
by,0.41259682178497314,0.2719563841819763,0.22888365387916565,0.4289871156215668,0.13793985545635223,0.28805047273635864,0.3248702883720398,0.4408751428127289,0.22306372225284576,0.3220438063144684,-0.010274567641317844,0.3680937886238098,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.21274998784065247,0.33534231781959534,0.4408751428127289,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.19230501353740692,0.3373257517814636,0.16067887842655182,0.2001653015613556,0.17966607213020325
vietnam,0.18151964247226715,0.1565791517496109,0.2021617442369461,0.2237391620874405,0.16451042890548706,0.16729135811328888,0.1729215532541275,0.20923440158367157,0.2277776151895523,0.2959166467189789,-0.037489887326955795,0.2060028463602066,0.14459924399852753,0.13407328724861145,0.2007518708705902,0.19476158916950226,0.20143024623394012,0.20923440158367157,0.16729135811328888,0.16744226217269897,0.20923440158367157,0.08176811784505844,0.14263270795345306,0.15763665735721588,0.15093015134334564,0.20465075969696045
war,0.3393358886241913,0.15861496329307556,0.25251999497413635,0.29695844650268555,0.24550825357437134,0.2125227004289627,0.22632956504821777,0.366199791431427,0.4748530089855194,0.4802435040473938,-0.014096583239734173,0.2671184241771698,0.22516006231307983,0.16726574301719666,0.31680163741111755,0.33397936820983887,0.2610234022140503,0.366199791431427,0.2125227004289627,0.27422013878822327,0.366199791431427,0.09225195646286011,0.1811102032661438,0.13504140079021454,0.15706883370876312,0.15510529279708862
protests,0.25878193974494934,0.18079403042793274,0.33913686871528625,0.22497053444385529,0.2654404938220978,0.17190049588680267,0.19723562896251678,0.2566162943840027,0.20270350575447083,0.30736395716667175,-0.03920981287956238,0.277413010597229,0.15672723948955536,0.05699765682220459,0.24181179702281952,0.17924802005290985,0.188382089138031,0.2566162943840027,0.17190049588680267,0.22710490226745605,0.2566162943840027,0.19633229076862335,0.1607542783021927,0.08860675990581512,0.09821445494890213,0.18455082178115845
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
race,0.16954930126667023,0.12012127041816711,0.21595530211925507,0.18919794261455536,0.27050524950027466,0.17194005846977234,0.20313681662082672,0.2584857642650604,0.25300687551498413,0.20461025834083557,0.03834410384297371,0.28230950236320496,0.1748659759759903,0.13791613280773163,0.22476476430892944,0.1827583760023117,0.2163928896188736,0.2584857642650604,0.17194005846977234,0.20457088947296143,0.2584857642650604,0.10003627836704254,0.18965262174606323,0.2228163778781891,0.06247938796877861,0.1390368491411209
riots,0.24966813623905182,0.14395247399806976,0.21379931271076202,0.17274077236652374,0.23521944880485535,0.19451068341732025,0.13284216821193695,0.1932310312986374,0.11633112281560898,0.25478413701057434,-0.03210773319005966,0.28226491808891296,0.12367268651723862,0.03200441226363182,0.18714481592178345,0.25400638580322266,0.10668874531984329,0.1932310312986374,0.19451068341732025,0.1213005930185318,0.1932310312986374,0.12343098223209381,0.16496729850769043,0.08560602366924286,0.028612565249204636,0.1438814401626587
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
and,0.3765919506549835,0.2838519215583801,0.24733135104179382,1.0,0.2881718575954437,0.2506658732891083,0.5064792633056641,0.5171257257461548,0.3246132433414459,0.36462149024009705,0.06726996600627899,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.23760265111923218,0.48971283435821533,0.5171257257461548,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.1939600706100464,0.3601827025413513,0.22901733219623566,0.32960009574890137,0.20544172823429108
the,0.4565047025680542,0.4207492768764496,0.3177931606769562,0.5171257257461548,0.24484778940677643,0.3609684407711029,0.4739971458911896,1.0,0.33604270219802856,0.4838213622570038,0.07431387901306152,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3726840615272522,0.535392165184021,1.0,0.3609684407711029,0.34736719727516174,1.0,0.22232814133167267,0.40150508284568787,0.24495907127857208,0.26373472809791565,0.22068053483963013
assassinations,0.25530582666397095,0.14029930531978607,0.3341476619243622,0.19111989438533783,0.20284780859947205,0.20720382034778595,0.22142495214939117,0.20738092064857483,0.15462470054626465,0.28235018253326416,-0.07312417775392532,0.24673712253570557,0.20230579376220703,0.08497373759746552,0.2419762909412384,0.21516531705856323,0.23104551434516907,0.20738092064857483,0.20720382034778595,0.2201414704322815,0.20738092064857483,0.2159547656774521,0.14928379654884338,0.10015986114740372,0.19612343609333038,0.21339093148708344
of,0.3867455720901489,0.32280945777893066,0.301527738571167,0.5116966962814331,0.23555098474025726,0.2578314542770386,0.4185989499092102,0.733189046382904,0.2828933000564575,0.3869180977344513,0.09872698038816452,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.26691535115242004,0.41548454761505127,0.733189046382904,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2139289528131485,0.4249346852302551,0.21300287544727325,0.27198103070259094,0.1826142966747284
civil,0.22187629342079163,0.15803322196006775,0.23612579703330994,0.25259146094322205,0.19244474172592163,0.17025244235992432,0.1685788929462433,0.2477465271949768,0.18816158175468445,0.2953299880027771,0.070341095328331,0.24795588850975037,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.18996001780033112,0.2019355595111847,0.2477465271949768,0.17025244235992432,0.17288750410079956,0.2477465271949768,0.08379420638084412,0.11420916765928268,0.1539781242609024,0.15368179976940155,0.1494513899087906
rights,0.17070108652114868,0.2173870950937271,0.1804080456495285,0.26346641778945923,0.12803471088409424,0.1866040676832199,0.24823954701423645,0.2579100430011749,0.14747336506843567,0.18087245523929596,0.052338939160108566,0.2595706284046173,0.2386135458946228,0.03600943833589554,0.19425496459007263,0.18378563225269318,0.2570022940635681,0.2579100430011749,0.1866040676832199,0.2525300085544586,0.2579100430011749,0.2410411387681961,0.159982830286026,0.13448458909988403,0.16886408627033234,0.21814769506454468
leader,0.28646817803382874,0.1788165122270584,0.1940564215183258,0.23547638952732086,0.24006959795951843,0.16136209666728973,0.1646857112646103,0.27799519896507263,0.21351933479309082,0.30160290002822876,-0.004033856559544802,0.23893310129642487,0.15734966099262238,0.13244174420833588,0.24122127890586853,0.14489291608333588,0.2050279974937439,0.27799519896507263,0.16136209666728973,0.16038542985916138,0.27799519896507263,0.06764791905879974,0.17586389183998108,0.07901361584663391,0.05228143185377121,0.09527933597564697
martin,0.1851719468832016,0.15801481902599335,0.15238939225673676,0.2544763386249542,0.16089273989200592,0.13085660338401794,0.1178249642252922,0.22029393911361694,0.18339763581752777,0.15870913863182068,-0.026436273008584976,0.27058324217796326,0.14814218878746033,0.08946260809898376,0.13722093403339386,0.15447917580604553,0.1691744029521942,0.22029393911361694,0.13085660338401794,0.15959656238555908,0.22029393911361694,0.10783879458904266,0.10372040420770645,0.0650777667760849,0.045150481164455414,0.060103293508291245
luther,0.17198127508163452,0.10983039438724518,0.24398988485336304,0.20796556770801544,0.16039714217185974,0.15236428380012512,0.12958186864852905,0.1759674996137619,0.1640164852142334,0.18200165033340454,-0.006253597792237997,0.23255878686904907,0.2134782373905182,0.06856613606214523,0.1719115972518921,0.1862638294696808,0.18029534816741943,0.1759674996137619,0.15236428380012512,0.23667675256729126,0.1759674996137619,0.1797129064798355,0.10716932266950607,0.09127598255872726,0.12026843428611755,0.1732746809720993
king,0.2272557020187378,0.16747213900089264,0.27487602829933167,0.24642229080200195,0.24889594316482544,0.1509334295988083,0.17887762188911438,0.25887003540992737,0.20054523646831512,0.1863340139389038,-0.018036341294646263,0.27879971265792847,0.18449601531028748,0.11750141531229019,0.2938710153102875,0.26013264060020447,0.24476152658462524,0.25887003540992737,0.1509334295988083,0.24472618103027344,0.25887003540992737,0.12253160774707794,0.1906634420156479,0.07091184705495834,0.10102242976427078,0.19130074977874756
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
jr.,0.24021540582180023,0.1456174999475479,0.28117987513542175,0.2446419894695282,0.25444868206977844,0.19937972724437714,0.20422925055027008,0.14970926940441132,0.1097198873758316,0.25276875495910645,-0.08136539161205292,0.2029205560684204,0.2862679958343506,0.18939940631389618,0.11162803322076797,0.20361167192459106,0.28550371527671814,0.14970926940441132,0.19937972724437714,0.2600257098674774,0.14970926940441132,0.10528004914522171,0.18076245486736298,0.11123955249786377,0.15183964371681213,0.3112807273864746
",",0.38860568404197693,0.3581022024154663,0.2791358232498169,0.6633074283599854,0.24520328640937805,0.28560417890548706,0.4464869201183319,0.4933079481124878,0.26091980934143066,0.3225448727607727,0.07405266165733337,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2547510862350464,0.44245919585227966,0.4933079481124878,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23035936057567596,0.39760664105415344,0.2285580337047577,0.20966707170009613,0.31091248989105225
and,0.3765919506549835,0.2838519215583801,0.24733135104179382,1.0,0.2881718575954437,0.2506658732891083,0.5064792633056641,0.5171257257461548,0.3246132433414459,0.36462149024009705,0.06726996600627899,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.23760265111923218,0.48971283435821533,0.5171257257461548,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.1939600706100464,0.3601827025413513,0.22901733219623566,0.32960009574890137,0.20544172823429108
senator,0.18814298510551453,0.18644003570079803,0.2456674426794052,0.18407590687274933,0.23588897287845612,0.19980007410049438,0.14988058805465698,0.2008991688489914,0.1440805345773697,0.16440732777118683,-0.0069172997027635574,0.26308193802833557,0.14464734494686127,0.07436191290616989,0.18903903663158417,0.13855242729187012,0.19036507606506348,0.2008991688489914,0.19980007410049438,0.14753247797489166,0.2008991688489914,0.05228418856859207,0.1831158995628357,0.16928517818450928,0.036742985248565674,0.1479560136795044
robert,0.1850993037223816,0.162705197930336,0.16081416606903076,0.21826715767383575,0.1344398409128189,0.15533308684825897,0.19542941451072693,0.2257954627275467,0.12116668373346329,0.2420009821653366,-0.10578153282403946,0.22878289222717285,0.1948658525943756,0.07695327699184418,0.2398476004600525,0.11326440423727036,0.16130879521369934,0.2257954627275467,0.15533308684825897,0.16245460510253906,0.2257954627275467,0.11046203970909119,0.13347840309143066,0.09437542408704758,0.13458892703056335,0.11293095350265503
f.,0.16957636177539825,0.04324665665626526,0.16962210834026337,0.11574654281139374,0.12963831424713135,0.042763467878103256,0.09660456329584122,0.18440215289592743,0.19122469425201416,0.13803106546401978,0.05088493600487709,0.0956224724650383,0.18076683580875397,0.015717152506113052,0.21892845630645752,0.08881654590368271,0.1367449164390564,0.18440215289592743,0.042763467878103256,0.14231976866722107,0.18440215289592743,0.04011404886841774,0.06717506051063538,0.009133999235928059,0.0887911319732666,0.11007396876811981
kennedy,0.22713129222393036,0.22649501264095306,0.24795183539390564,0.22218705713748932,0.15988734364509583,0.211293563246727,0.22511224448680878,0.20303435623645782,0.10708487778902054,0.16761748492717743,0.02713599242269993,0.3363509774208069,0.2125646471977234,0.08057043701410294,0.1657739132642746,0.1164051815867424,0.2569362223148346,0.20303435623645782,0.211293563246727,0.18083488941192627,0.20303435623645782,0.15251851081848145,0.13619446754455566,0.28336045145988464,0.13572877645492554,0.21965277194976807
.,0.35870397090911865,0.3581749200820923,0.2756901979446411,0.588965117931366,0.25581321120262146,0.32538118958473206,0.4726039469242096,0.5934505462646484,0.3177160322666168,0.3485563397407532,0.003341824281960726,0.6812511086463928,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21400396525859833,0.4645031690597534,0.5934505462646484,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.20531399548053741,0.41536515951156616,0.2385488897562027,0.23842981457710266,0.4130953550338745
