,what,part,of,the,earth,'s,geological,structure,is,larger,than,the,crust,?
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.3277883529663086,0.2599511742591858,0.4854315221309662,0.32469573616981506,0.33036211133003235,0.733189046382904,0.21774794161319733,0.1826142966747284
silicates,0.21545453369617462,0.2814823389053345,0.316294401884079,0.244277223944664,0.3993373513221741,0.024947943165898323,0.3843303918838501,0.4193708002567291,0.33365529775619507,0.30991965532302856,0.3010309636592865,0.244277223944664,0.5323274731636047,0.17571869492530823
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.3277883529663086,0.2599511742591858,0.4854315221309662,0.32469573616981506,0.33036211133003235,0.733189046382904,0.21774794161319733,0.1826142966747284
magnesium,0.22143900394439697,0.17141252756118774,0.18834753334522247,0.1818278282880783,0.361131876707077,-0.04188914969563484,0.2579955756664276,0.3266391456127167,0.265357106924057,0.21959683299064636,0.22766529023647308,0.1818278282880783,0.44866156578063965,0.16419945657253265
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.2217162847518921,0.24419280886650085,0.3859752118587494,0.34781917929649353,0.39361441135406494,0.5171257257461548,0.21109703183174133,0.20544172823429108
iron,0.1444280743598938,0.26062995195388794,0.263920396566391,0.27578672766685486,0.25424718856811523,-0.0246629249304533,0.23634126782417297,0.20417176187038422,0.22105827927589417,0.16041924059391022,0.16893495619297028,0.27578672766685486,0.3414384424686432,0.1309053897857666
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.22936223447322845,0.26570191979408264,0.4569662809371948,0.25803330540657043,0.3594527542591095,0.5934505462646484,0.22772817313671112,0.4130953550338745
,what,part,of,the,earth,'s,geological,structure,is,larger,than,the,crust,?
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.2801888585090637,-0.01540423184633255,0.2813860774040222,0.2933249771595001,0.5823672413825989,0.378620445728302,0.3227543234825134,1.0,0.22538691759109497,0.22068053483963013
rest,0.35225364565849304,0.43280690908432007,0.33621829748153687,0.41330549120903015,0.17760814726352692,0.04253825545310974,0.19115912914276123,0.277235209941864,0.26480963826179504,0.24866990745067596,0.2853502929210663,0.41330549120903015,0.12902164459228516,0.1725541204214096
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.3277883529663086,0.2599511742591858,0.4854315221309662,0.32469573616981506,0.33036211133003235,0.733189046382904,0.21774794161319733,0.1826142966747284
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.2801888585090637,-0.01540423184633255,0.2813860774040222,0.2933249771595001,0.5823672413825989,0.378620445728302,0.3227543234825134,1.0,0.22538691759109497,0.22068053483963013
earth,0.25883176922798157,0.16151063144207,0.2329314798116684,0.2801888585090637,1.0,0.0661235973238945,0.3650486469268799,0.20828722417354584,0.26888176798820496,0.14595924317836761,0.2436409294605255,0.2801888585090637,0.52252197265625,0.17717236280441284
's,0.02692362666130066,0.007562864106148481,-0.03817026689648628,-0.01540423184633255,0.0661235973238945,0.9999999403953552,-0.015327246859669685,-0.016846615821123123,0.02396530658006668,0.06408897042274475,0.0585811510682106,-0.01540423184633255,-0.01568504609167576,-0.023395681753754616
crust,0.22092486917972565,0.22978553175926208,0.21774794161319733,0.22538691759109497,0.52252197265625,-0.01568504609167576,0.433437317609787,0.2975677251815796,0.2493407428264618,0.2716044485569,0.27321526408195496,0.22538691759109497,1.0000001192092896,0.1887258142232895
is,0.28837618231773376,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.02396530658006668,0.19911125302314758,0.26677995920181274,1.0,0.24218857288360596,0.2839990258216858,0.5823672413825989,0.2493407428264618,0.22961433231830597
also,0.42747777700424194,0.3594053089618683,0.4924938678741455,0.6021018624305725,0.21414029598236084,-0.0014726108638569713,0.16744932532310486,0.27168816328048706,0.5012649297714233,0.31522679328918457,0.3524617850780487,0.6021018624305725,0.1908596307039261,0.21848613023757935
made,0.23419176042079926,0.2793762683868408,0.33167365193367004,0.3885267674922943,0.17133480310440063,0.08483956009149551,0.15989935398101807,0.16736704111099243,0.29543453454971313,0.20435720682144165,0.25245386362075806,0.3885267674922943,0.178139328956604,0.17218779027462006
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.3277883529663086,0.2599511742591858,0.4854315221309662,0.32469573616981506,0.33036211133003235,0.733189046382904,0.21774794161319733,0.1826142966747284
oxygen,0.16781960427761078,0.17520982027053833,0.16848602890968323,0.20428593456745148,0.3065866231918335,-0.011648092418909073,0.20520541071891785,0.23654010891914368,0.21825239062309265,0.19263143837451935,0.25305241346359253,0.20428593456745148,0.35231712460517883,0.16786395013332367
compounds,0.19472219049930573,0.19852690398693085,0.232599675655365,0.18294313549995422,0.28153911232948303,-0.04443596675992012,0.21461379528045654,0.3683396577835083,0.2659003734588623,0.1920715570449829,0.22371920943260193,0.18294313549995422,0.3115813136100769,0.2057836651802063
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.1997290551662445,0.20300157368183136,0.4691906273365021,0.2491181194782257,0.3371901512145996,0.4933079481124878,0.2004449963569641,0.31091248989105225
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.24111470580101013,0.2992834448814392,0.5394441485404968,0.26689091324806213,0.3270052373409271,0.6662389636039734,0.1749051809310913,0.20430970191955566
particular,0.4548671245574951,0.308719664812088,0.3490585684776306,0.4066357910633087,0.1404286026954651,0.004080382641404867,0.24859429895877838,0.36532092094421387,0.3500361442565918,0.29015618562698364,0.3516758382320404,0.4066357910633087,0.14503219723701477,0.2741454839706421
various,0.26045072078704834,0.17307926714420319,0.3196488320827484,0.3235042691230774,0.21216312050819397,0.0089445561170578,0.2189347743988037,0.17111487686634064,0.13601526618003845,0.30672982335090637,0.19271163642406464,0.3235042691230774,0.20260801911354065,0.12823495268821716
complex,0.2605343163013458,0.2923935651779175,0.24271073937416077,0.25326284766197205,0.14680883288383484,-0.03034111298620701,0.25748589634895325,0.47467562556266785,0.2723233699798584,0.273721843957901,0.25296974182128906,0.25326284766197205,0.18673014640808105,0.17752902209758759
silicates,0.21545453369617462,0.2814823389053345,0.316294401884079,0.244277223944664,0.3993373513221741,0.024947943165898323,0.3843303918838501,0.4193708002567291,0.33365529775619507,0.30991965532302856,0.3010309636592865,0.244277223944664,0.5323274731636047,0.17571869492530823
(,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.18478946387767792,0.0012731997994706035,0.16073349118232727,0.18451423943042755,0.35393038392066956,0.09953869879245758,0.19419437646865845,0.33289089798927307,0.16102035343647003,0.40561532974243164
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.24111470580101013,0.2992834448814392,0.5394441485404968,0.26689091324806213,0.3270052373409271,0.6662389636039734,0.1749051809310913,0.20430970191955566
silicate,0.22535786032676697,0.22285716235637665,0.24404722452163696,0.18780174851417542,0.4298654794692993,0.07279469817876816,0.39847368001937866,0.42990607023239136,0.2675294280052185,0.30594587326049805,0.29634547233581543,0.18780174851417542,0.535674512386322,0.18100841343402863
minerals,0.24195240437984467,0.19611600041389465,0.2877640724182129,0.22513850033283234,0.3551257252693176,-0.008402695879340172,0.44193071126937866,0.2995544970035553,0.2842824459075928,0.22824756801128387,0.22999528050422668,0.22513850033283234,0.4838550388813019,0.19654792547225952
),0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.021107977256178856,0.17548994719982147,0.20600534975528717,0.37732169032096863,0.11167450249195099,0.21982109546661377,0.3456730246543884,0.17170506715774536,0.42300865054130554
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.22936223447322845,0.26570191979408264,0.4569662809371948,0.25803330540657043,0.3594527542591095,0.5934505462646484,0.22772817313671112,0.4130953550338745
