,which,entities,have,powers,of,amendment,and,veto,during,the,legislative,process,?
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.25233519077301025,0.733189046382904,0.276956170797348,0.5171257257461548,0.25482627749443054,0.4838213622570038,1.0,0.27501925826072693,0.264274537563324,0.22068053483963013
european,0.2234036773443222,0.10176092386245728,0.19048169255256653,0.23075592517852783,0.2507138252258301,0.22185645997524261,0.24143946170806885,0.18642160296440125,0.23395675420761108,0.3423081040382385,0.2050885260105133,0.17462414503097534,0.14560863375663757
parliament,0.20252443850040436,0.19300848245620728,0.16643136739730835,0.3280940353870392,0.2885259687900543,0.4076329171657562,0.26227831840515137,0.4392077922821045,0.17098255455493927,0.26521381735801697,0.6651111245155334,0.19003723561763763,0.1586504578590393
and,0.506277859210968,0.30422869324684143,0.4711785912513733,0.30163446068763733,0.5116966962814331,0.19584791362285614,1.0,0.2112305760383606,0.36462149024009705,0.5171257257461548,0.2681875228881836,0.20204883813858032,0.20544172823429108
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.25233519077301025,0.733189046382904,0.276956170797348,0.5171257257461548,0.25482627749443054,0.4838213622570038,1.0,0.27501925826072693,0.264274537563324,0.22068053483963013
council,0.20855821669101715,0.2162531018257141,0.1461305320262909,0.23914428055286407,0.2972237169742584,0.3054855465888977,0.25117602944374084,0.30272236466407776,0.19372691214084625,0.2829204201698303,0.42707106471061707,0.13641975820064545,0.1160062924027443
of,0.5011631846427917,0.2669031023979187,0.3802283704280853,0.22709226608276367,1.0,0.2148750275373459,0.5116966962814331,0.21431931853294373,0.3869180977344513,0.733189046382904,0.34083476662635803,0.23962904512882233,0.1826142966747284
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.25233519077301025,0.733189046382904,0.276956170797348,0.5171257257461548,0.25482627749443054,0.4838213622570038,1.0,0.27501925826072693,0.264274537563324,0.22068053483963013
european,0.2234036773443222,0.10176092386245728,0.19048169255256653,0.23075592517852783,0.2507138252258301,0.22185645997524261,0.24143946170806885,0.18642160296440125,0.23395675420761108,0.3423081040382385,0.2050885260105133,0.17462414503097534,0.14560863375663757
union,0.23846890032291412,0.1950262039899826,0.16471676528453827,0.15366482734680176,0.2642118036746979,0.21549861133098602,0.2594362497329712,0.2142874300479889,0.20565582811832428,0.24421639740467072,0.23506063222885132,0.13329672813415527,0.07797172665596008
have,0.49652695655822754,0.32943490147590637,0.9999999403953552,0.2531462609767914,0.3802283704280853,0.2442091703414917,0.4711785912513733,0.237818643450737,0.27574852108955383,0.40389683842658997,0.195420041680336,0.2900813817977905,0.32991164922714233
powers,0.21036413311958313,0.35293543338775635,0.2531462609767914,1.0,0.22709226608276367,0.24049869179725647,0.30163446068763733,0.46451258659362793,0.16955891251564026,0.25233519077301025,0.3353835940361023,0.19922392070293427,0.17269276082515717
of,0.5011631846427917,0.2669031023979187,0.3802283704280853,0.22709226608276367,1.0,0.2148750275373459,0.5116966962814331,0.21431931853294373,0.3869180977344513,0.733189046382904,0.34083476662635803,0.23962904512882233,0.1826142966747284
amendment,0.23381367325782776,0.2209785431623459,0.2442091703414917,0.24049869179725647,0.2148750275373459,1.0,0.19584791362285614,0.4563077986240387,0.1911984533071518,0.276956170797348,0.4752925932407379,0.3165231943130493,0.24295969307422638
and,0.506277859210968,0.30422869324684143,0.4711785912513733,0.30163446068763733,0.5116966962814331,0.19584791362285614,1.0,0.2112305760383606,0.36462149024009705,0.5171257257461548,0.2681875228881836,0.20204883813858032,0.20544172823429108
veto,0.22414401173591614,0.24338217079639435,0.237818643450737,0.46451258659362793,0.21431931853294373,0.4563077986240387,0.2112305760383606,1.0000001192092896,0.15331022441387177,0.25482627749443054,0.4764004349708557,0.274448037147522,0.2314452826976776
during,0.3590145409107208,0.1127680316567421,0.27574852108955383,0.16955891251564026,0.3869180977344513,0.1911984533071518,0.36462149024009705,0.15331022441387177,1.0,0.4838213622570038,0.22783590853214264,0.26115119457244873,0.1325719803571701
the,0.6521818041801453,0.2298012375831604,0.40389683842658997,0.25233519077301025,0.733189046382904,0.276956170797348,0.5171257257461548,0.25482627749443054,0.4838213622570038,1.0,0.27501925826072693,0.264274537563324,0.22068053483963013
legislative,0.2521616220474243,0.2950079143047333,0.195420041680336,0.3353835940361023,0.34083476662635803,0.4752925932407379,0.2681875228881836,0.4764004349708557,0.22783590853214264,0.27501925826072693,1.0,0.18206797540187836,0.1654243916273117
process,0.3943749964237213,0.2695399522781372,0.2900813817977905,0.19922392070293427,0.23962904512882233,0.3165231943130493,0.20204883813858032,0.274448037147522,0.26115119457244873,0.264274537563324,0.18206797540187836,0.9999998807907104,0.2460896074771881
.,0.45942068099975586,0.24918359518051147,0.41614407300949097,0.21749663352966309,0.5352458953857422,0.20782972872257233,0.588965117931366,0.21133340895175934,0.3485563397407532,0.5934505462646484,0.25327762961387634,0.23766504228115082,0.4130953550338745
