,according,to,the,riemann,hypothesis,",",all,zeroes,of,the,ζ-function,have,real,part,equal,to,1/2,except,for,what,values,of,s,?
s,0.2885572612285614,0.35941416025161743,0.46610721945762634,0.21255996823310852,0.14783254265785217,0.361433744430542,0.2446078360080719,0.18978562951087952,0.42263656854629517,0.46610721945762634,0.18764576315879822,0.2919692397117615,0.2017190009355545,0.288814514875412,0.16811218857765198,0.35941416025161743,0.2209569364786148,0.22377848625183105,0.29884564876556396,0.3634900748729706,0.1275329738855362,0.42263656854629517,1.0,0.25130221247673035
=,-0.1037510484457016,-0.02100103534758091,-0.01352626271545887,-0.07280214130878448,-0.0017886182758957148,-0.04015415534377098,0.08990355581045151,-0.009904914535582066,-0.056689027696847916,-0.01352626271545887,0.010935635305941105,0.04754137247800827,-0.013794893398880959,0.004909004550427198,0.016976352781057358,-0.02100103534758091,-0.12497645616531372,0.06406897306442261,-0.04357342794537544,0.07829900085926056,2.6742158297565766e-05,-0.056689027696847916,-0.05353231728076935,-0.005643122363835573
−2,-0.0023676136042922735,0.1067572608590126,-0.024587878957390785,-0.05072883889079094,-0.10210868716239929,-0.05294561758637428,0.13405799865722656,0.06306439638137817,-0.056642431765794754,-0.024587878957390785,-0.03280526399612427,0.09395529329776764,0.07556801289319992,-0.024101387709379196,0.023597994819283485,0.1067572608590126,-0.1121274009346962,0.03165242820978165,0.02894105203449726,0.07144554704427719,-0.0073596215806901455,-0.056642431765794754,-0.004643208812922239,-0.03087463043630123
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.260956346988678,0.15448060631752014,1.0000001192092896,0.425624817609787,0.22604452073574066,0.4946078956127167,0.4933079481124878,0.20931386947631836,0.3541618287563324,0.2110464870929718,0.3376222252845764,0.2120320051908493,0.44245919585227966,0.12903504073619843,0.3071746826171875,0.4464869201183319,0.3087472915649414,0.24435195326805115,0.4946078956127167,0.361433744430542,0.31091248989105225
−4,-0.0218187365680933,0.005637030582875013,-0.07538416236639023,0.05632957071065903,-0.0031462358310818672,0.009837647899985313,-0.03562682867050171,-0.043729688972234726,-0.034764550626277924,-0.07538416236639023,-0.04439958930015564,-0.011737260036170483,0.0068572754971683025,-0.030277539044618607,-0.08915019035339355,0.005637030582875013,0.0011412412859499454,-0.0007788133225403726,-0.048341453075408936,-0.000434547895565629,-0.02756854146718979,-0.034764550626277924,-0.06985658407211304,0.048171307891607285
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.260956346988678,0.15448060631752014,1.0000001192092896,0.425624817609787,0.22604452073574066,0.4946078956127167,0.4933079481124878,0.20931386947631836,0.3541618287563324,0.2110464870929718,0.3376222252845764,0.2120320051908493,0.44245919585227966,0.12903504073619843,0.3071746826171875,0.4464869201183319,0.3087472915649414,0.24435195326805115,0.4946078956127167,0.361433744430542,0.31091248989105225
...,0.0766388401389122,-0.012529745697975159,0.04743409901857376,0.1333363652229309,0.06004572659730911,0.113417848944664,-0.05178636312484741,-0.1410815417766571,0.15639884769916534,0.04743409901857376,0.1139887124300003,-0.06000664830207825,0.010007857345044613,0.1179732233285904,-0.05604768171906471,-0.012529745697975159,-0.007674566935747862,-0.0663219466805458,0.03104333020746708,0.001098619308322668,-0.05790966376662254,0.15639884769916534,0.1198267787694931,-0.07163430005311966
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.260956346988678,0.15448060631752014,1.0000001192092896,0.425624817609787,0.22604452073574066,0.4946078956127167,0.4933079481124878,0.20931386947631836,0.3541618287563324,0.2110464870929718,0.3376222252845764,0.2120320051908493,0.44245919585227966,0.12903504073619843,0.3071746826171875,0.4464869201183319,0.3087472915649414,0.24435195326805115,0.4946078956127167,0.361433744430542,0.31091248989105225
all,0.1804305762052536,0.42520734667778015,0.4860881567001343,0.1885560303926468,0.17662912607192993,0.425624817609787,1.0000001192092896,0.2937982976436615,0.42798417806625366,0.4860881567001343,0.26676228642463684,0.5559456944465637,0.19955147802829742,0.2746511399745941,0.28499260544776917,0.42520734667778015,0.06282790750265121,0.46780258417129517,0.41144001483917236,0.41981086134910583,0.28855952620506287,0.42798417806625366,0.2446078360080719,0.29575422406196594
zeroes,0.15758953988552094,0.29638126492500305,0.26670578122138977,0.30931445956230164,0.20815595984458923,0.22604452073574066,0.2937982976436615,1.0000001192092896,0.21784251928329468,0.26670578122138977,0.373514324426651,0.28156578540802,0.27309632301330566,0.21189308166503906,0.4055647850036621,0.29638126492500305,-0.031462088227272034,0.2488509863615036,0.23893891274929047,0.24626991152763367,0.5013402104377747,0.21784251928329468,0.18978562951087952,0.2374504804611206
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.25200456380844116,0.18608006834983826,0.4946078956127167,0.42798417806625366,0.21784251928329468,1.0,0.733189046382904,0.20694734156131744,0.3802283704280853,0.19599324464797974,0.452393114566803,0.2787107825279236,0.41548454761505127,0.14199262857437134,0.2851351797580719,0.4185989499092102,0.33290785551071167,0.21286797523498535,1.0,0.42263656854629517,0.1826142966747284
the,0.3202974498271942,0.535392165184021,1.0,0.22838398814201355,0.2221619188785553,0.4933079481124878,0.4860881567001343,0.26670578122138977,0.733189046382904,1.0,0.2709183692932129,0.40389683842658997,0.19885718822479248,0.527681291103363,0.21154357492923737,0.535392165184021,0.08184071630239487,0.31242886185646057,0.4739971458911896,0.42745697498321533,0.23992402851581573,0.733189046382904,0.46610721945762634,0.22068053483963013
ζ-function,0.10502711683511734,0.24760301411151886,0.2709183692932129,0.3528326153755188,0.332475870847702,0.20931386947631836,0.26676228642463684,0.373514324426651,0.20694734156131744,0.2709183692932129,1.0,0.3212907016277313,0.16696904599666595,0.26606452465057373,0.26457956433296204,0.24760301411151886,-0.03222968056797981,0.2190835177898407,0.2703208327293396,0.2813277542591095,0.4007903039455414,0.20694734156131744,0.18764576315879822,0.21316823363304138
have,0.23988237977027893,0.4544740617275238,0.40389683842658997,0.22323133051395416,0.26380831003189087,0.3541618287563324,0.5559456944465637,0.28156578540802,0.3802283704280853,0.40389683842658997,0.3212907016277313,0.9999999403953552,0.23951733112335205,0.25547030568122864,0.2942688465118408,0.4544740617275238,0.06446390599012375,0.3662084937095642,0.41175219416618347,0.39808809757232666,0.23799043893814087,0.3802283704280853,0.2919692397117615,0.32991164922714233
real,0.12297214567661285,0.2285090982913971,0.19885718822479248,0.25375446677207947,0.18907780945301056,0.2110464870929718,0.19955147802829742,0.27309632301330566,0.19599324464797974,0.19885718822479248,0.16696904599666595,0.23951733112335205,0.9999998807907104,0.1562182456254959,0.15151655673980713,0.2285090982913971,-0.013744644820690155,0.09816724061965942,0.2462109625339508,0.27036693692207336,0.21335822343826294,0.19599324464797974,0.2017190009355545,0.20019613206386566
part,0.1563076376914978,0.2875264883041382,0.527681291103363,0.22493690252304077,0.12816500663757324,0.3376222252845764,0.2746511399745941,0.21189308166503906,0.452393114566803,0.527681291103363,0.26606452465057373,0.25547030568122864,0.1562182456254959,1.0,0.15548284351825714,0.2875264883041382,0.041765518486499786,0.3128002882003784,0.250704288482666,0.3476244807243347,0.17243708670139313,0.452393114566803,0.288814514875412,0.08557961881160736
equal,0.17089876532554626,0.28325995802879333,0.21154357492923737,0.22872264683246613,0.19134779274463654,0.2120320051908493,0.28499260544776917,0.4055647850036621,0.2787107825279236,0.21154357492923737,0.26457956433296204,0.2942688465118408,0.15151655673980713,0.15548284351825714,0.9999999403953552,0.28325995802879333,0.06292790919542313,0.19548706710338593,0.24821323156356812,0.2397335022687912,0.3408856689929962,0.2787107825279236,0.16811218857765198,0.15421567857265472
to,0.28520727157592773,1.0,0.535392165184021,0.24055254459381104,0.22394606471061707,0.44245919585227966,0.42520734667778015,0.29638126492500305,0.41548454761505127,0.535392165184021,0.24760301411151886,0.4544740617275238,0.2285090982913971,0.2875264883041382,0.28325995802879333,1.0,0.10389085114002228,0.23187223076820374,0.4451248347759247,0.455847829580307,0.2971996068954468,0.41548454761505127,0.35941416025161743,0.29463258385658264
1/2,0.02779051475226879,0.10389085114002228,0.08184071630239487,0.04347603768110275,-0.07296153157949448,0.12903504073619843,0.06282790750265121,-0.031462088227272034,0.14199262857437134,0.08184071630239487,-0.03222968056797981,0.06446390599012375,-0.013744644820690155,0.041765518486499786,0.06292790919542313,0.10389085114002228,0.9999998807907104,0.07318092882633209,0.15690995752811432,0.0010635468643158674,-0.020252367481589317,0.14199262857437134,0.2209569364786148,-0.022870099171996117
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.2941560745239258,0.16023044288158417,0.6812511086463928,0.43406882882118225,0.2506972551345825,0.5352458953857422,0.5934505462646484,0.25091657042503357,0.41614407300949097,0.2178356945514679,0.32817673683166504,0.25790271162986755,0.4645031690597534,0.18857021629810333,0.2507820725440979,0.4726039469242096,0.3567904531955719,0.2610633671283722,0.5352458953857422,0.43327459692955017,0.4130953550338745
