,how,were,some,modern,economic,inequalities,created,?
amount,0.37087762355804443,0.16971507668495178,0.3786327540874481,0.08094831556081772,0.24721194803714752,0.2542915642261505,0.17490439116954803,0.17984020709991455
of,0.2480744868516922,0.34038281440734863,0.4300730526447296,0.3482828736305237,0.3030148148536682,0.27897384762763977,0.32043445110321045,0.1826142966747284
redistribution,0.2719951272010803,0.2054797112941742,0.28052493929862976,0.13872776925563812,0.312412828207016,0.3335878252983093,0.288685142993927,0.1706853210926056
would,0.43239715695381165,0.37426912784576416,0.43457192182540894,0.14378008246421814,0.2501782774925232,0.2964947819709778,0.27688419818878174,0.37178951501846313
be,0.4158933162689209,0.4064064621925354,0.49956634640693665,0.2118767350912094,0.18845009803771973,0.2732760012149811,0.22345785796642303,0.3324260413646698
justified,0.2697232663631439,0.2330615371465683,0.28123632073402405,0.09102322906255722,0.1640230119228363,0.25999656319618225,0.23432953655719757,0.38761505484580994
to,0.44169697165489197,0.31913647055625916,0.4636894166469574,0.193939670920372,0.26856908202171326,0.24037407338619232,0.2592601478099823,0.29463258385658264
compensate,0.3050180971622467,0.25324100255966187,0.2817964553833008,0.1028202697634697,0.2820541262626648,0.35671481490135193,0.1054903119802475,0.20590907335281372
for,0.3308170735836029,0.33592689037323,0.4257155656814575,0.22431503236293793,0.24368955194950104,0.25579527020454407,0.25684574246406555,0.264628142118454
this,0.45272302627563477,0.25469228625297546,0.5247883796691895,0.28370019793510437,0.23486244678497314,0.30343490839004517,0.31965404748916626,0.3155723512172699
force,0.16030928492546082,0.15954084694385529,0.1627577245235443,0.106292724609375,0.2068079560995102,0.23257037997245789,0.17466771602630615,0.1650998443365097
but,0.43101516366004944,0.38291117548942566,0.5773703455924988,0.24492846429347992,0.18852508068084717,0.2474519908428192,0.26491880416870117,0.27921953797340393
not,0.4869767427444458,0.33318549394607544,0.564181387424469,0.20307135581970215,0.15982478857040405,0.3084866404533386,0.23838622868061066,0.41942933201789856
because,0.48179173469543457,0.3762696087360382,0.5230033993721008,0.18143077194690704,0.24202382564544678,0.30451494455337524,0.30389171838760376,0.2528740465641022
of,0.2480744868516922,0.34038281440734863,0.4300730526447296,0.3482828736305237,0.3030148148536682,0.27897384762763977,0.32043445110321045,0.1826142966747284
the,0.33890387415885925,0.3906462490558624,0.4566698372364044,0.3283970355987549,0.282455176115036,0.22218865156173706,0.3539263904094696,0.22068053483963013
inequalities,0.3045893609523773,0.20771540701389313,0.2977786660194397,0.17545267939567566,0.3530295491218567,1.0,0.1726554036140442,0.19635117053985596
themselves,0.2988695800304413,0.4153209924697876,0.4968397915363312,0.23619535565376282,0.14006201922893524,0.2558150589466095,0.14629273116588593,0.20170879364013672
.,0.3287222981452942,0.3378238379955292,0.40663889050483704,0.22790057957172394,0.22435031831264496,0.2022651582956314,0.3230568766593933,0.4130953550338745
