,when,was,the,merger,between,itt,and,abc,officially,canceled,?
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.11816614121198654,0.28115302324295044,0.14997056126594543,0.4289871156215668,0.17600902915000916,0.28765860199928284,0.22037123143672943,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.36343514919281006,0.24497857689857483,0.22068053483963013
department,0.21487829089164734,0.22511546313762665,0.32582083344459534,0.22572775185108185,0.11287050694227219,0.28884920477867126,0.27163735032081604,0.153476744890213,0.18660187721252441,0.1850905567407608,0.1343645304441452
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.18576329946517944,0.3737983703613281,0.1473107784986496,0.5116966962814331,0.14607268571853638,0.27491217851638794,0.216777041554451,0.1826142966747284
justice,0.15634077787399292,0.24932703375816345,0.23470892012119293,0.12696650624275208,0.1533963531255722,0.06369573622941971,0.22812503576278687,0.1591004878282547,0.14480209350585938,0.23671840131282806,0.19269752502441406
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.22860760986804962,0.41100412607192993,0.2701910138130188,0.4954058527946472,0.1697147786617279,0.33332085609436035,0.22414077818393707,0.20430970191955566
july,0.24211758375167847,0.40724116563796997,0.2371699959039688,0.21007440984249115,0.14840999245643616,0.1897849142551422,0.258785605430603,0.15350030362606049,0.35144832730293274,0.2220195084810257,0.2897891402244568
1967,-0.10118751227855682,0.059212569147348404,-0.012038951739668846,0.010550929233431816,-0.0009166839881800115,-0.04245401546359062,-0.056995928287506104,-0.17956958711147308,0.01772158220410347,-0.16947568953037262,0.017933469265699387
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.27735915780067444,0.24571475386619568,0.31091248989105225
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.19741658866405487,0.3829993009567261,0.11231403052806854,0.5477725267410278,0.17432008683681488,0.18278151750564575,0.20049966871738434,0.2433311939239502
itt,0.1329864114522934,0.25572720170021057,0.2516029179096222,0.22005751729011536,0.10952628403902054,1.0,0.19525663554668427,0.20922935009002686,0.20557889342308044,0.21162647008895874,0.111111581325531
going,0.38755396008491516,0.28732410073280334,0.38693177700042725,0.18345890939235687,0.2468767911195755,0.13235333561897278,0.34511667490005493,0.16065166890621185,0.22342538833618164,0.34534233808517456,0.3252600431442261
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.11012744158506393,0.3639189600944519,0.2060742974281311,0.48971283435821533,0.1762417107820511,0.2423039823770523,0.26917052268981934,0.29463258385658264
trial,0.24762430787086487,0.2414487898349762,0.20843634009361267,0.038241542875766754,0.0994320884346962,0.16808448731899261,0.20515479147434235,0.13365834951400757,0.17145924270153046,0.2302740514278412,0.16902455687522888
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.22860760986804962,0.41100412607192993,0.2701910138130188,0.4954058527946472,0.1697147786617279,0.33332085609436035,0.22414077818393707,0.20430970191955566
october,0.273419588804245,0.4627581834793091,0.2621108889579773,0.2528401017189026,0.11672192066907883,0.20894260704517365,0.2883152663707733,0.1661696434020996,0.35174837708473206,0.24262797832489014,0.29706719517707825
1967,-0.10118751227855682,0.059212569147348404,-0.012038951739668846,0.010550929233431816,-0.0009166839881800115,-0.04245401546359062,-0.056995928287506104,-0.17956958711147308,0.01772158220410347,-0.16947568953037262,0.017933469265699387
;,0.022927695885300636,0.0754367932677269,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0009206100949086249,0.08403264731168747,-0.0012340332614257932,0.054067548364400864,0.04742284119129181,0.10349778085947037
the,0.5091903209686279,0.48711544275283813,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.36343514919281006,0.24497857689857483,0.22068053483963013
merger,0.11291089653968811,0.23289446532726288,0.2557354271411896,1.0000001192092896,0.15942129492759705,0.22005751729011536,0.16802267730236053,0.07602907717227936,0.261674165725708,0.22305640578269958,0.1345871090888977
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.23289446532726288,0.24048170447349548,0.25572720170021057,0.3740963041782379,0.21565799415111542,0.4353274703025818,0.35665977001190186,0.18412111699581146
officially,0.3171864151954651,0.4353274703025818,0.36343514919281006,0.261674165725708,0.20174948871135712,0.20557889342308044,0.18821144104003906,0.13077399134635925,1.0000001192092896,0.33435896039009094,0.15603435039520264
canceled,0.23183582723140717,0.35665977001190186,0.24497857689857483,0.22305640578269958,0.19163142144680023,0.21162647008895874,0.2440541386604309,0.29547441005706787,0.33435896039009094,0.9999998807907104,0.15313391387462616
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.21007636189460754,0.2667563259601593,0.2535899877548218,0.3765919506549835,0.20314010977745056,0.39267000555992126,0.3581579029560089,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.36343514919281006,0.24497857689857483,0.22068053483963013
trial,0.24762430787086487,0.2414487898349762,0.20843634009361267,0.038241542875766754,0.0994320884346962,0.16808448731899261,0.20515479147434235,0.13365834951400757,0.17145924270153046,0.2302740514278412,0.16902455687522888
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.03215087205171585,0.006096371449530125,0.030993780121207237,0.06895173341035843,0.06670809537172318,-0.010966640897095203,0.07095532864332199,-0.023395681753754616
conclusion,0.2562549412250519,0.19978472590446472,0.25632116198539734,0.15115977823734283,0.2293751984834671,0.052890628576278687,0.1502206027507782,0.12748654186725616,0.1565898060798645,0.2891162931919098,0.23632600903511047
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.15951916575431824,0.3335416913032532,0.20633409917354584,0.4077630043029785,0.2862928807735443,0.27121078968048096,0.2942970097064972,0.2714994251728058
january,0.23963238298892975,0.3933098316192627,0.2467057853937149,0.3091413080692291,0.07984941452741623,0.1994677037000656,0.24588775634765625,0.1682562232017517,0.2968602180480957,0.2250707894563675,0.28608936071395874
1,-0.2683585286140442,-0.2275921255350113,-0.1554475575685501,-0.12657766044139862,-0.07641475647687912,-0.1887838989496231,-0.20516018569469452,-0.21221664547920227,-0.14217542111873627,-0.25497809052467346,-0.249979168176651
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.25569602847099304,0.27714940905570984,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.27735915780067444,0.24571475386619568,0.31091248989105225
1968,-0.057309046387672424,0.07066072523593903,0.07431387901306152,-0.005489649251103401,0.05208384618163109,-0.008663465268909931,0.06726996600627899,-0.036682769656181335,0.028179751709103584,0.03539453446865082,-0.08543776720762253
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23265978693962097,0.30295518040657043,0.17301726341247559,0.588965117931366,0.2567209303379059,0.2769482433795929,0.21965299546718597,0.4130953550338745
