,how,significant,was,the,transfer,of,disease,through,fleas,?
account,0.24351319670677185,0.1965297907590866,0.23784546554088593,0.21117976307868958,0.25164151191711426,0.19751501083374023,0.16323842108249664,0.1728058159351349,0.23758557438850403,0.34417325258255005
for,0.3308170735836029,0.2912706434726715,0.3863949179649353,0.4739971458911896,0.2770293653011322,0.4185989499092102,0.21683698892593384,0.3172857463359833,0.21094241738319397,0.264628142118454
a,0.29312583804130554,0.2793380320072174,0.4508470594882965,0.5829201340675354,0.27985772490501404,0.5052502155303955,0.18050196766853333,0.3399752974510193,0.22641675174236298,0.23916715383529663
bubonic,0.1958223283290863,0.27737492322921753,0.2626744210720062,0.3366847634315491,0.2166677564382553,0.30323511362075806,0.541936993598938,0.2477867603302002,0.5721994042396545,0.21706949174404144
plague,0.16610242426395416,0.1762056052684784,0.24312011897563934,0.2537761330604553,0.07708770036697388,0.27455615997314453,0.43937912583351135,0.17900392413139343,0.4240718483924866,0.11872942000627518
pandemic,0.13456983864307404,0.27078697085380554,0.20366553962230682,0.21906514465808868,0.17018596827983856,0.2478453814983368,0.42655420303344727,0.18073245882987976,0.3909144699573517,0.1620408594608307
",",0.22659391164779663,0.27671438455581665,0.45456063747406006,0.4933079481124878,0.22297655045986176,0.4946078956127167,0.29627472162246704,0.3060276508331299,0.28935399651527405,0.31091248989105225
sceptics,0.2664880156517029,0.2741432785987854,0.23815704882144928,0.24267373979091644,0.16334965825080872,0.29372546076774597,0.31445321440696716,0.1841694861650467,0.29728275537490845,0.12303370982408524
of,0.2480744868516922,0.318554162979126,0.4069072902202606,0.733189046382904,0.2704789340496063,1.0,0.22984620928764343,0.3647414743900299,0.19070258736610413,0.1826142966747284
the,0.33890387415885925,0.35524800419807434,0.48711544275283813,1.0,0.2638886570930481,0.733189046382904,0.22720423340797424,0.44071322679519653,0.25670117139816284,0.22068053483963013
bubonic,0.1958223283290863,0.27737492322921753,0.2626744210720062,0.3366847634315491,0.2166677564382553,0.30323511362075806,0.541936993598938,0.2477867603302002,0.5721994042396545,0.21706949174404144
plague,0.16610242426395416,0.1762056052684784,0.24312011897563934,0.2537761330604553,0.07708770036697388,0.27455615997314453,0.43937912583351135,0.17900392413139343,0.4240718483924866,0.11872942000627518
theory,0.31550133228302,0.2626483142375946,0.18278326094150543,0.2277156263589859,0.18550267815589905,0.23506702482700348,0.20631541311740875,0.1415928453207016,0.17509545385837555,0.1387292891740799
point,0.21504828333854675,0.25464627146720886,0.17757032811641693,0.3084787130355835,0.3338107466697693,0.269877165555954,0.1365833729505539,0.26363638043403625,0.09888356178998947,0.19189560413360596
out,0.3963836133480072,0.21076029539108276,0.28168347477912903,0.39404502511024475,0.2080337256193161,0.34176841378211975,0.1655736267566681,0.3849549889564514,0.3247167468070984,0.22020699083805084
that,0.557814359664917,0.3640194833278656,0.33670201897621155,0.5473989248275757,0.3066730201244354,0.41498205065727234,0.2282186597585678,0.3152649402618408,0.31050369143486023,0.32716336846351624
the,0.33890387415885925,0.35524800419807434,0.48711544275283813,1.0,0.2638886570930481,0.733189046382904,0.22720423340797424,0.44071322679519653,0.25670117139816284,0.22068053483963013
symptoms,0.28108468651771545,0.22315458953380585,0.10240093618631363,0.20678415894508362,0.16782115399837494,0.19591152667999268,0.5111517310142517,0.19270940124988556,0.4280417561531067,0.23707963526248932
of,0.2480744868516922,0.318554162979126,0.4069072902202606,0.733189046382904,0.2704789340496063,1.0,0.22984620928764343,0.3647414743900299,0.19070258736610413,0.1826142966747284
the,0.33890387415885925,0.35524800419807434,0.48711544275283813,1.0,0.2638886570930481,0.733189046382904,0.22720423340797424,0.44071322679519653,0.25670117139816284,0.22068053483963013
black,0.2023327350616455,0.12316613644361496,0.1419273465871811,0.28466513752937317,0.10395456105470657,0.23966942727565765,0.1354558765888214,0.15864445269107819,0.2548484802246094,0.15159966051578522
death,0.19782234728336334,0.15254727005958557,0.28516459465026855,0.21438048779964447,0.14881539344787598,0.23778599500656128,0.32730063796043396,0.16969013214111328,0.16260693967342377,0.21149799227714539
are,0.311818927526474,0.26126909255981445,0.3076191842556,0.40399202704429626,0.14872793853282928,0.39081433415412903,0.2016754001379013,0.2637137472629547,0.3741925358772278,0.24591213464736938
not,0.4869767427444458,0.3539898991584778,0.2888734042644501,0.4310511648654938,0.22271384298801422,0.3307090103626251,0.2064151167869568,0.2175942063331604,0.3489948511123657,0.41942933201789856
unique,0.26617127656936646,0.35292813181877136,0.1490018218755722,0.26165643334388733,0.13550885021686554,0.29481077194213867,0.14972929656505585,0.2307177186012268,0.17292335629463196,0.17680858075618744
(,0.1676948219537735,0.16847151517868042,0.2980341613292694,0.33289089798927307,0.20245039463043213,0.35032153129577637,0.18480074405670166,0.19420890510082245,0.21023830771446228,0.40561532974243164
and,0.33647966384887695,0.31841233372688293,0.3740963041782379,0.5171257257461548,0.19501058757305145,0.5116966962814331,0.19961869716644287,0.3666759729385376,0.3353881537914276,0.20544172823429108
arguably,0.26699596643447876,0.2590320110321045,0.3407590091228485,0.3503933250904083,0.07704780995845795,0.28196096420288086,0.07711704075336456,0.14490734040737152,0.1011437475681305,0.213229700922966
in,0.2601168751716614,0.3551969528198242,0.45514053106307983,0.6662389636039734,0.23500178754329681,0.5696388483047485,0.2769028842449188,0.38533157110214233,0.22842636704444885,0.20430970191955566
some,0.4180530905723572,0.3569295406341553,0.21528802812099457,0.4566698372364044,0.20300152897834778,0.4300730526447296,0.18568909168243408,0.2702731192111969,0.3920709192752838,0.2562315762042999
accounts,0.24195288121700287,0.24248972535133362,0.22098946571350098,0.20863397419452667,0.21547386050224304,0.2083580046892166,0.15611907839775085,0.17172591388225555,0.21594251692295074,0.32252734899520874
may,0.22490409016609192,0.2325340062379837,0.3388521671295166,0.2694292366504669,0.2547139525413513,0.26447007060050964,0.25845733284950256,0.09924745559692383,0.267537385225296,0.2768254578113556
differ,0.3088997006416321,0.29296809434890747,0.09885670244693756,0.274601012468338,0.2725997567176819,0.3024460971355438,0.1247958168387413,0.1643349677324295,0.22734792530536652,0.18697237968444824
from,0.22939439117908478,0.1506049782037735,0.31171464920043945,0.40150508284568787,0.28388476371765137,0.4249346852302551,0.28593382239341736,0.4291878044605255,0.2332247942686081,0.19969791173934937
bubonic,0.1958223283290863,0.27737492322921753,0.2626744210720062,0.3366847634315491,0.2166677564382553,0.30323511362075806,0.541936993598938,0.2477867603302002,0.5721994042396545,0.21706949174404144
plague,0.16610242426395416,0.1762056052684784,0.24312011897563934,0.2537761330604553,0.07708770036697388,0.27455615997314453,0.43937912583351135,0.17900392413139343,0.4240718483924866,0.11872942000627518
),0.17939934134483337,0.17542380094528198,0.3267642855644226,0.3456730246543884,0.2178288996219635,0.3680361211299896,0.17245085537433624,0.21381281316280365,0.18894129991531372,0.42300865054130554
;,0.07230665534734726,0.005297780968248844,0.0754367932677269,0.09152708947658539,-0.006009567994624376,0.054534342139959335,0.047928713262081146,0.12812209129333496,0.0265576783567667,0.10349778085947037
that,0.557814359664917,0.3640194833278656,0.33670201897621155,0.5473989248275757,0.3066730201244354,0.41498205065727234,0.2282186597585678,0.3152649402618408,0.31050369143486023,0.32716336846351624
transference,0.3047462999820709,0.2754646837711334,0.24012957513332367,0.32948824763298035,0.8087687492370605,0.31375789642333984,0.1831384003162384,0.28479892015457153,0.14389503002166748,0.20529364049434662
via,0.13460594415664673,0.15417802333831787,0.1762484461069107,0.23979412019252777,0.3426664471626282,0.1293322592973709,0.10633610188961029,0.397591233253479,0.20729775726795197,0.19443516433238983
fleas,0.29172441363334656,0.1172587051987648,0.13780154287815094,0.25670117139816284,0.20280972123146057,0.19070258736610413,0.3826700448989868,0.25731348991394043,1.0,0.25398749113082886
in,0.2601168751716614,0.3551969528198242,0.45514053106307983,0.6662389636039734,0.23500178754329681,0.5696388483047485,0.2769028842449188,0.38533157110214233,0.22842636704444885,0.20430970191955566
goods,0.19852687418460846,0.19459132850170135,0.20004962384700775,0.2343561202287674,0.2728832960128784,0.18927626311779022,0.15656282007694244,0.2575944662094116,0.33596375584602356,0.12034571915864944
was,0.16678167879581451,0.187061607837677,1.0000001192092896,0.48711544275283813,0.12057474255561829,0.4069072902202606,0.1844245046377182,0.21752823889255524,0.13780154287815094,0.18412111699581146
likely,0.3949867784976959,0.3163359463214874,0.20650577545166016,0.28129076957702637,0.1518005132675171,0.2704482078552246,0.24976584315299988,0.16382746398448944,0.33503735065460205,0.35971182584762573
to,0.44169697165489197,0.27648770809173584,0.3636345863342285,0.535392165184021,0.29975026845932007,0.41548454761505127,0.261801153421402,0.4062686562538147,0.344497412443161,0.29463258385658264
be,0.4158933162689209,0.2664892077445984,0.42228707671165466,0.4248143136501312,0.28782784938812256,0.33904364705085754,0.19325241446495056,0.290402352809906,0.28715088963508606,0.3324260413646698
of,0.2480744868516922,0.318554162979126,0.4069072902202606,0.733189046382904,0.2704789340496063,1.0,0.22984620928764343,0.3647414743900299,0.19070258736610413,0.1826142966747284
marginal,0.1918887495994568,0.29812902212142944,0.1402420848608017,0.30781733989715576,0.1930362433195114,0.2691383361816406,0.09958796948194504,0.1421809196472168,0.1271977722644806,0.18376903235912323
significance,0.28086644411087036,0.7805047035217285,0.2098153829574585,0.30353599786758423,0.21706871688365936,0.2854430079460144,0.1703500598669052,0.1908564269542694,0.1157161071896553,0.22172628343105316
;,0.07230665534734726,0.005297780968248844,0.0754367932677269,0.09152708947658539,-0.006009567994624376,0.054534342139959335,0.047928713262081146,0.12812209129333496,0.0265576783567667,0.10349778085947037
and,0.33647966384887695,0.31841233372688293,0.3740963041782379,0.5171257257461548,0.19501058757305145,0.5116966962814331,0.19961869716644287,0.3666759729385376,0.3353881537914276,0.20544172823429108
that,0.557814359664917,0.3640194833278656,0.33670201897621155,0.5473989248275757,0.3066730201244354,0.41498205065727234,0.2282186597585678,0.3152649402618408,0.31050369143486023,0.32716336846351624
the,0.33890387415885925,0.35524800419807434,0.48711544275283813,1.0,0.2638886570930481,0.733189046382904,0.22720423340797424,0.44071322679519653,0.25670117139816284,0.22068053483963013
dna,0.20989857614040375,0.22312748432159424,0.15064743161201477,0.19235704839229584,0.27504703402519226,0.21253140270709991,0.23739953339099884,0.1492997258901596,0.24995526671409607,0.1548636108636856
results,0.2975708544254303,0.2471628040075302,0.1437312215566635,0.2863679826259613,0.27114641666412354,0.19509612023830414,0.1915540099143982,0.2220853716135025,0.17173583805561066,0.21797199547290802
may,0.22490409016609192,0.2325340062379837,0.3388521671295166,0.2694292366504669,0.2547139525413513,0.26447007060050964,0.25845733284950256,0.09924745559692383,0.267537385225296,0.2768254578113556
be,0.4158933162689209,0.2664892077445984,0.42228707671165466,0.4248143136501312,0.28782784938812256,0.33904364705085754,0.19325241446495056,0.290402352809906,0.28715088963508606,0.3324260413646698
flawed,0.3373715281486511,0.3551649749279022,0.24287112057209015,0.22640182077884674,0.18280519545078278,0.22771145403385162,0.18464675545692444,0.17520208656787872,0.26618003845214844,0.3978869915008545
and,0.33647966384887695,0.31841233372688293,0.3740963041782379,0.5171257257461548,0.19501058757305145,0.5116966962814331,0.19961869716644287,0.3666759729385376,0.3353881537914276,0.20544172823429108
might,0.45817819237709045,0.2866040766239166,0.25552675127983093,0.32504433393478394,0.2380780726671219,0.2900311052799225,0.21169717609882355,0.14147767424583435,0.3446674942970276,0.41058459877967834
not,0.4869767427444458,0.3539898991584778,0.2888734042644501,0.4310511648654938,0.22271384298801422,0.3307090103626251,0.2064151167869568,0.2175942063331604,0.3489948511123657,0.41942933201789856
have,0.4370637536048889,0.37663447856903076,0.2863433063030243,0.40389683842658997,0.2589142918586731,0.3802283704280853,0.19266600906848907,0.2991202771663666,0.3404206931591034,0.32991164922714233
been,0.26456597447395325,0.3032841980457306,0.518218457698822,0.3563927710056305,0.16725127398967743,0.31685134768486023,0.1958676129579544,0.25531598925590515,0.2247629463672638,0.24354910850524902
repeated,0.2564188838005066,0.2677460014820099,0.13561636209487915,0.2838912308216095,0.22454918920993805,0.22367806732654572,0.12201884388923645,0.2118677794933319,0.1302807778120041,0.17785342037677765
elsewhere,0.27126026153564453,0.3308553397655487,0.2300332635641098,0.33725225925445557,0.20728938281536102,0.2288905382156372,0.21791885793209076,0.24997049570083618,0.21186213195323944,0.33915433287620544
",",0.22659391164779663,0.27671438455581665,0.45456063747406006,0.4933079481124878,0.22297655045986176,0.4946078956127167,0.29627472162246704,0.3060276508331299,0.28935399651527405,0.31091248989105225
despite,0.180110901594162,0.28986677527427673,0.3650621473789215,0.3172689974308014,0.11159826070070267,0.33505672216415405,0.15620869398117065,0.24768684804439545,0.15970395505428314,0.14350546896457672
extensive,0.2145005315542221,0.4228785037994385,0.20100216567516327,0.2952674925327301,0.28168225288391113,0.2948661148548126,0.16851893067359924,0.28520047664642334,0.18187470734119415,0.16032595932483673
samples,0.29787811636924744,0.17694006860256195,0.11367880553007126,0.2069351226091385,0.20558825135231018,0.19450756907463074,0.14554645121097565,0.20140483975410461,0.20727482438087463,0.1777840405702591
from,0.22939439117908478,0.1506049782037735,0.31171464920043945,0.40150508284568787,0.28388476371765137,0.4249346852302551,0.28593382239341736,0.4291878044605255,0.2332247942686081,0.19969791173934937
other,0.3591516315937042,0.3648657202720642,0.14651623368263245,0.44152235984802246,0.2702237367630005,0.38583824038505554,0.25277337431907654,0.261025607585907,0.3632107675075531,0.24682199954986572
mass,0.28030452132225037,0.22368581593036652,0.16957920789718628,0.2284930944442749,0.21647042036056519,0.26915112137794495,0.13827230036258698,0.17337507009506226,0.09483443945646286,0.2076406031847
graves,0.21692052483558655,0.15951155126094818,0.27220067381858826,0.2546413242816925,0.036952972412109375,0.26505351066589355,0.2527283728122711,0.14686702191829681,0.16380251944065094,0.1868567168712616
.,0.3287222981452942,0.28046533465385437,0.40146201848983765,0.5934505462646484,0.24150826036930084,0.5352458953857422,0.25074082612991333,0.3174465596675873,0.23982760310173035,0.4130953550338745
