,the,costiff,collection,comprised,costumes,designed,by,which,british,fashion,icon,?
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
hubert,0.18278877437114716,0.12760648131370544,0.12322893738746643,0.075170136988163,0.10599974542856216,0.13473112881183624,0.21977543830871582,0.08649135380983353,0.21970804035663605,0.08486583083868027,0.08966090530157089,0.17222024500370026
de,0.23491892218589783,0.22338059544563293,0.16278176009655,0.07265718281269073,0.22570732235908508,0.158691868185997,0.1910746693611145,0.13585758209228516,0.13339702785015106,0.17765697836875916,0.1255616545677185,0.11064168810844421
givenchy,0.3007660508155823,0.25645798444747925,0.19050727784633636,0.15351688861846924,0.38961559534072876,0.2443564385175705,0.21855831146240234,0.19175399839878082,0.252377450466156,0.34894537925720215,0.181523397564888,0.1330167055130005
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
christian,0.19930796325206757,0.1707642376422882,0.11617919057607651,0.17049111425876617,0.1294795423746109,0.10350413620471954,0.1705523282289505,0.13629037141799927,0.15258055925369263,0.1921135038137436,0.16562308371067047,0.1508396863937378
dior,0.26028093695640564,0.27882665395736694,0.2151361107826233,0.06418833881616592,0.3204411566257477,0.2715761661529541,0.18823984265327454,0.18842661380767822,0.1436680406332016,0.3781513571739197,0.18246221542358398,0.08725079149007797
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
cristóbal,0.3214106857776642,0.338044136762619,0.0904025211930275,0.1687656044960022,0.25935032963752747,0.17674894630908966,0.2393980324268341,0.26177704334259033,0.13247989118099213,0.14531902968883514,0.17214925587177277,0.16223378479480743
balenciaga,0.20810507237911224,0.29871127009391785,0.15114586055278778,0.1597966104745865,0.3035849630832672,0.2477141171693802,0.1809036135673523,0.19143204391002655,0.20501190423965454,0.2631441056728363,0.13434208929538727,0.1074528619647026
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
yves,0.15989995002746582,0.2057792693376541,0.17959226667881012,0.11732035130262375,0.28872111439704895,0.24656091630458832,0.2137753665447235,0.03525713086128235,0.2742793560028076,0.3326314389705658,0.13185514509677887,0.12741664052009583
saint,0.24700650572776794,0.19646812975406647,0.17587628960609436,0.08511928468942642,0.20383571088314056,0.18520183861255646,0.18793874979019165,0.22118224203586578,0.18706117570400238,0.12165413051843643,0.16437527537345886,0.15690264105796814
laurent,0.2380010187625885,0.14243213832378387,0.10192915797233582,0.07368136197328568,0.18463091552257538,0.1248733326792717,0.20410791039466858,0.16105090081691742,0.2117731124162674,0.2857059836387634,0.1321416050195694,0.10992424935102463
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
guy,0.16218504309654236,0.17980961501598358,0.13957805931568146,0.036281462758779526,0.15339906513690948,0.11132141947746277,0.12230134755373001,0.15988950431346893,0.19857662916183472,0.12223231047391891,0.11106683313846588,0.2167169600725174
laroche,0.27701708674430847,0.2322835773229599,0.13242292404174805,0.080450139939785,0.1650596410036087,0.17748114466667175,0.20300740003585815,0.1890382617712021,0.1429547518491745,0.2215038239955902,0.056307002902030945,0.15609312057495117
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
irene,0.1601826250553131,0.2396169900894165,0.060878969728946686,0.06451940536499023,0.22778211534023285,0.10517580807209015,0.12149805575609207,0.18531371653079987,0.18898779153823853,0.20787173509597778,0.06694180518388748,0.19661279022693634
galitzine,0.421978622674942,0.2539750039577484,0.2723183035850525,0.22548626363277435,0.24117684364318848,0.2012510448694229,0.32535040378570557,0.3416707217693329,0.2767997682094574,0.3046334981918335,0.27823135256767273,0.32936277985572815
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
mila,0.11614148318767548,0.18880519270896912,0.16571083664894104,0.09331881999969482,0.2515157461166382,0.05837169289588928,0.14469118416309357,0.1358654648065567,0.0998682826757431,0.1625649631023407,0.13421863317489624,0.15209512412548065
schön,0.23625464737415314,0.192308247089386,0.10253056138753891,0.07365020364522934,0.23114587366580963,0.100653737783432,0.14893880486488342,0.1685292273759842,0.10708233714103699,0.2634034752845764,0.12556931376457214,0.23129360377788544
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
valentino,0.14605547487735748,0.22401683032512665,0.13093820214271545,0.13022717833518982,0.2587723433971405,0.05562277510762215,0.18757526576519012,0.10576146095991135,0.09877844899892807,0.21746890246868134,0.19909194111824036,0.15611222386360168
garavani,0.17501825094223022,0.24716444313526154,0.13698874413967133,0.19865085184574127,0.2873494029045105,0.21531245112419128,0.1460932493209839,0.20143000781536102,0.2389974445104599,0.31740960478782654,0.17171940207481384,0.16335007548332214
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
norman,0.23459704220294952,0.2576972246170044,0.12885071337223053,0.055969178676605225,0.15585148334503174,0.20910082757472992,0.20111693441867828,0.1315736174583435,0.29609328508377075,0.10607601702213287,0.05537905916571617,0.12243545055389404
norell,0.22509799897670746,0.19758594036102295,0.21553157269954681,0.07574573159217834,0.15801917016506195,0.19852466881275177,0.2306639850139618,0.20050595700740814,0.14528077840805054,0.11360781639814377,0.06693727523088455,0.1847037822008133
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
norman,0.23459704220294952,0.2576972246170044,0.12885071337223053,0.055969178676605225,0.15585148334503174,0.20910082757472992,0.20111693441867828,0.1315736174583435,0.29609328508377075,0.10607601702213287,0.05537905916571617,0.12243545055389404
hartnell,0.24653013050556183,0.20277749001979828,0.18889319896697998,0.11131671816110611,0.14631691575050354,0.17717042565345764,0.2796143591403961,0.17562130093574524,0.26161059737205505,0.18122947216033936,0.18137933313846588,0.21577993035316467
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
zandra,0.12933555245399475,0.10140389949083328,0.1281106024980545,0.16889987885951996,0.109881192445755,0.08847709745168686,0.10494796931743622,0.1215217188000679,0.19740045070648193,0.15923862159252167,0.1416381299495697,0.1809653788805008
rhodes,0.20141130685806274,0.19881519675254822,0.10530360043048859,0.10007418692111969,0.1887608915567398,0.1359443962574005,0.08035635203123093,0.14687658846378326,0.202662393450737,0.13214151561260223,0.14230388402938843,0.06902380287647247
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
hardy,0.23328407108783722,0.22916756570339203,0.19773289561271667,0.09190542250871658,0.1427655816078186,0.09744162112474442,0.22205476462841034,0.2108459174633026,0.18851938843727112,0.23650318384170532,0.08685571700334549,0.14553304016590118
amies,0.3497678339481354,0.2406396120786667,0.2270747870206833,0.24092280864715576,0.27306586503982544,0.22463302314281464,0.255957692861557,0.2902276813983917,0.23963011801242828,0.2547731399536133,0.13955651223659515,0.23064997792243958
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
mary,0.18200480937957764,0.2378188967704773,0.21464169025421143,0.13205097615718842,0.18888145685195923,0.13010668754577637,0.1755741387605667,0.17157620191574097,0.23664599657058716,0.1723158061504364,0.17776767909526825,0.17181165516376495
quant,0.21204209327697754,0.22312456369400024,0.2732016146183014,0.17806726694107056,0.2995336353778839,0.19795577228069305,0.19497855007648468,0.22477413713932037,0.2746277451515198,0.3024738132953644,0.15975773334503174,0.16755306720733643
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
christian,0.19930796325206757,0.1707642376422882,0.11617919057607651,0.17049111425876617,0.1294795423746109,0.10350413620471954,0.1705523282289505,0.13629037141799927,0.15258055925369263,0.1921135038137436,0.16562308371067047,0.1508396863937378
lacroix,0.19368502497673035,0.24712014198303223,0.21849903464317322,0.09944935888051987,0.3019425868988037,0.2232944518327713,0.18274609744548798,0.16627560555934906,0.21810519695281982,0.2801397144794464,0.14449498057365417,0.1250009387731552
",",0.4933079481124878,0.21184629201889038,0.2277175933122635,0.258333295583725,0.23070135712623596,0.201692596077919,0.3680937886238098,0.3658004403114319,0.25734075903892517,0.3008597195148468,0.21258804202079773,0.31091248989105225
jean,0.2186683863401413,0.14906974136829376,0.24194449186325073,0.011815414763987064,0.20313361287117004,0.14408767223358154,0.24977658689022064,0.11219283938407898,0.18448498845100403,0.17849871516227722,0.1372617781162262,0.1531364470720291
muir,0.2757866382598877,0.18091042339801788,0.11178410798311234,0.10416529327630997,0.06415972113609314,0.11502180248498917,0.19892048835754395,0.1966625154018402,0.27695712447166443,0.15433715283870697,0.14414985477924347,0.1906033754348755
and,0.5171257257461548,0.30394652485847473,0.2379438579082489,0.2672840654850006,0.2600506842136383,0.2359010875225067,0.4289871156215668,0.506277859210968,0.325880765914917,0.3192075490951538,0.1945427805185318,0.20544172823429108
pierre,0.19442830979824066,0.12702415883541107,0.17407400906085968,-0.016909243538975716,0.15319009125232697,0.15357281267642975,0.18505513668060303,0.12173007428646088,0.2247529923915863,0.12477926909923553,0.0819467231631279,0.16526779532432556
cardin,0.20127372443675995,0.30746424198150635,0.22701586782932281,0.030864106491208076,0.21958279609680176,0.2037108689546585,0.16648255288600922,0.11714911460876465,0.1866007000207901,0.22250023484230042,0.17623038589954376,0.1482185274362564
.,0.5934505462646484,0.28037673234939575,0.2516246736049652,0.18239986896514893,0.20573796331882477,0.24422594904899597,0.3936232924461365,0.45942068099975586,0.23159366846084595,0.20290514826774597,0.2001720666885376,0.4130953550338745
