,what,did,virgin,media,concentrate,on,instead,of,offering,linear,channels,?
concentrating,0.27277904748916626,0.18564537167549133,0.11200103163719177,0.1749354749917984,0.871847927570343,0.25119996070861816,0.31332722306251526,0.278516560792923,0.24450737237930298,0.24433812499046326,0.24658013880252838,0.14677777886390686
on,0.34226128458976746,0.2670976221561432,0.18324129283428192,0.19591841101646423,0.26941370964050293,0.9999999403953552,0.3444349467754364,0.3966929316520691,0.228683203458786,0.17940591275691986,0.3108726739883423,0.2714994251728058
its,0.30393704771995544,0.19922670722007751,0.11653686314821243,0.12195395678281784,0.26105159521102905,0.34331920742988586,0.2632089853286743,0.48690423369407654,0.19347772002220154,0.1788429170846939,0.2970668077468872,0.15103481709957123
video,0.1880173683166504,0.16985929012298584,0.18069025874137878,0.33708396553993225,0.12086795270442963,0.2563185691833496,0.1983228474855423,0.20452004671096802,0.16335397958755493,0.19443458318710327,0.24954853951931,0.22771678864955902
on,0.34226128458976746,0.2670976221561432,0.18324129283428192,0.19591841101646423,0.26941370964050293,0.9999999403953552,0.3444349467754364,0.3966929316520691,0.228683203458786,0.17940591275691986,0.3108726739883423,0.2714994251728058
demand,0.2007312774658203,0.26737719774246216,0.08285987377166748,0.2287740409374237,0.26981121301651,0.2564358413219452,0.2562370300292969,0.2345065176486969,0.3973463177680969,0.24757905304431915,0.270384281873703,0.13359291851520538
service,0.16857224702835083,0.14130860567092896,0.20203861594200134,0.1837986707687378,0.09131327271461487,0.21384719014167786,0.15245980024337769,0.18425606191158295,0.2881702780723572,0.12723413109779358,0.27798375487327576,0.1676298975944519
to,0.455847829580307,0.4452643394470215,0.17379043996334076,0.21723589301109314,0.3929895758628845,0.41031414270401,0.457004189491272,0.41548454761505127,0.3353215456008911,0.2262469083070755,0.21767447888851166,0.29463258385658264
carry,0.22239743173122406,0.17168502509593964,0.1748260259628296,0.13948692381381989,0.2292490154504776,0.22389066219329834,0.2757696509361267,0.23692575097084045,0.21428853273391724,0.20038102567195892,0.2736532986164093,0.17171701788902283
a,0.3320399522781372,0.2552328109741211,0.16995084285736084,0.21000106632709503,0.2562330961227417,0.3848365545272827,0.3737732470035553,0.5052502155303955,0.25045904517173767,0.23775021731853485,0.18764011561870575,0.23916715383529663
modest,0.2319330871105194,0.2466036081314087,0.1279902309179306,0.1553124189376831,0.23776227235794067,0.20274683833122253,0.18214669823646545,0.303934782743454,0.2757914960384369,0.14027529954910278,0.07595491409301758,0.13884171843528748
selection,0.23410139977931976,0.1794276386499405,0.13813596963882446,0.14514712989330292,0.22924907505512238,0.213063582777977,0.18152357637882233,0.253727525472641,0.24621374905109406,0.23989522457122803,0.20196309685707092,0.24161170423030853
of,0.33290785551071167,0.2513895630836487,0.1805724799633026,0.19700391590595245,0.2599338889122009,0.3966929316520691,0.31208282709121704,1.0,0.21607820689678192,0.23112532496452332,0.17560617625713348,0.1826142966747284
hd,0.15220552682876587,0.09886310994625092,0.14707119762897491,0.2660827338695526,0.1257634311914444,0.24424810707569122,0.18482334911823273,0.1299077272415161,0.17290937900543213,0.14591935276985168,0.3962539732456207,0.1705414354801178
content,0.3614070415496826,0.1962999552488327,0.18131190538406372,0.31621646881103516,0.3363468647003174,0.20971469581127167,0.3086240589618683,0.18281257152557373,0.20302729308605194,0.24170628190040588,0.3626914322376251,0.37093979120254517
.,0.3567904531955719,0.35288307070732117,0.22052781283855438,0.2313707321882248,0.2625633776187897,0.49257001280784607,0.3707379400730133,0.5352458953857422,0.2025103121995926,0.1877516806125641,0.24374878406524658,0.4130953550338745
,what,did,virgin,media,concentrate,on,instead,of,offering,linear,channels,?
virgin,0.1343110352754593,0.14743593335151672,1.0000001192092896,0.2961137890815735,0.1399669647216797,0.18324129283428192,0.21866782009601593,0.1805724799633026,0.23921068012714386,0.0905710831284523,0.18653205037117004,0.11987020075321198
media,0.18292108178138733,0.1758316457271576,0.2961137890815735,0.9999999403953552,0.19673283398151398,0.19591841101646423,0.200158029794693,0.19700391590595245,0.20233653485774994,0.22149834036827087,0.27351927757263184,0.1571006178855896
(,0.2411840260028839,0.18979617953300476,0.1730913519859314,0.1559925377368927,0.16743241250514984,0.28656116127967834,0.23057691752910614,0.35032153129577637,0.1307392716407776,0.19256772100925446,0.19554564356803894,0.40561532974243164
re-branded,0.18635530769824982,0.2634012997150421,0.3506413698196411,0.23846013844013214,0.22094443440437317,0.2890627384185791,0.2599957585334778,0.22680720686912537,0.31044769287109375,0.13444849848747253,0.30055317282676697,0.16268296539783478
in,0.30808621644973755,0.2593238651752472,0.1495865285396576,0.19773486256599426,0.29224032163619995,0.46853652596473694,0.28091272711753845,0.5696388483047485,0.2069210261106491,0.18096387386322021,0.19040870666503906,0.20430970191955566
2007,-0.15549811720848083,-0.2447822093963623,-0.17015020549297333,-0.093873031437397,-0.11768179386854172,-0.16471703350543976,-0.08683424443006516,-0.21244128048419952,-0.16334888339042664,0.05433652177453041,-0.04585105925798416,-0.1664225310087204
from,0.2737620174884796,0.20248863101005554,0.07930377870798111,0.14971545338630676,0.20812542736530304,0.36926645040512085,0.26843535900115967,0.4249346852302551,0.2288270741701126,0.12166497856378555,0.14713366329669952,0.19969791173934937
ntl,0.28533488512039185,0.16293004155158997,0.2922471761703491,0.2897900640964508,0.09957089275121689,0.22365735471248627,0.20228001475334167,0.16498321294784546,0.22849991917610168,0.18567977845668793,0.25564512610435486,0.31824302673339844
:,-0.12022944539785385,-0.05305134505033493,-0.037506211549043655,-0.07696603238582611,-0.008513638749718666,-0.06502202153205872,-0.08750537037849426,-0.08807745575904846,-0.05908900126814842,-0.04781636595726013,-0.12109865993261337,-0.07156077772378922
telewest,0.32456687092781067,0.21512873470783234,0.22467486560344696,0.23431502282619476,0.20876270532608032,0.2949114739894867,0.2703242301940918,0.2979607582092285,0.28533536195755005,0.1905830204486847,0.39914146065711975,0.24607007205486298
),0.26259949803352356,0.18584993481636047,0.19151578843593597,0.1801380068063736,0.16280633211135864,0.29937487840652466,0.23162288963794708,0.3680361211299896,0.1629997342824936,0.2063644528388977,0.209791898727417,0.42300865054130554
started,0.21609699726104736,0.3904789686203003,0.15664902329444885,0.12592148780822754,0.2610194683074951,0.35066497325897217,0.30055344104766846,0.22928385436534882,0.15890729427337646,0.0958826094865799,0.12339184433221817,0.19447724521160126
to,0.455847829580307,0.4452643394470215,0.17379043996334076,0.21723589301109314,0.3929895758628845,0.41031414270401,0.457004189491272,0.41548454761505127,0.3353215456008911,0.2262469083070755,0.21767447888851166,0.29463258385658264
offer,0.20134106278419495,0.30979153513908386,0.20510007441043854,0.21645712852478027,0.2845765948295593,0.23681293427944183,0.2806014120578766,0.19393298029899597,0.7218965291976929,0.16733497381210327,0.21325832605361938,0.1774262934923172
a,0.3320399522781372,0.2552328109741211,0.16995084285736084,0.21000106632709503,0.2562330961227417,0.3848365545272827,0.3737732470035553,0.5052502155303955,0.25045904517173767,0.23775021731853485,0.18764011561870575,0.23916715383529663
high-definition,0.33226120471954346,0.20854134857654572,0.15036837756633759,0.21209220588207245,0.26024481654167175,0.2701992988586426,0.25722265243530273,0.30514654517173767,0.18281880021095276,0.3314264714717865,0.28779006004333496,0.31584662199020386
television,0.19838058948516846,0.17055591940879822,0.21460454165935516,0.3357820212841034,0.11140692234039307,0.2825660705566406,0.19763827323913574,0.21995750069618225,0.12462226301431656,0.11463001370429993,0.44117656350135803,0.16825827956199646
(,0.2411840260028839,0.18979617953300476,0.1730913519859314,0.1559925377368927,0.16743241250514984,0.28656116127967834,0.23057691752910614,0.35032153129577637,0.1307392716407776,0.19256772100925446,0.19554564356803894,0.40561532974243164
hdtv,0.2939088046550751,0.1794300675392151,0.20036965608596802,0.36345019936561584,0.2046050727367401,0.23378974199295044,0.22814854979515076,0.2088107466697693,0.1927059292793274,0.2879880666732788,0.44922444224357605,0.31056898832321167
),0.26259949803352356,0.18584993481636047,0.19151578843593597,0.1801380068063736,0.16280633211135864,0.29937487840652466,0.23162288963794708,0.3680361211299896,0.1629997342824936,0.2063644528388977,0.209791898727417,0.42300865054130554
capable,0.24030843377113342,0.1266767978668213,0.1504978984594345,0.10103077441453934,0.3178248107433319,0.17904417216777802,0.29774942994117737,0.21464630961418152,0.21668361127376556,0.24879592657089233,0.19403798878192902,0.18388573825359344
set,0.28954121470451355,0.19107604026794434,0.11193981766700745,0.06924868375062943,0.17640265822410583,0.23748746514320374,0.24278852343559265,0.20671486854553223,0.2290547490119934,0.2674952745437622,0.13789823651313782,0.1698019951581955
top,0.21232028305530548,0.17264406383037567,0.13322655856609344,0.15583841502666473,0.16919808089733124,0.30151405930519104,0.2473147213459015,0.20362378656864166,0.1767137497663498,0.1867632120847702,0.20495262742042542,0.17265194654464722
box,0.20509275794029236,0.25655797123908997,0.09455665946006775,0.1757269948720932,0.19548837840557098,0.19157931208610535,0.2896433174610138,0.10286273062229156,0.2287069410085678,0.20652267336845398,0.2039882093667984,0.21736569702625275
",",0.3087472915649414,0.3015086054801941,0.1973685473203659,0.23135341703891754,0.30280089378356934,0.49057599902153015,0.32166025042533875,0.4946078956127167,0.2681748569011688,0.17978614568710327,0.2199012041091919,0.31091248989105225
although,0.24844598770141602,0.29252153635025024,0.17437569797039032,0.16582098603248596,0.27786755561828613,0.3547761142253876,0.26136237382888794,0.3024747669696808,0.23621919751167297,0.12235017120838165,0.1473924219608307,0.15541206300258636
from,0.2737620174884796,0.20248863101005554,0.07930377870798111,0.14971545338630676,0.20812542736530304,0.36926645040512085,0.26843535900115967,0.4249346852302551,0.2288270741701126,0.12166497856378555,0.14713366329669952,0.19969791173934937
30,-0.04443084076046944,-0.015366257168352604,0.0566905215382576,-0.047275420278310776,0.03525464981794357,0.0936402678489685,-0.017950261011719704,0.003304550424218178,-0.052012957632541656,0.034615036100149155,0.03670003265142441,-0.08261742442846298
november,0.23963461816310883,0.27178457379341125,0.17321233451366425,0.18704546988010406,0.10617238283157349,0.3681331276893616,0.15415266156196594,0.19941139221191406,0.16936138272285461,0.05976192653179169,0.10523106902837753,0.3159552216529846
2006,-0.0008085015579126775,-0.07636451721191406,-0.0888431966304779,-0.009515904821455479,-0.002496968489140272,-0.04389945790171623,0.02479625679552555,0.10009169578552246,-0.001933316932991147,0.08678524941205978,0.08503302931785583,-0.1194092258810997
until,0.2693650424480438,0.33905428647994995,0.11668652296066284,0.12946845591068268,0.2544155418872833,0.3038109838962555,0.2567857801914215,0.2787701487541199,0.060008395463228226,0.08395885676145554,0.15542083978652954,0.20304496586322784
30,-0.04443084076046944,-0.015366257168352604,0.0566905215382576,-0.047275420278310776,0.03525464981794357,0.0936402678489685,-0.017950261011719704,0.003304550424218178,-0.052012957632541656,0.034615036100149155,0.03670003265142441,-0.08261742442846298
july,0.22688010334968567,0.25485745072364807,0.13129322230815887,0.12685146927833557,0.1271207481622696,0.36770564317703247,0.12220839411020279,0.19723743200302124,0.15472470223903656,0.08171197026968002,0.1191292405128479,0.2897891402244568
2009,-0.2519478499889374,-0.20252078771591187,-0.08350510895252228,-0.12236053496599197,-0.26816409826278687,-0.13349726796150208,-0.210454523563385,-0.2637706398963928,-0.17458435893058777,-0.28523197770118713,-0.1442156583070755,-0.2287932187318802
it,0.45803478360176086,0.2993364930152893,0.16555088758468628,0.19141267240047455,0.2983468472957611,0.4529881477355957,0.30331769585609436,0.38761502504348755,0.23677299916744232,0.1636553257703781,0.2610270380973816,0.25732165575027466
only,0.41415658593177795,0.4039593040943146,0.2317286878824234,0.22255387902259827,0.29859089851379395,0.38586410880088806,0.4589114189147949,0.49632513523101807,0.26810693740844727,0.24425062537193298,0.20269207656383514,0.2767370045185089
carried,0.17649970948696136,0.17487744987010956,0.20998091995716095,0.11823175847530365,0.2217954695224762,0.26714009046554565,0.16690194606781006,0.3256259560585022,0.1746586263179779,0.19221985340118408,0.2135072648525238,0.1305524855852127
one,0.376489520072937,0.27659472823143005,0.2302490919828415,0.1566828191280365,0.2595055103302002,0.3601475656032562,0.3538399934768677,0.4999135136604309,0.312118262052536,0.25397738814353943,0.2208808958530426,0.2673267424106598
linear,0.2132105678319931,0.12943218648433685,0.0905710831284523,0.22149834036827087,0.19487977027893066,0.17940591275691986,0.23092660307884216,0.23112532496452332,0.17985816299915314,1.0000001192092896,0.20421037077903748,0.16595983505249023
hd,0.15220552682876587,0.09886310994625092,0.14707119762897491,0.2660827338695526,0.1257634311914444,0.24424810707569122,0.18482334911823273,0.1299077272415161,0.17290937900543213,0.14591935276985168,0.3962539732456207,0.1705414354801178
channel,0.20295917987823486,0.09007708728313446,0.19586266577243805,0.2604137361049652,0.1757477968931198,0.2989991009235382,0.15851451456546783,0.1671900898218155,0.11444398760795593,0.11802539229393005,0.8352546095848083,0.20176179707050323
",",0.3087472915649414,0.3015086054801941,0.1973685473203659,0.23135341703891754,0.30280089378356934,0.49057599902153015,0.32166025042533875,0.4946078956127167,0.2681748569011688,0.17978614568710327,0.2199012041091919,0.31091248989105225
bbc,0.20634698867797852,0.1677953153848648,0.18121619522571564,0.2698371410369873,0.08973067998886108,0.2646632492542267,0.2047068029642105,0.1797877550125122,0.1998220980167389,0.07688378542661667,0.365043967962265,0.20556949079036713
hd,0.15220552682876587,0.09886310994625092,0.14707119762897491,0.2660827338695526,0.1257634311914444,0.24424810707569122,0.18482334911823273,0.1299077272415161,0.17290937900543213,0.14591935276985168,0.3962539732456207,0.1705414354801178
",",0.3087472915649414,0.3015086054801941,0.1973685473203659,0.23135341703891754,0.30280089378356934,0.49057599902153015,0.32166025042533875,0.4946078956127167,0.2681748569011688,0.17978614568710327,0.2199012041091919,0.31091248989105225
after,0.21973377466201782,0.30330467224121094,0.15374170243740082,0.09791065752506256,0.19666242599487305,0.39330315589904785,0.35591042041778564,0.3867455720901489,0.2206079363822937,0.04238223657011986,0.14891968667507172,0.16608688235282898
the,0.42745697498321533,0.34736719727516174,0.21732187271118164,0.19221965968608856,0.25759652256965637,0.5107308030128479,0.3940567970275879,0.733189046382904,0.2296384871006012,0.2117266058921814,0.27277594804763794,0.22068053483963013
conclusion,0.3924311697483063,0.3019193112850189,0.08436635881662369,0.16660408675670624,0.18939495086669922,0.2717941701412201,0.1855892390012741,0.21260499954223633,0.18047206103801727,0.3243229389190674,0.11718140542507172,0.23632600903511047
of,0.33290785551071167,0.2513895630836487,0.1805724799633026,0.19700391590595245,0.2599338889122009,0.3966929316520691,0.31208282709121704,1.0,0.21607820689678192,0.23112532496452332,0.17560617625713348,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.21732187271118164,0.19221965968608856,0.25759652256965637,0.5107308030128479,0.3940567970275879,0.733189046382904,0.2296384871006012,0.2117266058921814,0.27277594804763794,0.22068053483963013
itv,0.1658191829919815,0.07018956542015076,0.23649615049362183,0.2740047574043274,0.08708924055099487,0.2597438395023346,0.16125953197479248,0.18129809200763702,0.16471520066261292,0.08658811450004578,0.4605589509010315,0.16615986824035645
hd,0.15220552682876587,0.09886310994625092,0.14707119762897491,0.2660827338695526,0.1257634311914444,0.24424810707569122,0.18482334911823273,0.1299077272415161,0.17290937900543213,0.14591935276985168,0.3962539732456207,0.1705414354801178
trial,0.2327587604522705,0.21781136095523834,0.16292917728424072,0.14796005189418793,0.20259159803390503,0.2488742172718048,0.18041543662548065,0.18292099237442017,0.16152995824813843,0.11556323617696762,0.14486759901046753,0.16902455687522888
.,0.3567904531955719,0.35288307070732117,0.22052781283855438,0.2313707321882248,0.2625633776187897,0.49257001280784607,0.3707379400730133,0.5352458953857422,0.2025103121995926,0.1877516806125641,0.24374878406524658,0.4130953550338745
