,who,was,the,abc,radio,president,in,1968,?
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.22510288655757904,0.2325505018234253,0.17469504475593567,0.4322226941585541,0.04250431805849075,0.264628142118454
its,0.1326070874929428,0.3518870174884796,0.559237003326416,0.19045390188694,0.16302348673343658,0.1704227179288864,0.3793783485889435,0.08509465306997299,0.15103481709957123
fm,0.08293134719133377,0.14100852608680725,0.1839628368616104,0.30740925669670105,0.5416761040687561,0.0825047641992569,0.1521582156419754,0.0025641941465437412,0.1004299446940422
stations,0.18933221697807312,0.15012863278388977,0.24762700498104095,0.23858611285686493,0.47360363602638245,0.11916346102952957,0.25864288210868835,0.00463343458250165,0.13192185759544373
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2097204476594925,0.25251123309135437,0.26552814245224,0.5201468467712402,0.07405266165733337,0.31091248989105225
which,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.1991286277770996,0.20020823180675507,0.15872660279273987,0.4840516746044159,-0.0039784410037100315,0.25814583897590637
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.21565799415111542,0.20381812751293182,0.2505730390548706,0.45514053106307983,0.07066072523593903,0.18412111699581146
spearheaded,0.25251147150993347,0.28902432322502136,0.3073144257068634,0.15722988545894623,0.11485709995031357,0.1889764964580536,0.20353220403194427,-0.00019527181575540453,0.1784990280866623
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.17600902915000916,0.1833777278661728,0.18304786086082458,0.370934396982193,-0.010274567641317844,0.17966607213020325
allen,0.22067172825336456,0.29159271717071533,0.23034030199050903,0.2840750813484192,0.2211386263370514,0.17956523597240448,0.2125987708568573,0.0462479330599308,0.1549387127161026
shaw,0.2717337906360626,0.21960417926311493,0.22009336948394775,0.14885057508945465,0.19602133333683014,0.13896630704402924,0.230377659201622,-0.023286843672394753,0.14002816379070282
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2097204476594925,0.25251123309135437,0.26552814245224,0.5201468467712402,0.07405266165733337,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21331243216991425,0.19488471746444702,0.16959697008132935,0.539380669593811,-0.025953760370612144,0.23916715383529663
former,0.25351381301879883,0.2544213533401489,0.2251449078321457,0.11236388981342316,0.10359173268079758,0.36106765270233154,0.2668642997741699,-0.06983404606580734,0.10570605844259262
program,0.2097788155078888,0.1849333792924881,0.22986935079097748,0.28949791193008423,0.3021659553050995,0.20304667949676514,0.1994907110929489,0.005873090121895075,0.1440187245607376
manager,0.22238492965698242,0.22753120958805084,0.18262924253940582,0.14726446568965912,0.17047056555747986,0.2877753973007202,0.22855541110038757,-0.050457779318094254,0.11875338107347488
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.12953892350196838,0.20139797031879425,0.1509951651096344,0.4374977946281433,0.08632206916809082,0.21978627145290375
wcfl,0.1567716896533966,0.22064192593097687,0.25289052724838257,0.390674352645874,0.3251436650753021,0.26373982429504395,0.13642610609531403,-0.06993027776479721,0.18875174224376678
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1697147786617279,0.22625693678855896,0.18811661005020142,1.0,0.08920387923717499,0.20430970191955566
chicago,0.2047077715396881,0.2574843168258667,0.27360326051712036,0.22184306383132935,0.18016937375068665,0.22458115220069885,0.23921214044094086,-0.015847913920879364,0.16446958482265472
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.14673753082752228,0.20289050042629242,0.22565458714962006,0.2792111933231354,-0.017259184271097183,0.26220351457595825
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.21565799415111542,0.20381812751293182,0.2505730390548706,0.45514053106307983,0.07066072523593903,0.18412111699581146
approached,0.18674971163272858,0.2790989577770233,0.24724338948726654,0.18351875245571136,0.10009424388408661,0.13100400567054749,0.19645096361637115,0.009995021857321262,0.1428859978914261
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.17600902915000916,0.1833777278661728,0.18304786086082458,0.370934396982193,-0.010274567641317844,0.17966607213020325
abc,0.14673753082752228,0.21565799415111542,0.2068762183189392,1.0000001192092896,0.35354745388031006,0.20593604445457458,0.1697147786617279,-0.036682769656181335,0.19065172970294952
radio,0.20289050042629242,0.20381812751293182,0.23511973023414612,0.35354745388031006,0.9999999403953552,0.10418909043073654,0.22625693678855896,0.04859283193945885,0.08763375133275986
president,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.20593604445457458,0.10418909043073654,1.0000001192092896,0.18811661005020142,-0.032345205545425415,0.14148259162902832
harold,0.1999358981847763,0.27648866176605225,0.21060243248939514,0.17487262189388275,0.16216465830802917,0.14184093475341797,0.2284298837184906,0.021956076845526695,0.151779443025589
l.,-0.00789702869951725,0.006958117242902517,0.06809674203395844,-0.12734895944595337,0.036588579416275024,0.013771184720098972,0.06709589809179306,0.03546870872378349,0.05018472298979759
neal,0.2529367506504059,0.19979791343212128,0.1457056701183319,0.31795820593833923,0.18672512471675873,0.18076692521572113,0.18219701945781708,-0.02282899059355259,0.19127167761325836
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1762417107820511,0.16918617486953735,0.21247753500938416,0.45010748505592346,0.06488213688135147,0.29463258385658264
develop,0.1715451180934906,0.1536230444908142,0.26276466250419617,0.08527397364377975,0.03964477404952049,0.1259942203760147,0.22882415354251862,-0.006292810197919607,0.15784582495689392
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21331243216991425,0.19488471746444702,0.16959697008132935,0.539380669593811,-0.025953760370612144,0.23916715383529663
format,0.03323619067668915,0.1396103948354721,0.21678368747234344,0.2297828495502472,0.2664133310317993,0.13282281160354614,0.2023913413286209,-0.07667133957147598,0.2222042977809906
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1762417107820511,0.16918617486953735,0.21247753500938416,0.45010748505592346,0.06488213688135147,0.29463258385658264
compete,0.23839393258094788,0.25446969270706177,0.28425246477127075,0.07898091524839401,0.07705460488796234,0.1450309157371521,0.2251034528017044,0.023668531328439713,0.07650651037693024
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.17432008683681488,0.15850627422332764,0.14994901418685913,0.4080928862094879,0.020693374797701836,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,1.0,0.2068762183189392,0.23511973023414612,0.24330610036849976,0.6662389636039734,0.07431387901306152,0.22068053483963013
new,0.2378052920103073,0.2748313844203949,0.3845241069793701,0.20663127303123474,0.1785462647676468,0.14439737796783447,0.3758552670478821,0.039671462029218674,0.14782847464084625
progressive,0.18807709217071533,0.1869155764579773,0.2495650351047516,0.18829074501991272,0.22105437517166138,0.20413480699062347,0.21065156161785126,0.01692848838865757,0.12022990733385086
rock,0.1515379399061203,0.19643229246139526,0.23786304891109467,0.12740105390548706,0.24859656393527985,0.03327956050634384,0.19663549959659576,-0.03542446717619896,0.13172835111618042
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16453155875205994,0.2658638060092926,0.23286236822605133,0.4954058527946472,0.06726996600627899,0.20544172823429108
dj-helmed,0.2502019703388214,0.3176598846912384,0.37292248010635376,0.19762291014194489,0.22393548488616943,0.1761445254087448,0.344192236661911,0.031064117327332497,0.2216060608625412
stations,0.18933221697807312,0.15012863278388977,0.24762700498104095,0.23858611285686493,0.47360363602638245,0.11916346102952957,0.25864288210868835,0.00463343458250165,0.13192185759544373
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2567209303379059,0.20650681853294373,0.26255303621292114,0.5591574311256409,0.003341824281960726,0.4130953550338745
