,who,did,luther,think,was,behind,the,antinomian,theses,circulating,in,wittenberg,?
in,0.2792111933231354,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.45514053106307983,0.3174246549606323,0.6662389636039734,0.10744144767522812,0.26951003074645996,0.21073772013187408,1.0,0.2511049211025238,0.20430970191955566
which,0.3688730001449585,0.2750149369239807,0.17501473426818848,0.3395437002182007,0.2830964922904968,0.2764022946357727,0.6521818041801453,0.19676519930362701,0.2983837425708771,0.3556809723377228,0.4840516746044159,0.19467507302761078,0.25814583897590637
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.26572662591934204,0.5410010814666748,0.21912334859371185,0.4571082592010498,0.16001759469509125,0.2021302729845047,0.13555291295051575,0.41690486669540405,0.21938884258270264,0.2089974731206894
claimed,0.32327672839164734,0.34913167357444763,0.1496354341506958,0.24474911391735077,0.32895320653915405,0.2361806333065033,0.2761930227279663,0.19000211358070374,0.2153298258781433,0.15091319382190704,0.21382014453411102,0.18110370635986328,0.2083493024110794
that,0.45444270968437195,0.47518548369407654,0.21746599674224854,0.5798900723457336,0.33670201897621155,0.33211183547973633,0.5473989248275757,0.1990709751844406,0.27713966369628906,0.3151156008243561,0.435920387506485,0.1870311200618744,0.32716336846351624
god,0.30252742767333984,0.2420882135629654,0.2238161414861679,0.28584322333335876,0.20121176540851593,0.14355751872062683,0.24689088761806488,0.25743377208709717,0.2147011011838913,0.12006672471761703,0.1355067938566208,0.12309044599533081,0.23396754264831543
's,0.05599616840481758,0.05069678649306297,-0.009990512393414974,0.015562640503048897,0.008974763564765453,0.06894329190254211,-0.01540423184633255,0.0019273135112598538,0.054575804620981216,-0.010041407309472561,-0.037580832839012146,0.0032721450552344322,-0.023395681753754616
gospel,0.20583699643611908,0.1511441469192505,0.3065164089202881,0.14420491456985474,0.15266098082065582,0.09276866167783737,0.16253972053527832,0.2446390837430954,0.25896596908569336,0.11259519308805466,0.1775401383638382,0.18336111307144165,0.1407461166381836
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.27367478609085083,0.4933079481124878,0.23915055394172668,0.2943568527698517,0.22749271988868713,0.5201468467712402,0.23876431584358215,0.31091248989105225
not,0.369414746761322,0.6481515765190125,0.21636232733726501,0.5479815602302551,0.2888734042644501,0.19530126452445984,0.4310511648654938,0.20277966558933258,0.21344539523124695,0.24924543499946594,0.3403114080429077,0.1611756682395935,0.41942933201789856
god,0.30252742767333984,0.2420882135629654,0.2238161414861679,0.28584322333335876,0.20121176540851593,0.14355751872062683,0.24689088761806488,0.25743377208709717,0.2147011011838913,0.12006672471761703,0.1355067938566208,0.12309044599533081,0.23396754264831543
's,0.05599616840481758,0.05069678649306297,-0.009990512393414974,0.015562640503048897,0.008974763564765453,0.06894329190254211,-0.01540423184633255,0.0019273135112598538,0.054575804620981216,-0.010041407309472561,-0.037580832839012146,0.0032721450552344322,-0.023395681753754616
moral,0.26351985335350037,0.21326817572116852,0.17275913059711456,0.3188837170600891,0.14537674188613892,0.2423119693994522,0.20571894943714142,0.2429286539554596,0.3128899931907654,0.19601479172706604,0.15305006504058838,0.1207689717411995,0.2608962953090668
law,0.21111567318439484,0.2238171398639679,0.21635621786117554,0.18741828203201294,0.21553055942058563,0.12293706089258194,0.24548950791358948,0.17320173978805542,0.19875752925872803,0.17295190691947937,0.24850773811340332,0.21342483162879944,0.1528988480567932
(,0.2443375140428543,0.18979617953300476,0.1677781045436859,0.21604181826114655,0.2980341613292694,0.15433914959430695,0.33289089798927307,0.23323680460453033,0.17857643961906433,0.13681869208812714,0.3087427020072937,0.20256580412387848,0.40561532974243164
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,0.38928431272506714,1.0,0.19801679253578186,0.32067108154296875,0.2951548099517822,0.6662389636039734,0.31221258640289307,0.22068053483963013
ten,0.23325704038143158,0.22550487518310547,0.15128806233406067,0.20828530192375183,0.27622097730636597,0.1430961936712265,0.3256247341632843,0.16300269961357117,0.20998124778270721,0.2106073945760727,0.29515787959098816,0.22685979306697845,0.14471080899238586
commandments,0.34331855177879333,0.2503615617752075,0.2768189609050751,0.3326188325881958,0.24557654559612274,0.16463948786258698,0.3037950396537781,0.2912454605102539,0.31297218799591064,0.1546727567911148,0.20194119215011597,0.19160687923431396,0.25463607907295227
),0.2457384318113327,0.18584993481636047,0.18587662279605865,0.2265138179063797,0.3267642855644226,0.18223288655281067,0.3456730246543884,0.22165632247924805,0.17904813587665558,0.14381664991378784,0.3326910734176636,0.21272321045398712,0.42300865054130554
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.27367478609085083,0.4933079481124878,0.23915055394172668,0.2943568527698517,0.22749271988868713,0.5201468467712402,0.23876431584358215,0.31091248989105225
revealed,0.19365794956684113,0.2510281801223755,0.11957831680774689,0.23717214167118073,0.31683555245399475,0.30450692772865295,0.3230765759944916,0.18820129334926605,0.22109848260879517,0.22807776927947998,0.23558005690574646,0.19719861447811127,0.21034270524978638
god,0.30252742767333984,0.2420882135629654,0.2238161414861679,0.28584322333335876,0.20121176540851593,0.14355751872062683,0.24689088761806488,0.25743377208709717,0.2147011011838913,0.12006672471761703,0.1355067938566208,0.12309044599533081,0.23396754264831543
's,0.05599616840481758,0.05069678649306297,-0.009990512393414974,0.015562640503048897,0.008974763564765453,0.06894329190254211,-0.01540423184633255,0.0019273135112598538,0.054575804620981216,-0.010041407309472561,-0.037580832839012146,0.0032721450552344322,-0.023395681753754616
wrath,0.1744920313358307,0.18061591684818268,0.13697519898414612,0.15664981305599213,0.19176284968852997,0.1235908716917038,0.23550726473331451,0.1852664202451706,0.17236562073230743,0.10840941220521927,0.14703339338302612,0.24608214199543,0.22120293974876404
to,0.42656609416007996,0.4452643394470215,0.18029534816741943,0.3748004138469696,0.3636345863342285,0.2780356705188751,0.535392165184021,0.10848496854305267,0.24799592792987823,0.21349036693572998,0.45010748505592346,0.20284001529216766,0.29463258385658264
christians,0.3645874857902527,0.2556236684322357,0.30765244364738464,0.29900869727134705,0.20866592228412628,0.08976484090089798,0.24734680354595184,0.3167601227760315,0.32965120673179626,0.1433480829000473,0.19406449794769287,0.24625352025032043,0.20289786159992218
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.40146201848983765,0.24024903774261475,0.5934505462646484,0.22138449549674988,0.29926246404647827,0.23362840712070465,0.5591574311256409,0.30842825770378113,0.4130953550338745
,who,did,luther,think,was,behind,the,antinomian,theses,circulating,in,wittenberg,?
based,0.20479141175746918,0.15722841024398804,0.11297188699245453,0.22762958705425262,0.2870393395423889,0.26652130484580994,0.29860720038414,0.11921101063489914,0.2485130876302719,0.13405625522136688,0.3070422410964966,0.1278800219297409,0.134929820895195
on,0.2340552806854248,0.2670976221561432,0.19090485572814941,0.2772510051727295,0.3909217119216919,0.32823121547698975,0.5107308030128479,0.07537848502397537,0.2588106691837311,0.26693886518478394,0.46853652596473694,0.19844768941402435,0.2714994251728058
this,0.3345087468624115,0.3609912693500519,0.17328955233097076,0.5337333679199219,0.3638818562030792,0.2639458477497101,0.6274310946464539,0.19829061627388,0.2363489717245102,0.30236610770225525,0.45205554366111755,0.24361124634742737,0.3155723512172699
sermon,0.20328930020332336,0.22592276334762573,0.36996790766716003,0.26067665219306946,0.20237168669700623,0.09492537379264832,0.2812419533729553,0.22350291907787323,0.377107173204422,0.17808428406715393,0.22135332226753235,0.25271910429000854,0.24739065766334534
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.3094099164009094,0.5171257257461548,0.17867541313171387,0.30367252230644226,0.26802605390548706,0.4954058527946472,0.2583361864089966,0.20544172823429108
others,0.429911732673645,0.3710305690765381,0.2027793675661087,0.43087056279182434,0.21874937415122986,0.19857104122638702,0.34376874566078186,0.16105660796165466,0.32781434059143066,0.17440783977508545,0.3167906701564789,0.19334599375724792,0.26705288887023926
by,0.39727845788002014,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.4752357602119446,0.2356768548488617,0.4408751428127289,0.199017733335495,0.22633647918701172,0.2058805525302887,0.370934396982193,0.22712822258472443,0.17966607213020325
agricola,0.2527671456336975,0.19420742988586426,0.302671879529953,0.14208166301250458,0.30625584721565247,0.05755741894245148,0.21466106176376343,0.41172167658805847,0.2956717908382416,0.16072747111320496,0.22637778520584106,0.30008915066719055,0.09306862205266953
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.27367478609085083,0.4933079481124878,0.23915055394172668,0.2943568527698517,0.22749271988868713,0.5201468467712402,0.23876431584358215,0.31091248989105225
luther,0.21013082563877106,0.23667675256729126,1.0,0.16532817482948303,0.19185513257980347,0.05796407535672188,0.1759674996137619,0.23616527020931244,0.4810737073421478,0.06249339506030083,0.20523880422115326,0.42518264055252075,0.1732746809720993
suspected,0.3624672591686249,0.23430509865283966,0.17038270831108093,0.2693231999874115,0.2443927675485611,0.20920337736606598,0.22821708023548126,0.2114233672618866,0.15811817348003387,0.19379585981369019,0.20450671017169952,0.1880219280719757,0.21243442595005035
that,0.45444270968437195,0.47518548369407654,0.21746599674224854,0.5798900723457336,0.33670201897621155,0.33211183547973633,0.5473989248275757,0.1990709751844406,0.27713966369628906,0.3151156008243561,0.435920387506485,0.1870311200618744,0.32716336846351624
agricola,0.2527671456336975,0.19420742988586426,0.302671879529953,0.14208166301250458,0.30625584721565247,0.05755741894245148,0.21466106176376343,0.41172167658805847,0.2956717908382416,0.16072747111320496,0.22637778520584106,0.30008915066719055,0.09306862205266953
was,0.3318818509578705,0.41399896144866943,0.19185513257980347,0.245719313621521,1.0000001192092896,0.27558037638664246,0.48711544275283813,0.23742304742336273,0.11201588064432144,0.15522237122058868,0.45514053106307983,0.23245899379253387,0.18412111699581146
behind,0.2240559607744217,0.216286301612854,0.05796407535672188,0.21842050552368164,0.27558037638664246,0.9999999403953552,0.38928431272506714,0.03787188604474068,0.20483125746250153,0.16642890870571136,0.3174246549606323,0.18509656190872192,0.19274599850177765
certain,0.34873464703559875,0.3046872019767761,0.17985956370830536,0.44384709000587463,0.16044850647449493,0.21562138199806213,0.392071396112442,0.22676736116409302,0.27253276109695435,0.24421283602714539,0.2942397892475128,0.14177639782428741,0.2516106069087982
anonymous,0.376242995262146,0.14515656232833862,0.0605124831199646,0.3080931603908539,0.1994991898536682,0.26092129945755005,0.23048707842826843,0.14537279307842255,0.2560132145881653,0.2416473925113678,0.19548818469047546,0.13427355885505676,0.28820496797561646
antinomian,0.23783709108829498,0.12257018685340881,0.23616527020931244,0.23156321048736572,0.23742304742336273,0.03787188604474068,0.19801679253578186,1.0,0.24828147888183594,0.27545833587646484,0.10744144767522812,0.22314387559890747,0.17911352217197418
theses,0.1924426406621933,0.20294758677482605,0.4810737073421478,0.23021399974822998,0.11201588064432144,0.20483125746250153,0.32067108154296875,0.24828147888183594,1.0,0.2006775438785553,0.26951003074645996,0.3653911352157593,0.19188037514686584
circulating,0.08635605871677399,0.13847118616104126,0.06249339506030083,0.20973357558250427,0.15522237122058868,0.16642890870571136,0.2951548099517822,0.27545833587646484,0.2006775438785553,1.0,0.21073772013187408,0.1272331178188324,0.13994100689888
in,0.2792111933231354,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.45514053106307983,0.3174246549606323,0.6662389636039734,0.10744144767522812,0.26951003074645996,0.21073772013187408,1.0,0.2511049211025238,0.20430970191955566
wittenberg,0.21210268139839172,0.15746602416038513,0.42518264055252075,0.13090944290161133,0.23245899379253387,0.18509656190872192,0.31221258640289307,0.22314387559890747,0.3653911352157593,0.1272331178188324,0.2511049211025238,1.0000001192092896,0.15716047585010529
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.40146201848983765,0.24024903774261475,0.5934505462646484,0.22138449549674988,0.29926246404647827,0.23362840712070465,0.5591574311256409,0.30842825770378113,0.4130953550338745
