,where,did,water,on,the,eastern,side,of,the,amazon,basin,travel,after,the,split,?
west,0.22786299884319305,0.16852347552776337,0.18919230997562408,0.22540061175823212,0.32918402552604675,0.4503723084926605,0.31045854091644287,0.2891985774040222,0.32918402552604675,0.138602152466774,0.3046971261501312,0.14091743528842926,0.19950814545154572,0.32918402552604675,0.24058480560779572,0.12088293582201004
water,0.2081080675125122,0.1909485161304474,0.9999998807907104,0.18117135763168335,0.297396719455719,0.1799633651971817,0.2522294521331787,0.2741255462169647,0.297396719455719,0.23088304698467255,0.4041157364845276,0.21041534841060638,0.20308595895767212,0.297396719455719,0.09426998347043991,0.14731885492801666
flowed,0.17716267704963684,0.17890195548534393,0.39836812019348145,0.24298825860023499,0.3597415089607239,0.2447194755077362,0.25394704937934875,0.30274975299835205,0.3597415089607239,0.2425217479467392,0.40505170822143555,0.21414445340633392,0.28104928135871887,0.3597415089607239,0.19083738327026367,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.19660191237926483,0.27233201265335083,0.3341628313064575,0.18564534187316895,0.34704524278640747,0.25209522247314453,0.3341628313064575,0.10277195274829865,0.10427514463663101,0.2280302196741104,0.19990487396717072,0.3341628313064575,0.14641466736793518,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.733189046382904,1.0,0.260541707277298,0.24553915858268738,0.2857808768749237,0.4565047025680542,1.0,0.2967630624771118,0.22068053483963013
pacific,0.21499492228031158,0.18718315660953522,0.21893467009067535,0.17629875242710114,0.28543707728385925,0.4369921088218689,0.20449191331863403,0.21646003425121307,0.28543707728385925,0.22427038848400116,0.32475507259368896,0.11888540536165237,0.15846015512943268,0.28543707728385925,0.06662991642951965,0.13060949742794037
across,0.3917434513568878,0.165368914604187,0.27962547540664673,0.411987841129303,0.3816230297088623,0.32143890857696533,0.315142422914505,0.2936134934425354,0.3816230297088623,0.21476200222969055,0.26541635394096375,0.2671763002872467,0.23366139829158783,0.3816230297088623,0.14763779938220978,0.17034576833248138
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.733189046382904,1.0,0.260541707277298,0.24553915858268738,0.2857808768749237,0.4565047025680542,1.0,0.2967630624771118,0.22068053483963013
amazonas,0.18997810781002045,0.1349557340145111,0.22843104600906372,0.23414616286754608,0.2979772388935089,0.2873651683330536,0.2039184868335724,0.3006817102432251,0.2979772388935089,0.7496796250343323,0.3935505151748657,0.21386867761611938,0.14688768982887268,0.2979772388935089,0.07200773805379868,0.17285984754562378
basin,0.17812398076057434,0.13325946033000946,0.4041157364845276,0.16209472715854645,0.24553915858268738,0.3975660800933838,0.21856440603733063,0.2557278275489807,0.24553915858268738,0.41143864393234253,1.0,0.13444966077804565,0.15785233676433563,0.24553915858268738,0.10522393137216568,0.14685653150081635
.,0.41390106081962585,0.35288307070732117,0.26634910702705383,0.49257001280784607,0.5934505462646484,0.2820250988006592,0.3030071258544922,0.5352458953857422,0.5934505462646484,0.262887567281723,0.20696322619915009,0.22954578697681427,0.35870397090911865,0.5934505462646484,0.26228174567222595,0.4130953550338745
