,along,with,nuclear,",",geothermal,and,internal,combustion,engine,waste,heat,",",what,sort,of,energy,might,supply,the,heat,for,a,steam,engine,?
",",0.29824912548065186,0.4120737314224243,0.23752127587795258,1.0000001192092896,0.2858751714229584,0.6633074283599854,0.17594550549983978,0.2079315334558487,0.19789794087409973,0.2730517089366913,0.25331911444664,1.0000001192092896,0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21156731247901917,0.2533247768878937,0.24017441272735596,0.4933079481124878,0.25331911444664,0.4464869201183319,0.427140474319458,0.2264556586742401,0.19789794087409973,0.31091248989105225
geothermal,0.14902900159358978,0.1716766655445099,0.3634890615940094,0.2858751714229584,1.0,0.2734176814556122,0.3120158016681671,0.4999367892742157,0.36776870489120483,0.35564225912094116,0.5221715569496155,0.2858751714229584,0.21207669377326965,0.15787793695926666,0.2908921539783478,0.5137328505516052,0.259461909532547,0.3594081699848175,0.26978713274002075,0.5221715569496155,0.23973923921585083,0.2148166000843048,0.47136521339416504,0.36776870489120483,0.17484043538570404
energy,0.15004321932792664,0.19224508106708527,0.4433448612689972,0.21156731247901917,0.5137328505516052,0.23934243619441986,0.28490686416625977,0.4459593892097473,0.29777294397354126,0.38038212060928345,0.5270351767539978,0.21156731247901917,0.190252885222435,0.2485838085412979,0.26257598400115967,1.0000001192092896,0.22604940831661224,0.38249894976615906,0.26756542921066284,0.5270351767539978,0.21083484590053558,0.21513298153877258,0.3110866844654083,0.29777294397354126,0.14860127866268158
",",0.29824912548065186,0.4120737314224243,0.23752127587795258,1.0000001192092896,0.2858751714229584,0.6633074283599854,0.17594550549983978,0.2079315334558487,0.19789794087409973,0.2730517089366913,0.25331911444664,1.0000001192092896,0.3087472915649414,0.21703937649726868,0.4946078956127167,0.21156731247901917,0.2533247768878937,0.24017441272735596,0.4933079481124878,0.25331911444664,0.4464869201183319,0.427140474319458,0.2264556586742401,0.19789794087409973,0.31091248989105225
solar,0.11076896637678146,0.12487583607435226,0.33939024806022644,0.21096153557300568,0.5494410991668701,0.1899670958518982,0.19592972099781036,0.3491063714027405,0.21421663463115692,0.26481014490127563,0.3434445559978485,0.21096153557300568,0.19109857082366943,0.1633126437664032,0.22685161232948303,0.39861875772476196,0.22766749560832977,0.28923726081848145,0.2513602674007416,0.3434445559978485,0.1776205152273178,0.24453456699848175,0.2835419774055481,0.21421663463115692,0.18617206811904907
energy,0.15004321932792664,0.19224508106708527,0.4433448612689972,0.21156731247901917,0.5137328505516052,0.23934243619441986,0.28490686416625977,0.4459593892097473,0.29777294397354126,0.38038212060928345,0.5270351767539978,0.21156731247901917,0.190252885222435,0.2485838085412979,0.26257598400115967,1.0000001192092896,0.22604940831661224,0.38249894976615906,0.26756542921066284,0.5270351767539978,0.21083484590053558,0.21513298153877258,0.3110866844654083,0.29777294397354126,0.14860127866268158
or,0.2587498426437378,0.38158315420150757,0.19598789513111115,0.3769497275352478,0.3001766502857208,0.4713204801082611,0.32101738452911377,0.3234851062297821,0.1524530053138733,0.2970508635044098,0.23559391498565674,0.3769497275352478,0.33867141604423523,0.34986189007759094,0.3792596757411957,0.2628824710845947,0.534751296043396,0.23428037762641907,0.4174870550632477,0.23559391498565674,0.4111599624156952,0.48853766918182373,0.2369248867034912,0.1524530053138733,0.32389625906944275
waste,0.1838892549276352,0.14994294941425323,0.34910908341407776,0.2730517089366913,0.35564225912094116,0.2120123654603958,0.1788746565580368,0.36623015999794006,0.2221372276544571,1.0,0.35695213079452515,0.2730517089366913,0.28944942355155945,0.3358118236064911,0.256231427192688,0.38038212060928345,0.2527792155742645,0.3718261420726776,0.1971915364265442,0.35695213079452515,0.23778855800628662,0.1976010948419571,0.2762133479118347,0.2221372276544571,0.299444317817688
heat,0.15695764124393463,0.2545742690563202,0.273171991109848,0.25331911444664,0.5221715569496155,0.2678423523902893,0.28870540857315063,0.5117379426956177,0.3821377456188202,0.35695213079452515,1.0,0.25331911444664,0.1933984011411667,0.22924460470676422,0.19590096175670624,0.5270351767539978,0.1886371523141861,0.3658212423324585,0.2556036710739136,1.0,0.2318875640630722,0.2243129312992096,0.45067235827445984,0.3821377456188202,0.16343188285827637
from,0.279703289270401,0.26272761821746826,0.16431009769439697,0.39760664105415344,0.24489955604076385,0.3601827025413513,0.19070495665073395,0.24656102061271667,0.20623253285884857,0.20665192604064941,0.2508489787578583,0.39760664105415344,0.2737620174884796,0.21590380370616913,0.4249346852302551,0.19871577620506287,0.23411066830158234,0.21366941928863525,0.40150508284568787,0.2508489787578583,0.314039945602417,0.322764128446579,0.2270648181438446,0.20623253285884857,0.19969791173934937
an,0.1581498235464096,0.2730048894882202,0.19693629443645477,0.3581022024154663,0.22659851610660553,0.2838519215583801,0.16511593759059906,0.2821415066719055,0.18337401747703552,0.16877150535583496,0.20739661157131195,0.3581022024154663,0.2821882665157318,0.2026878148317337,0.32280945777893066,0.22262732684612274,0.2780051529407501,0.22502268850803375,0.4207492768764496,0.20739661157131195,0.3236706852912903,0.44552403688430786,0.13589277863502502,0.18337401747703552,0.19793890416622162
internal,0.1540311872959137,0.27123862504959106,0.156830832362175,0.17594550549983978,0.3120158016681671,0.2423776090145111,1.0,0.5056101679801941,0.3864317238330841,0.1788746565580368,0.28870540857315063,0.17594550549983978,0.2065390944480896,0.20164963603019714,0.273920476436615,0.28490686416625977,0.2569144666194916,0.34149184823036194,0.24764955043792725,0.28870540857315063,0.21200111508369446,0.25449109077453613,0.21935473382472992,0.3864317238330841,0.1665428727865219
combustion,0.10784672945737839,0.22355996072292328,0.3558702766895294,0.2079315334558487,0.4999367892742157,0.21818570792675018,0.5056101679801941,1.0,0.6045117974281311,0.36623015999794006,0.5117379426956177,0.2079315334558487,0.2678600549697876,0.2304488867521286,0.25126782059669495,0.4459593892097473,0.2792671024799347,0.40837758779525757,0.2447446882724762,0.5117379426956177,0.23782002925872803,0.3238258957862854,0.5523067712783813,0.6045117974281311,0.2177530825138092
engine,0.08872011303901672,0.1990211457014084,0.1780765801668167,0.19789794087409973,0.36776870489120483,0.18437977135181427,0.3864317238330841,0.6045117974281311,1.0,0.2221372276544571,0.3821377456188202,0.19789794087409973,0.18463268876075745,0.13815653324127197,0.17095594108104706,0.29777294397354126,0.13325069844722748,0.27593082189559937,0.21651263535022736,0.3821377456188202,0.17779722809791565,0.24768835306167603,0.4921848475933075,1.0,0.17739196121692657
or,0.2587498426437378,0.38158315420150757,0.19598789513111115,0.3769497275352478,0.3001766502857208,0.4713204801082611,0.32101738452911377,0.3234851062297821,0.1524530053138733,0.2970508635044098,0.23559391498565674,0.3769497275352478,0.33867141604423523,0.34986189007759094,0.3792596757411957,0.2628824710845947,0.534751296043396,0.23428037762641907,0.4174870550632477,0.23559391498565674,0.4111599624156952,0.48853766918182373,0.2369248867034912,0.1524530053138733,0.32389625906944275
industrial,0.1981627345085144,0.21039023995399475,0.3201497197151184,0.28774935007095337,0.42686161398887634,0.3274568021297455,0.20022262632846832,0.35238513350486755,0.2812671363353729,0.2899051308631897,0.2547951936721802,0.28774935007095337,0.16054853796958923,0.13444013893604279,0.3120400011539459,0.3053121864795685,0.1444503366947174,0.2739807069301605,0.30435431003570557,0.2547951936721802,0.2770422399044037,0.26465731859207153,0.31459638476371765,0.2812671363353729,0.08039500564336777
process,0.1582040786743164,0.20102569460868835,0.23218585550785065,0.2061346471309662,0.32755962014198303,0.20204883813858032,0.2362174540758133,0.3743821978569031,0.2477213442325592,0.3780639171600342,0.30542469024658203,0.2061346471309662,0.3466717302799225,0.24657654762268066,0.23962904512882233,0.2869214713573456,0.3046916425228119,0.21830573678016663,0.264274537563324,0.30542469024658203,0.3253439664840698,0.2601566016674042,0.2769784927368164,0.2477213442325592,0.2460896074771881
.,0.27491724491119385,0.4446153938770294,0.2137570083141327,0.6812511086463928,0.25512391328811646,0.588965117931366,0.19502860307693481,0.2124136984348297,0.21814921498298645,0.2470894604921341,0.27046459913253784,0.6812511086463928,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.22292809188365936,0.27493223547935486,0.2485988885164261,0.5934505462646484,0.27046459913253784,0.4726039469242096,0.50484299659729,0.22855372726917267,0.21814921498298645,0.4130953550338745
