,what,percentage,of,filipino,tertiary,education,takes,place,in,private,schools,?
services,0.16048473119735718,0.19503895938396454,0.23787347972393036,0.1251710057258606,0.22626669704914093,0.36643901467323303,0.16127143800258636,0.15624521672725677,0.22287973761558533,0.311462938785553,0.3272954225540161,0.1328447163105011
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.2570640444755554,0.19413137435913086,0.2718683183193207,0.2755669057369232,0.34068408608436584,0.5201468467712402,0.1899166703224182,0.2760516405105591,0.31091248989105225
accounting,0.2822095453739166,0.34487485885620117,0.2985135316848755,0.12074338644742966,0.32935529947280884,0.345610111951828,0.20299537479877472,0.1510792076587677,0.1982230842113495,0.2915220558643341,0.2869495153427124,0.21913275122642517
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.10321637243032455,0.1838565170764923,0.27265021204948425,0.2826521694660187,0.3033463954925537,0.4322226941585541,0.22242696583271027,0.2320515662431717,0.264628142118454
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.07369519770145416,0.22819030284881592,0.2244580090045929,0.28133144974708557,0.2772881090641022,0.39797019958496094,0.15895627439022064,0.21555131673812866,0.302409827709198
7.5,0.4706016182899475,0.1882910430431366,0.29179319739341736,0.077552430331707,0.1733395755290985,0.11745703220367432,0.15493424236774445,0.2652355432510376,0.18354900181293488,0.11068637669086456,0.1675148904323578,0.3666565418243408
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.2567373514175415,0.15273089706897736,0.08184897899627686,0.10077206045389175,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.21779176592826843,0.3015166223049164,0.3277401030063629,0.2685627043247223,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
primary,0.2113915979862213,0.1697329729795456,0.23414276540279388,0.15743666887283325,0.5094771981239319,0.3644731044769287,0.17128077149391174,0.16932855546474457,0.21150650084018707,0.23401464521884918,0.38384848833084106,0.16286636888980865
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3357335925102234,0.5524454712867737,0.16008764505386353,0.20443199574947357,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.2570640444755554,0.19413137435913086,0.2718683183193207,0.2755669057369232,0.34068408608436584,0.5201468467712402,0.1899166703224182,0.2760516405105591,0.31091248989105225
32,-0.003086621640250087,-0.017554620280861855,-0.06897011399269104,-0.030400311574339867,0.024183781817555428,0.05461606755852699,-0.05992894247174263,0.03207135200500488,-0.04161756858229637,0.03147634118795395,0.002214055508375168,0.04494665935635567
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.2567373514175415,0.15273089706897736,0.08184897899627686,0.10077206045389175,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.21779176592826843,0.3015166223049164,0.3277401030063629,0.2685627043247223,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
secondary,0.20388361811637878,0.08574172854423523,0.219074085354805,0.1273052990436554,0.5652426481246948,0.4472634196281433,0.14782929420471191,0.1659131497144699,0.2103116512298584,0.2717200517654419,0.4608161151409149,0.18118004500865936
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3357335925102234,0.5524454712867737,0.16008764505386353,0.20443199574947357,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.19257806241512299,0.2131887823343277,0.308173805475235,0.24057942628860474,0.2813849449157715,0.4954058527946472,0.2557651102542877,0.29319998621940613,0.20544172823429108
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.07369519770145416,0.22819030284881592,0.2244580090045929,0.28133144974708557,0.2772881090641022,0.39797019958496094,0.15895627439022064,0.21555131673812866,0.302409827709198
80,0.04945533350110054,0.18138648569583893,-0.048517487943172455,-0.13636082410812378,0.13513855636119843,-0.10676717758178711,0.10510315746068954,0.1047283336520195,-0.03062376379966736,-0.08719523251056671,-0.05558502674102783,0.04445207491517067
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.2567373514175415,0.15273089706897736,0.08184897899627686,0.10077206045389175,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.21779176592826843,0.3015166223049164,0.3277401030063629,0.2685627043247223,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
tertiary,0.2784169018268585,0.21478186547756195,0.21779176592826843,0.10156504064798355,1.0,0.3411751091480255,0.0804058313369751,0.1758297085762024,0.22423051297664642,0.20003458857536316,0.2754591703414917,0.2581363916397095
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3357335925102234,0.5524454712867737,0.16008764505386353,0.20443199574947357,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.17585140466690063,0.2318733185529709,0.27047446370124817,0.23161891102790833,0.2844318151473999,0.5591574311256409,0.2534593939781189,0.2752705216407776,0.4130953550338745
