,what,charity,benefited,from,the,30th,anniversary,show,?
need,0.39420950412750244,0.2364000380039215,0.3211733400821686,0.23362553119659424,0.2594960331916809,0.09969227761030197,0.08300317823886871,0.2781631350517273,0.40413710474967957
",",0.3087472915649414,0.21246729791164398,0.2282680720090866,0.39760664105415344,0.4933079481124878,0.1899278610944748,0.20396199822425842,0.31928569078445435,0.31091248989105225
featuring,0.18412666022777557,0.16671711206436157,0.13580752909183502,0.14762552082538605,0.21340800821781158,0.1770516037940979,0.28442975878715515,0.32612454891204834,0.24838131666183472
all,0.41981086134910583,0.18619383871555328,0.253663569688797,0.2866387963294983,0.4860881567001343,0.11257001757621765,0.21782074868679047,0.2571442127227783,0.29575422406196594
of,0.33290785551071167,0.1712716668844223,0.2371094822883606,0.4249346852302551,0.733189046382904,0.19457659125328064,0.2393128126859665,0.21383242309093475,0.1826142966747284
the,0.42745697498321533,0.21295595169067383,0.24850165843963623,0.40150508284568787,1.0,0.2819302976131439,0.29318708181381226,0.319829523563385,0.22068053483963013
surviving,0.16434775292873383,0.1922827661037445,0.21590030193328857,0.2204122245311737,0.3328552544116974,0.11109656095504761,0.20293885469436646,0.15146613121032715,0.1395692080259323
actors,0.19468875229358673,0.10764358937740326,0.1739027202129364,0.3059141933917999,0.27470633387565613,0.05236724019050598,0.13248518109321594,0.23919923603534698,0.16258424520492554
who,0.40942975878715515,0.3125916123390198,0.23773306608200073,0.27839982509613037,0.3733934462070465,0.1561739295721054,0.16220717132091522,0.2095358669757843,0.26220351457595825
played,0.14831039309501648,0.1711549311876297,0.1491611748933792,0.15411217510700226,0.2603478729724884,0.18360967934131622,0.17473463714122772,0.21609683334827423,0.14096300303936005
the,0.42745697498321533,0.21295595169067383,0.24850165843963623,0.40150508284568787,1.0,0.2819302976131439,0.29318708181381226,0.319829523563385,0.22068053483963013
doctor,0.20870667695999146,0.2078564465045929,0.03372209891676903,0.15658842027187347,0.2820442318916321,0.24068360030651093,0.17330653965473175,0.2094513326883316,0.1462511420249939
and,0.31309178471565247,0.21366357803344727,0.3173849582672119,0.3601827025413513,0.5171257257461548,0.28300732374191284,0.13314463198184967,0.3455478549003601,0.20544172823429108
a,0.3320399522781372,0.22249646484851837,0.18175192177295685,0.322764128446579,0.5829201340675354,0.22394970059394836,0.1787421703338623,0.24886544048786163,0.23916715383529663
number,0.23046229779720306,0.23432961106300354,0.16288302838802338,0.24833418428897858,0.35145696997642517,0.23612339794635773,0.16383099555969238,0.2180454581975937,0.19256845116615295
of,0.33290785551071167,0.1712716668844223,0.2371094822883606,0.4249346852302551,0.733189046382904,0.19457659125328064,0.2393128126859665,0.21383242309093475,0.1826142966747284
previous,0.2743692696094513,0.09534915536642075,0.21698272228240967,0.22884297370910645,0.34706559777259827,0.14183267951011658,0.22803843021392822,0.26714929938316345,0.16724538803100586
companions,0.18120864033699036,0.23920957744121552,0.2033717930316925,0.13813525438308716,0.25117260217666626,0.19802802801132202,0.14804163575172424,0.17522458732128143,0.14333169162273407
.,0.3567904531955719,0.20927219092845917,0.2157471925020218,0.41536515951156616,0.5934505462646484,0.25485220551490784,0.2281392365694046,0.3016606271266937,0.4130953550338745
