,what,cataloging,system,was,used,by,the,national,art,library,from,the,1980s,to,the,1990s,?
1990s,0.05660831928253174,0.0061817956157028675,-0.03457874432206154,0.023869428783655167,-0.005680206697434187,-0.023473674431443214,-0.09473290294408798,-0.07836917787790298,-0.026283694431185722,-0.009043524973094463,-0.07036815583705902,-0.09473290294408798,-0.19060221314430237,0.0236239992082119,-0.09473290294408798,1.0000001192092896,0.11282819509506226
",",0.3087472915649414,0.21909359097480774,0.18439900875091553,0.45456063747406006,0.3120402991771698,0.3680937886238098,0.4933079481124878,0.23933029174804688,0.2700960636138916,0.16805633902549744,0.39760664105415344,0.4933079481124878,0.012025163508951664,0.44245919585227966,0.4933079481124878,0.026489561423659325,0.31091248989105225
but,0.5029441118240356,0.2116219848394394,0.2440522015094757,0.36023372411727905,0.3391169309616089,0.3159136474132538,0.4859698414802551,0.15732580423355103,0.19559556245803833,0.12272030860185623,0.3133932948112488,0.4859698414802551,-0.03719458356499672,0.5542377829551697,0.4859698414802551,0.022743185982108116,0.27921953797340393
those,0.44466671347618103,0.3185112476348877,0.2618377208709717,0.21886132657527924,0.32900089025497437,0.32841911911964417,0.42861196398735046,0.19996649026870728,0.1648615300655365,0.14525119960308075,0.24692396819591522,0.42861196398735046,0.06420032680034637,0.47350940108299255,0.42861196398735046,-0.006154530216008425,0.3328189253807068
electronic,0.22059236466884613,0.34540289640426636,0.28893110156059265,0.21365076303482056,0.3263985812664032,0.23746666312217712,0.22479066252708435,0.13146616518497467,0.2604462802410126,0.23442228138446808,0.21668076515197754,0.22479066252708435,0.19162732362747192,0.2405901402235031,0.22479066252708435,0.049789879471063614,0.15534579753875732
files,0.18006451427936554,0.29942160844802856,0.1904722899198532,0.06761130690574646,0.2552604675292969,0.21216042339801788,0.2659206986427307,0.1449485719203949,0.1349305659532547,0.23313547670841217,0.2023889571428299,0.2659206986427307,0.05825922265648842,0.23488031327724457,0.2659206986427307,-0.004326418973505497,0.2636922597885132
were,0.22298263013362885,0.18489985167980194,0.1800099015235901,0.590133786201477,0.27636459469795227,0.4406847059726715,0.3906462490558624,0.13822269439697266,0.15372702479362488,0.11420228332281113,0.29991888999938965,0.3906462490558624,0.06487607210874557,0.31913647055625916,0.3906462490558624,-0.03965895250439644,0.17890112102031708
not,0.5449194312095642,0.21000553667545319,0.25763750076293945,0.2888734042644501,0.358921617269516,0.291808545589447,0.4310511648654938,0.18304212391376495,0.16331879794597626,0.08825370669364929,0.2567668557167053,0.4310511648654938,-0.030492300167679787,0.5149973034858704,0.4310511648654938,0.023257257416844368,0.41942933201789856
available,0.22032985091209412,0.300672322511673,0.22083573043346405,0.1657772958278656,0.44247573614120483,0.21741925179958344,0.26723232865333557,0.21972596645355225,0.13333743810653687,0.23654916882514954,0.21971632540225983,0.26723232865333557,0.16554811596870422,0.2394571453332901,0.26723232865333557,-0.03745154291391373,0.2501629889011383
to,0.455847829580307,0.18438924849033356,0.26662686467170715,0.3636345863342285,0.40058770775794983,0.33534231781959534,0.535392165184021,0.21067756414413452,0.22068513929843903,0.19252733886241913,0.4069952368736267,0.535392165184021,-0.014551017433404922,1.0,0.535392165184021,0.0236239992082119,0.29463258385658264
the,0.42745697498321533,0.2358824610710144,0.3233085572719574,0.48711544275283813,0.3718377649784088,0.4408751428127289,1.0,0.32739606499671936,0.20297785103321075,0.19920319318771362,0.40150508284568787,1.0,0.07890266180038452,0.535392165184021,1.0,-0.09473290294408798,0.22068053483963013
library,0.19149379432201385,0.37249210476875305,0.19369082152843475,0.1691625416278839,0.14507576823234558,0.17569513618946075,0.19920319318771362,0.3433544933795929,0.26919788122177124,0.9999999403953552,0.21735483407974243,0.19920319318771362,0.06137442588806152,0.19252733886241913,0.19920319318771362,-0.009043524973094463,0.18938742578029633
users,0.3637928068637848,0.31580814719200134,0.2948671281337738,0.20560753345489502,0.3117266893386841,0.25976288318634033,0.23839710652828217,0.15359532833099365,0.10441196709871292,0.16302622854709625,0.21098946034908295,0.23839710652828217,0.07624262571334839,0.3617876172065735,0.23839710652828217,0.05162152275443077,0.4340548813343048
.,0.3567904531955719,0.2001991868019104,0.2277725487947464,0.40146201848983765,0.33111312985420227,0.3936232924461365,0.5934505462646484,0.29436907172203064,0.21795564889907837,0.23675528168678284,0.41536515951156616,0.5934505462646484,0.033740852028131485,0.4645031690597534,0.5934505462646484,-0.016673436388373375,0.4130953550338745
