,what,is,the,application,of,prime,numbers,used,in,information,technology,which,utilizes,the,fact,that,factoring,very,large,prime,numbers,is,very,challenging,?
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.23978164792060852,0.3209529519081116,0.13806600868701935,0.2737357020378113,0.4262988865375519,0.2704046070575714,0.2758738398551941,0.22443680465221405,0.406057745218277,0.29588913917541504,0.3575236201286316,0.27271538972854614,0.4479874074459076,0.31905683875083923,0.34994474053382874,0.3375214636325836,0.13806600868701935,0.2737357020378113,0.23545363545417786,0.34994474053382874,0.2912765145301819,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1925833374261856,0.3886612355709076,0.17482610046863556,0.2396276444196701,0.35160550475120544,0.3887844979763031,0.224873349070549,0.197757288813591,0.41006597876548767,0.24981197714805603,0.48381632566452026,0.294501394033432,0.4735107421875,0.2642727792263031,0.3734530210494995,0.24282054603099823,0.17482610046863556,0.2396276444196701,0.43216490745544434,0.3734530210494995,0.259537935256958,0.27043893933296204
public-key,0.2677516043186188,0.14364229142665863,0.206658735871315,0.2201911062002182,0.15846651792526245,0.13184501230716705,0.2200285941362381,0.16037426888942719,0.2214099019765854,0.33343732357025146,0.1700398027896881,0.20835620164871216,0.12060558050870895,0.206658735871315,0.24734006822109222,0.27065983414649963,0.18478237092494965,0.11589981615543365,0.1367063969373703,0.13184501230716705,0.2200285941362381,0.14364229142665863,0.11589981615543365,0.1371152251958847,0.2988153398036957
cryptography,0.2139788568019867,0.23397982120513916,0.15003959834575653,0.4317012131214142,0.19575603306293488,0.23121178150177002,0.3133319914340973,0.2809755802154541,0.14669755101203918,0.3498258590698242,0.3240604102611542,0.22889862954616547,0.2932210862636566,0.15003959834575653,0.18378669023513794,0.20623879134655,0.3341284990310669,0.18306636810302734,0.2039400339126587,0.23121178150177002,0.3133319914340973,0.23397982120513916,0.18306636810302734,0.17714667320251465,0.16897879540920258
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28270697593688965,0.4946078956127167,0.2565026581287384,0.26479464769363403,0.3120402991771698,0.5201468467712402,0.297139048576355,0.2817870080471039,0.3658004403114319,0.19048044085502625,0.4933079481124878,0.2791052758693695,0.4137537479400635,0.24624034762382507,0.34709087014198303,0.2263888567686081,0.2565026581287384,0.26479464769363403,0.4691906273365021,0.34709087014198303,0.2612959146499634,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3377845883369446,0.5011631846427917,0.1615363508462906,0.3099874258041382,0.414506196975708,0.4840516746044159,0.34511786699295044,0.24444639682769775,1.0,0.299567312002182,0.6521818041801453,0.4121483862400055,0.6894589066505432,0.3883085250854492,0.46625974774360657,0.46308431029319763,0.1615363508462906,0.3099874258041382,0.4457404911518097,0.46625974774360657,0.299005925655365,0.25814583897590637
makes,0.2867553234100342,0.4565773010253906,0.3029823303222656,0.2223079800605774,0.2927091419696808,0.12590813636779785,0.1862604022026062,0.27865099906921387,0.22258508205413818,0.25204211473464966,0.25247836112976074,0.3663211762905121,0.3968071937561035,0.3029823303222656,0.28670522570610046,0.3599291145801544,0.3146827816963196,0.3958205580711365,0.17471447587013245,0.12590813636779785,0.1862604022026062,0.4565773010253906,0.3958205580711365,0.19041161239147186,0.22145044803619385
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.40740862488746643,0.2750902473926544,0.13823524117469788,0.3483348786830902,0.7127541303634644,0.2715643048286438,0.3523877263069153,0.29364532232284546,0.39254313707351685,0.38597309589385986,0.34342584013938904,0.3223443627357483,0.3939064145088196,0.35643723607063293,0.324998140335083,0.2578502595424652,0.13823524117469788,0.3483348786830902,0.3357410430908203,0.324998140335083,0.25640562176704407,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25776514410972595,1.0,0.23935265839099884,0.228018656373024,0.3075267970561981,0.5696388483047485,0.2860049605369568,0.25238582491874695,0.5011631846427917,0.24854432046413422,0.733189046382904,0.3007645010948181,0.41498205065727234,0.3236185312271118,0.34437474608421326,0.3569655418395996,0.23935265839099884,0.228018656373024,0.4854315221309662,0.34437474608421326,0.24682258069515228,0.1826142966747284
properties,0.23360128700733185,0.22585535049438477,0.20062518119812012,0.3013307452201843,0.2832101881504059,0.11178401112556458,0.3090938627719879,0.29135963320732117,0.19315902888774872,0.3157322406768799,0.2251185178756714,0.31241708993911743,0.329485148191452,0.20062518119812012,0.2332010418176651,0.26040080189704895,0.35600629448890686,0.26821109652519226,0.2368064969778061,0.11178401112556458,0.3090938627719879,0.22585535049438477,0.26821109652519226,0.1899174451828003,0.12601029872894287
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.23978164792060852,0.3209529519081116,0.13806600868701935,0.2737357020378113,0.4262988865375519,0.2704046070575714,0.2758738398551941,0.22443680465221405,0.406057745218277,0.29588913917541504,0.3575236201286316,0.27271538972854614,0.4479874074459076,0.31905683875083923,0.34994474053382874,0.3375214636325836,0.13806600868701935,0.2737357020378113,0.23545363545417786,0.34994474053382874,0.2912765145301819,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1925833374261856,0.3886612355709076,0.17482610046863556,0.2396276444196701,0.35160550475120544,0.3887844979763031,0.224873349070549,0.197757288813591,0.41006597876548767,0.24981197714805603,0.48381632566452026,0.294501394033432,0.4735107421875,0.2642727792263031,0.3734530210494995,0.24282054603099823,0.17482610046863556,0.2396276444196701,0.43216490745544434,0.3734530210494995,0.259537935256958,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.2483029067516327,0.733189046382904,0.19960100948810577,0.293011337518692,0.3718377649784088,0.6662389636039734,0.3143121302127838,0.21669498085975647,0.6521818041801453,0.2008402943611145,1.0,0.32878658175468445,0.5473989248275757,0.27002084255218506,0.34171217679977417,0.3828733265399933,0.19960100948810577,0.293011337518692,0.5823672413825989,0.34171217679977417,0.31181272864341736,0.22068053483963013
difficulty,0.3258202373981476,0.23129403591156006,0.28524860739707947,0.24413634836673737,0.27728772163391113,0.13029257953166962,0.32720211148262024,0.30797475576400757,0.1823630928993225,0.26412147283554077,0.14978834986686707,0.31885093450546265,0.20187315344810486,0.28524860739707947,0.32880833745002747,0.33686771988868713,0.3018537163734436,0.4094294011592865,0.2970867455005646,0.13029257953166962,0.32720211148262024,0.23129403591156006,0.4094294011592865,0.4258852005004883,0.1517200618982315
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25776514410972595,1.0,0.23935265839099884,0.228018656373024,0.3075267970561981,0.5696388483047485,0.2860049605369568,0.25238582491874695,0.5011631846427917,0.24854432046413422,0.733189046382904,0.3007645010948181,0.41498205065727234,0.3236185312271118,0.34437474608421326,0.3569655418395996,0.23935265839099884,0.228018656373024,0.4854315221309662,0.34437474608421326,0.24682258069515228,0.1826142966747284
factoring,0.2942523956298828,0.24924780428409576,0.27002084255218506,0.3936271071434021,0.3236185312271118,0.23753462731838226,0.3363017141819,0.35451436042785645,0.30912983417510986,0.275826632976532,0.3712281584739685,0.3883085250854492,0.37415799498558044,0.27002084255218506,0.34871548414230347,0.3756508529186249,0.9999999403953552,0.3121502697467804,0.362714022397995,0.23753462731838226,0.3363017141819,0.24924780428409576,0.3121502697467804,0.21998560428619385,0.19929364323616028
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.18129314482212067,0.3569655418395996,0.12222686409950256,0.34294047951698303,0.3057393729686737,0.2841601073741913,0.20396113395690918,0.2031979262828827,0.46308431029319763,0.24546925723552704,0.3828733265399933,0.25836724042892456,0.34200385212898254,0.362714022397995,0.40810373425483704,1.0000001192092896,0.12222686409950256,0.34294047951698303,0.2971126437187195,0.40810373425483704,0.16480237245559692,0.1355665624141693
numbers,0.24586999416351318,0.19465886056423187,0.293011337518692,0.2663489878177643,0.228018656373024,0.26943376660346985,1.0,0.30476072430610657,0.23087690770626068,0.23574136197566986,0.11974315345287323,0.3099874258041382,0.2239222675561905,0.293011337518692,0.3381008207798004,0.342125803232193,0.3363017141819,0.24622103571891785,0.34294047951698303,0.26943376660346985,1.0,0.19465886056423187,0.24622103571891785,0.22929729521274567,0.19297972321510315
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.13925515115261078,0.32255905866622925,0.07928090542554855,0.18468491733074188,0.21789848804473877,0.38021373748779297,0.17335161566734314,0.11885127425193787,0.4405161738395691,0.2630220651626587,0.39493247866630554,0.17478543519973755,0.3239944875240326,0.21945227682590485,0.24571937322616577,0.2913742959499359,0.07928090542554855,0.18468491733074188,0.2619607150554657,0.24571937322616577,0.1942470520734787,0.15662476420402527
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.24447228014469147,0.4329940676689148,0.1361735761165619,0.2700943946838379,0.3259406089782715,0.34976133704185486,0.2530982494354248,0.1366575062274933,0.4582767188549042,0.17727431654930115,0.516537070274353,0.27150818705558777,0.4266771972179413,0.29823824763298035,0.33851557970046997,0.2902883291244507,0.1361735761165619,0.2700943946838379,0.2101074606180191,0.33851557970046997,0.3037726581096649,0.1898253709077835
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.10244245827198029,0.23935265839099884,1.0,0.26943376660346985,0.1468653529882431,0.18097394704818726,0.07965604960918427,0.12107145041227341,0.1615363508462906,0.13074885308742523,0.19960100948810577,0.20291045308113098,0.18163643777370453,0.23753462731838226,0.12856049835681915,0.12222686409950256,1.0,0.26943376660346985,0.16680827736854553,0.12856049835681915,0.13238495588302612,0.11276303976774216
factors,0.2665930688381195,0.23428019881248474,0.2769666314125061,0.29928702116012573,0.30045145750045776,0.26542237401008606,0.3374488651752472,0.23614133894443512,0.19490711390972137,0.2479545921087265,0.2521333396434784,0.3255656063556671,0.26505419611930847,0.2769666314125061,0.37998121976852417,0.3409535884857178,0.6031951904296875,0.2319219708442688,0.2524852454662323,0.26542237401008606,0.3374488651752472,0.23428019881248474,0.2319219708442688,0.2876489460468292,0.2019491046667099
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2556065022945404,0.5352458953857422,0.17658381164073944,0.2591777741909027,0.33111312985420227,0.5591574311256409,0.2787359356880188,0.21310871839523315,0.45942068099975586,0.19132035970687866,0.5934505462646484,0.29425299167633057,0.4460422694683075,0.2997269034385681,0.3872767388820648,0.2304532378911972,0.17658381164073944,0.2591777741909027,0.4569662809371948,0.3872767388820648,0.22646059095859528,0.4130953550338745
