,who,headlined,the,halftime,show,for,super,bowl,50,?
guest,0.2661038935184479,0.3399943709373474,0.17925196886062622,0.3126589357852936,0.4285869300365448,0.1918301284313202,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.23479853570461273
performers,0.3387889564037323,0.37757447361946106,0.2311975508928299,0.4207268953323364,0.358512282371521,0.2855110168457031,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.1344873309135437
beyoncé,0.23366473615169525,0.37132003903388977,0.2099055051803589,0.4306446313858032,0.2562267482280731,0.1585460603237152,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.25188755989074707
and,0.41279885172843933,0.22864364087581635,0.5171257257461548,0.34601953625679016,0.3455478549003601,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
bruno,0.2274247407913208,0.14641636610031128,0.15010739862918854,0.26777195930480957,0.0929812416434288,0.15770621597766876,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.1273501217365265
mars,0.19560889899730682,0.11071058362722397,0.22427980601787567,0.1926746964454651,0.2031152993440628,0.13024643063545227,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1826961636543274
",",0.3365725874900818,0.28681400418281555,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
who,0.9999998807907104,0.15209026634693146,0.3733934462070465,0.19379067420959473,0.2095358669757843,0.37110671401023865,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
headlined,0.15209026634693146,1.0000001192092896,0.2894550859928131,0.4387337267398834,0.2542087435722351,0.24607887864112854,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.26601076126098633
the,0.3733934462070465,0.2894550859928131,1.0,0.31780552864074707,0.319829523563385,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.1819351613521576,0.18724042177200317,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.1954048126935959,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.24430087208747864,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xlvii,0.17947067320346832,0.267196923494339,0.2988950312137604,0.5093367695808411,0.21301409602165222,0.24236133694648743,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.19350703060626984
and,0.41279885172843933,0.22864364087581635,0.5171257257461548,0.34601953625679016,0.3455478549003601,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
super,0.1819351613521576,0.18724042177200317,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.1954048126935959,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.24430087208747864,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xlviii,0.14658403396606445,0.24025900661945343,0.2765132784843445,0.46320661902427673,0.1775490939617157,0.22415736317634583,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.18409758806228638
halftime,0.19379067420959473,0.4387337267398834,0.31780552864074707,1.0000001192092896,0.3664279878139496,0.31425946950912476,0.4056760370731354,0.4822790324687958,0.010851318016648293,0.21138669550418854
shows,0.1994590163230896,0.21946609020233154,0.36348509788513184,0.23730841279029846,0.6561359167098999,0.35496386885643005,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.2040930688381195
",",0.3365725874900818,0.28681400418281555,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
respectively,0.22078678011894226,0.22237733006477356,0.3498423993587494,0.2488977015018463,0.1875137835741043,0.23151183128356934,0.17725007236003876,0.08850861340761185,0.018622776493430138,0.1307799071073532
.,0.3541337847709656,0.25261133909225464,0.5934505462646484,0.33941835165023804,0.3016606271266937,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
