,who,recorded,a,version,of,the,doctor,who,theme,with,spoken,lyrics,in,the,1970,'s,?
theme,0.1836521327495575,0.17997701466083527,0.2278088480234146,0.3038923144340515,0.17537155747413635,0.2470158040523529,0.17665699124336243,0.1836521327495575,0.9999998807907104,0.22438909113407135,0.16783902049064636,0.3487001657485962,0.21164380013942719,0.2470158040523529,-0.08331602811813354,0.010491529479622841,0.21507632732391357
with,0.3282766342163086,0.30649667978286743,0.3783375024795532,0.2542000412940979,0.41827285289764404,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.22438909113407135,0.9999999403953552,0.1740942895412445,0.18140806257724762,0.4080928862094879,0.4223487675189972,0.028211066499352455,-0.04624466598033905,0.2433311939239502
spoken,0.21795330941677094,0.2672526240348816,0.21272970736026764,0.2040407955646515,0.25567829608917236,0.31125280261039734,0.1329459547996521,0.21795330941677094,0.16783902049064636,0.1740942895412445,1.0,0.23947980999946594,0.23523610830307007,0.31125280261039734,0.017748253419995308,0.045285049825906754,0.1697215884923935
lyrics,0.14852160215377808,0.26456689834594727,0.07978776097297668,0.24177567660808563,0.14573930203914642,0.1303246021270752,0.1071527823805809,0.14852160215377808,0.3487001657485962,0.18140806257724762,0.23947980999946594,1.0,0.12233170121908188,0.1303246021270752,0.03732326626777649,0.0773257240653038,0.1614997684955597
",",0.3365725874900818,0.2596049904823303,0.427140474319458,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.4120737314224243,0.29795920848846436,0.2168533354997635,0.5201468467712402,0.4933079481124878,0.10338303446769714,-0.0016132977325469255,0.31091248989105225
titled,0.1399403214454651,0.367634654045105,0.2480529546737671,0.31074607372283936,0.2194010466337204,0.267250657081604,0.15805187821388245,0.1399403214454651,0.3089247941970825,0.23445595800876617,0.1264505684375763,0.3148397207260132,0.2624373435974121,0.267250657081604,-0.07467033714056015,-0.02731235884130001,0.23354937136173248
",",0.3365725874900818,0.2596049904823303,0.427140474319458,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.4120737314224243,0.29795920848846436,0.2168533354997635,0.5201468467712402,0.4933079481124878,0.10338303446769714,-0.0016132977325469255,0.31091248989105225
``,0.02397952415049076,-0.06672187894582748,0.07272057235240936,-0.078781358897686,0.06780257821083069,0.029072100296616554,0.03718610852956772,0.02397952415049076,-0.04043178632855415,0.08974023163318634,0.1002122163772583,-0.047461219131946564,0.04765888676047325,0.029072100296616554,0.07077661156654358,-0.03416389226913452,0.0685480609536171
who,0.9999998807907104,0.18934021890163422,0.36608949303627014,0.17217524349689484,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.1836521327495575,0.3282766342163086,0.21795330941677094,0.14852160215377808,0.2792111933231354,0.3733934462070465,-0.0008222789620049298,0.05599616840481758,0.26220351457595825
is,0.24293622374534607,0.19766312837600708,0.658733606338501,0.26673051714897156,0.4854315221309662,0.5823672413825989,0.19875872135162354,0.24293622374534607,0.20746418833732605,0.3250955045223236,0.2947082221508026,0.07402049005031586,0.5394441485404968,0.5823672413825989,-0.024357598274946213,0.02396530658006668,0.22961433231830597
the,0.3733934462070465,0.2759207487106323,0.5829201340675354,0.27268242835998535,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.2470158040523529,0.4223487675189972,0.31125280261039734,0.1303246021270752,0.6662389636039734,1.0,0.013761552982032299,-0.01540423184633255,0.22068053483963013
doctor,0.3504868149757385,0.16028553247451782,0.22883038222789764,0.16003715991973877,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.17665699124336243,0.17277967929840088,0.1329459547996521,0.1071527823805809,0.25567495822906494,0.2820442318916321,0.10485178977251053,0.031664930284023285,0.1462511420249939
'',0.024401003494858742,0.03543894737958908,0.04890415817499161,0.06002119556069374,0.13035868108272552,0.041273195296525955,0.06782495975494385,0.024401003494858742,0.03232346102595329,0.07907696813344955,0.032446376979351044,0.012075933627784252,0.07432962208986282,0.041273195296525955,0.05299720540642738,-0.04859459400177002,0.018684765323996544
.,0.3541337847709656,0.21476124227046967,0.50484299659729,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.2135048359632492,0.4446153938770294,0.22299833595752716,0.1573495715856552,0.5591574311256409,0.5934505462646484,0.06315258145332336,-0.003708066651597619,0.4130953550338745
