,in,what,episode,does,the,``,fall,of,the,eleventh,'',happen,?
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.09681109338998795,0.31587862968444824,0.4946078956127167,0.4933079481124878,0.25195062160491943,-0.037358131259679794,0.25441640615463257,0.31091248989105225
'',0.07432962208986282,0.08143015950918198,-0.014759616926312447,-0.004023602232336998,0.041273195296525955,-0.09173435717821121,-0.002057781210169196,0.13035868108272552,0.041273195296525955,-0.05912568047642708,1.0,-0.0065726470202207565,0.018684765323996544
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.029072100296616554,0.3639753758907318,0.733189046382904,1.0,0.3663412928581238,0.041273195296525955,0.2880464494228363,0.22068053483963013
eleventh,0.29234778881073,0.1283237636089325,0.3004342317581177,0.13018687069416046,0.3663412928581238,0.0112016461789608,0.12152936309576035,0.2959204316139221,0.3663412928581238,0.9999998807907104,-0.05912568047642708,0.05165032669901848,0.0976005420088768
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.03718610852956772,0.12000632286071777,0.16895952820777893,0.2820442318916321,0.2803051173686981,0.06782495975494385,0.23451930284500122,0.1462511420249939
clarified,0.16417177021503448,0.3957134485244751,0.09369290620088577,0.2574135959148407,0.21582025289535522,0.1273730844259262,0.09440015256404877,0.18611043691635132,0.21582025289535522,0.1606404036283493,0.08315745741128922,0.24899855256080627,0.42505213618278503
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.22791607677936554,0.4571082592010498,0.05585138872265816,0.22564740478992462,0.38706058263778687,0.4571082592010498,0.18456052243709564,0.039060186594724655,0.2564277946949005,0.2089974731206894
was,0.45514053106307983,0.22111038863658905,0.1706574261188507,0.19302551448345184,0.48711544275283813,-0.012679691426455975,0.22278504073619843,0.4069072902202606,0.48711544275283813,0.32591482996940613,0.04456103965640068,0.1582590490579605,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.029072100296616554,0.3639753758907318,0.733189046382904,1.0,0.3663412928581238,0.041273195296525955,0.2880464494228363,0.22068053483963013
product,0.17412906885147095,0.2465333193540573,0.11345335096120834,0.2916180491447449,0.23984220623970032,0.023889778181910515,0.09879377484321594,0.19526132941246033,0.23984220623970032,0.12230989336967468,-0.04526121914386749,0.2325964719057083,0.19651241600513458
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.3119818866252899,0.733189046382904,0.06780257821083069,0.2854328155517578,1.0,0.733189046382904,0.2959204316139221,0.13035868108272552,0.23650258779525757,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.029072100296616554,0.3639753758907318,0.733189046382904,1.0,0.3663412928581238,0.041273195296525955,0.2880464494228363,0.22068053483963013
twelfth,0.26505881547927856,0.15862415730953217,0.2581460773944855,0.10452942550182343,0.36835214495658875,0.04769287630915642,0.20874929428100586,0.26390185952186584,0.36835214495658875,0.6547856330871582,0.07907277345657349,0.1167776957154274,0.07638096809387207
regeneration,0.19745036959648132,0.22060240805149078,0.3236655294895172,0.2224959135055542,0.3351733982563019,0.0084949666634202,0.20485328137874603,0.32214465737342834,0.3351733982563019,0.28766629099845886,0.05689337104558945,0.22561845183372498,0.13848066329956055
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.09681109338998795,0.31587862968444824,0.4946078956127167,0.4933079481124878,0.25195062160491943,-0.037358131259679794,0.25441640615463257,0.31091248989105225
due,0.2516716718673706,0.15204688906669617,0.20237720012664795,0.20878952741622925,0.22577603161334991,0.005027893465012312,0.17777031660079956,0.2533245384693146,0.22577603161334991,0.14438453316688538,0.008131635375320911,0.27847057580947876,0.10954997688531876
to,0.45010748505592346,0.455847829580307,0.25052839517593384,0.4391997456550598,0.535392165184021,0.06720756739377975,0.1966593861579895,0.41548454761505127,0.535392165184021,0.22125716507434845,-0.009905828163027763,0.25324898958206177,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.211050882935524,0.38201746344566345,0.5829201340675354,0.07272057235240936,0.21384748816490173,0.5052502155303955,0.5829201340675354,0.24836570024490356,0.04890415817499161,0.27358970046043396,0.23916715383529663
previous,0.2318485975265503,0.2743692696094513,0.18853838741779327,0.15353792905807495,0.34706559777259827,-0.0010520428186282516,0.18213188648223877,0.2892087996006012,0.34706559777259827,0.32734766602516174,0.04656168445944786,0.15552884340286255,0.16724538803100586
incarnation,0.2213584929704666,0.2737259864807129,0.306388258934021,0.21973489224910736,0.3089248239994049,0.023683778941631317,0.20740622282028198,0.28596875071525574,0.3089248239994049,0.3257824778556824,0.03308352082967758,0.13429045677185059,0.20495687425136566
which,0.4840516746044159,0.5261979103088379,0.23802484571933746,0.39111801981925964,0.6521818041801453,0.05178012326359749,0.25509533286094666,0.5011631846427917,0.6521818041801453,0.23803870379924774,-0.03332270681858063,0.3443140685558319,0.25814583897590637
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.22791607677936554,0.4571082592010498,0.05585138872265816,0.22564740478992462,0.38706058263778687,0.4571082592010498,0.18456052243709564,0.039060186594724655,0.2564277946949005,0.2089974731206894
chose,0.2265765517950058,0.2544066309928894,0.1221856027841568,0.1997375637292862,0.3029356896877289,0.043076515197753906,0.16538017988204956,0.2676139771938324,0.3029356896877289,0.15118922293186188,0.028179550543427467,0.11641005426645279,0.2465825378894806
not,0.3403114080429077,0.5449194312095642,0.2026968151330948,0.6355478763580322,0.4310511648654938,0.09406080842018127,0.26294949650764465,0.3307090103626251,0.4310511648654938,0.16612808406352997,0.04262445494532585,0.434800922870636,0.41942933201789856
to,0.45010748505592346,0.455847829580307,0.25052839517593384,0.4391997456550598,0.535392165184021,0.06720756739377975,0.1966593861579895,0.41548454761505127,0.535392165184021,0.22125716507434845,-0.009905828163027763,0.25324898958206177,0.29463258385658264
count,0.1993972808122635,0.11588504165410995,0.21131084859371185,0.1653616726398468,0.21435627341270447,0.15542402863502502,0.19394581019878387,0.23121918737888336,0.21435627341270447,0.17722931504249573,0.017653029412031174,0.1590702086687088,0.15563273429870605
and,0.4954058527946472,0.31309178471565247,0.2091434895992279,0.3461615741252899,0.5171257257461548,0.036644238978624344,0.25737735629081726,0.5116966962814331,0.5171257257461548,0.232212096452713,0.021612688899040222,0.23779208958148956,0.20544172823429108
one,0.4129433035850525,0.376489520072937,0.20317377150058746,0.2924913763999939,0.5514441132545471,0.1164957657456398,0.19814079999923706,0.4999135136604309,0.5514441132545471,0.36677467823028564,0.036477331072092056,0.31491339206695557,0.2673267424106598
other,0.39989137649536133,0.341873437166214,0.1582825481891632,0.2947014272212982,0.44152235984802246,0.10245004296302795,0.20349520444869995,0.38583824038505554,0.44152235984802246,0.08191610127687454,0.021007593721151352,0.3166449964046478,0.24682199954986572
aborted,0.18510055541992188,0.23041053116321564,0.13719603419303894,0.20979255437850952,0.20918682217597961,0.08188522607088089,0.2365395724773407,0.1994139701128006,0.20918682217597961,0.20147722959518433,-0.05390571802854538,0.29571810364723206,0.25092291831970215
regeneration,0.19745036959648132,0.22060240805149078,0.3236655294895172,0.2224959135055542,0.3351733982563019,0.0084949666634202,0.20485328137874603,0.32214465737342834,0.3351733982563019,0.28766629099845886,0.05689337104558945,0.22561845183372498,0.13848066329956055
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.3022993505001068,0.5934505462646484,0.05720457062125206,0.2718521058559418,0.5352458953857422,0.5934505462646484,0.2807825803756714,-0.07181349396705627,0.2506430745124817,0.4130953550338745
