,what,is,an,example,of,a,problem,that,rests,within,the,np,complexity,class,?
that,0.6297725439071655,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.47537946701049805,0.4416671693325043,1.0,0.2152288556098938,0.33798906207084656,0.5473989248275757,0.2149038165807724,0.3234518766403198,0.23035554587841034,0.32716336846351624
people,0.32444337010383606,0.34254953265190125,0.16753636300563812,0.30246272683143616,0.3251037895679474,0.3483705520629883,0.214010089635849,0.3621441423892975,0.1230071485042572,0.21676687896251678,0.36838498711586,0.2036563605070114,0.1789577603340149,0.12438123673200607,0.23739641904830933
would,0.45766422152519226,0.33626067638397217,0.2650099992752075,0.3423042595386505,0.3353942930698395,0.398599237203598,0.33138108253479004,0.5895259380340576,0.2634563148021698,0.23374409973621368,0.4133751392364502,0.15096163749694824,0.27243655920028687,0.1581210196018219,0.37178951501846313
like,0.4320242702960968,0.29710376262664795,0.2679307162761688,0.5283538699150085,0.3244853615760803,0.38655611872673035,0.3455165922641754,0.5397313237190247,0.1579417884349823,0.20170725882053375,0.32912567257881165,0.10645020008087158,0.25335803627967834,0.20354855060577393,0.3268813192844391
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.2502208352088928,0.5436353087425232,0.26387298107147217,0.34980177879333496,0.535392165184021,0.12644809484481812,0.28336837887763977,0.18696844577789307,0.29463258385658264
solve,0.3072938323020935,0.21876689791679382,0.11479517817497253,0.29407572746276855,0.15426263213157654,0.1866181194782257,0.5774925351142883,0.31365567445755005,0.12439555674791336,0.12558989226818085,0.16557666659355164,0.43959155678749084,0.4029405415058136,0.09394009411334991,0.27457404136657715
efficiently,0.2902039587497711,0.23061436414718628,0.2430436909198761,0.3089645802974701,0.2047252506017685,0.2383444905281067,0.3849876821041107,0.44166693091392517,0.2783195674419403,0.2639271914958954,0.23589400947093964,0.22536255419254303,0.47260206937789917,0.19322754442691803,0.22194626927375793
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.23938199877738953,0.4137537479400635,0.23383815586566925,0.2513136863708496,0.4933079481124878,0.1823609173297882,0.27822354435920715,0.1753857135772705,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.27760404348373413,0.39983898401260376,0.39942997694015503,0.44750767946243286,0.4038695693016052,0.7244205474853516,0.24677059054374695,0.3166722059249878,0.4859698414802551,0.17073021829128265,0.26913172006607056,0.21080657839775085,0.27921953797340393
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.44038116931915283,0.2661307752132416,0.4137635827064514,0.16183793544769287,0.3087334632873535,0.4739971458911896,0.1543017327785492,0.27243003249168396,0.17833863198757172,0.264628142118454
which,0.5261979103088379,0.4457404911518097,0.3611921966075897,0.45943138003349304,0.5011631846427917,0.56894451379776,0.309948593378067,0.6894589066505432,0.2808316946029663,0.43539655208587646,0.6521818041801453,0.16516762971878052,0.2941568195819855,0.23547251522541046,0.25814583897590637
no,0.339326947927475,0.19581134617328644,0.19335412979125977,0.22094443440437317,0.24809792637825012,0.26280897855758667,0.34181922674179077,0.41830796003341675,0.20108145475387573,0.18501140177249908,0.3461136817932129,0.27036094665527344,0.24885083734989166,0.13246874511241913,0.32165053486824036
efficient,0.22662539780139923,0.19970080256462097,0.2286422997713089,0.2987912893295288,0.22586165368556976,0.19768685102462769,0.3783922493457794,0.3503778278827667,0.23852795362472534,0.22128704190254211,0.22032952308654785,0.22501961886882782,0.44493651390075684,0.19982673227787018,0.18034493923187256
algorithm,0.2700590193271637,0.24848374724388123,0.14905822277069092,0.25975191593170166,0.17516344785690308,0.20294487476348877,0.39858657121658325,0.24969768524169922,0.08712329715490341,0.07484211027622223,0.15884782373905182,0.43959322571754456,0.4874947965145111,0.11908161640167236,0.21180397272109985
is,0.28837618231773376,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.658733606338501,0.23238427937030792,0.3995479643344879,0.21423573791980743,0.30135563015937805,0.5823672413825989,0.2208731323480606,0.2541271150112152,0.1275252103805542,0.22961433231830597
known,0.20381177961826324,0.41921812295913696,0.3156754970550537,0.29706430435180664,0.35814476013183594,0.30882248282432556,0.1978386789560318,0.20813259482383728,0.1959523856639862,0.14964622259140015,0.3624623417854309,0.16972734034061432,0.17207187414169312,0.12499057501554489,0.18314571678638458
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.23938199877738953,0.4137537479400635,0.23383815586566925,0.2513136863708496,0.4933079481124878,0.1823609173297882,0.27822354435920715,0.1753857135772705,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.2706976532936096,0.3146115839481354,0.4479874074459076,0.2258291393518448,0.24077613651752472,0.3575236201286316,0.16045479476451874,0.33842724561691284,0.1532279998064041,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.39550232887268066,0.2586832344532013,0.4735107421875,0.23975248634815216,0.2626299560070038,0.48381632566452026,0.12944991886615753,0.22960948944091797,0.22566811740398407,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.24928659200668335,0.5473989248275757,0.3346085548400879,0.39827480912208557,1.0,0.14565430581569672,0.21171598136425018,0.18034407496452332,0.22068053483963013
boolean,0.27341124415397644,0.24110576510429382,0.1952669322490692,0.35336220264434814,0.15521764755249023,0.26556581258773804,0.39493268728256226,0.3180512487888336,0.1974422037601471,0.14719828963279724,0.15092404186725616,0.4544213116168976,0.3921334147453308,0.17701783776283264,0.31161975860595703
satisfiability,0.38953596353530884,0.21485021710395813,0.2089296579360962,0.3362821340560913,0.23604930937290192,0.26299187541007996,0.5401816964149475,0.41838470101356506,0.20272797346115112,0.26451677083969116,0.20948947966098785,0.4517723321914673,0.6418663859367371,0.23174887895584106,0.31815093755722046
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.2605542540550232,1.0,0.4416671693325043,0.1031913310289383,0.12321300059556961,0.24928659200668335,0.4497864544391632,0.5039530992507935,0.19669321179389954,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.23938199877738953,0.4137537479400635,0.23383815586566925,0.2513136863708496,0.4933079481124878,0.1823609173297882,0.27822354435920715,0.1753857135772705,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.24928659200668335,0.5473989248275757,0.3346085548400879,0.39827480912208557,1.0,0.14565430581569672,0.21171598136425018,0.18034407496452332,0.22068053483963013
hamiltonian,0.2391209453344345,0.21014589071273804,0.19382654130458832,0.2898727357387543,0.22830118238925934,0.275738000869751,0.20471765100955963,0.2908274829387665,0.1260388046503067,0.1744452267885208,0.27718719840049744,0.23562632501125336,0.31526699662208557,0.18011868000030518,0.18581216037273407
path,0.25106123089790344,0.19813401997089386,0.20252758264541626,0.2439696192741394,0.19203445315361023,0.2498561441898346,0.17270725965499878,0.24823515117168427,0.2736142575740814,0.21656931936740875,0.21527591347694397,0.192580908536911,0.21645545959472656,0.13959082961082458,0.12429215013980865
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.2605542540550232,1.0,0.4416671693325043,0.1031913310289383,0.12321300059556961,0.24928659200668335,0.4497864544391632,0.5039530992507935,0.19669321179389954,0.3762950301170349
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.24328261613845825,0.4731321930885315,0.2683562636375427,0.35049548745155334,0.5171257257461548,0.1060066819190979,0.2520415782928467,0.20710228383541107,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.24928659200668335,0.5473989248275757,0.3346085548400879,0.39827480912208557,1.0,0.14565430581569672,0.21171598136425018,0.18034407496452332,0.22068053483963013
vertex,0.25784507393836975,0.26316314935684204,0.1645680069923401,0.2640541195869446,0.2603082060813904,0.302960604429245,0.2870604395866394,0.2823866605758667,0.2022152990102768,0.23481151461601257,0.3055676221847534,0.347393274307251,0.3889906108379364,0.1668187975883484,0.1949477195739746
cover,0.19970405101776123,0.19958840310573578,0.2192966639995575,0.1217271015048027,0.26416900753974915,0.23858952522277832,0.14325252175331116,0.24846096336841583,0.25311607122421265,0.239279642701149,0.26727065443992615,0.04486493766307831,0.20819130539894104,0.059178803116083145,0.18414615094661713
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.2605542540550232,1.0,0.4416671693325043,0.1031913310289383,0.12321300059556961,0.24928659200668335,0.4497864544391632,0.5039530992507935,0.19669321179389954,0.3762950301170349
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.22562150657176971,0.4460422694683075,0.20466582477092743,0.2984525263309479,0.5934505462646484,0.26927393674850464,0.21340465545654297,0.24688394367694855,0.4130953550338745
