,how,much,correspondence,did,tesla,send,morgan,in,the,five,years,following,1901,?
letters,0.18978257477283478,0.19646233320236206,0.3940841555595398,0.1800529956817627,0.14245650172233582,0.2728297710418701,0.17959539592266083,0.1873265951871872,0.23764781653881073,0.21627211570739746,0.16514629125595093,0.14720803499221802,-0.07691928744316101,0.18739263713359833
to,0.44169697165489197,0.40610215067863464,0.23484773933887482,0.4452643394470215,0.17548894882202148,0.3854542672634125,0.16705390810966492,0.45010748505592346,0.535392165184021,0.29041585326194763,0.23891852796077728,0.31711265444755554,-0.024875154718756676,0.29463258385658264
morgan,0.1754428893327713,0.19606733322143555,0.19691631197929382,0.20618073642253876,0.1387946456670761,0.10249180346727371,1.0,0.1914260983467102,0.2054959386587143,0.11378998309373856,0.09047259390354156,0.11637622863054276,-0.003501254366710782,0.09039338678121567
",",0.22659391164779663,0.36182254552841187,0.2962486147880554,0.3015086054801941,0.20599327981472015,0.24667364358901978,0.2837265133857727,0.5201468467712402,0.4933079481124878,0.3101605772972107,0.2589467465877533,0.27101513743400574,0.02599540539085865,0.31091248989105225
pleading,0.26185929775238037,0.15956926345825195,0.2828957438468933,0.2999393343925476,0.14796079695224762,0.24169467389583588,0.2473645806312561,0.31678226590156555,0.30674275755882263,0.24223710596561432,0.22374027967453003,0.3541506826877594,0.05174517631530762,0.28710174560546875
for,0.3308170735836029,0.2994346022605896,0.2601429522037506,0.318512886762619,0.13983871042728424,0.26787710189819336,0.17865847051143646,0.4322226941585541,0.4739971458911896,0.30701300501823425,0.2878222167491913,0.2965082824230194,-0.06310592591762543,0.264628142118454
and,0.33647966384887695,0.38395699858665466,0.2894931435585022,0.34479495882987976,0.19560420513153076,0.3002150058746338,0.2510843276977539,0.4954058527946472,0.5171257257461548,0.33081334829330444,0.300204873085022,0.2696467339992523,-0.006958194077014923,0.20544172823429108
demanding,0.22515588998794556,0.27233436703681946,0.2731291651725769,0.3604845106601715,0.2274867743253708,0.23852474987506866,0.20848549902439117,0.2719402015209198,0.31346237659454346,0.19226180016994476,0.15307305753231049,0.24738365411758423,0.002208669437095523,0.11861293762922287
additional,0.22369614243507385,0.22581768035888672,0.2100158929824829,0.20902137458324432,0.17880655825138092,0.20395630598068237,0.16056635975837708,0.21390613913536072,0.2539002597332001,0.2967171370983124,0.1755881905555725,0.27336761355400085,-0.02380506321787834,0.24309562146663666
funding,0.22806021571159363,0.25788894295692444,0.2818504571914673,0.24792753159999847,0.17594441771507263,0.2478521764278412,0.17370948195457458,0.2074873298406601,0.3006567358970642,0.1923086941242218,0.22335433959960938,0.18148913979530334,-0.08224454522132874,0.1842934638261795
to,0.44169697165489197,0.40610215067863464,0.23484773933887482,0.4452643394470215,0.17548894882202148,0.3854542672634125,0.16705390810966492,0.45010748505592346,0.535392165184021,0.29041585326194763,0.23891852796077728,0.31711265444755554,-0.024875154718756676,0.29463258385658264
complete,0.2646922171115875,0.24209415912628174,0.19939018785953522,0.2538607120513916,0.13203854858875275,0.18508315086364746,0.1592215895652771,0.2201821506023407,0.277624249458313,0.23336417973041534,0.2288486808538437,0.3041039705276489,0.037314530462026596,0.11962060630321503
the,0.33890387415885925,0.35023224353790283,0.26956990361213684,0.34736719727516174,0.1324402391910553,0.2581755518913269,0.2054959386587143,0.6662389636039734,1.0,0.41977158188819885,0.2912273406982422,0.39779382944107056,0.01573479175567627,0.22068053483963013
construction,0.16225795447826385,0.2307160645723343,0.16583992540836334,0.1474381983280182,0.228234201669693,0.08328554779291153,0.1936461478471756,0.3031303882598877,0.2671978175640106,0.15237435698509216,0.218065083026886,0.16807828843593597,0.0018420479027554393,0.13494056463241577
of,0.2480744868516922,0.2671096920967102,0.2812255918979645,0.2513895630836487,0.18837453424930573,0.22127455472946167,0.15910735726356506,0.5696388483047485,0.733189046382904,0.3980514109134674,0.2904134690761566,0.3576679527759552,0.09594502300024033,0.1826142966747284
wardenclyffe,0.18687520921230316,0.17714527249336243,0.4264141619205475,0.2182881236076355,0.14223843812942505,0.2049250304698944,0.3474668860435486,0.30227306485176086,0.3380798399448395,0.22660063207149506,0.1951330304145813,0.2245839685201645,0.012875638902187347,0.22984455525875092
.,0.3287222981452942,0.3374604284763336,0.19833426177501678,0.35288307070732117,0.17949827015399933,0.31951451301574707,0.235212042927742,0.5591574311256409,0.5934505462646484,0.34172043204307556,0.31919315457344055,0.30538758635520935,0.004086941480636597,0.4130953550338745
