,if,the,apparant,force,of,two,fermions,is,attractive,",",what,is,the,spin,function,?
),0.2878422141075134,0.3456730246543884,0.18483677506446838,0.19671578705310822,0.3680361211299896,0.24161455035209656,0.16863825917243958,0.37732169032096863,0.09011644124984741,0.63033527135849,0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1157236322760582,0.24718981981277466,0.42300865054130554
the,0.33724796772003174,1.0,0.3042762875556946,0.2800885736942291,0.733189046382904,0.43858039379119873,0.2234962284564972,0.5823672413825989,0.18968547880649567,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.22827482223510742,0.2037137746810913,0.22068053483963013
spatial,0.22538480162620544,0.21930328011512756,0.2898772656917572,0.20139189064502716,0.2952149212360382,0.2137342244386673,0.24489419162273407,0.23371939361095428,0.24341019988059998,0.19439400732517242,0.2384750097990036,0.23371939361095428,0.21930328011512756,0.1518070101737976,0.3954353630542755,0.13860870897769928
variables,0.4088232219219208,0.1977231651544571,0.2763125002384186,0.18889755010604858,0.197788804769516,0.245404452085495,0.48236897587776184,0.26567497849464417,0.15521258115768433,0.20117178559303284,0.24388675391674042,0.26567497849464417,0.1977231651544571,0.18802671134471893,0.49004197120666504,0.2210804969072342
must,0.5808357000350952,0.2713140547275543,0.13449834287166595,0.1998588740825653,0.24322323501110077,0.2710527777671814,0.30453580617904663,0.3093329071998596,0.18568290770053864,0.2231246829032898,0.30362528562545776,0.3093329071998596,0.2713140547275543,0.1362299919128418,0.24910667538642883,0.23707495629787445
be,0.5628611445426941,0.4248143136501312,0.25836074352264404,0.16664405167102814,0.33904364705085754,0.28515341877937317,0.27718067169189453,0.4819129705429077,0.27919861674308777,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19910596311092377,0.23198768496513367,0.3324260413646698
antisymmetric,0.3477608859539032,0.23309378325939178,0.3130478858947754,0.27391359210014343,0.26013991236686707,0.2649365961551666,0.47495484352111816,0.25020870566368103,0.25485894083976746,0.19128206372261047,0.2595628499984741,0.25020870566368103,0.23309378325939178,0.31809961795806885,0.39677074551582336,0.18593598902225494
(,0.26899856328964233,0.33289089798927307,0.18866685032844543,0.17529799044132233,0.35032153129577637,0.2169162482023239,0.16838988661766052,0.35393038392066956,0.0891510620713234,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.11182379722595215,0.25402042269706726,0.40561532974243164
i.e,-0.0428631529211998,-0.11428935080766678,0.01050702203065157,-0.020964691415429115,-0.09192006289958954,-0.040672291070222855,0.029904522001743317,-0.04790802299976349,-0.042554739862680435,-0.03723205626010895,0.06545200943946838,-0.04790802299976349,-0.11428935080766678,0.00029887736309319735,-0.074461929500103,-0.00816641841083765
.,0.421799898147583,0.5934505462646484,0.3091103732585907,0.2783275842666626,0.5352458953857422,0.3524959683418274,0.2509286403656006,0.4569662809371948,0.16486114263534546,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2699195146560669,0.253307044506073,0.4130953550338745
