,what,time,did,a,river,system,develop,in,the,upper,rhine,graben,?
upper,0.1592642068862915,0.14377018809318542,0.14103727042675018,0.26226839423179626,0.30176234245300293,0.17121560871601105,0.19122090935707092,0.27419501543045044,0.35289278626441956,1.0000001192092896,0.27324220538139343,0.24669237434864044,0.051342256367206573
rhine,0.16475653648376465,0.1911163330078125,0.15695837140083313,0.1823403388261795,0.3672541379928589,0.11104287952184677,0.13630519807338715,0.24648422002792358,0.30735138058662415,0.27324220538139343,1.0,0.3621143400669098,0.13754533231258392
graben,0.12957321107387543,0.11706290394067764,0.12192846834659576,0.2820639908313751,0.21362783014774323,0.15776067972183228,0.1321103572845459,0.25178003311157227,0.25892695784568787,0.24669237434864044,0.3621143400669098,0.9999999403953552,0.21599915623664856
",",0.3087472915649414,0.3029961884021759,0.3015086054801941,0.427140474319458,0.26637205481529236,0.18439900875091553,0.17652153968811035,0.5201468467712402,0.4933079481124878,0.22235287725925446,0.167837992310524,0.35317227244377136,0.31091248989105225
that,0.6297725439071655,0.388528436422348,0.47518548369407654,0.47537946701049805,0.1889113336801529,0.3088737428188324,0.3281192481517792,0.435920387506485,0.5473989248275757,0.19780731201171875,0.16362759470939636,0.16804562509059906,0.32716336846351624
continued,0.17878234386444092,0.2858230471611023,0.4863187372684479,0.22831276059150696,0.10085936635732651,0.17189784348011017,0.295841783285141,0.2845509350299835,0.29953038692474365,0.1980806142091751,0.18186819553375244,0.17929376661777496,0.10404038429260254
northward,0.2236054241657257,0.23445628583431244,0.20278073847293854,0.17932692170143127,0.4276063144207001,0.18832863867282867,0.18922290205955505,0.2780805826187134,0.3292240798473358,0.26147663593292236,0.31051942706108093,0.17889125645160675,0.13339392840862274
and,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.3739250600337982,0.19898422062397003,0.231138214468956,0.25684353709220886,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.26306837797164917,0.20544172823429108
is,0.28837618231773376,0.25187405943870544,0.19247472286224365,0.658733606338501,0.20670881867408752,0.2282046526670456,0.1934473067522049,0.5394441485404968,0.5823672413825989,0.2177516371011734,0.15617261826992035,0.20943482220172882,0.22961433231830597
considered,0.2834889590740204,0.2660984396934509,0.2623664438724518,0.36109375953674316,0.10340692102909088,0.20314595103263855,0.23169273138046265,0.28591203689575195,0.4028765559196472,0.09808431565761566,0.10763265937566757,0.06424429267644882,0.19909770786762238
the,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.5829201340675354,0.2894456386566162,0.3233085572719574,0.26276466250419617,0.6662389636039734,1.0,0.35289278626441956,0.30735138058662415,0.25892695784568787,0.22068053483963013
first,0.28086137771606445,0.4013477563858032,0.33691170811653137,0.4287874400615692,0.1314089447259903,0.19536277651786804,0.1773870289325714,0.4127444326877594,0.49448907375335693,0.2146705836057663,0.13051658868789673,0.2005254030227661,0.18701928853988647
rhine,0.16475653648376465,0.1911163330078125,0.15695837140083313,0.1823403388261795,0.3672541379928589,0.11104287952184677,0.13630519807338715,0.24648422002792358,0.30735138058662415,0.27324220538139343,1.0,0.3621143400669098,0.13754533231258392
river,0.13815869390964508,0.15130726993083954,0.15783563256263733,0.20514865219593048,0.9999999403953552,0.0870727151632309,0.03547106683254242,0.2149806171655655,0.2894456386566162,0.30176234245300293,0.3672541379928589,0.21362783014774323,0.15390869975090027
.,0.3567904531955719,0.371569961309433,0.35288307070732117,0.50484299659729,0.21443960070610046,0.2277725487947464,0.2532461881637573,0.5591574311256409,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.28196895122528076,0.4130953550338745
,what,time,did,a,river,system,develop,in,the,upper,rhine,graben,?
the,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.5829201340675354,0.2894456386566162,0.3233085572719574,0.26276466250419617,0.6662389636039734,1.0,0.35289278626441956,0.30735138058662415,0.25892695784568787,0.22068053483963013
main,0.2344268560409546,0.14812199771404266,0.15925762057304382,0.27217230200767517,0.23717069625854492,0.13672471046447754,0.14194796979427338,0.28862449526786804,0.38631999492645264,0.2338131070137024,0.23040270805358887,0.22430245578289032,0.1665669083595276
elements,0.2152351289987564,0.20047353208065033,0.14570437371730804,0.2716076672077179,0.08801404386758804,0.23398061096668243,0.207302987575531,0.18130259215831757,0.22297804057598114,0.13763436675071716,0.1068926602602005,0.07726467400789261,0.15222592651844025
of,0.33290785551071167,0.35127586126327515,0.2513895630836487,0.5052502155303955,0.19903257489204407,0.25597915053367615,0.2259741723537445,0.5696388483047485,0.733189046382904,0.25818127393722534,0.2548927664756775,0.2395782321691513,0.1826142966747284
this,0.5489566326141357,0.43249568343162537,0.3609912693500519,0.5422310829162598,0.16514457762241364,0.3294329345226288,0.30477118492126465,0.45205554366111755,0.6274310946464539,0.20427626371383667,0.16867555677890778,0.20072723925113678,0.3155723512172699
rift,0.27999821305274963,0.18651460111141205,0.12439025938510895,0.18057622015476227,0.3267490565776825,0.13986530900001526,0.20693914592266083,0.18964281678199768,0.31054243445396423,0.2752717435359955,0.27927032113075256,0.1816164255142212,0.18145444989204407
are,0.29724663496017456,0.24188680946826935,0.2159031480550766,0.265255331993103,0.10382523387670517,0.21917270123958588,0.2920362651348114,0.3841303884983063,0.40399202704429626,0.17645308375358582,0.13834848999977112,0.0485258549451828,0.24591213464736938
the,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.5829201340675354,0.2894456386566162,0.3233085572719574,0.26276466250419617,0.6662389636039734,1.0,0.35289278626441956,0.30735138058662415,0.25892695784568787,0.22068053483963013
upper,0.1592642068862915,0.14377018809318542,0.14103727042675018,0.26226839423179626,0.30176234245300293,0.17121560871601105,0.19122090935707092,0.27419501543045044,0.35289278626441956,1.0000001192092896,0.27324220538139343,0.24669237434864044,0.051342256367206573
rhine,0.16475653648376465,0.1911163330078125,0.15695837140083313,0.1823403388261795,0.3672541379928589,0.11104287952184677,0.13630519807338715,0.24648422002792358,0.30735138058662415,0.27324220538139343,1.0,0.3621143400669098,0.13754533231258392
graben,0.12957321107387543,0.11706290394067764,0.12192846834659576,0.2820639908313751,0.21362783014774323,0.15776067972183228,0.1321103572845459,0.25178003311157227,0.25892695784568787,0.24669237434864044,0.3621143400669098,0.9999999403953552,0.21599915623664856
",",0.3087472915649414,0.3029961884021759,0.3015086054801941,0.427140474319458,0.26637205481529236,0.18439900875091553,0.17652153968811035,0.5201468467712402,0.4933079481124878,0.22235287725925446,0.167837992310524,0.35317227244377136,0.31091248989105225
in,0.30808621644973755,0.3431483507156372,0.2593238651752472,0.539380669593811,0.2149806171655655,0.21978288888931274,0.22882415354251862,1.0,0.6662389636039734,0.27419501543045044,0.24648422002792358,0.25178003311157227,0.20430970191955566
southwest,0.17507365345954895,0.12407238781452179,0.11210032552480698,0.1936805248260498,0.4065684974193573,0.1529550701379776,0.10915932804346085,0.3074305057525635,0.2974209487438202,0.27136725187301636,0.24861998856067657,0.20060472190380096,0.11322080343961716
germany,0.21690446138381958,0.22243069112300873,0.2132834792137146,0.2606942057609558,0.13062797486782074,0.13520540297031403,0.15536007285118103,0.3642844259738922,0.3181285262107849,0.23356673121452332,0.5801170468330383,0.3917466700077057,0.1388660967350006
and,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.3739250600337982,0.19898422062397003,0.231138214468956,0.25684353709220886,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.26306837797164917,0.20544172823429108
eastern,0.2263268083333969,0.23731456696987152,0.13009013235569,0.2322530597448349,0.3108457624912262,0.16729594767093658,0.16463704407215118,0.3306356370449066,0.3928247392177582,0.27373576164245605,0.246263787150383,0.19489935040473938,0.20060817897319794
france,0.17793065309524536,0.25373372435569763,0.2138325721025467,0.24802380800247192,0.18550540506839752,0.13816013932228088,0.16452115774154663,0.3812309503555298,0.35517507791519165,0.19991180300712585,0.3459889590740204,0.19209694862365723,0.15069349110126495
and,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.3739250600337982,0.19898422062397003,0.231138214468956,0.25684353709220886,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.26306837797164917,0.20544172823429108
the,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.5829201340675354,0.2894456386566162,0.3233085572719574,0.26276466250419617,0.6662389636039734,1.0,0.35289278626441956,0.30735138058662415,0.25892695784568787,0.22068053483963013
lower,0.20079238712787628,0.13625381886959076,0.1054062619805336,0.2221667766571045,0.20257124304771423,0.21685558557510376,0.1503130942583084,0.27455443143844604,0.3463275134563446,0.7553458213806152,0.28043457865715027,0.22091299295425415,0.08471795171499252
rhine,0.16475653648376465,0.1911163330078125,0.15695837140083313,0.1823403388261795,0.3672541379928589,0.11104287952184677,0.13630519807338715,0.24648422002792358,0.30735138058662415,0.27324220538139343,1.0,0.3621143400669098,0.13754533231258392
embayment,0.32954367995262146,0.2875332236289978,0.20175378024578094,0.25976836681365967,0.22880424559116364,0.26620861887931824,0.2881452739238739,0.26752912998199463,0.32149621844291687,0.20761580765247345,0.29862654209136963,0.19572904706001282,0.22431427240371704
",",0.3087472915649414,0.3029961884021759,0.3015086054801941,0.427140474319458,0.26637205481529236,0.18439900875091553,0.17652153968811035,0.5201468467712402,0.4933079481124878,0.22235287725925446,0.167837992310524,0.35317227244377136,0.31091248989105225
in,0.30808621644973755,0.3431483507156372,0.2593238651752472,0.539380669593811,0.2149806171655655,0.21978288888931274,0.22882415354251862,1.0,0.6662389636039734,0.27419501543045044,0.24648422002792358,0.25178003311157227,0.20430970191955566
northwest,0.1776016652584076,0.1761985421180725,0.1470927894115448,0.1877347230911255,0.3922572135925293,0.148771733045578,0.08603670448064804,0.34818974137306213,0.3162118196487427,0.26239219307899475,0.2332102507352829,0.19759546220302582,0.15228797495365143
germany,0.21690446138381958,0.22243069112300873,0.2132834792137146,0.2606942057609558,0.13062797486782074,0.13520540297031403,0.15536007285118103,0.3642844259738922,0.3181285262107849,0.23356673121452332,0.5801170468330383,0.3917466700077057,0.1388660967350006
and,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.3739250600337982,0.19898422062397003,0.231138214468956,0.25684353709220886,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.26306837797164917,0.20544172823429108
the,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.5829201340675354,0.2894456386566162,0.3233085572719574,0.26276466250419617,0.6662389636039734,1.0,0.35289278626441956,0.30735138058662415,0.25892695784568787,0.22068053483963013
southeastern,0.21616344153881073,0.16388888657093048,0.12453693151473999,0.27139317989349365,0.430014967918396,0.20446893572807312,0.12938253581523895,0.3610875606536865,0.37968114018440247,0.2769283950328827,0.26681381464004517,0.1686028093099594,0.1729537695646286
netherlands,0.14059674739837646,0.2077968418598175,0.14505378901958466,0.22332750260829926,0.08345689624547958,0.10273882746696472,0.11292674392461777,0.28237903118133545,0.2279868870973587,0.07245130091905594,0.3712500035762787,0.25498679280281067,0.09310898929834366
.,0.3567904531955719,0.371569961309433,0.35288307070732117,0.50484299659729,0.21443960070610046,0.2277725487947464,0.2532461881637573,0.5591574311256409,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.28196895122528076,0.4130953550338745
