,what,satellite,enabled,sky,digital,to,launch,an,all,new,digital,service,?
),0.26259949803352356,0.19569383561611176,0.19298480451107025,0.1731560230255127,0.17788442969322205,0.31236231327056885,0.16144290566444397,0.2873353958129883,0.283302903175354,0.253329336643219,0.17788442969322205,0.17408718168735504,0.42300865054130554
at,0.2838611304759979,0.16997875273227692,0.14554183185100555,0.19386574625968933,0.19604487717151642,0.36524343490600586,0.2472303807735443,0.2446778565645218,0.3001944422721863,0.1898733228445053,0.19604487717151642,0.2093784511089325,0.21978627145290375
28.5°e,0.1397867351770401,0.09760996699333191,0.1065211072564125,0.10138867050409317,0.13634058833122253,0.10671314597129822,0.09258150309324265,0.11499131470918655,0.08751126378774643,0.02285538800060749,0.13634058833122253,0.09643767029047012,0.25977110862731934
),0.26259949803352356,0.19569383561611176,0.19298480451107025,0.1731560230255127,0.17788442969322205,0.31236231327056885,0.16144290566444397,0.2873353958129883,0.283302903175354,0.253329336643219,0.17788442969322205,0.17408718168735504,0.42300865054130554
",",0.3087472915649414,0.20065933465957642,0.22565652430057526,0.22621183097362518,0.17865565419197083,0.44245919585227966,0.19433410465717316,0.3581022024154663,0.425624817609787,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.31091248989105225
enabled,0.22509589791297913,0.1291668862104416,0.9999998807907104,0.1582053005695343,0.13776269555091858,0.30371272563934326,0.23865960538387299,0.1924581080675125,0.32856830954551697,0.2650352418422699,0.13776269555091858,0.23000992834568024,0.25340956449508667
the,0.42745697498321533,0.22563834488391876,0.2653752565383911,0.26521286368370056,0.18361380696296692,0.535392165184021,0.2628649175167084,0.4207492768764496,0.4860881567001343,0.3845241069793701,0.18361380696296692,0.22661015391349792,0.22068053483963013
company,0.2333769053220749,0.14526723325252533,0.18670986592769623,0.16273526847362518,0.19660061597824097,0.24903783202171326,0.19135859608650208,0.13791987299919128,0.21926593780517578,0.16146139800548553,0.19660061597824097,0.265422523021698,0.12195809185504913
to,0.455847829580307,0.19631412625312805,0.30371272563934326,0.17630793154239655,0.1787031590938568,1.0,0.25276505947113037,0.3138085603713989,0.42520734667778015,0.33159172534942627,0.1787031590938568,0.24411341547966003,0.29463258385658264
launch,0.22967466711997986,0.41100266575813293,0.23865960538387299,0.20962528884410858,0.2516619861125946,0.25276505947113037,0.9999999403953552,0.17669998109340668,0.1901906281709671,0.21595123410224915,0.2516619861125946,0.28502675890922546,0.22009649872779846
a,0.3320399522781372,0.1919553577899933,0.23123306035995483,0.20541532337665558,0.19387772679328918,0.45503583550453186,0.19873975217342377,0.44552403688430786,0.2696802616119385,0.3214259147644043,0.19387772679328918,0.23104366660118103,0.23916715383529663
new,0.2130378633737564,0.18229526281356812,0.2650352418422699,0.08702775835990906,0.17902426421642303,0.33159172534942627,0.21595123410224915,0.19160676002502441,0.29927533864974976,0.9999999403953552,0.17902426421642303,0.21442657709121704,0.14782847464084625
all-digital,0.1937384158372879,0.41405898332595825,0.19291499257087708,0.26498231291770935,0.9496155381202698,0.20642322301864624,0.25885629653930664,0.18892571330070496,0.1760077029466629,0.21216239035129547,0.9496155381202698,0.25242239236831665,0.17306490242481232
service,0.16857224702835083,0.3001212179660797,0.23000992834568024,0.09141623228788376,0.2400941252708435,0.24411341547966003,0.28502675890922546,0.2286244034767151,0.23081640899181366,0.21442657709121704,0.2400941252708435,0.9999998807907104,0.1676298975944519
",",0.3087472915649414,0.20065933465957642,0.22565652430057526,0.22621183097362518,0.17865565419197083,0.44245919585227966,0.19433410465717316,0.3581022024154663,0.425624817609787,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.31091248989105225
sky,0.16493305563926697,0.3576030731201172,0.1582053005695343,1.0,0.24256861209869385,0.17630793154239655,0.20962528884410858,0.09778964519500732,0.23370063304901123,0.08702775835990906,0.24256861209869385,0.09141623228788376,0.11270341277122498
",",0.3087472915649414,0.20065933465957642,0.22565652430057526,0.22621183097362518,0.17865565419197083,0.44245919585227966,0.19433410465717316,0.3581022024154663,0.425624817609787,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.31091248989105225
with,0.2464839518070221,0.10434363782405853,0.17871643602848053,0.20754678547382355,0.10750167816877365,0.4239959120750427,0.18849989771842957,0.2730048894882202,0.3876307010650635,0.24325589835643768,0.10750167816877365,0.20442402362823486,0.2433311939239502
the,0.42745697498321533,0.22563834488391876,0.2653752565383911,0.26521286368370056,0.18361380696296692,0.535392165184021,0.2628649175167084,0.4207492768764496,0.4860881567001343,0.3845241069793701,0.18361380696296692,0.22661015391349792,0.22068053483963013
potential,0.27308183908462524,0.08075694739818573,0.3060421049594879,0.11565865576267242,0.1097068190574646,0.3595958650112152,0.14695769548416138,0.28476187586784363,0.2624667286872864,0.2220136970281601,0.1097068190574646,0.097163625061512,0.20122039318084717
to,0.455847829580307,0.19631412625312805,0.30371272563934326,0.17630793154239655,0.1787031590938568,1.0,0.25276505947113037,0.3138085603713989,0.42520734667778015,0.33159172534942627,0.1787031590938568,0.24411341547966003,0.29463258385658264
carry,0.22239743173122406,0.11831142753362656,0.19389429688453674,0.12617605924606323,0.1400996744632721,0.32521840929985046,0.30516231060028076,0.13768047094345093,0.3000107705593109,0.12178708612918854,0.1400996744632721,0.20712953805923462,0.17171701788902283
hundreds,0.234964519739151,0.15680304169654846,0.14582575857639313,0.1581193059682846,0.13859398663043976,0.29900258779525757,0.19655750691890717,0.17152148485183716,0.4477205276489258,0.21229997277259827,0.13859398663043976,0.10677123814821243,0.17484495043754578
of,0.33290785551071167,0.1683834195137024,0.18788689374923706,0.16284865140914917,0.20011478662490845,0.41548454761505127,0.20697395503520966,0.32280945777893066,0.42798417806625366,0.343457967042923,0.20011478662490845,0.18425606191158295,0.1826142966747284
television,0.19838058948516846,0.3117383122444153,0.09516902267932892,0.20846030116081238,0.327540785074234,0.1933557242155075,0.21629789471626282,0.22427234053611755,0.16301117837429047,0.25368571281433105,0.327540785074234,0.2054690420627594,0.16825827956199646
and,0.31309178471565247,0.14566761255264282,0.23255655169487,0.2200697511434555,0.20433840155601501,0.48971283435821533,0.18879936635494232,0.2838519215583801,0.4542157053947449,0.31402453780174255,0.20433840155601501,0.24532052874565125,0.20544172823429108
radio,0.16863368451595306,0.3465571105480194,0.15115517377853394,0.2423005998134613,0.38331758975982666,0.16918617486953735,0.2305004745721817,0.2141112983226776,0.16503389179706573,0.1785462647676468,0.38331758975982666,0.24494734406471252,0.08763375133275986
channels,0.1923084557056427,0.36286452412605286,0.1905762255191803,0.23975785076618195,0.35592758655548096,0.21767447888851166,0.2653808295726776,0.1705780029296875,0.2433251291513443,0.1410730928182602,0.35592758655548096,0.27798375487327576,0.19657258689403534
.,0.3567904531955719,0.16136173903942108,0.24664264917373657,0.19117935001850128,0.1748691350221634,0.4645031690597534,0.20541822910308838,0.3581749200820923,0.43406882882118225,0.35031336545944214,0.1748691350221634,0.2115515172481537,0.4130953550338745
