,what,did,lavoisier,perceive,the,air,had,lost,as,much,as,the,tin,had,gained
same,0.3764382302761078,0.3097444474697113,0.26927468180656433,0.264346182346344,0.4583131968975067,0.1768796443939209,0.2788434326648712,0.2170022875070572,0.3727807104587555,0.3313099145889282,0.3727807104587555,0.4583131968975067,0.17322255671024323,0.2788434326648712,0.17582514882087708
as,0.31749409437179565,0.3596470057964325,0.22816282510757446,0.23298634588718414,0.48381632566452026,0.17459522187709808,0.3393979072570801,0.19285669922828674,1.0,0.36514025926589966,1.0,0.48381632566452026,0.22512784600257874,0.3393979072570801,0.28581827878952026
the,0.42745697498321533,0.34736719727516174,0.2755334973335266,0.2647975981235504,1.0,0.2877824306488037,0.3875846862792969,0.3376973867416382,0.48381632566452026,0.35023224353790283,0.48381632566452026,1.0,0.16664911806583405,0.3875846862792969,0.29543522000312805
weight,0.20223349332809448,0.15234823524951935,0.2379339188337326,0.2860625386238098,0.19469641149044037,0.20247124135494232,0.19172748923301697,0.19421906769275665,0.18253348767757416,0.243657186627388,0.18253348767757416,0.19469641149044037,0.1901320368051529,0.19172748923301697,0.15617483854293823
of,0.33290785551071167,0.2513895630836487,0.2657543122768402,0.2723129987716675,0.733189046382904,0.24196814000606537,0.37755560874938965,0.2878951132297516,0.3886612355709076,0.2671096920967102,0.3886612355709076,0.733189046382904,0.16781218349933624,0.37755560874938965,0.29895761609077454
the,0.42745697498321533,0.34736719727516174,0.2755334973335266,0.2647975981235504,1.0,0.2877824306488037,0.3875846862792969,0.3376973867416382,0.48381632566452026,0.35023224353790283,0.48381632566452026,1.0,0.16664911806583405,0.3875846862792969,0.29543522000312805
air,0.10361403971910477,0.12297173589468002,0.19386497139930725,0.18004418909549713,0.2877824306488037,1.0000001192092896,0.18433481454849243,0.1590530425310135,0.17459522187709808,0.1904066801071167,0.17459522187709808,0.2877824306488037,0.19837404787540436,0.18433481454849243,0.14703921973705292
that,0.6297725439071655,0.47518548369407654,0.2734697759151459,0.4401702582836151,0.5473989248275757,0.19720019400119781,0.4407361149787903,0.26059767603874207,0.4735107421875,0.4869440197944641,0.4735107421875,0.5473989248275757,0.13278619945049286,0.4407361149787903,0.18878613412380219
rushed,0.20875130593776703,0.24934585392475128,0.149465411901474,0.13814838230609894,0.25936806201934814,0.15756908059120178,0.32477378845214844,0.2562452554702759,0.1891554743051529,0.17262645065784454,0.1891554743051529,0.25936806201934814,0.17166119813919067,0.32477378845214844,0.21975725889205933
back,0.2965294420719147,0.2601068317890167,0.11626077443361282,0.11872998625040054,0.3612101674079895,0.201618492603302,0.3374921381473541,0.29404890537261963,0.23222434520721436,0.31865203380584717,0.23222434520721436,0.3612101674079895,0.1555498093366623,0.3374921381473541,0.17457236349582672
in,0.30808621644973755,0.2593238651752472,0.324543833732605,0.13924728333950043,0.6662389636039734,0.22172939777374268,0.385026752948761,0.3167656362056732,0.3887844979763031,0.2725222110748291,0.3887844979763031,0.6662389636039734,0.16545431315898895,0.385026752948761,0.2935055196285248
.,0.3567904531955719,0.35288307070732117,0.3063303232192993,0.2091962993144989,0.5934505462646484,0.2759295105934143,0.37348684668540955,0.2800092399120331,0.515582263469696,0.3374604284763336,0.515582263469696,0.5934505462646484,0.20248055458068848,0.37348684668540955,0.21744301915168762
