,where,did,jebe,'s,division,of,genghis,khan,'s,army,campaign,in,khwarezmia,?
part,0.3328706920146942,0.23558001220226288,0.1969248503446579,0.007562864106148481,0.2805361747741699,0.452393114566803,0.1747124046087265,0.15835325419902802,0.007562864106148481,0.17501159012317657,0.17761562764644623,0.4499994218349457,0.24349741637706757,0.08557961881160736
of,0.38066378235816956,0.2513895630836487,0.23213399946689606,-0.03817026689648628,0.23579144477844238,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.2669098675251007,0.23278115689754486,0.5696388483047485,0.30564188957214355,0.1826142966747284
khwarzemia,0.2341804802417755,0.20654095709323883,0.4611826539039612,0.002477672416716814,0.26715222001075745,0.322151780128479,0.5234270691871643,0.5289647579193115,0.002477672416716814,0.30444958806037903,0.20927384495735168,0.291737824678421,0.853014349937439,0.2711334526538849
to,0.47735077142715454,0.4452643394470215,0.16959594190120697,0.03782717138528824,0.20332986116409302,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.22938482463359833,0.24738837778568268,0.45010748505592346,0.27053171396255493,0.29463258385658264
form,0.25177764892578125,0.18086659908294678,0.21776902675628662,0.07059726119041443,0.05773088335990906,0.29600051045417786,0.15227730572223663,0.1023179441690445,0.07059726119041443,0.08632971346378326,0.1007966622710228,0.2815987169742584,0.2069903463125229,0.1463010311126709
",",0.3149496018886566,0.3015086054801941,0.30109918117523193,-0.0016132977325469255,0.24344468116760254,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.230897456407547,0.18021923303604126,0.5201468467712402,0.35280895233154297,0.31091248989105225
with,0.4142743945121765,0.25472134351730347,0.16478006541728973,-0.04624466598033905,0.14527691900730133,0.41827285289764404,0.18149495124816895,0.12498863786458969,-0.04624466598033905,0.14974439144134521,0.11452023684978485,0.4080928862094879,0.2587907016277313,0.2433311939239502
the,0.5003893971443176,0.34736719727516174,0.272458553314209,-0.01540423184633255,0.26203617453575134,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.31011611223220825,0.2755736708641052,0.6662389636039734,0.3111512362957001,0.22068053483963013
first,0.3238157331943512,0.33691170811653137,0.1908780187368393,-0.014458609744906425,0.21919430792331696,0.3536086082458496,0.2048429697751999,0.18324014544487,-0.014458609744906425,0.24056130647659302,0.2066108137369156,0.4127444326877594,0.20945467054843903,0.18701928853988647
division,0.1718221753835678,0.14262770116329193,0.08619437366724014,-0.006703963968902826,1.0,0.23579144477844238,0.16637326776981354,0.17306137084960938,-0.006703963968902826,0.25406786799430847,0.15755365788936615,0.2658538520336151,0.20878194272518158,0.08900629729032516
",",0.3149496018886566,0.3015086054801941,0.30109918117523193,-0.0016132977325469255,0.24344468116760254,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.230897456407547,0.18021923303604126,0.5201468467712402,0.35280895233154297,0.31091248989105225
a,0.40997210144996643,0.2552328109741211,0.29146814346313477,0.04866964742541313,0.19939710199832916,0.5052502155303955,0.194350928068161,0.1743650734424591,0.04866964742541313,0.20244213938713074,0.20502153038978577,0.539380669593811,0.3061319887638092,0.23916715383529663
pincer,0.19642025232315063,0.17504647374153137,0.18840302526950836,-0.019650757312774658,0.22395789623260498,0.2506698668003082,0.21953600645065308,0.18847554922103882,-0.019650757312774658,0.3231094777584076,0.200715109705925,0.2227490246295929,0.26925960183143616,0.19034090638160706
attack,0.19145746529102325,0.13678960502147675,0.18821701407432556,-0.03803832456469536,0.21341700851917267,0.20644454658031464,0.233363077044487,0.15452195703983307,-0.03803832456469536,0.3572985529899597,0.2974633276462555,0.1944931447505951,0.21267364919185638,0.126759335398674
on,0.37630224227905273,0.2670976221561432,0.21980929374694824,0.0026888418942689896,0.16298949718475342,0.3966929316520691,0.17695671319961548,0.13222354650497437,0.0026888418942689896,0.17614345252513885,0.24734924733638763,0.46853652596473694,0.15983900427818298,0.2714994251728058
samarkand,0.24729785323143005,0.15214397013187408,0.3311193585395813,0.03461071848869324,0.16141833364963531,0.2605690360069275,0.5715417265892029,0.4810072183609009,0.03461071848869324,0.22744479775428772,0.16481906175613403,0.28130465745925903,0.6078715324401855,0.14516572654247284
.,0.41390106081962585,0.35288307070732117,0.2529311776161194,-0.003708066651597619,0.27855971455574036,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.28860729932785034,0.23225265741348267,0.5591574311256409,0.29643574357032776,0.4130953550338745
