,what,prompted,shen,kuo,to,believe,the,land,was,formed,by,erosion,of,the,mountains,?
of,0.33290785551071167,0.24356763064861298,0.16697750985622406,0.17598487436771393,0.41548454761505127,0.2925758957862854,0.733189046382904,0.3057127296924591,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.2936123013496399,1.0,0.733189046382904,0.22132478654384613,0.1826142966747284
land,0.23411516845226288,0.09620917588472366,0.17100848257541656,0.10944680124521255,0.2885280251502991,0.19085988402366638,0.28587454557418823,1.0000001192092896,0.23751215636730194,0.20476579666137695,0.2530721127986908,0.35993069410324097,0.3057127296924591,0.28587454557418823,0.2753267288208008,0.1432059109210968
formation,0.16291823983192444,0.22581413388252258,0.10914958268404007,0.08707191050052643,0.21429739892482758,0.14065684378147125,0.33687281608581543,0.1779220998287201,0.19543607532978058,0.46854957938194275,0.14373603463172913,0.4882906377315521,0.2957320809364319,0.33687281608581543,0.26788872480392456,0.09831923991441727
:,-0.12022944539785385,-0.08066373318433762,-0.0508420504629612,0.03959810361266136,-0.09243495017290115,-0.1498505026102066,-0.03403344005346298,-0.08612316101789474,0.002802103292196989,-0.04084709286689758,-0.11676844954490662,-0.15486852824687958,-0.08807745575904846,-0.03403344005346298,-0.011543070897459984,-0.07156077772378922
based,0.274813175201416,0.1632823348045349,0.12445290386676788,0.09751110523939133,0.19629007577896118,0.22122415900230408,0.29860720038414,0.20405831933021545,0.2870393395423889,0.26160991191864014,0.3462308943271637,0.06922061741352081,0.3033197224140167,0.29860720038414,0.13442720472812653,0.134929820895195
on,0.34226128458976746,0.21033400297164917,0.09465360641479492,0.12545540928840637,0.41031414270401,0.2112082839012146,0.5107308030128479,0.2075873464345932,0.3909217119216919,0.18750394880771637,0.33887791633605957,0.25440940260887146,0.3966929316520691,0.5107308030128479,0.16637951135635376,0.2714994251728058
his,0.26976513862609863,0.30540940165519714,0.19784614443778992,0.22570914030075073,0.3715193271636963,0.22664840519428253,0.4394008219242096,0.1675759106874466,0.4405253231525421,0.14771054685115814,0.3107621967792511,0.1523699164390564,0.38364991545677185,0.4394008219242096,0.1686132550239563,0.18075084686279297
observation,0.2846803367137909,0.1961929202079773,0.04746978357434273,0.11305184662342072,0.24857792258262634,0.2785620093345642,0.265403151512146,0.1594458520412445,0.17435359954833984,0.11475609242916107,0.23678532242774963,0.32718920707702637,0.2131652981042862,0.265403151512146,0.1455668807029724,0.15791697800159454
of,0.33290785551071167,0.24356763064861298,0.16697750985622406,0.17598487436771393,0.41548454761505127,0.2925758957862854,0.733189046382904,0.3057127296924591,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.2936123013496399,1.0,0.733189046382904,0.22132478654384613,0.1826142966747284
fossil,0.22930388152599335,0.12763220071792603,0.12007849663496017,0.025614125654101372,0.20474779605865479,0.14846359193325043,0.21818694472312927,0.20978806912899017,0.10512274503707886,0.16806642711162567,0.10419435799121857,0.34293362498283386,0.22371989488601685,0.21818694472312927,0.18126660585403442,0.15712964534759521
animal,0.2420092225074768,0.09316386282444,0.22219733893871307,0.07415562868118286,0.18854594230651855,0.15244409441947937,0.2502762973308563,0.2859138548374176,0.19975899159908295,0.10665630549192429,0.20926138758659363,0.2633122503757477,0.2429264932870865,0.2502762973308563,0.15921297669410706,0.13991324603557587
shells,0.21712204813957214,0.1753208041191101,0.16702626645565033,0.08291925489902496,0.2210269272327423,0.1732005923986435,0.2135874330997467,0.22110657393932343,0.1523139625787735,0.20046313107013702,0.1813923716545105,0.3711372911930084,0.2221994549036026,0.2135874330997467,0.17432282865047455,0.12549249827861786
in,0.30808621644973755,0.2340080887079239,0.17430278658866882,0.09745828807353973,0.45010748505592346,0.20806841552257538,0.6662389636039734,0.22871792316436768,0.45514053106307983,0.27325257658958435,0.370934396982193,0.21655912697315216,0.5696388483047485,0.6662389636039734,0.27267226576805115,0.20430970191955566
a,0.3320399522781372,0.23719322681427002,0.19274336099624634,0.16340568661689758,0.45503583550453186,0.2732302248477936,0.5829201340675354,0.247930645942688,0.4508470594882965,0.21948496997356415,0.32094135880470276,0.21476104855537415,0.5052502155303955,0.5829201340675354,0.1995611935853958,0.23916715383529663
geological,0.2686845362186432,0.21299991011619568,0.08372966200113297,0.09633675962686539,0.21852900087833405,0.12927031517028809,0.2813860774040222,0.18353766202926636,0.14776946604251862,0.31249862909317017,0.15095338225364685,0.4364916682243347,0.3277883529663086,0.2813860774040222,0.3067455291748047,0.16050557792186737
stratum,0.33373570442199707,0.26700344681739807,0.17330347001552582,0.08820173889398575,0.28602269291877747,0.17523452639579773,0.3205180764198303,0.20527732372283936,0.17443738877773285,0.25809338688850403,0.2029605507850647,0.47123491764068604,0.2970624268054962,0.3205180764198303,0.2768186032772064,0.1751171350479126
in,0.30808621644973755,0.2340080887079239,0.17430278658866882,0.09745828807353973,0.45010748505592346,0.20806841552257538,0.6662389636039734,0.22871792316436768,0.45514053106307983,0.27325257658958435,0.370934396982193,0.21655912697315216,0.5696388483047485,0.6662389636039734,0.27267226576805115,0.20430970191955566
a,0.3320399522781372,0.23719322681427002,0.19274336099624634,0.16340568661689758,0.45503583550453186,0.2732302248477936,0.5829201340675354,0.247930645942688,0.4508470594882965,0.21948496997356415,0.32094135880470276,0.21476104855537415,0.5052502155303955,0.5829201340675354,0.1995611935853958,0.23916715383529663
mountain,0.15145938098430634,0.10425153374671936,0.15314094722270966,0.13528193533420563,0.21757690608501434,0.18042492866516113,0.2931090295314789,0.21658040583133698,0.19559861719608307,0.17782966792583466,0.17277319729328156,0.27093246579170227,0.22943821549415588,0.2931090295314789,0.8570657968521118,0.10710091888904572
hundreds,0.234964519739151,0.16580045223236084,0.1638280153274536,0.08999202400445938,0.29900258779525757,0.2707425057888031,0.31001466512680054,0.19440774619579315,0.1582414209842682,0.19254837930202484,0.2732506990432739,0.30900323390960693,0.32997775077819824,0.31001466512680054,0.15128672122955322,0.17484495043754578
of,0.33290785551071167,0.24356763064861298,0.16697750985622406,0.17598487436771393,0.41548454761505127,0.2925758957862854,0.733189046382904,0.3057127296924591,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.2936123013496399,1.0,0.733189046382904,0.22132478654384613,0.1826142966747284
miles,0.1893789917230606,0.1299974024295807,0.17301732301712036,0.09878716617822647,0.2342754453420639,0.08911287784576416,0.25706055760383606,0.295170396566391,0.1818082183599472,0.15897417068481445,0.19836436212062836,0.24998867511749268,0.2263605147600174,0.25706055760383606,0.32892906665802,0.09363767504692078
from,0.2737620174884796,0.21217080950737,0.13686557114124298,0.09522096812725067,0.4069952368736267,0.2082303762435913,0.40150508284568787,0.21997374296188354,0.31171464920043945,0.26482728123664856,0.3373257517814636,0.22974993288516998,0.4249346852302551,0.40150508284568787,0.21533413231372833,0.19969791173934937
the,0.42745697498321533,0.3065200448036194,0.1715063601732254,0.17402341961860657,0.535392165184021,0.2972484529018402,1.0,0.28587454557418823,0.48711544275283813,0.28813210129737854,0.4408751428127289,0.2848348915576935,0.733189046382904,1.0,0.27269288897514343,0.22068053483963013
ocean,0.21858152747154236,0.11928404867649078,0.10291662812232971,0.09492558985948563,0.30701687932014465,0.1133149042725563,0.3185477554798126,0.3057798743247986,0.18688063323497772,0.29241862893104553,0.21858787536621094,0.3566191792488098,0.25798606872558594,0.3185477554798126,0.34329238533973694,0.15205028653144836
",",0.3087472915649414,0.25982430577278137,0.2485889494419098,0.2864573299884796,0.44245919585227966,0.2459280639886856,0.4933079481124878,0.22220008075237274,0.45456063747406006,0.2636634409427643,0.3680937886238098,0.24118734896183014,0.4946078956127167,0.4933079481124878,0.2542361319065094,0.31091248989105225
he,0.3114890456199646,0.22900092601776123,0.18894101679325104,0.20429694652557373,0.385390967130661,0.24699896574020386,0.4571082592010498,0.1889844834804535,0.5410010814666748,0.15398980677127838,0.2485479861497879,0.18102732300758362,0.38706058263778687,0.4571082592010498,0.1707964539527893,0.2089974731206894
inferred,0.2767772674560547,0.25036248564720154,0.12397617101669312,0.1363995224237442,0.2184024304151535,0.25070446729660034,0.28192782402038574,0.12567979097366333,0.16441890597343445,0.17260390520095825,0.22517386078834534,0.2191127985715866,0.2974247932434082,0.28192782402038574,0.08577300608158112,0.17429140210151672
that,0.6297725439071655,0.29559919238090515,0.1948840618133545,0.16786138713359833,0.5436353087425232,0.533393383026123,0.5473989248275757,0.256797194480896,0.33670201897621155,0.2487153261899948,0.37496164441108704,0.28125572204589844,0.41498205065727234,0.5473989248275757,0.15560296177864075,0.32716336846351624
the,0.42745697498321533,0.3065200448036194,0.1715063601732254,0.17402341961860657,0.535392165184021,0.2972484529018402,1.0,0.28587454557418823,0.48711544275283813,0.28813210129737854,0.4408751428127289,0.2848348915576935,0.733189046382904,1.0,0.27269288897514343,0.22068053483963013
land,0.23411516845226288,0.09620917588472366,0.17100848257541656,0.10944680124521255,0.2885280251502991,0.19085988402366638,0.28587454557418823,1.0000001192092896,0.23751215636730194,0.20476579666137695,0.2530721127986908,0.35993069410324097,0.3057127296924591,0.28587454557418823,0.2753267288208008,0.1432059109210968
was,0.22111038863658905,0.2312595248222351,0.1713327020406723,0.1847100406885147,0.3636345863342285,0.20507054030895233,0.48711544275283813,0.23751215636730194,1.0000001192092896,0.3009849190711975,0.4752357602119446,0.14635248482227325,0.4069072902202606,0.48711544275283813,0.15521857142448425,0.18412111699581146
formed,0.15451857447624207,0.12570787966251373,0.09982658177614212,0.13291001319885254,0.15433534979820251,0.09177680313587189,0.28813210129737854,0.20476579666137695,0.3009849190711975,1.0000001192092896,0.2924628257751465,0.3158344328403473,0.2871689796447754,0.28813210129737854,0.20802117884159088,0.09686966985464096
by,0.2455483376979828,0.24120628833770752,0.19116438925266266,0.16119444370269775,0.33534231781959534,0.23699913918972015,0.4408751428127289,0.2530721127986908,0.4752357602119446,0.2924628257751465,1.0000001192092896,0.17861780524253845,0.3646814823150635,0.4408751428127289,0.1825466752052307,0.17966607213020325
erosion,0.24651223421096802,0.2164909839630127,0.11317721754312515,0.031894657760858536,0.22029954195022583,0.1815086156129837,0.2848348915576935,0.35993069410324097,0.14635248482227325,0.3158344328403473,0.17861780524253845,1.0,0.2936123013496399,0.2848348915576935,0.35237711668014526,0.14646314084529877
of,0.33290785551071167,0.24356763064861298,0.16697750985622406,0.17598487436771393,0.41548454761505127,0.2925758957862854,0.733189046382904,0.3057127296924591,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.2936123013496399,1.0,0.733189046382904,0.22132478654384613,0.1826142966747284
the,0.42745697498321533,0.3065200448036194,0.1715063601732254,0.17402341961860657,0.535392165184021,0.2972484529018402,1.0,0.28587454557418823,0.48711544275283813,0.28813210129737854,0.4408751428127289,0.2848348915576935,0.733189046382904,1.0,0.27269288897514343,0.22068053483963013
mountains,0.1498076319694519,0.14145976305007935,0.10963544249534607,0.11896610260009766,0.2097938507795334,0.18735814094543457,0.27269288897514343,0.2753267288208008,0.15521857142448425,0.20802117884159088,0.1825466752052307,0.35237711668014526,0.22132478654384613,0.27269288897514343,1.0000001192092896,0.08633821457624435
and,0.31309178471565247,0.3064103126525879,0.23282930254936218,0.2295195609331131,0.48971283435821533,0.29652947187423706,0.5171257257461548,0.2874513864517212,0.3740963041782379,0.27619341015815735,0.4289871156215668,0.2638475000858307,0.5116966962814331,0.5171257257461548,0.2570574879646301,0.20544172823429108
by,0.2455483376979828,0.24120628833770752,0.19116438925266266,0.16119444370269775,0.33534231781959534,0.23699913918972015,0.4408751428127289,0.2530721127986908,0.4752357602119446,0.2924628257751465,1.0000001192092896,0.17861780524253845,0.3646814823150635,0.4408751428127289,0.1825466752052307,0.17966607213020325
deposition,0.20113719999790192,0.2248682677745819,0.14525683224201202,0.1343913972377777,0.20738232135772705,0.13460767269134521,0.3074389100074768,0.25781556963920593,0.20780502259731293,0.34938767552375793,0.18474453687667847,0.5302450656890869,0.32307934761047363,0.3074389100074768,0.23751525580883026,0.15152323246002197
of,0.33290785551071167,0.24356763064861298,0.16697750985622406,0.17598487436771393,0.41548454761505127,0.2925758957862854,0.733189046382904,0.3057127296924591,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.2936123013496399,1.0,0.733189046382904,0.22132478654384613,0.1826142966747284
silt,0.27059248089790344,0.14258870482444763,0.21798613667488098,0.08578572422266006,0.2512316405773163,0.22452367842197418,0.3025934100151062,0.27973681688308716,0.13664112985134125,0.2693253457546234,0.17375537753105164,0.5695889592170715,0.3080102801322937,0.3025934100151062,0.29038187861442566,0.1718454360961914
.,0.3567904531955719,0.2214408963918686,0.1857737898826599,0.2295362651348114,0.4645031690597534,0.26988279819488525,0.5934505462646484,0.259204238653183,0.40146201848983765,0.2737641930580139,0.3936232924461365,0.21588943898677826,0.5352458953857422,0.5934505462646484,0.1869059056043625,0.4130953550338745
